state,POVPIP,has_pap,has_ssip,has_hins4,has_snap,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well,HH Income,WGTP
08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,39
08,0,0,0,0,0,0,0,0,0,0,0,0,3364,0,3364,0,0,58
08,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,21,60
08,0,0,0,0,0,0,0,0,0,0,0,5929,0,0,0,0,0,77
08,0,0,0,0,0,0,0,0,0,0,0,5929,0,0,0,5929,65666,77
08,0,0,0,0,0,0,0,0,0,0,0,7056,0,7056,0,0,0,84
08,0,0,0,0,0,0,0,0,0,0,0,60516,0,0,60516,60516,0,246
08,0,0,0,0,0,0,0,0,0,0,64,0,0,64,0,0,0,8
08,0,0,0,0,0,0,0,0,0,0,81,0,0,81,0,0,0,9
08,0,0,0,0,0,0,0,0,0,0,196,0,0,196,0,0,0,14
08,0,0,0,0,0,0,0,0,0,0,225,0,225,225,225,0,0,15
08,0,0,0,0,0,0,0,0,0,0,484,0,0,484,484,0,-7400,22
08,0,0,0,0,0,0,0,0,0,0,841,0,0,0,0,0,0,29
08,0,0,0,0,0,0,0,0,0,0,1444,0,0,0,0,0,0,38
08,0,0,0,0,0,0,0,0,0,0,1521,0,0,0,0,0,0,78
08,0,0,0,0,0,0,0,0,0,0,1521,0,0,1521,0,0,-2397,39
08,0,0,0,0,0,0,0,0,0,0,1681,0,0,0,0,0,104,41
08,0,0,0,0,0,0,0,0,0,0,1764,1764,0,0,0,0,0,42
08,0,0,0,0,0,0,0,0,0,0,1849,0,0,0,1849,0,52,43
08,0,0,0,0,0,0,0,0,0,0,1936,0,0,0,0,0,0,44
08,0,0,0,0,0,0,0,0,0,0,1936,0,0,1936,0,0,0,44
08,0,0,0,0,0,0,0,0,0,0,1936,0,0,1936,1936,0,0,44
08,0,0,0,0,0,0,0,0,0,0,2116,0,0,0,0,0,-2397,46
08,0,0,0,0,0,0,0,0,0,0,2304,0,0,0,0,0,94,48
08,0,0,0,0,0,0,0,0,0,0,2304,0,0,2304,0,0,0,96
08,0,0,0,0,0,0,0,0,0,0,2401,0,0,0,0,0,0,49
08,0,0,0,0,0,0,0,0,0,0,2401,0,0,2401,0,0,0,49
08,0,0,0,0,0,0,0,0,0,0,2401,0,0,2401,2401,0,0,98
08,0,0,0,0,0,0,0,0,0,0,2401,2401,0,0,2401,0,0,49
08,0,0,0,0,0,0,0,0,0,0,2601,0,0,2601,0,0,0,51
08,0,0,0,0,0,0,0,0,0,0,2601,0,0,2601,2601,0,0,51
08,0,0,0,0,0,0,0,0,0,0,2601,0,2601,0,0,0,0,51
08,0,0,0,0,0,0,0,0,0,0,2704,0,0,0,0,0,0,52
08,0,0,0,0,0,0,0,0,0,0,2704,2704,0,0,0,0,0,52
08,0,0,0,0,0,0,0,0,0,0,2704,2704,2704,2704,2704,0,75046,52
08,0,0,0,0,0,0,0,0,0,0,3025,0,0,0,0,0,0,55
08,0,0,0,0,0,0,0,0,0,0,3136,0,0,3136,3136,0,0,56
08,0,0,0,0,0,0,0,0,0,0,3364,0,0,0,0,0,0,58
08,0,0,0,0,0,0,0,0,0,0,3364,0,0,3364,0,0,-4795,58
08,0,0,0,0,0,0,0,0,0,0,3364,0,0,3364,0,0,0,58
