cd118,POVPIP,has_pap,has_ssip,has_hins4,has_snap,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well,HH Income,WGTP
2901,0,0,0,0,0,0,0,0,0,0,0,529,0,0,0,529,0,23
2901,0,0,0,0,0,0,0,0,0,0,162,0,0,162,162,0,0,10
2901,0,0,0,0,0,0,0,0,0,0,406,0,0,0,406,0,0,5
2901,0,0,0,0,0,0,0,0,0,0,417,0,0,417,0,0,0,6
2901,0,0,0,0,0,0,0,0,0,0,1014,0,0,0,0,0,0,9
2901,0,0,0,0,0,0,0,0,0,0,1195,0,1195,1195,0,0,0,9
2901,0,0,0,0,0,0,0,0,0,0,2116,0,0,2116,0,0,0,46
2901,0,0,0,0,0,0,0,0,0,0,2601,0,0,0,0,0,0,51
2901,0,0,0,0,0,0,0,0,0,0,3364,0,0,0,0,0,0,58
2901,0,0,0,0,0,0,0,0,0,0,5041,0,0,0,0,0,0,71
2901,0,0,0,0,0,0,0,0,0,0,6724,0,0,6724,6724,0,0,82
2901,0,0,0,0,0,0,0,0,0,0,7056,0,0,7056,0,0,0,84
2901,0,0,0,0,0,0,0,0,0,0,8950,8950,0,0,0,8950,0,75
2901,0,0,0,0,0,0,0,0,0,0,9875,0,0,0,0,0,0,79
2901,0,0,0,0,0,0,0,0,0,0,10201,0,0,0,0,0,0,101
2901,0,0,0,0,0,0,0,0,0,0,12387,0,0,0,0,0,104231,88
2901,0,0,0,0,0,0,0,0,0,0,13225,0,0,0,0,0,0,115
2901,0,0,0,0,0,0,0,0,0,0,26896,0,0,0,0,0,37940,164
2901,0,0,0,0,0,0,0,0,0,0,156816,0,0,0,0,0,0,396
2901,0,0,0,0,0,0,0,361,0,0,0,0,0,361,0,0,0,19
2901,0,0,0,0,0,0,0,900,0,0,0,0,0,0,900,0,0,30
2901,0,0,0,0,0,0,0,1331,0,0,0,0,0,0,0,1331,0,10
2901,0,0,0,0,0,0,0,1444,0,0,0,0,0,1444,0,0,0,38
2901,0,0,0,0,0,0,0,3844,0,0,0,0,0,3844,3844,0,0,62
2901,0,0,0,0,0,0,0,14641,0,0,0,0,14641,14641,0,0,0,121
