zcta,POVPIP,has_pap,has_ssip,has_hins4,has_snap,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well,HH Income,WGTP
96720,501,0,0,0,0,0,0,0,0,0,1979,0,0,0,0,0,213674,20
96720,501,0,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,145924,21
96720,501,0,0,0,0,0,0,0,0,0,2363,0,0,2363,0,0,170939,22
96720,501,0,0,0,0,0,0,0,0,0,2408,0,0,2408,0,0,153220,23
96720,501,0,0,0,0,0,0,0,0,0,2453,2453,0,0,0,0,139878,23
96720,501,0,0,0,0,0,0,0,0,0,2685,0,2685,2685,0,0,160307,24
96720,501,0,0,0,0,0,0,0,0,0,2978,0,0,2978,0,0,174483,25
96720,501,0,0,0,0,0,0,0,0,0,3286,0,0,3286,0,0,113612,26
96720,501,0,0,0,0,0,0,0,0,0,3339,0,0,3339,0,0,290701,26
96720,501,0,0,0,0,0,0,0,0,0,3392,0,0,0,0,0,117052,27
96720,501,0,0,0,0,0,0,0,0,0,3554,0,0,0,0,0,239732,27
96720,501,0,0,0,0,0,0,0,0,0,5725,0,0,5725,0,0,308524,35
96720,501,0,0,0,0,0,0,0,0,0,5795,0,0,5795,0,0,112778,35
96720,501,0,0,0,0,0,0,0,0,0,6514,0,0,0,0,0,202208,37
96720,501,0,0,0,0,0,0,0,0,0,8752,0,8752,8752,8752,0,221387,43
96720,501,0,0,0,0,0,0,0,0,0,8838,0,0,0,0,0,86720,43
96720,501,0,0,0,0,0,0,0,0,0,17202,0,0,17202,0,0,99020,60
96720,501,0,0,0,0,0,0,0,0,0,22350,22350,0,22350,22350,0,205752,69
96720,501,0,0,0,0,0,0,0,0,0,113919,0,0,113919,113919,0,210547,155
96720,501,0,0,0,0,0,0,0,0,1449,1449,0,0,1449,0,0,224097,17
96720,501,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,818214,1
96720,501,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,182404,2
96720,501,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,617048,2
96720,501,0,0,0,0,0,0,0,36,0,36,0,0,36,0,0,302270,3
96720,501,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,100062,3
96720,501,0,0,0,0,0,0,0,84,0,0,0,0,84,0,0,220345,4
96720,501,0,0,0,0,0,0,0,93,0,0,93,93,93,93,0,111944,4
96720,501,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,168854,6
96720,501,0,0,0,0,0,0,0,426,0,0,0,426,426,426,0,186574,9
96720,501,0,0,0,0,0,0,0,783,0,0,0,783,0,783,0,148008,13
96720,501,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,128621,15
96720,501,0,0,0,0,0,0,0,1279,0,0,0,0,1279,0,0,105065,16
96720,501,0,0,0,0,0,0,0,3234,0,0,0,0,3234,0,0,129038,26
96720,501,0,0,0,0,0,0,0,4240,4240,0,0,0,0,0,0,118823,30
96720,501,0,0,0,0,0,0,0,6663,0,0,0,6663,6663,6663,0,111632,37
96720,501,0,0,0,0,0,0,0,7997,0,7997,0,0,7997,0,0,111110,41
96720,501,0,0,0,0,0,0,0,9274,0,0,0,0,0,0,0,208462,44
96720,501,0,0,0,0,0,0,41,41,0,41,0,0,0,0,0,495723,3
96720,501,0,0,0,0,0,8,0,8,0,8,8,0,0,0,0,577440,1
96720,501,0,0,0,0,0,21,0,21,0,0,0,0,21,21,0,142067,2
96720,501,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,192828,3
96720,501,0,0,0,0,0,61,0,0,0,0,0,61,0,0,0,113195,4
96720,501,0,0,0,0,0,61,0,61,0,61,61,61,0,61,0,207107,4
96720,501,0,0,0,0,0,68,0,0,0,68,68,68,68,0,0,150093,4
96720,501,0,0,0,0,0,68,0,68,0,68,0,0,68,0,0,234520,4
96720,501,0,0,0,0,0,68,0,68,68,68,0,0,68,0,0,153220,4
96720,501,0,0,0,0,0,93,0,0,0,0,0,0,93,0,0,69731,4
96720,501,0,0,0,0,0,93,0,93,0,93,0,0,0,0,0,211589,4
96720,501,0,0,0,0,0,121,0,0,0,121,0,0,121,0,0,104023,5
96720,501,0,0,0,0,0,121,0,121,0,0,0,0,121,0,0,162496,5
96720,501,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,119970,5
96720,501,0,0,0,0,0,131,0,131,0,0,131,0,0,0,0,144881,5
96720,501,0,0,0,0,0,131,0,131,0,131,0,0,0,0,0,154262,5
96720,501,0,0,0,0,0,131,0,131,0,131,0,0,0,0,0,179382,5
96720,501,0,0,0,0,0,177,0,0,0,177,0,0,0,177,0,144881,6
96720,501,0,0,0,0,0,229,0,229,0,0,0,229,229,0,0,104752,7
96720,501,0,0,0,0,0,273,0,0,0,0,0,0,0,273,273,159265,8
96720,501,0,0,0,0,0,371,0,0,0,371,0,0,371,0,0,383883,9
96720,501,0,0,0,0,0,485,0,0,0,0,0,485,485,485,0,89535,10
96720,501,0,0,0,0,0,485,0,0,0,485,0,0,485,0,0,132373,10
96720,501,0,0,0,0,0,569,569,569,0,569,0,569,569,0,0,121533,11
96720,501,0,0,0,0,0,591,0,591,0,0,0,0,591,0,0,75046,11
96720,501,0,0,0,0,0,591,0,591,0,591,0,0,0,0,0,120074,11
96720,501,0,0,0,0,0,707,0,0,0,0,0,0,0,0,0,168854,12
96720,501,0,0,0,0,0,916,0,0,0,916,0,0,916,0,0,187616,14
96720,501,0,0,0,0,0,944,0,0,0,0,0,0,944,944,0,122367,14
96720,501,0,0,0,0,0,1030,0,0,0,1030,0,0,1030,0,0,544295,15
96720,501,0,0,0,0,0,1060,0,0,0,0,0,0,1060,0,0,83562,15
96720,501,0,0,0,0,0,1060,0,0,0,1060,0,0,1060,1060,0,170001,15
96720,501,0,0,0,0,0,1090,0,1090,0,1090,0,0,0,0,0,127892,15
96720,501,0,0,0,0,0,1121,0,0,0,0,0,1121,1121,0,0,92245,15
96720,501,0,0,0,0,0,1121,0,0,0,1121,0,0,1121,1121,0,334478,15
96720,501,0,0,0,0,0,1183,0,0,0,0,0,0,1183,0,1183,354386,16
96720,501,0,0,0,0,0,1183,0,0,0,1183,0,0,1183,0,0,297059,16
96720,501,0,0,0,0,0,1215,0,0,0,1215,0,0,0,0,0,156347,16
96720,501,0,0,0,0,0,1247,0,0,0,0,0,0,1247,1247,0,121012,16
96720,501,0,0,0,0,0,1247,0,0,0,1247,0,0,1247,1247,0,206899,16
96720,501,0,0,0,0,0,1247,0,1247,0,1247,0,0,0,0,0,238689,16
96720,501,0,0,0,0,0,1484,0,0,0,1484,0,1484,1484,0,0,240774,18
96720,501,0,0,0,0,0,1519,0,0,0,0,0,0,0,0,1519,836976,18
96720,501,0,0,0,0,0,1555,0,0,0,1555,0,0,0,0,0,210547,18
96720,501,0,0,0,0,0,1629,0,0,0,0,0,0,1629,0,0,127266,19
96720,501,0,0,0,0,0,1666,0,0,0,0,0,0,1666,0,0,121533,19
96720,501,0,0,0,0,0,1741,0,0,0,0,0,0,0,0,0,154575,19
96720,501,0,0,0,0,0,1741,0,0,0,0,0,0,1741,1741,0,297059,19
96720,501,0,0,0,0,0,1741,0,0,0,1741,0,1741,0,0,0,186376,19
96720,501,0,0,0,0,0,1780,0,0,0,0,1780,0,1780,0,1780,540334,19
96720,501,0,0,0,0,0,1858,0,0,0,1858,0,0,0,0,0,284551,20
96720,501,0,0,0,0,0,1898,0,0,0,1898,0,1898,1898,0,1898,226911,20
96720,501,0,0,0,0,0,1938,0,1938,0,1938,0,1938,1938,1938,0,350842,20
96720,501,0,0,0,0,0,2103,0,0,0,0,0,2103,2103,2103,0,137898,21
96720,501,0,0,0,0,0,2145,0,0,0,0,0,0,2145,0,0,99020,21
96720,501,0,0,0,0,0,2188,0,2188,0,2188,0,0,2188,0,0,120700,21
96720,501,0,0,0,0,0,2319,0,2319,0,2319,0,0,0,0,0,174066,22
96720,501,0,0,0,0,0,2453,0,2453,0,0,0,2453,2453,2453,0,93808,23
96720,501,0,0,0,0,0,2978,0,0,0,0,0,0,2978,0,0,142797,25
96720,501,0,0,0,0,0,3286,0,0,0,0,0,0,3286,0,0,134145,26
96720,501,0,0,0,0,0,3446,0,3446,0,3446,0,3446,3446,3446,0,108921,27
96720,501,0,0,0,0,0,3776,0,0,0,3776,0,0,0,0,0,187616,28
96720,501,0,0,0,0,0,4122,0,4122,0,4122,0,0,0,0,0,120491,29
96720,501,0,0,0,0,0,4240,0,0,0,0,0,0,4240,4240,0,240253,30
96720,501,0,0,0,0,0,4300,0,4300,4300,4300,0,0,4300,0,0,168959,30
96720,501,0,0,0,0,0,4859,0,0,0,4859,0,0,4859,0,0,122784,32
96720,501,0,0,0,0,0,7512,0,0,0,7512,0,0,0,0,0,302270,40
96720,501,0,0,0,0,0,7915,0,0,0,7915,7915,0,7915,0,0,144569,41
96720,501,0,0,0,0,0,10646,0,10646,0,10646,10646,0,10646,0,0,128340,47
96720,501,0,0,0,0,0,13675,0,0,0,13675,0,13675,13675,13675,0,195121,54
96720,501,0,0,0,0,0,14657,0,0,0,0,0,0,0,0,0,161558,56
96720,501,0,0,0,0,0,24168,0,0,0,0,0,0,24168,24168,24168,162913,71
96720,501,0,0,0,0,0,26205,0,0,0,0,0,0,0,0,26205,76089,74
96720,501,0,0,0,0,0,26503,0,0,0,26503,0,0,0,0,0,129247,75
96720,501,0,0,0,0,0,28171,0,0,0,28171,0,0,0,0,0,266102,77
96720,501,0,0,0,0,0,35697,0,0,0,0,35697,35697,35697,0,0,135084,87
96720,501,0,0,0,0,0,42208,0,0,0,0,0,0,42208,0,0,93808,94
96720,501,0,0,0,0,21,0,0,0,0,0,0,0,21,0,21,127162,2
96720,501,0,0,0,0,54,54,0,54,0,54,0,54,54,54,0,142275,3
96720,501,0,0,0,0,243,243,0,0,0,243,0,0,0,0,0,260995,7
96720,501,0,0,0,0,258,258,0,258,0,258,258,258,258,0,0,263705,7
96720,501,0,0,0,0,683,683,0,683,0,683,683,0,683,0,0,122993,12
96720,501,0,0,0,0,1346,0,0,0,0,1346,1346,1346,1346,1346,0,99332,17
96720,501,0,0,0,0,1592,0,0,0,0,1592,0,0,1592,0,0,118823,18
96720,501,0,0,0,0,1592,0,1592,0,0,1592,0,0,0,0,0,524282,18
96720,501,0,0,0,0,7512,7512,0,7512,0,7512,0,7512,0,0,0,166770,40
96720,501,0,0,0,0,15904,0,0,0,0,15904,0,0,15904,15904,0,182404,58
96720,501,0,0,1,0,0,0,0,0,0,0,5587,0,0,0,5587,218885,34
96720,501,0,0,1,0,0,0,0,0,0,407,0,407,407,407,0,94121,9
96720,501,0,0,1,0,0,0,0,0,0,783,0,0,783,0,0,110589,13
96720,501,0,0,1,0,0,0,0,0,0,2781,0,0,2781,0,0,129038,24
96720,501,0,0,1,0,0,0,0,0,0,7354,0,0,7354,0,0,104231,39
96720,501,0,0,1,0,0,0,0,179938,0,179938,179938,0,0,179938,0,194912,195
96720,501,0,0,1,0,0,2453,0,0,0,0,0,0,2453,0,0,108505,23
96720,501,0,0,1,0,93,93,93,0,0,93,0,93,93,0,0,227224,4
96720,501,0,0,1,0,426,0,0,0,0,426,426,0,0,426,0,243901,9
96720,501,0,0,1,0,1741,0,0,0,0,1741,0,0,1741,0,0,79111,19
96720,501,0,0,1,0,2638,0,0,0,0,2638,0,0,0,0,0,130289,24
96720,501,0,0,1,0,5317,5317,0,5317,0,5317,5317,0,0,5317,0,154262,33
96720,501,0,0,1,0,13675,13675,13675,0,0,13675,13675,0,0,0,0,186574,54
96720,501,0,0,1,1,0,0,0,0,0,407,0,0,407,0,0,182613,9
96720,501,0,0,1,1,0,0,0,0,0,6367,0,0,6367,6367,0,85574,37
96720,501,0,1,0,0,0,288,0,0,0,288,0,0,288,288,0,138523,8
96720,501,0,1,0,0,0,757,0,0,0,757,0,0,757,757,757,240357,13
96720,501,0,1,0,0,0,1247,0,0,0,0,0,0,1247,1247,0,185219,16
96720,501,0,1,0,0,0,3609,0,0,0,0,0,0,3609,0,0,150614,28
96720,501,0,1,0,1,0,0,0,0,0,2591,0,0,2591,2591,0,115697,23
96720,501,0,1,1,0,0,93,0,93,0,93,0,0,93,93,93,162705,4
96720,501,0,1,1,0,0,2453,2453,2453,0,2453,0,0,2453,2453,0,318009,23
96720,501,0,1,1,1,0,0,0,0,0,683,0,683,683,683,0,109443,12
96720,501,0,1,1,1,0,0,0,0,0,10741,0,0,0,10741,10741,325201,48
96720,501,1,0,1,1,354,354,0,0,0,354,0,354,354,354,0,149050,9
96722,0,0,0,0,0,0,0,0,0,0,31,0,0,31,0,0,0,1
96722,0,0,0,0,0,0,0,0,0,0,47,0,0,47,0,0,0,1
96722,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1
96722,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0
96722,0,0,0,0,0,0,240,0,0,0,240,0,0,0,0,0,94850,2
96722,0,0,0,0,0,0,271,0,271,0,0,0,0,0,0,0,52116,3
96722,0,0,0,1,0,0,0,0,0,0,314,0,0,314,314,0,0,3
96722,0,0,0,1,0,0,0,0,0,0,597,0,0,0,0,0,0,4
96722,0,0,0,1,0,0,500,0,0,0,500,500,0,500,500,0,37523,4
96722,0,0,0,1,1,0,0,0,0,0,140,0,0,140,0,0,0,2
96722,0,0,0,1,1,0,52,0,52,0,0,0,0,52,0,0,0,1
96722,1,0,0,0,0,0,23,0,0,0,23,0,0,23,23,0,313,1
96722,6,0,0,0,0,0,0,0,0,0,108,0,0,108,0,0,1042,2
96722,8,0,0,0,0,0,0,0,0,0,0,980,0,0,0,0,1251,5
96722,12,0,0,1,1,0,5,0,0,0,0,0,5,5,5,0,1876,0
96722,14,0,0,0,0,0,0,0,0,0,39,0,0,39,39,0,2064,1
96722,18,0,0,1,0,0,15,0,15,0,0,0,0,15,0,0,3335,1
96722,19,0,0,0,0,0,1444,0,0,0,0,0,0,0,0,0,3127,6
96722,19,0,0,1,0,0,0,0,0,0,29,0,0,29,0,0,3127,1
96722,20,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3127,0
96722,23,0,0,1,1,0,0,0,1942,0,0,0,0,0,0,1942,48884,7
96722,32,0,0,0,0,0,0,0,0,0,29,0,0,29,0,0,5003,1
96722,32,0,0,1,1,0,0,0,39,0,0,0,0,39,39,0,11570,1
96722,35,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,10423,3
96722,38,0,1,1,1,0,159,0,0,0,0,159,0,159,0,0,5524,2
96722,40,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,6254,2
96722,42,0,0,1,1,0,940,0,940,0,940,0,0,0,0,0,112570,5
96722,43,0,0,1,1,0,405,0,0,0,405,0,0,0,0,0,20940,3
96722,47,0,0,1,0,0,5537,0,0,0,5537,5537,0,0,0,0,89597,12
96722,50,0,0,1,1,0,0,0,0,0,13,0,0,0,0,0,66812,1
96722,50,0,1,1,1,0,7,0,7,0,7,0,0,0,7,0,10110,0
96722,52,0,0,0,0,0,0,0,0,0,98,0,0,98,0,0,9068,2
96722,55,0,0,1,0,0,0,0,0,0,23,0,0,23,23,0,7713,1
96722,57,0,1,1,1,0,314,0,0,314,314,0,0,0,314,0,10965,3
96722,58,0,0,0,0,0,0,0,0,0,118,0,0,118,0,0,8338,2
96722,60,0,0,1,0,0,0,0,0,0,1384,0,0,1384,0,0,14290,6
96722,61,0,0,0,0,0,0,0,0,0,1291,0,0,1291,1291,0,8338,6
96722,62,0,0,0,0,0,737,0,0,0,0,0,0,0,0,0,9381,4
96722,63,0,0,1,1,33,0,0,0,0,33,0,0,0,0,0,12404,1
96722,69,0,0,0,0,0,0,0,0,0,171,0,0,171,0,0,13863,2
96722,69,0,0,1,0,0,613,0,0,0,0,0,613,613,613,0,10423,4
96722,70,0,0,0,0,0,0,0,0,0,380,0,0,0,380,0,83385,3
96722,70,0,1,1,1,0,0,0,0,0,147,0,0,0,147,0,10736,2
96722,73,0,0,1,0,0,0,0,17,0,17,0,0,0,0,0,36272,1
96722,74,0,0,1,0,0,0,0,0,0,72,0,0,0,0,0,22201,1
96722,74,0,0,1,0,0,0,0,0,0,808,808,808,0,0,808,153220,5
96722,74,0,0,1,1,0,7,0,7,0,7,0,7,7,7,0,14905,0
96722,75,0,0,1,1,0,0,0,0,0,10,0,10,10,10,0,31269,1
96722,78,0,0,0,0,163,0,0,0,0,163,0,0,0,163,0,11465,2
96722,79,0,0,1,1,0,0,0,33,0,0,0,0,0,0,0,27517,1
96722,79,1,1,1,1,0,0,0,0,0,28,0,0,0,28,0,15843,1
96722,81,0,0,1,0,0,0,0,0,0,167,0,0,167,167,0,12508,2
96722,82,0,0,1,0,0,0,0,0,0,337,0,0,337,337,0,11465,3
96722,82,1,0,1,1,0,0,0,33,0,0,0,0,0,0,0,31165,1
96722,84,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,11882,0
96722,84,0,0,1,1,0,0,0,0,0,193,193,0,0,0,0,12508,2
96722,84,0,0,1,1,0,61,0,0,0,0,0,0,61,0,0,11465,1
96722,84,1,0,1,1,0,0,0,0,0,507,0,0,507,0,0,11570,4
96722,85,0,0,1,1,0,171,0,0,0,0,0,0,171,171,0,11570,2
96722,91,0,0,1,0,0,314,0,0,0,314,0,0,314,314,0,27100,3
96722,91,0,0,1,1,0,0,0,0,0,104,0,0,104,104,0,13237,2
96722,93,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,12716,1
96722,94,0,0,0,0,0,0,0,0,0,86,0,0,0,86,0,13967,1
96722,97,0,0,1,0,0,0,0,0,0,817,0,0,817,0,0,13863,5
96722,99,0,1,1,1,0,1234,0,0,0,1234,0,0,1234,1234,0,23973,6
96722,102,0,0,0,0,0,104,0,104,0,104,0,0,104,0,0,18762,2
96722,102,0,0,0,0,0,2595,0,2595,0,2595,2595,0,0,0,0,62539,8
96722,102,0,0,1,0,0,0,0,0,0,39,0,0,39,0,0,119866,1
96722,103,0,0,0,0,0,1337,0,0,0,0,0,0,0,0,1337,31759,6
96722,103,0,0,0,0,189,0,0,0,0,189,0,0,0,189,0,65666,2
96722,103,1,1,1,1,0,0,0,0,0,11,0,0,11,11,0,14665,1
96722,104,0,0,0,0,0,0,0,0,0,0,2326,0,0,0,2326,25015,8
96722,105,0,1,1,1,0,287,287,287,0,0,0,0,0,287,0,16573,3
96722,107,0,0,1,1,507,0,0,507,0,507,0,0,0,0,0,99645,4
96722,108,0,1,1,1,0,0,95,0,0,95,0,0,95,95,0,25432,2
96722,109,0,0,1,0,0,129,0,0,0,129,0,0,129,0,129,46279,2
96722,110,0,0,0,1,0,0,0,0,0,320,0,0,0,0,0,84948,3
96722,110,0,0,1,0,0,0,0,0,0,0,1051,0,1051,1051,1051,25954,5
96722,111,0,0,0,0,0,0,0,0,0,98,0,0,98,0,0,16052,2
96722,112,0,0,0,0,0,1568,0,0,0,0,0,0,0,0,1568,58578,6
96722,113,0,0,0,0,0,0,0,0,0,386,0,0,386,386,0,68793,3
96722,113,0,0,0,0,0,3035,0,3035,0,3035,0,0,0,0,0,33354,9
96722,113,0,0,1,0,0,0,0,0,0,47,0,0,0,0,0,16677,1
96722,115,0,0,1,0,0,45,0,0,0,0,0,0,45,45,45,25641,1
96722,116,0,0,0,0,0,240,0,0,0,0,0,0,240,0,0,20117,2
96722,116,0,0,1,0,0,0,0,0,0,255,0,0,255,0,0,16677,3
96722,117,0,0,1,1,0,176,0,176,0,176,176,0,176,0,0,16156,2
96722,119,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,16885,0
96722,121,0,0,0,0,0,0,0,0,0,255,0,255,255,255,0,16677,3
96722,123,0,0,0,0,0,0,0,0,0,0,83,0,83,83,0,17094,1
96722,123,0,0,0,0,0,0,0,49,0,0,0,0,49,0,0,17824,1
96722,123,0,0,1,0,0,0,0,0,0,132,0,0,0,0,0,42943,2
96722,124,0,0,0,1,0,197,0,0,0,0,0,0,197,197,197,22566,2
96722,124,1,0,1,1,0,3721,0,3721,0,0,3721,0,0,0,0,42631,10
96722,127,0,0,0,0,0,0,0,47,0,0,0,0,47,47,0,17511,1
96722,127,0,0,1,0,0,193,0,0,0,0,0,0,193,193,0,18762,2
96722,129,0,0,0,0,0,0,0,0,0,529,0,0,529,0,0,94642,4
96722,129,0,0,1,0,0,0,0,0,0,114,0,0,114,114,0,30331,2
96722,129,0,0,1,1,0,0,0,66,0,0,0,0,66,66,0,39191,1
96722,133,0,0,0,0,0,0,0,0,0,13,0,0,13,13,0,22722,1
96722,134,0,0,0,0,0,0,0,0,0,86,0,0,86,86,0,18762,1
96722,135,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,18762,0
96722,135,1,0,1,1,0,0,0,0,0,297,0,0,0,0,0,27100,3
96722,137,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,88596,1
96722,137,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,46904,2
96722,141,0,0,0,0,0,0,0,23,0,0,0,0,23,23,0,20012,1
96722,143,0,0,0,0,0,140,0,0,0,0,0,0,140,0,0,19804,2
96722,144,0,0,0,0,0,0,0,0,0,0,613,0,0,0,613,34396,4
96722,144,0,0,0,0,0,0,0,0,0,2660,0,0,0,0,0,41692,8
96722,145,0,0,0,0,0,0,0,0,0,163,163,0,0,0,0,49927,2
96722,146,0,0,1,0,0,0,0,0,0,47,47,0,47,0,47,28195,1
96722,146,0,0,1,0,0,276,0,0,0,276,276,0,276,276,276,161767,3
96722,147,1,0,1,1,0,0,0,0,0,1764,0,0,1764,1764,0,70252,7
96722,149,0,0,0,0,0,69,0,0,0,0,0,0,69,69,69,35022,1
96722,149,0,0,0,1,0,711,0,0,0,711,711,0,0,0,0,31269,4
96722,154,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,21263,0
96722,155,0,0,1,0,0,0,0,0,0,21,0,0,21,0,0,36689,1
96722,155,1,0,1,1,0,0,0,12,0,12,12,0,0,0,0,30644,1
96722,159,0,0,1,0,0,171,0,171,171,171,0,0,0,171,0,55242,2
96722,159,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,37523,0
96722,159,0,0,1,1,0,1942,1942,1942,0,1942,1942,0,0,0,0,30957,7
96722,160,0,0,0,0,0,0,0,0,0,297,0,0,297,297,0,22514,3
96722,160,0,1,1,1,0,0,0,8,0,8,8,0,8,8,0,66708,0
96722,161,0,0,1,0,0,35,0,0,0,0,0,0,35,35,35,35960,1
96722,161,0,0,1,1,29,0,29,0,0,29,29,29,0,0,0,35657,1
96722,162,0,0,0,0,0,0,0,0,0,35,0,0,35,35,0,29080,1
96722,162,0,0,0,0,0,1384,0,0,1384,1384,1384,0,0,0,0,561806,6
96722,162,0,0,1,0,0,6,0,6,0,0,0,0,0,6,0,56702,0
96722,162,0,0,1,0,0,16,0,0,0,0,0,0,0,16,0,23973,1
96722,163,0,0,0,0,0,0,0,37,0,0,0,0,37,37,0,22931,1
96722,164,0,0,0,0,0,114,0,114,0,114,0,0,0,0,0,31269,2
96722,165,0,0,0,0,0,41,0,0,0,0,0,0,41,0,0,22722,1
96722,166,0,0,0,0,0,0,0,0,0,790,0,0,790,0,0,23973,4
96722,166,0,0,0,1,0,1432,0,1432,0,1432,1432,0,1432,1432,1432,62226,6
96722,168,0,0,0,0,0,12,0,12,0,12,0,0,12,12,0,22931,1
96722,169,0,0,1,1,0,114,0,114,0,114,0,0,114,114,0,109026,2
96722,171,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,26058,2
96722,172,0,0,1,0,0,0,0,0,0,197,0,0,0,197,0,41276,2
96722,173,0,0,0,0,0,118,0,118,118,118,0,0,118,0,0,82238,2
96722,173,0,0,0,1,0,0,0,0,33,33,0,0,0,0,0,34500,1
96722,173,0,0,1,0,472,472,472,0,0,472,472,0,0,0,0,132165,3
96722,175,0,0,0,1,0,5657,0,0,0,5657,5657,0,0,0,0,34188,12
96722,176,0,0,0,0,0,0,0,0,0,86,0,86,86,0,0,35230,1
96722,177,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,31999,1
96722,177,0,0,0,1,155,0,0,155,0,0,0,0,155,0,0,31478,2
96722,177,0,1,0,1,0,0,0,0,0,89,0,0,89,89,0,24599,2
96722,178,0,0,0,0,0,0,0,0,0,35,0,0,35,35,0,24807,1
96722,178,0,0,1,0,0,0,0,0,0,189,189,0,0,0,0,72962,2
96722,181,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,41369,2
96722,181,0,0,1,1,0,9334,0,9334,0,0,0,0,0,9334,0,37940,15
96722,182,0,0,0,0,0,0,0,47,0,47,0,0,47,0,0,32103,1
96722,182,0,0,0,0,0,216,0,0,0,216,0,0,216,0,0,51073,2
96722,183,0,1,0,0,0,0,0,0,4,4,0,4,4,0,0,70252,0
96722,184,0,0,0,0,0,37,0,0,0,0,0,37,37,37,0,32937,1
96722,186,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,26058,1
96722,186,0,0,0,0,0,21,0,0,0,0,0,21,21,0,0,31999,1
96722,187,0,0,0,0,0,197,0,0,0,0,0,0,197,197,0,26058,2
96722,187,0,0,0,0,0,901,0,0,0,0,0,901,901,0,0,123410,5
96722,187,0,0,1,0,0,23,0,0,0,23,0,0,23,0,0,35439,1
96722,188,0,0,0,0,0,521,0,0,521,521,0,0,0,0,0,59620,4
96722,191,1,0,0,1,0,0,171,0,0,171,0,0,0,0,0,80988,2
96722,193,1,0,1,1,0,23,0,23,0,0,0,0,23,23,23,68793,1
96722,196,0,0,0,0,0,0,25,25,0,25,0,0,25,25,0,88284,1
96722,196,0,1,1,0,0,0,0,0,0,23,0,0,0,0,0,70460,1
96722,200,0,0,0,0,0,0,0,411,0,411,0,0,411,0,0,27309,3
96722,201,0,0,1,0,0,0,0,2879,0,2879,0,0,2879,2879,0,35855,9
96722,204,0,0,0,0,0,0,83,0,0,83,0,0,83,0,0,30019,1
96722,204,0,0,0,0,0,398,0,0,0,0,0,0,398,0,0,32312,3
96722,205,0,0,0,0,0,0,0,0,0,361,0,361,361,361,0,45726,3
96722,206,0,0,0,0,0,1146,0,0,0,0,0,0,1146,0,1146,75046,5
96722,207,0,0,1,0,0,694,0,0,0,694,0,0,694,0,0,71919,4
96722,208,0,0,0,0,0,0,0,0,0,405,405,0,405,405,0,29602,3
96722,208,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,62539,1
96722,209,0,0,0,0,0,13,0,13,0,13,0,0,0,0,0,145924,1
96722,209,0,0,0,0,0,1103,0,0,0,0,0,0,1103,0,0,77756,5
96722,209,0,0,1,0,0,0,0,6,0,0,0,0,6,0,0,123305,0
96722,210,0,0,1,0,0,0,0,0,0,0,129,0,0,0,0,40859,2
96722,210,0,0,1,1,0,0,0,0,2130,0,0,0,0,0,2130,75046,7
96722,211,0,0,0,0,0,0,0,0,0,3453,0,3453,3453,3453,0,72441,9
96722,212,0,0,1,0,0,3491,0,3491,0,3491,0,0,0,0,0,33562,9
96722,212,0,0,1,1,0,0,0,0,0,69,0,0,0,0,0,31269,1
96722,213,0,0,0,0,0,0,0,0,0,1957,0,0,0,1957,0,41692,7
96722,213,0,0,0,0,0,2546,0,0,0,0,0,0,0,0,0,44402,8
96722,213,0,0,1,0,0,4628,0,4628,0,4628,0,0,4628,4628,0,42422,11
96722,214,0,0,0,0,0,0,0,0,0,129,0,0,129,0,0,38566,2
96722,215,0,0,1,0,0,80,0,80,80,0,0,0,0,0,0,42735,1
96722,215,1,0,1,1,0,0,0,25,0,0,0,0,0,0,0,64728,1
96722,217,0,0,0,0,0,1157,0,0,0,0,0,0,1157,1157,0,30019,5
96722,217,0,0,0,0,0,2760,0,0,0,0,0,0,2760,2760,0,29602,8
