county,POVPIP,has_pap,has_ssip,has_hins4,has_snap,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well,HH Income,WGTP
15001,0,0,0,0,0,0,0,0,0,0,71824,0,0,0,0,0,0,268
15001,0,0,0,0,0,0,0,0,0,0,106929,0,0,0,0,0,0,327
15001,0,0,0,0,0,0,0,0,1444,0,0,0,1444,1444,1444,0,104231,38
15001,0,0,0,0,0,0,81,0,81,0,81,0,0,81,0,0,0,9
15001,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,22
15001,0,0,0,0,0,0,529,0,529,0,0,0,0,529,0,0,0,23
15001,0,0,0,0,0,0,44521,0,0,0,0,0,0,44521,44521,0,0,211
15001,0,0,0,0,0,0,186624,0,0,0,186624,0,0,0,0,0,0,432
15001,0,0,0,0,1,0,0,0,0,0,2025,0,0,2025,0,0,0,45
15001,0,0,0,0,1,0,195364,0,0,0,0,0,0,0,0,0,0,442
15001,0,0,0,1,0,0,0,0,0,0,25,0,0,25,25,0,0,5
15001,0,0,0,1,0,0,0,0,0,0,2809,0,0,0,0,0,0,53
15001,0,0,0,1,0,0,78961,0,0,0,78961,0,0,0,0,0,0,281
15001,0,0,0,1,1,0,0,0,961,0,0,0,0,0,0,961,0,31
15001,0,0,0,1,1,0,0,0,1156,0,0,0,0,0,0,0,0,34
15001,0,0,0,1,1,0,0,0,3136,0,0,0,3136,3136,0,0,0,56
15001,0,0,0,1,1,0,841,0,0,0,841,0,0,0,0,0,0,29
15001,0,0,0,1,1,289,0,0,0,0,289,0,0,0,0,0,104,17
15001,3,0,0,0,0,28561,28561,0,0,0,0,28561,0,0,0,0,521,169
15001,3,0,0,1,1,0,0,0,0,78400,0,0,0,78400,0,0,709,280
15001,4,0,0,0,0,0,0,0,0,0,10816,0,0,0,0,0,40754,104
15001,5,0,0,0,0,0,0,0,197136,0,0,0,0,0,197136,0,876,444
15001,7,1,0,1,1,0,0,0,5329,0,0,5329,0,0,5329,0,1240,73
15001,9,0,0,0,0,0,6561,0,0,0,0,0,0,6561,6561,0,1355,81
15001,13,0,0,0,0,0,0,0,0,0,12996,12996,0,12996,12996,0,27934,114
15001,16,0,0,1,0,0,0,0,0,0,7056,0,0,0,0,0,3127,84
15001,18,0,0,1,1,0,0,0,40804,0,40804,0,0,40804,0,0,2606,202
15001,20,0,0,0,0,0,0,0,0,0,400,0,0,400,400,0,2835,20
15001,20,0,0,0,0,0,0,0,0,0,8464,0,0,8464,0,0,2835,92
15001,20,0,0,0,0,0,6084,0,0,0,0,0,0,0,0,0,3648,78
15001,25,0,0,1,1,0,0,2704,2704,0,2704,2704,0,0,0,0,46904,52
15001,26,0,0,0,0,0,0,0,0,0,4761,0,4761,4761,4761,0,5212,69
15001,26,1,0,1,1,0,476100,0,476100,0,0,0,0,0,476100,0,4065,690
15001,27,1,0,1,1,0,332929,0,332929,332929,332929,332929,0,0,0,0,9381,577
15001,33,1,0,1,1,0,0,0,0,0,2916,0,0,2916,2916,0,5212,54
15001,34,0,0,0,0,0,0,0,0,0,5329,0,0,5329,0,0,6254,73
15001,34,0,0,0,0,0,3025,3025,0,0,0,0,0,0,0,0,5212,55
15001,34,0,0,1,0,0,0,0,0,0,11881,11881,0,11881,0,0,5003,109
15001,34,1,0,0,1,0,0,0,0,0,400,0,0,400,400,0,4690,20
15001,39,1,0,1,1,63504,0,0,63504,63504,63504,63504,0,0,63504,0,11465,252
15001,43,0,1,1,1,0,441,0,441,0,441,0,0,0,441,0,10006,21
15001,44,0,1,0,0,0,0,0,0,0,196,0,0,196,0,0,6358,14
15001,44,0,1,1,0,0,14641,0,14641,0,14641,0,0,14641,14641,0,9798,121
15001,45,0,0,0,0,0,400,0,0,0,0,0,0,400,0,0,6254,20
15001,48,0,0,0,0,0,0,0,361,0,0,0,0,361,0,361,9381,19
15001,51,0,0,1,1,0,0,0,0,0,1764,0,0,1764,1764,0,7088,42
15001,51,0,0,1,1,0,729,0,729,0,729,0,0,729,0,0,19595,27
15001,52,0,0,1,1,0,51984,0,51984,0,51984,0,0,0,0,0,10006,228
15001,54,0,0,0,0,0,0,0,0,0,7921,0,0,0,7921,0,8338,89
15001,54,0,1,0,1,0,0,0,1369,0,1369,0,1369,1369,1369,0,12820,37
15001,55,0,0,0,0,0,0,0,3136,0,0,0,0,0,0,0,8755,56
15001,55,0,0,0,0,0,28561,0,0,0,0,0,28561,28561,0,0,7922,169
15001,55,0,0,1,0,0,5929,0,5929,0,0,5929,0,0,5929,0,16218,77
15001,55,0,1,0,0,0,0,0,0,0,1521,0,0,1521,1521,0,7505,39
15001,56,0,0,0,0,0,0,0,57600,0,0,0,0,57600,57600,0,10215,240
15001,56,1,1,1,1,0,8464,0,8464,0,0,0,0,0,8464,8464,11048,92
15001,60,0,0,0,0,0,8100,0,0,0,0,0,0,8100,0,8100,10423,90
15001,62,0,0,0,0,0,5625,0,0,0,0,0,0,5625,0,0,8547,75
15001,62,0,0,1,0,0,0,0,0,0,139876,139876,0,0,0,0,12508,374
15001,63,0,0,0,0,0,0,0,289,0,0,0,0,289,0,0,9277,17
15001,63,0,0,0,0,0,6084,0,0,0,0,0,6084,6084,0,6084,9068,78
15001,63,0,1,1,1,0,0,0,0,0,54289,0,0,54289,0,0,10006,233
15001,64,0,0,0,0,0,0,0,0,0,3025,0,0,3025,3025,0,9068,55
15001,65,0,0,1,1,0,100,0,100,0,100,0,0,100,100,0,11570,10
