Tract,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,High Cost,Tribal,ISP Desert,ACP Desert
09110400101,2945,2550,48,0,185,0,61,52.6,85275,18,441,39,456,401,28,41,22,1385,890,495,285,0,1271,33,81,1282,1282,1028,70,36,36,50,31,73,40,278,261,2460,0,0,351,134,1,162,2231,2810,1385,0,0,0.0,0,0,nan,0,0,0,1
09110400102,4266,3654,53,0,307,0,290,43.7,91250,32,798,14,811,437,46,73,305,1806,1479,327,724,0,1738,0,68,1738,1738,1648,68,42,9,25,25,188,173,81,61,3890,0,37,300,39,0,54,2996,4031,1806,0,0,0.0,0,0,nan,0,0,0,1
09110400200,6250,5560,59,0,289,0,227,44.6,148514,19,808,72,1183,667,198,55,136,2196,1913,283,736,35,1939,39,183,1974,1939,1859,183,41,29,48,17,62,27,258,118,5308,15,37,851,39,0,315,4267,5900,2196,0,0,0.0,0,0,nan,0,0,0,1
09110400300,6688,6012,0,0,220,0,515,50.3,117163,0,988,63,1274,683,247,135,197,2834,2432,402,785,0,2581,180,73,2594,2594,2488,222,93,87,57,57,211,174,228,85,6045,42,44,312,245,0,298,5076,6328,2834,0,0,0.0,0,0,nan,0,0,0,1
09110415300,2621,1440,417,0,35,0,1661,29.9,42569,14,453,239,82,34,0,465,360,1017,186,831,468,0,755,221,41,755,755,557,176,44,25,105,76,274,211,178,100,1963,308,13,168,169,464,78,1500,2374,1017,0,0,0.0,0,0,nan,0,0,0,1
09110415400,6046,3347,1063,0,0,0,2628,33.9,68200,156,1139,576,234,53,0,431,318,2382,1272,1110,772,0,2048,254,80,2048,2048,1614,297,196,153,80,80,263,212,236,136,4234,755,0,678,379,789,345,3764,5562,2382,0,0,0.0,0,0,nan,0,0,0,1
09110415500,3245,1262,321,108,59,0,1589,33.4,45547,80,668,202,87,129,0,408,353,1217,425,792,453,0,880,115,222,961,961,796,171,60,51,92,79,301,183,231,173,2018,614,58,292,263,584,123,2009,3044,1217,0,0,0.0,0,0,nan,0,0,0,1
09110415600,4303,1582,1127,0,0,0,2129,33.2,39722,58,946,75,351,87,0,300,667,1654,412,1242,553,0,1299,139,216,1324,1324,937,290,87,2,405,326,279,161,185,143,3114,344,66,182,597,526,191,2636,3927,1654,0,0,0.0,0,0,nan,0,0,0,1
09110415700,3290,2171,212,23,0,0,1546,34.8,56321,39,718,76,334,181,33,134,169,1353,711,642,368,0,1123,126,104,1123,1123,1043,152,12,12,163,54,153,77,142,132,2516,265,0,218,291,257,57,2283,3203,1353,0,0,0.0,0,0,nan,0,0,0,1
09110415800,2775,1638,457,0,0,0,1135,36.0,36122,36,414,126,182,195,6,459,313,1043,470,573,361,0,844,79,120,844,844,579,153,132,76,89,58,283,246,101,74,1974,527,45,164,65,490,66,1729,2633,1043,0,0,0.0,0,0,nan,0,0,0,1
09110415900,1437,838,209,0,0,0,752,34.8,38036,9,377,37,66,66,2,131,405,592,42,550,106,0,410,75,107,410,410,248,138,66,24,109,41,115,76,161,154,880,258,0,150,149,264,117,1012,1240,592,0,0,0.0,0,0,nan,0,0,0,1
09110416000,4738,3036,139,10,0,0,2084,34.8,42667,38,934,49,313,143,0,382,646,1894,455,1439,639,0,1597,93,204,1597,1597,1077,286,126,75,152,102,470,406,321,256,2677,748,67,729,517,427,756,3117,4648,1894,0,0,0.0,0,0,nan,0,0,0,1
09110416100,5017,2648,683,52,376,0,2623,31.9,42927,156,809,97,134,160,0,509,992,1903,462,1441,649,0,1475,169,259,1496,1496,1017,315,119,116,304,169,353,171,300,241,2939,852,259,532,435,911,425,2997,4622,1903,0,0,0.0,0,0,nan,0,0,0,1
09110416200,2911,1134,388,0,22,0,2093,36.8,31202,226,612,38,156,69,0,133,633,1439,169,1270,480,0,976,311,152,976,976,712,435,207,36,328,260,395,276,183,154,1666,1086,13,40,106,890,41,1946,2759,1439,0,0,0.0,0,0,nan,0,0,0,1
09110416300,4533,2664,743,0,0,0,2792,34.7,47609,30,664,143,184,96,37,373,796,1664,656,1008,569,0,1077,288,299,1111,1111,806,500,132,85,267,189,342,97,179,104,3030,628,83,497,295,626,185,2824,4108,1664,0,0,0.0,0,0,nan,0,0,0,1
09110416400,3185,2129,449,1,73,0,566,45.2,119360,17,501,116,418,375,166,50,110,1293,1012,281,259,0,1181,52,60,1181,1181,1111,62,38,38,27,27,128,128,98,79,2513,171,10,387,104,102,143,2401,3079,1293,0,0,0.0,0,0,nan,0,0,0,1
09110416500,4404,2417,604,13,30,0,2038,30.7,60914,23,948,169,349,178,0,350,180,1713,1078,635,610,0,1372,149,192,1372,1372,1064,296,74,63,147,58,197,133,248,129,3120,531,26,527,200,486,222,2783,4036,1713,0,0,0.0,0,0,nan,0,0,0,1
09110416600,3171,1557,148,0,81,0,2005,31.5,47500,58,563,66,109,24,0,403,196,1100,309,791,369,0,872,111,117,905,905,681,178,132,66,168,144,131,74,139,130,2211,507,24,229,200,263,237,1775,2902,1100,0,0,0.0,0,0,nan,0,0,0,1
09110416700,6481,3424,737,151,159,0,3246,36.9,62792,0,1271,160,655,142,36,424,1109,2444,1407,1037,779,0,2246,56,142,2246,2246,1930,150,113,86,220,150,353,300,412,398,4411,528,28,1115,399,635,607,4356,5758,2444,0,0,0.0,0,0,nan,0,0,0,1
09110416800,3394,1779,940,11,136,0,1110,25.3,77875,18,351,17,383,137,0,401,13,1226,695,531,405,0,1001,98,127,1008,1008,794,159,118,80,11,3,79,42,128,86,1980,128,5,359,922,363,213,1718,3105,1226,0,0,0.0,0,0,nan,0,0,0,1
