Data Month,county,Net New Enrollments Alternative Verification Process,Net New Enrollments Verified by School,Net New Enrollments Lifeline,Net New Enrollments National Verifier Application,Net New Enrollments Total,Total Alternative Verification Process,Total Verified by School,Total Lifeline,Total National Verifier Application,Total Subscribers
2023-11-01,48457,35,0,-4,57,88,144,0,184,667,994
2023-12-01,48457,24,0,-5,5,24,167,0,179,671,1017
2022-01-01,48459,0,0,-1,17,16,3,1,278,226,510
2022-02-01,48459,0,0,29,-2,28,3,1,307,225,537
2022-03-01,48459,0,0,46,25,73,3,1,354,249,608
2022-04-01,48459,0,0,-26,15,-11,3,1,326,264,597
2022-05-01,48459,-1,0,-12,48,36,2,1,315,312,633
2022-06-01,48459,0,0,-20,44,23,2,1,295,355,657
2022-07-01,48459,1,-1,3,27,31,3,0,300,382,688
2022-08-01,48459,1,0,-3,29,26,4,0,294,413,713
2022-09-01,48459,2,0,5,8,15,6,0,300,421,728
2022-10-01,48459,-1,0,15,41,55,5,0,314,463,785
2022-11-01,48459,-1,0,-15,23,8,4,0,299,488,793
2022-12-01,48459,1,0,25,42,66,5,0,322,530,859
2023-01-01,48459,-1,0,9,72,80,4,0,332,604,941
2023-02-01,48459,0,0,4,32,35,4,0,336,636,976
2023-03-01,48459,-1,0,2,57,58,3,0,338,692,1037
2023-04-01,48459,3,0,-33,84,53,5,0,306,777,1091
2023-05-01,48459,-3,0,3,47,47,3,0,308,822,1136
2023-06-01,48459,2,0,6,40,47,5,0,315,864,1184
2023-07-01,48459,-2,0,2,25,25,3,0,318,888,1209
2023-08-01,48459,0,0,23,28,51,3,0,341,918,1260
2023-09-23,48459,0,0,-40,85,43,3,0,298,1001,1301
2023-10-01,48459,0,0,17,23,39,3,0,317,1025,1342
2023-11-01,48459,1,0,-1,31,33,4,0,314,1058,1376
2023-12-01,48459,-1,0,-14,27,13,3,0,299,1085,1388
2022-01-01,48461,0,0,0,1,1,0,0,1,12,13
2022-02-01,48461,0,0,0,0,0,0,0,1,12,13
2022-03-01,48461,0,0,2,1,3,0,0,3,13,16
2022-04-01,48461,0,0,-1,2,1,0,0,2,15,17
2022-05-01,48461,0,0,0,4,4,0,0,2,19,21
2022-06-01,48461,0,0,-1,1,0,0,0,1,20,21
2022-07-01,48461,0,0,0,0,0,0,0,1,20,21
2022-08-01,48461,0,0,0,1,1,0,0,1,21,22
2022-09-01,48461,0,0,0,-4,-4,0,0,1,17,18
2022-10-01,48461,0,0,0,0,0,0,0,1,17,18
2022-11-01,48461,0,0,0,0,0,0,0,1,17,18
2022-12-01,48461,0,0,0,17,17,0,0,1,34,35
2023-01-01,48461,0,0,0,3,3,0,0,1,37,39
2023-02-01,48461,0,0,1,4,5,0,0,2,41,44
2023-03-01,48461,0,0,1,1,2,0,0,3,42,46
2023-04-01,48461,0,0,0,4,4,0,0,3,46,50
2023-05-01,48461,0,0,-1,-1,-2,0,0,2,45,48
2023-06-01,48461,0,0,0,1,1,0,0,2,46,49
2023-07-01,48461,0,0,0,1,1,0,0,2,48,50
2023-08-01,48461,0,0,0,3,3,0,0,2,51,53
2023-09-23,48461,0,0,0,3,3,0,0,2,54,56
2023-10-01,48461,0,0,0,0,0,0,0,2,54,56
2023-11-01,48461,0,0,0,-1,-1,0,0,2,53,55
2023-12-01,48461,0,0,0,-8,-8,0,0,2,45,47
2022-01-01,48463,47,0,-24,37,60,561,4,179,248,993
2022-02-01,48463,51,0,18,47,116,612,4,197,295,1109
2022-03-01,48463,32,0,10,72,114,644,4,207,368,1223
2022-04-01,48463,21,0,-30,70,61,665,4,177,438,1284
2022-05-01,48463,40,0,-4,73,109,705,4,173,511,1393
2022-06-01,48463,57,0,-12,111,156,762,3,162,621,1549
2022-07-01,48463,43,-2,11,254,306,805,1,172,877,1855
2022-08-01,48463,5,0,5,358,368,810,1,177,1234,2223
2022-09-01,48463,61,0,7,109,177,870,1,184,1343,2399
2022-10-01,48463,1,0,11,10,22,871,1,195,1354,2422
2022-11-01,48463,32,0,-17,8,23,903,1,178,1362,2445
2022-12-01,48463,31,0,-8,-27,-4,934,1,170,1336,2442
2023-01-01,48463,10,0,3,54,67,944,1,173,1390,2509
2023-02-01,48463,56,0,-2,52,106,1000,1,171,1441,2614
2023-03-01,48463,42,0,-3,14,53,1042,1,169,1456,2668
2023-04-01,48463,50,0,-29,30,51,1092,1,140,1486,2719
2023-05-01,48463,59,0,3,3,65,1151,1,143,1490,2784
2023-06-01,48463,48,0,6,71,125,1198,1,149,1561,2909
2023-07-01,48463,40,0,-5,1,36,1238,1,144,1562,2946
2023-08-01,48463,21,0,3,70,94,1259,1,147,1631,3039
2023-09-23,48463,35,0,-11,39,63,1294,1,136,1670,3102
2023-10-01,48463,-9,0,8,38,37,1285,1,144,1709,3139
2023-11-01,48463,-22,0,18,131,127,1263,1,162,1840,3266
2023-12-01,48463,-14,0,-6,-10,-30,1249,1,156,1829,3236
2022-01-01,48465,113,0,-14,22,121,1158,0,305,582,2045
2022-02-01,48465,89,0,26,1,116,1247,0,331,583,2161
2022-03-01,48465,139,0,18,71,228,1386,0,349,654,2389
2022-04-01,48465,78,0,-42,117,153,1464,0,307,771,2542
2022-05-01,48465,138,0,-21,126,243,1602,0,286,897,2785
2022-06-01,48465,138,0,-4,89,223,1740,0,282,986,3008
2022-07-01,48465,126,0,-40,28,114,1866,0,242,1014,3123
2022-08-01,48465,123,0,-11,20,132,1989,0,231,1034,3254
2022-09-01,48465,120,0,5,15,140,2109,0,236,1049,3395
2022-10-01,48465,88,0,2,16,106,2197,0,238,1066,3501
2022-11-01,48465,77,0,-7,2,72,2274,0,231,1068,3573
2022-12-01,48465,68,0,27,34,129,2342,0,258,1102,3702
2023-01-01,48465,62,0,21,257,340,2404,0,279,1359,4042
2023-02-01,48465,132,0,-5,94,221,2536,0,274,1453,4263
2023-03-01,48465,114,0,1,47,162,2650,0,275,1500,4425
2023-04-01,48465,101,0,-32,57,126,2751,0,243,1557,4551
2023-05-01,48465,93,0,0,80,173,2844,0,243,1637,4724
2023-06-01,48465,119,0,4,46,169,2963,0,247,1683,4893
2023-07-01,48465,83,0,-4,33,112,3046,0,243,1716,5005
2023-08-01,48465,95,0,12,55,162,3141,0,255,1771,5167
2023-09-23,48465,93,0,-22,59,130,3234,0,233,1830,5297
2023-10-01,48465,5,0,13,41,59,3239,0,246,1871,5356
2023-11-01,48465,-46,0,-3,21,-28,3193,0,243,1892,5328
2023-12-01,48465,-8,0,-16,-117,-141,3185,0,227,1775,5187
2022-01-01,48467,-2,0,-22,39,16,6,1,418,283,708
2022-02-01,48467,0,0,13,6,20,6,1,432,288,727
2022-03-01,48467,0,0,50,67,119,6,1,483,357,846
2022-04-01,48467,0,0,-36,32,-5,6,1,447,386,842
2022-05-01,48467,-1,0,-24,36,11,4,1,423,421,851
2022-06-01,48467,0,0,-1,53,52,4,1,422,475,904
2022-07-01,48467,-1,-1,-9,30,20,3,0,414,506,923
2022-08-01,48467,1,0,-24,34,12,4,0,389,541,934
2022-09-01,48467,1,0,-2,42,42,5,0,388,580,976
2022-10-01,48467,1,0,-7,36,31,6,0,382,619,1007
2022-11-01,48467,5,0,-35,20,-9,11,0,347,639,999
2022-12-01,48467,3,0,25,45,72,14,0,371,683,1071
2023-01-01,48467,13,0,20,42,75,27,0,392,724,1148
2023-02-01,48467,8,0,-4,60,63,35,0,388,785,1210
2023-03-01,48467,17,0,-1,60,75,52,0,386,846,1286
2023-04-01,48467,12,0,-31,69,50,65,0,355,916,1335
2023-05-01,48467,18,0,9,47,73,82,0,361,962,1409
2023-06-01,48467,24,0,3,58,84,106,0,365,1020,1493
2023-07-01,48467,34,0,0,62,96,139,0,366,1083,1588
2023-08-01,48467,21,0,11,81,113,160,0,376,1165,1701
2023-09-23,48467,35,0,-25,81,88,196,0,350,1244,1792
2023-10-01,48467,15,0,25,28,67,210,0,376,1274,1861
2023-11-01,48467,44,0,-3,84,124,255,0,374,1357,1985
2023-12-01,48467,28,0,-43,8,-8,283,0,329,1366,1977
2022-01-01,48469,-2,0,-14,35,18,40,3,865,970,1878
2022-02-01,48469,1,0,34,38,73,40,3,899,1009,1950
2022-03-01,48469,0,-1,64,159,222,40,2,963,1166,2172
2022-04-01,48469,-2,0,-110,124,12,38,2,852,1292,2183
2022-05-01,48469,1,0,-32,125,94,39,2,819,1417,2277
2022-06-01,48469,-1,0,-30,155,125,39,2,789,1572,2402
2022-07-01,48469,-1,-1,-33,135,99,37,1,757,1706,2501
2022-08-01,48469,-2,0,-19,78,58,36,1,738,1785,2559
2022-09-01,48469,-3,0,25,47,69,33,1,763,1832,2628
2022-10-01,48469,0,0,-23,65,43,33,1,740,1897,2671
2022-11-01,48469,-1,0,-40,37,-4,32,1,700,1935,2668
2022-12-01,48469,0,0,38,34,72,32,1,738,1969,2739
2023-01-01,48469,0,0,11,65,75,33,1,749,2033,2814
2023-02-01,48469,0,0,2,78,79,32,1,750,2111,2895
2023-03-01,48469,-5,0,-5,115,105,27,1,746,2226,3001
2023-04-01,48469,-1,0,-95,272,176,27,1,650,2500,3176
2023-05-01,48469,0,0,17,183,199,26,1,667,2681,3375
2023-06-01,48469,1,0,19,198,218,28,1,686,2881,3594
2023-07-01,48469,-2,0,34,159,191,26,1,720,3038,3784
2023-08-01,48469,0,0,27,85,113,26,1,747,3124,3897
2023-09-23,48469,0,0,-97,232,135,26,1,651,3354,4031
2023-10-01,48469,0,0,24,214,238,26,1,675,3569,4271
2023-11-01,48469,0,0,3,214,216,26,1,678,3781,4487
2023-12-01,48469,-1,0,-49,-152,-201,25,1,628,3630,4285
2022-01-01,48471,0,1,-8,26,21,11,3,430,311,755
2022-02-01,48471,-1,0,19,19,37,10,3,450,330,793
2022-03-01,48471,0,0,37,28,66,10,3,488,359,859
2022-04-01,48471,-1,0,-41,48,6,9,3,447,404,864
2022-05-01,48471,-1,0,-9,55,44,8,3,437,460,909
2022-06-01,48471,0,0,-4,75,72,8,3,432,535,979
2022-07-01,48471,2,-1,-2,51,48,10,2,430,586,1027
2022-08-01,48471,1,0,-29,78,49,11,2,400,665,1078
2022-09-01,48471,-3,0,1,27,25,8,2,400,692,1102
2022-10-01,48471,-1,0,14,50,62,7,2,415,742,1166
2022-11-01,48471,1,0,-15,62,48,8,2,400,805,1215
2022-12-01,48471,-3,0,41,109,147,5,2,442,913,1362
2023-01-01,48471,0,0,22,34,56,5,2,464,948,1420
2023-02-01,48471,-1,0,27,26,51,4,2,491,974,1471
2023-03-01,48471,-1,0,10,26,34,3,2,501,999,1505
2023-04-01,48471,0,0,-52,141,89,3,2,449,1141,1595
2023-05-01,48471,1,0,26,158,185,4,2,474,1299,1780
2023-06-01,48471,0,0,10,109,118,4,2,485,1417,1906
2023-07-01,48471,-1,0,5,61,65,3,2,488,1468,1962
2023-08-01,48471,0,0,-7,68,62,3,2,481,1537,2026
2023-09-23,48471,-1,0,-56,91,34,2,2,426,1627,2058
2023-10-01,48471,1,0,23,25,50,3,2,448,1666,2119
2023-11-01,48471,0,0,-9,44,35,3,2,439,1702,2146
2023-12-01,48471,0,0,-26,18,-8,3,2,413,1720,2137
2022-01-01,48473,5,0,-4,26,27,26,0,244,381,652
2022-02-01,48473,4,0,15,12,31,30,0,260,393,684
2022-03-01,48473,2,0,16,54,72,31,0,276,449,758
2022-04-01,48473,-1,0,-27,51,24,30,0,249,501,780
2022-05-01,48473,1,0,-11,44,33,31,0,238,545,814
2022-06-01,48473,2,0,-13,80,68,33,0,225,624,882
2022-07-01,48473,1,0,-4,88,85,34,0,221,711,966
2022-08-01,48473,-2,0,-14,35,19,31,0,205,746,986
2022-09-01,48473,-1,0,-7,42,33,29,0,199,790,1019
2022-10-01,48473,1,0,5,43,49,30,0,204,831,1066
2022-11-01,48473,1,0,-25,30,6,31,0,179,863,1072
2022-12-01,48473,-13,0,10,37,36,19,0,190,899,1110
2023-01-01,48473,0,0,8,62,70,19,0,198,962,1180
2023-02-01,48473,2,0,-2,54,54,21,0,196,1016,1233
2023-03-01,48473,-1,0,-2,60,55,20,0,193,1075,1290
2023-04-01,48473,1,0,-22,99,77,21,0,171,1175,1367
2023-05-01,48473,-1,0,10,73,82,21,0,181,1249,1450
2023-06-01,48473,0,0,1,94,96,22,0,182,1343,1546
2023-07-01,48473,1,0,-7,64,56,21,0,174,1407,1603
2023-08-01,48473,1,2,12,149,164,22,2,186,1558,1767
2023-09-23,48473,1,0,-14,64,50,23,2,171,1622,1818
2023-10-01,48473,0,0,18,52,70,23,2,191,1673,1888
2023-11-01,48473,1,0,3,49,52,23,2,194,1721,1939
2023-12-01,48473,-3,0,-25,-84,-112,20,2,168,1636,1828
2022-01-01,48475,0,0,-7,4,-3,1,2,71,87,161
2022-02-01,48475,0,0,1,21,22,1,2,72,108,183
2022-03-01,48475,0,0,8,53,61,1,2,80,161,244
2022-04-01,48475,0,0,-4,16,12,1,2,76,177,256
2022-05-01,48475,0,0,-6,16,10,1,2,70,193,266
2022-06-01,48475,0,0,-1,12,11,1,2,69,205,277
2022-07-01,48475,0,-1,0,7,6,1,1,69,212,283
2022-08-01,48475,0,0,1,3,4,1,1,70,215,287
2022-09-01,48475,0,0,-5,12,7,1,1,65,227,294
2022-10-01,48475,0,0,9,11,20,1,1,74,238,314
2022-11-01,48475,0,0,-7,-8,-15,1,1,67,230,299
2022-12-01,48475,0,0,-3,7,4,1,1,64,237,304
2023-01-01,48475,0,0,-3,14,11,1,1,61,251,315
2023-02-01,48475,0,0,0,11,11,1,1,61,262,326
2023-03-01,48475,0,0,2,5,7,1,1,63,268,333
2023-04-01,48475,0,0,-10,21,11,1,1,53,289,344
2023-05-01,48475,1,0,2,-6,-3,2,1,55,283,341
2023-06-01,48475,-1,0,5,-9,-5,1,1,60,274,336
2023-07-01,48475,0,0,-3,5,2,1,1,57,279,338
2023-08-01,48475,0,0,0,10,10,1,1,57,289,348
2023-09-23,48475,0,0,-3,13,10,1,1,54,302,358
2023-10-01,48475,0,0,-2,-7,-9,1,1,52,295,349
2023-11-01,48475,0,0,5,-1,4,1,1,57,294,353
2023-12-01,48475,0,0,-1,-48,-49,1,1,56,246,304
2022-01-01,48477,0,0,1,9,10,9,1,207,163,380
2022-02-01,48477,0,0,0,10,10,9,1,207,172,389
2022-03-01,48477,-1,0,16,24,38,8,1,222,196,428
2022-04-01,48477,-1,0,-22,28,5,7,1,200,224,433
2022-05-01,48477,-3,0,0,51,48,4,1,200,276,481
2022-06-01,48477,-1,0,-21,69,47,3,1,180,344,528
2022-07-01,48477,-1,-1,-6,34,27,2,0,174,378,555
2022-08-01,48477,1,0,-11,28,18,3,0,163,406,572
2022-09-01,48477,0,0,1,19,21,3,0,165,425,593
2022-10-01,48477,1,0,11,10,22,4,0,176,435,615
2022-11-01,48477,-1,0,-18,17,-2,3,0,158,452,613
2022-12-01,48477,1,0,10,23,33,4,0,168,473,646
2023-01-01,48477,0,0,5,19,24,4,0,173,492,669
2023-02-01,48477,0,0,-11,28,17,4,0,162,518,686
2023-03-01,48477,0,0,2,28,30,4,0,164,548,717
2023-04-01,48477,0,0,-24,54,30,4,0,141,603,747
2023-05-01,48477,0,0,21,5,26,4,0,162,608,773
2023-06-01,48477,0,0,0,10,10,4,0,162,617,783
2023-07-01,48477,0,0,-2,40,38,4,0,160,657,820
2023-08-01,48477,-1,0,9,17,26,3,0,169,674,844
2023-09-23,48477,0,0,-12,34,23,3,0,157,707,868
2023-10-01,48477,0,0,-3,10,7,3,0,154,717,875
2023-11-01,48477,0,0,6,58,64,3,0,160,775,939
2023-12-01,48477,0,0,-19,20,0,3,0,141,795,937
2022-01-01,48479,755,0,-118,251,888,9208,0,1754,5078,16040
2022-02-01,48479,711,0,77,-889,-101,9919,0,1831,4190,15940
2022-03-01,48479,792,0,111,852,1755,10711,0,1942,5042,17695
2022-04-01,48479,577,0,-202,674,1049,11288,0,1740,5716,18744
2022-05-01,48479,730,0,-95,608,1243,12018,0,1645,6323,19987
2022-06-01,48479,812,0,-61,509,1260,12830,0,1584,6833,21247
2022-07-01,48479,752,0,-84,412,1080,13582,0,1500,7245,22327
2022-08-01,48479,699,0,-79,315,935,14281,0,1421,7560,23262
2022-09-01,48479,443,1,39,616,1099,14724,1,1460,8176,24361
2022-10-01,48479,63,0,183,2168,2414,14787,1,1643,10344,26775
2022-11-01,48479,275,0,-68,1724,1931,15062,1,1575,12068,28706
2022-12-01,48479,268,0,41,1749,2058,15330,1,1616,13817,30764
2023-01-01,48479,102,0,2,686,790,15432,1,1618,14503,31554
2023-02-01,48479,599,0,-6,128,721,16031,1,1612,14631,32275
2023-03-01,48479,582,0,-35,66,613,16613,1,1577,14697,32888
2023-04-01,48479,643,0,-202,134,575,17256,1,1375,14831,33463
2023-05-01,48479,518,0,-39,-16,463,17774,1,1336,14815,33926
2023-06-01,48479,598,0,11,165,774,18372,1,1347,14980,34700
2023-07-01,48479,387,0,12,217,616,18759,1,1359,15197,35316
2023-08-01,48479,311,0,50,565,926,19070,1,1409,15763,36243
2023-09-23,48479,223,0,-146,619,696,19293,1,1263,16382,36939
2023-10-01,48479,-22,0,65,519,562,19271,1,1328,16901,37501
2023-11-01,48479,-18,0,15,395,392,19253,1,1343,17296,37893
2023-12-01,48479,-99,0,-85,-1395,-1579,19154,1,1258,15902,36315
2022-01-01,48481,0,0,-21,54,32,12,1,413,493,918
2022-02-01,48481,-1,0,9,4,12,11,1,421,497,930
2022-03-01,48481,0,0,32,50,82,11,1,453,547,1012
2022-04-01,48481,0,-1,-41,54,12,11,0,412,600,1023
2022-05-01,48481,1,0,-12,57,46,12,0,400,657,1070
2022-06-01,48481,1,0,-16,67,51,13,0,384,724,1121
2022-07-01,48481,0,0,-9,57,48,14,0,374,781,1168
2022-08-01,48481,2,0,-14,68,55,15,0,361,847,1223
2022-09-01,48481,1,0,-8,82,75,16,0,353,929,1298
2022-10-01,48481,0,0,-13,100,88,16,0,341,1030,1386
2022-11-01,48481,1,0,-25,37,14,18,0,316,1067,1399
2022-12-01,48481,0,0,22,50,71,17,0,338,1115,1471
2023-01-01,48481,1,0,13,89,102,18,0,351,1203,1572
2023-02-01,48481,0,0,5,36,41,18,0,355,1239,1613
2023-03-01,48481,1,0,-1,108,108,19,0,354,1347,1720
2023-04-01,48481,2,0,-40,111,71,20,0,313,1457,1792
2023-05-01,48481,-1,0,0,25,25,19,0,314,1483,1817
2023-06-01,48481,1,0,-2,24,23,21,0,311,1513,1846
2023-07-01,48481,0,0,12,52,64,21,0,323,1557,1903
2023-08-01,48481,0,0,11,67,78,21,0,334,1624,1980
2023-09-23,48481,0,0,-26,64,38,22,0,307,1688,2017
2023-10-01,48481,0,0,5,37,42,21,0,314,1732,2068
2023-11-01,48481,0,0,7,46,52,21,0,320,1770,2111
2023-12-01,48481,0,0,-37,-86,-121,21,0,283,1686,1991
2022-01-01,48483,-1,0,0,1,0,0,0,15,12,27
2022-02-01,48483,0,0,2,3,5,0,0,17,15,32
2022-03-01,48483,0,0,-1,3,2,0,0,16,18,35
2022-04-01,48483,0,0,-1,1,0,0,0,15,20,35
2022-05-01,48483,0,0,1,4,5,0,0,16,24,40
2022-06-01,48483,0,0,3,5,8,0,0,19,29,48
2022-07-01,48483,0,0,-3,1,-2,0,0,16,30,46
2022-08-01,48483,0,0,-4,0,-4,0,0,12,30,42
2022-09-01,48483,0,0,0,1,1,0,0,12,31,43
2022-10-01,48483,0,0,0,4,4,0,0,12,35,47
2022-11-01,48483,0,0,0,3,3,0,0,12,38,50
2022-12-01,48483,0,0,0,1,1,0,0,12,38,50
2023-01-01,48483,0,0,1,2,3,0,0,13,39,53
2023-02-01,48483,0,0,-2,0,-2,0,0,11,39,51
2023-03-01,48483,0,0,0,8,8,0,0,11,47,58
2023-04-01,48483,0,0,-2,9,8,0,0,9,56,66
2023-05-01,48483,0,0,3,4,7,0,0,12,60,73
2023-06-01,48483,0,0,1,4,5,0,0,13,64,78
2023-07-01,48483,0,0,3,2,5,0,0,16,66,82
2023-08-01,48483,0,0,4,-2,2,0,0,20,64,84
2023-09-23,48483,0,0,-1,1,0,0,0,19,65,84
2023-10-01,48483,0,0,1,4,5,0,0,20,69,89
2023-11-01,48483,0,0,0,1,1,0,0,20,70,90
2023-12-01,48483,0,0,-4,-10,-14,0,0,16,60,76
2022-01-01,48485,243,0,-54,82,271,2646,0,1311,906,4863
2022-02-01,48485,191,0,84,66,341,2837,0,1395,972,5204
2022-03-01,48485,305,0,104,106,515,3142,0,1499,1079,5718
2022-04-01,48485,147,0,-137,416,425,3289,0,1360,1494,6142
2022-05-01,48485,299,0,-80,276,493,3588,0,1280,1769,6635
2022-06-01,48485,188,0,-38,582,732,3775,0,1240,2351,7367
2022-07-01,48485,236,0,8,274,516,4011,0,1249,2624,7882
2022-08-01,48485,297,0,-50,24,273,4308,0,1200,2649,8157
2022-09-01,48485,231,0,-53,80,258,4539,0,1147,2730,8414
2022-10-01,48485,159,0,35,26,220,4698,0,1182,2757,8635
2022-11-01,48485,157,0,-75,41,121,4854,0,1104,2799,8757
2022-12-01,48485,136,0,30,335,501,4990,0,1133,3132,9258
2023-01-01,48485,192,0,-8,163,347,5182,0,1125,3296,9603
2023-02-01,48485,195,0,18,71,284,5375,0,1143,3368,9888
2023-03-01,48485,186,0,-4,188,370,5561,0,1140,3556,10258
2023-04-01,48485,237,0,-151,490,576,5798,0,991,4046,10836
2023-05-01,48485,229,0,59,170,458,6027,0,1050,4216,11293
2023-06-01,48485,243,0,21,140,406,6271,0,1073,4355,11700
2023-07-01,48485,145,0,-18,228,354,6416,0,1055,4582,12054
2023-08-01,48485,165,0,32,259,454,6581,0,1085,4842,12507
2023-09-23,48485,69,0,-135,296,229,6649,0,950,5138,12737
2023-10-01,48485,-21,0,56,136,169,6628,0,1006,5275,12907
2023-11-01,48485,-44,1,-11,322,267,6584,1,994,5595,13175
2023-12-01,48485,-52,0,-51,-81,-185,6532,1,942,5514,12990
2022-01-01,48487,0,0,-17,8,-9,1,0,146,72,218
2022-02-01,48487,0,0,4,2,6,1,0,150,74,225
2022-03-01,48487,1,0,31,9,41,2,0,181,83,266
2022-04-01,48487,-1,0,-18,23,4,1,0,162,106,269
2022-05-01,48487,0,0,-6,227,221,1,0,156,333,490
2022-06-01,48487,0,0,-3,48,45,1,0,153,380,534
2022-07-01,48487,0,0,-10,-27,-37,1,0,143,354,498
2022-08-01,48487,0,0,-14,-14,-28,1,0,129,339,469
2022-09-01,48487,0,0,0,4,4,1,0,129,344,474
2022-10-01,48487,0,0,-1,18,17,1,0,128,361,491
2022-11-01,48487,0,0,-11,3,-8,1,0,117,364,482
2022-12-01,48487,0,0,6,30,36,1,0,123,393,517
2023-01-01,48487,0,0,5,135,140,1,0,128,528,658
2023-02-01,48487,0,0,4,179,183,1,0,132,708,841
2023-03-01,48487,0,0,22,185,207,1,0,154,893,1048
2023-04-01,48487,0,0,53,198,251,1,0,207,1091,1299
2023-05-01,48487,0,0,9,40,49,1,0,216,1131,1348
2023-06-01,48487,0,0,2,4,6,1,0,219,1135,1355
2023-07-01,48487,0,0,-18,18,0,1,0,200,1153,1354
2023-08-01,48487,0,0,-2,5,3,1,0,198,1158,1357
2023-09-23,48487,0,0,-14,27,13,1,0,184,1185,1370
2023-10-01,48487,0,0,-6,-7,-13,1,0,178,1179,1358
2023-11-01,48487,0,0,-5,52,47,1,0,173,1230,1404
2023-12-01,48487,0,0,-11,-56,-67,1,0,162,1174,1337
2022-01-01,48489,24,0,-7,59,76,376,0,138,524,1038
2022-02-01,48489,43,0,11,24,77,419,0,149,548,1114
2022-03-01,48489,29,0,4,136,169,447,0,152,684,1284
2022-04-01,48489,37,0,-18,39,58,484,0,135,723,1341
2022-05-01,48489,50,0,-11,43,81,534,0,124,765,1423
2022-06-01,48489,20,0,8,141,169,554,0,132,906,1592
2022-07-01,48489,37,0,-5,10,42,591,0,127,916,1633
2022-08-01,48489,15,0,-4,22,33,605,0,123,938,1667
2022-09-01,48489,18,0,-1,24,41,623,0,122,962,1708
2022-10-01,48489,17,0,-11,63,69,640,0,111,1025,1776
2022-11-01,48489,23,0,-6,29,46,663,0,105,1054,1822
2022-12-01,48489,9,0,6,37,52,672,0,111,1091,1874
2023-01-01,48489,3,0,3,49,55,675,0,114,1139,1928
2023-02-01,48489,13,0,-1,54,66,688,0,113,1193,1994
2023-03-01,48489,-8,0,7,90,89,680,0,120,1283,2083
2023-04-01,48489,2,0,-22,146,126,682,0,98,1430,2209
2023-05-01,48489,7,0,15,150,172,689,0,113,1579,2381
2023-06-01,48489,9,0,6,102,117,698,0,119,1681,2498
2023-07-01,48489,3,0,3,16,22,701,0,122,1697,2521
2023-08-01,48489,0,0,1,49,50,701,0,123,1746,2569
2023-09-23,48489,6,0,-21,75,60,707,0,102,1821,2630
2023-10-01,48489,-12,0,-1,29,16,695,0,101,1850,2646
2023-11-01,48489,-26,0,-1,10,-17,669,0,100,1860,2629
2023-12-01,48489,-2,0,-7,-126,-135,667,0,93,1733,2494
2022-01-01,48491,96,0,-24,167,240,1238,4,1117,1435,3792
2022-02-01,48491,151,-1,68,102,321,1389,3,1187,1534,4113
2022-03-01,48491,205,-1,86,113,403,1593,2,1274,1645,4512
2022-04-01,48491,198,0,-149,241,284,1789,2,1123,1885,4796
2022-05-01,48491,314,0,-46,349,615,2101,2,1079,2232,5411
2022-06-01,48491,363,0,-45,308,626,2463,2,1033,2540,6037
2022-07-01,48491,443,-1,-30,286,697,2907,1,1003,2823,6733
2022-08-01,48491,347,0,-43,265,568,3254,1,958,3088,7300
2022-09-01,48491,333,0,-14,256,574,3585,1,946,3342,7874
2022-10-01,48491,252,0,25,219,495,3833,1,970,3563,8368
2022-11-01,48491,286,0,-77,95,305,4120,1,893,3659,8673
2022-12-01,48491,250,0,53,122,426,4370,1,944,3780,9098
2023-01-01,48491,173,0,55,239,468,4547,1,999,4017,9567
2023-02-01,48491,280,0,24,195,495,4823,1,1022,4213,10063
2023-03-01,48491,243,0,-23,242,460,5067,1,1001,4456,10526
2023-04-01,48491,241,0,-92,350,498,5307,1,909,4804,11023
2023-05-01,48491,231,0,26,375,633,5539,1,935,5178,11654
2023-06-01,48491,277,0,-6,306,577,5815,1,932,5492,12240
2023-07-01,48491,234,0,16,325,575,6049,1,945,5809,12807
2023-08-01,48491,271,0,0,309,577,6321,1,945,6118,13385
2023-09-23,48491,212,0,-71,537,677,6532,1,876,6651,14060
2023-10-01,48491,55,0,49,235,336,6588,1,923,6892,14406
2023-11-01,48491,-111,0,-19,305,175,6476,1,904,7190,14574
2023-12-01,48491,-72,0,-72,-374,-518,6405,1,834,6817,14057
2022-01-01,48493,9,0,-14,25,20,138,1,209,216,564
2022-02-01,48493,17,0,11,24,54,154,1,222,240,618
2022-03-01,48493,29,0,24,36,89,184,1,246,278,708
2022-04-01,48493,15,0,-17,30,27,198,1,230,307,736
2022-05-01,48493,16,0,-3,35,49,215,1,228,342,785
2022-06-01,48493,5,0,-10,55,49,220,1,215,398,835
2022-07-01,48493,25,0,1,41,66,244,1,216,440,903
2022-08-01,48493,10,0,1,48,58,253,1,217,489,961
2022-09-01,48493,16,0,2,30,47,269,1,220,520,1010
2022-10-01,48493,17,0,-12,21,26,286,1,207,542,1037
2022-11-01,48493,10,0,-26,18,3,296,1,182,562,1041
2022-12-01,48493,18,0,14,4,35,314,1,196,566,1075
2023-01-01,48493,-2,0,20,30,47,313,1,216,596,1123
2023-02-01,48493,14,-1,-4,18,26,327,0,212,611,1150
2023-03-01,48493,13,0,0,41,54,339,0,213,655,1206
2023-04-01,48493,12,0,-31,67,47,349,0,182,722,1253
2023-05-01,48493,3,0,-4,58,58,352,0,179,779,1311
2023-06-01,48493,8,0,8,43,57,360,0,186,822,1368
