puma22,cd118,stab,PUMA22name,pop20,afact
4702501,4709,TN,Memphis City (Central Riverside),129770,1 
4702502,4708,TN,Memphis City (Central Midtown),22277,0.175 
4702502,4709,TN,Memphis City (Central Midtown),105046,0.825 
4702503,4708,TN,Memphis (North) & Bartlett (Southwest) cities,10120,0.0911 
4702503,4709,TN,Memphis (North) & Bartlett (Southwest) cities,100925,0.9089 
4702504,4708,TN,"Shelby County (North)--Bartlett (North & East), Millington & Lakeland cities",46204,0.4143 
4702504,4709,TN,"Shelby County (North)--Bartlett (North & East), Millington & Lakeland cities",65322,0.5857 
4702505,4708,TN,Shelby County (East)--Memphis city (East) & Arlington town (South),10808,0.0989 
4702505,4709,TN,Shelby County (East)--Memphis city (East) & Arlington town (South),98442,0.9011 
4702506,4708,TN,Shelby County (Southeast)--Collierville town & Germantown city,89922,0.6955 
4702506,4709,TN,Shelby County (Southeast)--Collierville town & Germantown city,39373,0.3045 
4702507,4708,TN,Memphis City (Southeast),13136,0.1261 
4702507,4709,TN,Memphis City (Southeast),90999,0.8739 
4702508,4709,TN,Memphis City (Southwest),107400,1 
4702600,4708,TN,Tipton & Fayette Counties,72366,0.7029 
4702600,4709,TN,Tipton & Fayette Counties,30594,0.2971 
4702700,4708,TN,"Gibson, Lauderdale & Haywood Counties--Brownsville city",107347,1 
4702800,4708,TN,Madison & Chester Counties--Jackson city,116164,1 
4702900,4707,TN,"Henderson, Hardin & McNairy Counties",11435,0.0974 
4702900,4708,TN,"Henderson, Hardin & McNairy Counties",106001,0.9026 
4703000,4704,TN,"Lawrence, Giles & Wayne Counties--Lawrenceburg city",74505,0.6671 
4703000,4705,TN,"Lawrence, Giles & Wayne Counties--Lawrenceburg city",12582,0.1127 
4703000,4707,TN,"Lawrence, Giles & Wayne Counties--Lawrenceburg city",24598,0.2202 
4703100,4704,TN,"Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",85556,0.7137 
4703100,4705,TN,"Bedford, Lincoln & Marshall Counties--Shelbyville & Lewisburg cities",34318,0.2863 
4703200,4704,TN,"Coffee, Franklin & Moore Counties--Tullahoma & Manchester cities",107124,1 
4703300,4704,TN,"Warren, Marion & Sequatchie Counties--McMinnville city",98660,0.9368 
4703300,4706,TN,"Warren, Marion & Sequatchie Counties--McMinnville city",6653,0.0632 
4703401,4703,TN,Chattanooga city (South & Central),119392,1 
4703402,4703,TN,Hamilton County (South)--Chattanooga (North) & Red Bank cities,115794,1 
4703403,4703,TN,Hamilton County (North)--Soddy-Daisy city,131021,1 
4703500,4703,TN,"McMinn, Rhea & Bledsoe Counties--Athens city",53276,0.4681 
4703500,4704,TN,"McMinn, Rhea & Bledsoe Counties--Athens city",60541,0.5319 
4703600,4703,TN,Bradley & Polk Counties--Cleveland city,126164,1 
4703700,4702,TN,Loudon & Monroe Counties--Lenoir City,54886,0.5427 
4703700,4703,TN,Loudon & Monroe Counties--Lenoir City,46250,0.4573 
4800100,4813,TX,Panhandle Regional Planning Commission--Outside Potter & Randall Counties,150869,0.8617 
4800100,4819,TX,Panhandle Regional Planning Commission--Outside Potter & Randall Counties,24211,0.1383 
4800200,4813,TX,Panhandle Regional Planning Commission (Potter County)--Amarillo City (North),118525,1 
4800300,4813,TX,Panhandle Regional Planning Commission (Randall County)--Amarillo City (South),140753,1 
4800400,4813,TX,South Plains Association of Governments--Outside Lubbock County,3098,0.0256 
4800400,4819,TX,South Plains Association of Governments--Outside Lubbock County,118027,0.9744 
4800501,4819,TX,"South Plains Association of Governments--Lubbock County, Lubbock City (Central)",156648,1 
4800502,4819,TX,"South Plains Association of Governments--Lubbock County, Lubbock City (Outer)",153991,1 
4800600,4813,TX,North Texas Regional Planning Commission--Outside Wichita County & Wise County,83741,0.5365 
4800600,4825,TX,North Texas Regional Planning Commission--Outside Wichita County & Wise County,26339,0.1687 
4800600,4826,TX,North Texas Regional Planning Commission--Outside Wichita County & Wise County,46010,0.2948 
4800700,4813,TX,North Texas Regional Planning Commission (Wichita County)--Wichita Falls City,129350,1 
4800800,4804,TX,"Texoma COG--Grayson, Cooke & Fannin Counties",171205,0.8043 
4800800,4826,TX,"Texoma COG--Grayson, Cooke & Fannin Counties",41668,0.1957 
4800900,4803,TX,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities",86326,0.4155 
4800900,4804,TX,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities",121449,0.5845 
4801000,4801,TX,Ark-Tex COG (West),62217,0.3956 
4801000,4804,TX,Ark-Tex COG (West),95054,0.6044 
4801100,4801,TX,Ark-Tex COG (East)--Bowie & Cass Counties,112709,0.9288 
4801100,4804,TX,Ark-Tex COG (East)--Bowie & Cass Counties,8638,0.0712 
4801200,4801,TX,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties",105340,0.8818 
4801200,4805,TX,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties",14116,0.1182 
4801300,4801,TX,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties",12464,0.0966 
4801300,4804,TX,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties",12164,0.0943 
4801300,4805,TX,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties",104384,0.8091 
4801400,4805,TX,Kaufman County,145310,1 
4801501,4801,TX,East Texas COG (Central)--Smith County (Outside Tyler City),113973,1 
4801502,4801,TX,East Texas COG (Central)--Smith County (West) (Tyler City),119506,1 
4801600,4801,TX,East Texas COG (Central)--Gregg County (Longview City),124239,1 
4801700,4801,TX,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties",74705,0.5971 
4801700,4806,TX,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties",50412,0.4029 
4801800,4805,TX,East Texas COG (Southwest)--Henderson & Anderson Counties,82150,0.5865 
4801800,4806,TX,East Texas COG (Southwest)--Henderson & Anderson Counties,57922,0.4135 
4801901,4803,TX,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUM",8255,0.0613 
4801901,4804,TX,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUM",73028,0.5427 
4801901,4832,TX,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUM",53273,0.3959 
4801902,4803,TX,Collin County (Southwest)--Plano City (West),52335,0.4342 
4801902,4804,TX,Collin County (Southwest)--Plano City (West),68205,0.5658 
4801903,4803,TX,Collin County (Southwest)--Plano City (Central),37486,0.3502 
4801903,4804,TX,Collin County (Southwest)--Plano City (Central),46300,0.4326 
4801903,4832,TX,Collin County (Southwest)--Plano City (Central),23247,0.2172 
4801904,4803,TX,"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities",146877,0.9707 
4801904,4804,TX,"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities",4428,0.0293 
4801905,4803,TX,Collin County (Central)--McKinney City,157125,1 
4801907,4803,TX,Collin County (East),189499,1 
4801908,4803,TX,Collin County (Northwest)--Celina City & Prosper Town,41649,0.4118 
4801908,4804,TX,Collin County (Northwest)--Celina City & Prosper Town,59498,0.5882 
4801909,4803,TX,Collin County (Northwest)--Frisco City (East),47435,0.4594 
4801909,4804,TX,Collin County (Northwest)--Frisco City (East),55825,0.5406 
4802001,4826,TX,Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities,94058,0.7089 
4802001,4832,TX,Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities,38622,0.2911 
4802002,4826,TX,Denton County (Southeast)--Lewisville City,117263,1 
4802003,4826,TX,Denton County (South Central)--Flower Mound Town & Highland Village City,152796,1 
4802004,4804,TX,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities",51187,0.2737 
4802004,4826,TX,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities",135815,0.7263 
4802005,4813,TX,Denton County (Central)--Denton (Central) & Corinth Cities,96409,0.7623 
4802005,4826,TX,Denton County (Central)--Denton (Central) & Corinth Cities,30055,0.2377 
4802006,4804,TX,Denton County (North & West)--Denton City (Outer),6,0 
4802006,4813,TX,Denton County (North & West)--Denton City (Outer),40889,0.215 
4802006,4826,TX,Denton County (North & West)--Denton City (Outer),149322,0.785 
4802101,4806,TX,Ellis County,192455,1 
4802102,4806,TX,Johnson County,47923,0.2663 
4802102,4825,TX,Johnson County,132004,0.7337 
4802200,4825,TX,"North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties",141757,1 
4802301,4805,TX,Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities,115131,1 
4802302,4805,TX,Dallas County (Northeast)--Garland City (South),93457,0.8829 
4802302,4832,TX,Dallas County (Northeast)--Garland City (South),12398,0.1171 
4802303,4805,TX,Dallas County (East)--Mesquite City (Central & Southeast),105437,0.82 
4802303,4832,TX,Dallas County (East)--Mesquite City (Central & Southeast),23150,0.18 
4802304,4805,TX,Dallas County (Southeast)--Dallas City (Southeast),20147,0.1649 
4802304,4830,TX,Dallas County (Southeast)--Dallas City (Southeast),101723,0.8323 
4802304,4832,TX,Dallas County (Southeast)--Dallas City (Southeast),342,0.0028 
4802305,4805,TX,Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635,24968,0.1822 
4802305,4830,TX,Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635,19515,0.1424 
4802305,4832,TX,Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635,92584,0.6755 
4802306,4805,TX,Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635,16579,0.1282 
4802306,4832,TX,Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635,112756,0.8718 
4802307,4824,TX,Dallas City (Northeast)--East of US-75,31584,0.2497 
4802307,4832,TX,Dallas City (Northeast)--East of US-75,94900,0.7503 
4802308,4805,TX,Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities,45308,0.3943 
4802308,4832,TX,Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities,69591,0.6057 
4802309,4824,TX,Dallas (Far North) & Richardson (Southwest) Cities,37611,0.3307 
4802309,4832,TX,Dallas (Far North) & Richardson (Southwest) Cities,76106,0.6693 
4802310,4824,TX,"Dallas (Far North)--Carrollton (Southeast) Cities & Addison Town, North of I-635",32830,0.2855 
4802310,4832,TX,"Dallas (Far North)--Carrollton (Southeast) Cities & Addison Town, North of I-635",70484,0.613 
4802310,4833,TX,"Dallas (Far North)--Carrollton (Southeast) Cities & Addison Town, North of I-635",11663,0.1014 
4802311,4824,TX,Dallas City (North)--South of I-635 & West of US-75,53920,0.4762 
4802311,4832,TX,Dallas City (North)--South of I-635 & West of US-75,11029,0.0974 
4802311,4833,TX,Dallas City (North)--South of I-635 & West of US-75,48276,0.4264 
4802312,4806,TX,"Dallas (West Central), University Park Cities & Highland Park Town",1615,0.0142 
4802312,4824,TX,"Dallas (West Central), University Park Cities & Highland Park Town",44978,0.3942 
4802312,4830,TX,"Dallas (West Central), University Park Cities & Highland Park Town",52610,0.4611 
4802312,4833,TX,"Dallas (West Central), University Park Cities & Highland Park Town",14895,0.1305 
4802313,4824,TX,Dallas City (Downtown)--North of I-30,2252,0.0168 
4802313,4830,TX,Dallas City (Downtown)--North of I-30,57821,0.4313 
4802313,4832,TX,Dallas City (Downtown)--North of I-30,73983,0.5519 
4802314,4830,TX,Dallas City (East Central)--South of I-30 & East of I-35E,106458,0.845 
4802314,4832,TX,Dallas City (East Central)--South of I-30 & East of I-35E,10265,0.0815 
4802314,4833,TX,Dallas City (East Central)--South of I-30 & East of I-35E,9266,0.0735 
4802315,4830,TX,Dallas City (West Central)--East of Loop TX-12 & West of I-35E,13231,0.1214 
4802315,4833,TX,Dallas City (West Central)--East of Loop TX-12 & West of I-35E,95791,0.8786 
4802316,4830,TX,Dallas City (South Central)--North of I-20 & West of I-35E,56128,0.5403 
4802316,4833,TX,Dallas City (South Central)--North of I-20 & West of I-35E,47759,0.4597 
4802317,4830,TX,Dallas County (South)--DeSoto & Lancaster Cities,116056,1 
4802318,4830,TX,Dallas County (Southwest)--Cedar Hill & Duncanville Cities,113002,1 
4802319,4806,TX,Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities,8901,0.0777 
4802319,4830,TX,Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities,77793,0.6787 
4802319,4833,TX,Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities,27933,0.2437 
4802320,4806,TX,Dallas County (West)--Irving (South) & Grand Prairie (North) Cities,78856,0.6838 
4802320,4833,TX,Dallas County (West)--Irving (South) & Grand Prairie (North) Cities,36461,0.3162 
4802321,4806,TX,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities,70619,0.6026 
4802321,4824,TX,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities,58,0.0005 
4802321,4833,TX,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities,46518,0.3969 
4802322,4806,TX,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities",5634,0.0437 
4802322,4824,TX,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities",54805,0.4255 
4802322,4832,TX,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities",4257,0.0331 
4802322,4833,TX,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities",64105,0.4977 
4802400,4812,TX,Parker County,116906,0.7887 
4802400,4825,TX,Parker County,31316,0.2113 
4802501,4824,TX,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities",121237,1 
4802502,4824,TX,Tarrant County (East)--Euless (South & West) & Arlington (North) Cities,68252,0.5003 
4802502,4825,TX,Tarrant County (East)--Euless (South & West) & Arlington (North) Cities,43798,0.3211 
4802502,4833,TX,Tarrant County (East)--Euless (South & West) & Arlington (North) Cities,24364,0.1786 
4802503,4806,TX,Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities,53404,0.3904 
4802503,4825,TX,Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities,35951,0.2628 
4802503,4830,TX,Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities,14964,0.1094 
4802503,4833,TX,Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities,32477,0.2374 
4802504,4806,TX,Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities PUM,29250,0.25 
4802504,4825,TX,Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities PUM,62376,0.5332 
4802504,4830,TX,Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities PUM,25354,0.2167 
4802505,4806,TX,Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities,63038,0.5037 
4802505,4825,TX,Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities,49782,0.3978 
4802505,4830,TX,Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities,12332,0.0985 
4802506,4812,TX,Tarrant County (South Central)--Fort Worth City (Southeast)-South of I-20,29069,0.2156 
4802506,4825,TX,Tarrant County (South Central)--Fort Worth City (Southeast)-South of I-20,81595,0.605 
4802506,4833,TX,Tarrant County (South Central)--Fort Worth City (Southeast)-South of I-20,24195,0.1794 
4802507,4806,TX,Tarrant County (East)--Arlington City (West)-South of I-30 & East of Loop I-820,5949,0.0491 
4802507,4825,TX,Tarrant County (East)--Arlington City (West)-South of I-30 & East of Loop I-820,85814,0.709 
4802507,4833,TX,Tarrant County (East)--Arlington City (West)-South of I-30 & East of Loop I-820,29275,0.2419 
4802508,4812,TX,"Fort Worth City (East Central)-South of I-30, East of I-35W & Inside Loop I-820",459,0.0039 
4802508,4833,TX,"Fort Worth City (East Central)-South of I-30, East of I-35W & Inside Loop I-820",118595,0.9961 
4802509,4812,TX,"Fort Worth (Northeast)--Hurst (South) Cities, North of I-30",29697,0.2028 
4802509,4824,TX,"Fort Worth (Northeast)--Hurst (South) Cities, North of I-30",80387,0.5491 
4802509,4825,TX,"Fort Worth (Northeast)--Hurst (South) Cities, North of I-30",4582,0.0313 
4802509,4833,TX,"Fort Worth (Northeast)--Hurst (South) Cities, North of I-30",31744,0.2168 
4802510,4824,TX,Tarrant County (North)--North Richland Hills (North) & Keller Cities,125530,1 
4802511,4812,TX,Fort Worth City (North)--East of I-35W & West of US-377,21327,0.1635 
4802511,4824,TX,Fort Worth City (North)--East of I-35W & West of US-377,109150,0.8365 
4802512,4812,TX,Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820,50967,0.4435 
4802512,4824,TX,Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820,4393,0.0382 
4802512,4833,TX,Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820,59559,0.5183 
4802513,4812,TX,Fort Worth City (South Central) & Edgecliff Village Town,74240,0.5641 
4802513,4825,TX,Fort Worth City (South Central) & Edgecliff Village Town,19101,0.1451 
4802513,4833,TX,Fort Worth City (South Central) & Edgecliff Village Town,38274,0.2908 
4802514,4812,TX,Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities,147878,1 
4802515,4812,TX,Tarrant County (West)--Fort Worth City (West),115328,0.9518 
4802515,4833,TX,Tarrant County (West)--Fort Worth City (West),5837,0.0482 
4802516,4812,TX,Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities,181116,1 
4802600,4811,TX,West Central Texas COG (Outside Taylor County),55679,0.2944 
4802600,4813,TX,West Central Texas COG (Outside Taylor County),3353,0.0177 
4802600,4819,TX,West Central Texas COG (Outside Taylor County),77510,0.4099 
4802600,4825,TX,West Central Texas COG (Outside Taylor County),52572,0.278 
4802700,4819,TX,"West Central Texas COG--Taylor County, Abilene City",143208,1 
4802900,4811,TX,"Concho Valley COG--Tom Green County, San Angelo City",120003,1 
4803000,4811,TX,"Permian Basin Regional Planning Commission (Central)--Midland County, Midland City",169983,1 
4803100,4811,TX,"Permian Basin Regional Planning Commission (Central)--Ector County, Odessa City",165171,1 
4803305,4816,TX,El Paso City (North),115734,0.8694 
4803305,4823,TX,El Paso City (North),17389,0.1306 
4803306,4816,TX,El Paso City (Northwest),145558,1 
4803307,4816,TX,El Paso County (Outside El Paso City)--Horizon City,90484,0.6608 
4803307,4823,TX,El Paso County (Outside El Paso City)--Horizon City,46449,0.3392 
4803308,4816,TX,El Paso City (East),183228,1 
4803309,4816,TX,El Paso City (Southeast)--Socorro City,86235,0.7123 
4803309,4823,TX,El Paso City (Southeast)--Socorro City,34833,0.2877 
4803310,4816,TX,El Paso City (Central),145747,1 
4803400,4811,TX,"Central Texas COG (West), Burnet & Llano Counties",53056,0.2742 
4803400,4831,TX,"Central Texas COG (West), Burnet & Llano Counties",140445,0.7258 
4803501,4811,TX,"Central Texas COG--Bell County (West), Killeen & Harker Heights Cities",160925,0.8869 
4803501,4831,TX,"Central Texas COG--Bell County (West), Killeen & Harker Heights Cities",20526,0.1131 
4803502,4811,TX,"Central Texas COG--Bell County (North, East & South), Temple & Belton Cities",13750,0.0727 
4803502,4831,TX,"Central Texas COG--Bell County (North, East & South), Temple & Belton Cities",175446,0.9273 
4803600,4810,TX,Brazos Valley COG (Outside Brazos County) & Milam County,96170,0.6269 
4803600,4817,TX,Brazos Valley COG (Outside Brazos County) & Milam County,57230,0.3731 
4803700,4806,TX,Heart of Texas COG--Outside McLennan County & Navarro County,101009,0.6111 
4803700,4817,TX,Heart of Texas COG--Outside McLennan County & Navarro County,46038,0.2785 
4803700,4831,TX,Heart of Texas COG--Outside McLennan County & Navarro County,18235,0.1103 
4803801,4817,TX,Heart of Texas COG--McLennan County-Waco City (Central),108500,1 
4803802,4817,TX,"Heart of Texas COG--McLennan County-Waco (Outer), Hewitt & Robinson Cities",152079,1 
4803900,4808,TX,Deep East Texas COG (West) & Walker County,94206,0.4969 
4803900,4817,TX,Deep East Texas COG (West) & Walker County,95387,0.5031 
4804000,4817,TX,Deep East Texas COG (Central)--Angelina & Nacogdoches Counties,151048,1 
4804100,4801,TX,Deep East Texas COG (East) & Jasper County,41834,0.3916 
4804100,4836,TX,Deep East Texas COG (East) & Jasper County,64995,0.6084 
4804200,4814,TX,Orange & Hardin Counties,84808,0.6013 
4804200,4836,TX,Orange & Hardin Counties,56231,0.3987 
4804301,4814,TX,Jefferson County (North Central)--Beaumont City,52871,0.4597 
4804301,4836,TX,Jefferson County (North Central)--Beaumont City,62137,0.5403 
4804302,4814,TX,Jefferson County (Outside Beaumont City)--Port Arthur City,132075,0.9333 
4804302,4836,TX,Jefferson County (Outside Beaumont City)--Port Arthur City,9443,0.0667 
4804400,4836,TX,Houston-Galveston Area Council--Liberty & Chambers Counties,138199,1 
4804501,4802,TX,"Houston-Galveston Area Council--Montgomery County (Northeast), Conroe City (East)",61845,0.3557 
4804501,4808,TX,"Houston-Galveston Area Council--Montgomery County (Northeast), Conroe City (East)",112003,0.6443 
4804502,4808,TX,"Houston-Galveston Area Council--Montgomery County (West), Conroe City (West)",169385,1 
4804503,4802,TX,"Houston-Galveston Area Council--Montgomery County (South), The Woodlands (North)",118513,0.9995 
4804503,4808,TX,"Houston-Galveston Area Council--Montgomery County (South), The Woodlands (North)",57,0.0005 
4804504,4802,TX,Houston-Galveston Area Council--Montgomery County (Southeast),158640,1 
4804601,4807,TX,Houston City (North Central)--North of I-10 & Inside Loop I-610,23142,0.1916 
4804601,4818,TX,Houston City (North Central)--North of I-10 & Inside Loop I-610,59474,0.4925 
4804601,4829,TX,Houston City (North Central)--North of I-10 & Inside Loop I-610,38143,0.3159 
4804602,4809,TX,Houston City (East Central)--East of I-45 & Inside Loop I-610,6589,0.0582 
4804602,4818,TX,Houston City (East Central)--East of I-45 & Inside Loop I-610,34153,0.3018 
4804602,4829,TX,Houston City (East Central)--East of I-45 & Inside Loop I-610,72439,0.64 
4804603,4807,TX,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610",31739,0.2384 
4804603,4809,TX,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610",49484,0.3717 
4804603,4818,TX,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610",51911,0.3899 
4804604,4807,TX,Houston City (West Central)--South of I-10 & Inside Loop I-610,113499,0.7394 
4804604,4818,TX,Houston City (West Central)--South of I-10 & Inside Loop I-610,18576,0.121 
4804604,4838,TX,Houston City (West Central)--South of I-10 & Inside Loop I-610,21427,0.1396 
4804605,4829,TX,Harris County (Southeast)--Pasadena City (North & Central)-Inside Beltway TX-8,69930,0.6008 
4804605,4836,TX,Harris County (Southeast)--Pasadena City (North & Central)-Inside Beltway TX-8,46472,0.3992 
4804606,4818,TX,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf",2656,0.0237 
4804606,4829,TX,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf",109431,0.9763 
4804607,4818,TX,Houston City (Northeast)--Between Loop I-610 & Beltway TX-8,74895,0.5777 
4804607,4829,TX,Houston City (Northeast)--Between Loop I-610 & Beltway TX-8,54744,0.4223 
4804608,4818,TX,Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8,2620,0.0254 
4804608,4829,TX,Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8,100700,0.9746 
4804609,4818,TX,Houston City (North)--South of Aldine & Inside Beltway TX-8,55396,0.4275 
4804609,4829,TX,Houston City (North)--South of Aldine & Inside Beltway TX-8,74200,0.5725 
4804610,4818,TX,Houston City (North)--West of Aldine & Inside Beltway TX-8,66624,0.5836 
4804610,4829,TX,Houston City (North)--West of Aldine & Inside Beltway TX-8,47537,0.4164 
4804611,4807,TX,Houston City (Northwest)--Between Loop I-610 & Beltway TX-8,23,0.0002 
4804611,4818,TX,Houston City (Northwest)--Between Loop I-610 & Beltway TX-8,90730,0.8313 
4804611,4838,TX,Houston City (Northwest)--Between Loop I-610 & Beltway TX-8,18392,0.1685 
4804612,4818,TX,Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8,37009,0.3442 
4804612,4838,TX,Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8,70518,0.6558 
4804613,4807,TX,Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8,51364,0.426 
4804613,4838,TX,Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8,69212,0.574 
4804614,4807,TX,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8",103195,0.9307 
4804614,4809,TX,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8",7689,0.0693 
4804615,4807,TX,Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8 PUM,25314,0.2406 
4804615,4809,TX,Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8 PUM,79886,0.7594 
4804616,4809,TX,Houston City (Southwest)--Between Loop I-610 & Beltway TX-8,111447,1 
4804617,4809,TX,Houston City (South)--Between Loop I-610 & Beltway TX-8,110607,1 
4804618,4809,TX,Houston City (Southeast)--West of Pasadena City & Outside Loop I-610,88821,0.7392 
4804618,4829,TX,Houston City (Southeast)--West of Pasadena City & Outside Loop I-610,31336,0.2608 
4804619,4809,TX,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8,5836,0.055 
4804619,4829,TX,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8,90534,0.8533 
4804619,4836,TX,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8,9728,0.0917 
4804620,4829,TX,Houston (Southeast) & Webster Cities,10602,0.0919 
4804620,4836,TX,Houston (Southeast) & Webster Cities,104735,0.9081 
4804621,4836,TX,"Houston (Southeast), Pasadena (Southeast), La Porte (South) & Seabrook (East) Cities PUM",113742,1 
4804622,4802,TX,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview",31626,0.2642 
4804622,4829,TX,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview",24286,0.2029 
4804622,4836,TX,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview",63803,0.533 
4804623,4802,TX,Harris County (East)--Baytown City,27748,0.2215 
4804623,4836,TX,Harris County (East)--Baytown City,97502,0.7785 
4804624,4802,TX,Harris County (Northeast)--Houston City (Far Northeast),133081,1 
4804625,4802,TX,"Harris County (North)--Houston (North), Humble Cities & Atascocita",75426,0.5189 
4804625,4818,TX,"Harris County (North)--Houston (North), Humble Cities & Atascocita",55862,0.3843 
4804625,4829,TX,"Harris County (North)--Houston (North), Humble Cities & Atascocita",14062,0.0967 
4804626,4818,TX,"Harris County (North)--Houston City (North)-I-45, Between Beltway TX-8 & FM-1960",109764,0.7908 
4804626,4829,TX,"Harris County (North)--Houston City (North)-I-45, Between Beltway TX-8 & FM-1960",29043,0.2092 
4804627,4802,TX,Harris County (Far North)--Spring,110233,0.7887 
4804627,4818,TX,Harris County (Far North)--Spring,22630,0.1619 
4804627,4838,TX,Harris County (Far North)--Spring,6902,0.0494 
4804628,4818,TX,Harris County (Northwest)--Jersey Village City-Between Beltway TX-8 & FM-1960,57003,0.5009 
4804628,4838,TX,Harris County (Northwest)--Jersey Village City-Between Beltway TX-8 & FM-1960,56799,0.4991 
4804629,4802,TX,"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249",31931,0.2512 
4804629,4818,TX,"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249",19894,0.1565 
4804629,4838,TX,"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249",75297,0.5923 
4804630,4802,TX,Harris County (Far North)--Tomball City & The Woodlands (Southwest),17944,0.1053 
4804630,4838,TX,Harris County (Far North)--Tomball City & The Woodlands (Southwest),152408,0.8947 
