state,puma22,stab,PUMA22name,pop20,afact
27,2701609,MN,Hennepin County--Minneapolis City (East),111865,1 
27,2701610,MN,Hennepin County--Minneapolis City (Southwest),106733,1 
27,2701611,MN,Hennepin County--Minneapolis City (Central),104172,1 
27,2701701,MN,"Dakota County (Northwest)--Eagan, West St. Paul & Mendota Heights Cities",102206,1 
27,2701702,MN,"Dakota County (Northeast)--Inver Grove Heights, Rosemount, Hastings & South St. Paul PU",109617,1 
27,2701703,MN,Dakota County (West)--Burnsville & Apple Valley Cities,120691,1 
27,2701704,MN,Dakota County (South)--Lakeville & Farmington Cities,107368,1 
27,2701800,MN,Scott County,150928,1 
27,2701900,MN,Carver County,106922,1 
27,2702001,MN,Wright (South) County,125120,1 
27,2702100,MN,"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties",133462,1 
27,2702200,MN,Southwest Minnesota,117437,1 
27,2702300,MN,"Brown, Martin, Faribault, Freeborn & Watonwan Counties",102006,1 
27,2702400,MN,Blue Earth & Nicollet Counties--Mankato City,103566,1 
27,2702500,MN,"Le Sueur, Rice, Steele & Waseca Counties",152145,1 
27,2702600,MN,"Goodhue, Wabasha & Winona Counties",118640,1 
27,2702700,MN,Olmsted County--Rochester City,162847,1 
27,2702800,MN,"Dodge, Fillmore, Houston & Mower Counties",100967,1 
28,2800100,MS,North Delta Region--DeSoto County--Southaven City,185314,1 
28,2800200,MS,"Northeast Region--Alcorn, Benton, Marshall, Prentiss, Tippah & Tishomingo Counties",141811,1 
28,2800300,MS,North Delta Region,111335,1 
28,2800400,MS,"Three Rivers Region--Calhoun, Chickasaw, Itawamba, Lafayette & Monroe Counties",144228,1 
28,2800500,MS,"Three Rivers Region--Lee, Pontotoc, Union Counties & Tupelo City",142304,1 
28,2800600,MS,"Golden Triangle Region--Columbus, Starkville, & West Point Cities",175474,1 
28,2800700,MS,North Central Region,117158,1 
28,2800800,MS,South Delta Region,114801,1 
28,2800900,MS,Central Region--Madison & Rankin Counties,135888,1 
28,2801001,MS,"Central Region--Byram, Terry, Utica & Vicksburg City",127806,1 
28,2801101,MS,Central Region--Jackson and Clinton Cities,173026,1 
28,2801300,MS,Central Region--Rankin & Simpson Counties,182980,1 
28,2801400,MS,"East Central Region--Jasper, Leake, Kemper, Neshoba, Scott & Smith Counties",117916,1 
28,2801500,MS,"East Central Region--Clarke, Lauderdale & Newton Counties--Meridian City",109890,1 
28,2801600,MS,Southwest Region,176046,1 
28,2801700,MS,"South Region--Covington, Greene, Jefferson Davis, Jones & Wayne Counties",130216,1 
28,2801800,MS,"South Region--Forrest, Lamar, Marion & Perry Counties",178332,1 
28,2801900,MS,"South Region--George, Hancock, Pearl River & Stone Counties",144881,1 
28,2802001,MS,South Region--Harrison County--Gulfport City,104625,1 
28,2802002,MS,South Region--Harrison County--Biloxi City,103996,1 
28,2802100,MS,South Region--Jackson County,143252,1 
29,2900100,MO,Northwest Missouri,109980,1 
29,2900200,MO,"Buchanan, Andrew & DeKalb Counties",113957,1 
29,2900300,MO,Northeast Missouri,119298,1 
29,2900400,MO,"Lincoln, Warren, Audrain, Pike & Montgomery Counties",148977,1 
29,2900501,MO,"Boone (Outside Columbia City), Cole, Callaway & Moniteau",163799,1 
29,2900601,MO,Boone County--Columbia City,141373,1 
29,2900700,MO,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties",134186,1 
29,2900800,MO,"Johnson, Lafayette, Ray, Clinton & Caldwell Counties",140154,1 
29,2900901,MO,Clay County (Northeast),117393,1 
29,2900902,MO,"Kansas City (North Central), Gladstone City & North Kansas City",135942,1 
29,2901000,MO,Platte County,106718,1 
29,2901101,MO,Jackson County--Kansas City (Central),183021,1 
29,2901102,MO,Jackson County (North Central),134039,1 
29,2901103,MO,Jackson County (East),141808,1 
29,2901104,MO,Jackson County (South Central),112860,1 
29,2901105,MO,Jackson County--Kansas City (South),145476,1 
29,2901200,MO,Cass & Bates Counties,123866,1 
29,2901300,MO,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties",122332,1 
29,2901400,MO,"Laclede, Polk, Benton, Dallas & Hickory Counties",112302,1 
29,2901500,MO,"Camden, Miller, Morgan & Moniteau Counties",103946,1 
29,2901600,MO,"Phelps, Gasconade, Osage, Maries & Pulaski Counties",135093,1 
29,2901700,MO,Franklin & Carter Counties,127738,1 
29,2901801,MO,St. Charles County (South),115485,1 
29,2901802,MO,St. Charles County (Northwest),153169,1 
29,2901803,MO,St. Charles County (Northeast),136608,1 
29,2901901,MO,St. Louis County (Northeast),123853,1 
29,2901902,MO,St. Louis County (Northwest),117067,1 
29,2901903,MO,St. Louis County (Inner Ring North),164138,1 
29,2901904,MO,St. Louis County (West),107956,1 
29,2901905,MO,St. Louis County (Inner Ring Central),103323,1 
29,2901906,MO,St. Louis County (Southwest),119912,1 
29,2901907,MO,St. Louis County (Inner Ring South),161375,1 
29,2901908,MO,St. Louis County (Southeast),106501,1 
29,2902001,MO,St. Louis City (North),126144,1 
29,2902002,MO,St. Louis City (South),175434,1 
29,2902101,MO,Jefferson County (North),112870,1 
29,2902102,MO,Jefferson County (South),113869,1 
29,2902200,MO,"St. Francois, Washington, Perry & Ste. Genevieve Counties",127871,1 
29,2902300,MO,Cape Girardeau & Scott Counties,119769,1 
29,2902400,MO,"Dunklin, Stoddard, New Madrid, Pemiscot, Mississippi & Bollinger Counties",112194,1 
29,2902500,MO,"Butler, Ripley, Wayne, Madison, Iron, Reynolds, Dent, Shannon & Carter Counties",118696,1 
29,2902600,MO,"Howell, Texas, Wright, Douglas, Oregon & Ozark Counties",111191,1 
29,2902701,MO,"Christian, Greene (Outside Springfield City) & Webster Counties",169792,1 
29,2902702,MO,Greene County--Springfield City (North),124577,1 
29,2902703,MO,Greene County--Springfield City (South),132473,1 
29,2902800,MO,"Taney, Barry, Stone & McDonald Counties",144979,1 
29,2902900,MO,Jasper & Newton Counties,181409,1 
30,3000100,MT,"Flathead, Glacier & Lincoln Counties--Kalispell City",137812,1 
30,3000200,MT,"Lake, Mineral, Missoula & Sanders Counties--Missoula City",165991,1 
30,3000300,MT,Southwest Montana--Butte-Silver Bow & Hamilton City,116977,1 
30,3000400,MT,Gallatin County--Bozeman City,118960,1 
30,3000500,MT,Lewis and Clark & Cascade Counties--Great Falls & Helena City,155387,1 
30,3000600,MT,Central Montana--Havre & Livingston City,130467,1 
30,3000700,MT,Eastern Montana--Sidney & Miles City,148517,1 
30,3000800,MT,Billings City,110114,1 
31,3100100,NE,North Central & Northwest Nebraska,105556,1 
31,3100200,NE,Northeast Nebraska,184840,1 
31,3100300,NE,Central Nebraska,109843,1 
31,3100400,NE,Southwest Nebraska,102289,1 
31,3100500,NE,South Central Nebraska,116501,1 
31,3100600,NE,Southeast Nebraska,137829,1 
31,3100701,NE,"Dodge, Cass, Saunders & Washington Counties",106908,1 
31,3100702,NE,Sarpy County--Bellevue City,190604,1 
31,3100801,NE,Lancaster County--Lincoln City (North),171287,1 
31,3100802,NE,Lancaster County--Lincoln City (South),151321,1 
31,3100901,NE,Douglas County--Omaha City (Northwest),196880,1 
31,3100902,NE,Douglas County--Omaha City (Southwest),159143,1 
31,3100903,NE,Douglas County--Omaha City (Northeast),114458,1 
31,3100904,NE,Douglas County--Omaha City (Southeast),114045,1 
32,3200101,NV,Washoe County (North)--Sparks City,157689,1 
32,3200102,NV,Washoe County (South Central)--Reno City,195423,1 
32,3200103,NV,Washoe County (South),133380,1 
32,3200200,NV,Rural Nevada,181195,1 
32,3200300,NV,"Carson City, Lyon, Douglas & Storey Counties",171466,1 
32,3200401,NV,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities,141403,1 
32,3200402,NV,"Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB PU",162012,1 
32,3200403,NV,Clark County (Central)--Greater North Las Vegas City,215691,1 
32,3200404,NV,Clark County (Northwest Central)--Northwest Las Vegas Valley,154784,1 
32,3200405,NV,Clark County (West)--Las Vegas City (Southwest),159900,1 
32,3200406,NV,Las Vegas City (South Central),141840,1 
32,3200407,NV,Las Vegas City (Southeast),132429,1 
32,3200408,NV,"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast)",160272,1 
32,3200409,NV,Clark County (Central)--Paradise (Northwest) & Winchester,158332,1 
32,3200410,NV,Clark County (Central)--Spring Valley (East),107325,1 
32,3200411,NV,Clark County (Central)--Spring Valley (West),135714,1 
32,3200412,NV,Clark County (Central)--Paradise (South) & Enterprise,163143,1 
32,3200413,NV,Clark County (Central)--Henderson City (Central South),113706,1 
32,3200414,NV,Clark County (Central)--Henderson City (West),125552,1 
32,3200415,NV,Clark County (South)--Henderson (East) & Boulder Cities,193358,1 
33,3300100,NH,"Grafton, Sullivan, Coos Counties",165449,1 
33,3300201,NH,"Central Region--Byram, Terry, Utica & Vicksburg City",134927,1 
33,3300301,NH,Strafford & Rockingham (Northern) Counties,150189,1 
33,3300401,NH,"Central New Hampshire--Merrimack County (Central), Concord City",117822,1 
33,3300501,NH,Southwestern New Hampshire--Cheshire & Hillsborough (Western) Counties,109109,1 
33,3300601,NH,Manchester City,115644,1 
33,3300602,NH,Greater Nashua City (East),105194,1 
33,3300603,NH,Greater Nashua City (West),112349,1 
33,3300701,NH,Outer Manchester City,167976,1 
33,3300801,NH,"Seacoast Region--Rockingham County (Southern), Portsmouth City",198870,1 
34,3400101,NJ,"Atlantic County (East)--Atlantic City, Pleasantville, Northfield & Coast",145982,1 
34,3400102,NJ,Atlantic County (Outside Somers Point City)--West to Hammonton Town,118083,1 
34,3400301,NJ,Bergen County (South Central)--Hackensack & Teaneck,109278,1 
34,3400302,NJ,"Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights",125216,1 
34,3400303,NJ,"Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park",136342,1 
34,3400304,NJ,"Bergen County (West Central)--Fair Lawn, Garfield & Lodi",129504,1 
34,3400305,NJ,"Bergen County (East)--Tenafly, Park Ridge, Englewood City & Cresskill",126560,1 
34,3400306,NJ,"Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes",104617,1 
34,3400307,NJ,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford",117748,1 
34,3400308,NJ,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood",106467,1 
34,3400501,NJ,Passaic County (South)--Passaic & Clifton (SE),143175,1 
34,3400502,NJ,Passaic County (Central)--Hawthorne,114166,1 
34,3400503,NJ,Passaic County--Paterson,159732,1 
34,3400504,NJ,"Passaic County (North)--Ringwood, Wanaque & Pompton Lakes",107045,1 
34,3400601,NJ,Hudson County (Central)--Jersey City (North),165889,1 
34,3400602,NJ,Hudson County (Central)--Jersey City (South),126560,1 
34,3400603,NJ,Hudson County (Northeast)--Union City & Hoboken,146205,1 
34,3400604,NJ,"Hudson County (North)--West New York, Secaucus & North Bergen",150471,1 
34,3400605,NJ,"Hudson County (South & West)--Bayonne, Kearney & Harrison",135729,1 
34,3400800,NJ,Hunterdon County,128947,1 
34,3400901,NJ,Middlesex County (Southeast),131871,1 
34,3400902,NJ,Middlesex County (Southwest),118048,1 
34,3400903,NJ,Middlesex County (Northwest)--North Piscataway & South Plainfield,118725,1 
34,3400904,NJ,Middlesex County (North Central)--Metuchen & South Edison,115411,1 
34,3400905,NJ,Middlesex County (Northeast)--Carteret & North Woodbridge,114925,1 
34,3400906,NJ,Middlesex County (Central)--New Brunswick & Highland Park,153990,1 
34,3400907,NJ,Middlesex County (East Central)--Perth Amboy & Sayreville,110192,1 
34,3401001,NJ,Somerset County (North & West),111214,1 
34,3401002,NJ,Somerset County (South),113861,1 
34,3401003,NJ,"Somerset County (Central)--Bridgewater, Somerville & North Plainfield",120286,1 
34,3401101,NJ,"Monmouth County (Southeast)--Wall, Tinton Falls (South)",103643,1 
34,3401102,NJ,"Monmouth County (Southwest)--Freehold, Manalapan",111349,1 
34,3401103,NJ,"Monmouth County (Southeast)--Long Branch, Asbury Park & Eatontown",114319,1 
34,3401104,NJ,"Monmouth County (Northeast)--Red Bank, Northeast Middletown",107026,1 
34,3401105,NJ,Monmouth County (Northwest)--Matawan & Aberdeen,100778,1 
34,3401106,NJ,Monmouth County (Central),106500,1 
34,3401201,NJ,Ocean County (South),124032,1 
34,3401202,NJ,Ocean County (Central)--Toms River & Berkeley,159890,1 
34,3401203,NJ,Ocean County (Lakewood),135158,1 
34,3401204,NJ,Ocean County (Northwest),114367,1 
34,3401205,NJ,Ocean County (Northeast)--Brick & Point Pleasant,103782,1 
34,3401401,NJ,Essex County (Northeast)--Bloomfield,121470,1 
34,3401402,NJ,Essex County (South Central)--Irvington,105344,1 
34,3401403,NJ,Essex County (Northwest)--Montclair,113124,1 
34,3401404,NJ,Essex County (Southwest)--West Orange & Livingston,108182,1 
34,3401405,NJ,Essex County (Central)--Orange & East Orange,104059,1 
34,3401406,NJ,Essex County (Southeast)--Newark (North & East),156404,1 
34,3401407,NJ,Essex County (Southeast)--Newark (West & Southwest),155145,1 
34,3401501,NJ,Morris County (North)--Dover Town & Kinnelon Borough,132976,1 
34,3401502,NJ,Morris County (West),131809,1 
34,3401503,NJ,Morris County (East)--Lincoln Park Borough,118299,1 
34,3401504,NJ,"Morris County (South)--Morristown, Madison & Florham Park",126201,1 
34,3401600,NJ,Sussex County,144221,1 
34,3401700,NJ,Warren County,109632,1 
34,3401901,NJ,Union County (North Central)--Union Twp & Roselle Park,104578,1 
34,3401902,NJ,Union County (Northwest)--Summit & Cranford,102153,1 
34,3401903,NJ,Union County (Southwest)--Plainfield & Westfield,118360,1 
34,3401904,NJ,"Union County (Southeast)--Linden, Rahway & Roselle",112956,1 
34,3401905,NJ,Union County (Northeast)--Elizabeth,137298,1 
34,3402001,NJ,Burlington County (North)--Burlington City,164141,1 
34,3402002,NJ,Burlington County (West Central),161555,1 
34,3402003,NJ,Burlington County (South & East),136164,1 
34,3402101,NJ,Camden County (North)--Camden & Gloucester Cities,127071,1 
34,3402102,NJ,Camden County (Central)--Lindenwold & Collingswood Boroughs,106579,1 
34,3402103,NJ,Camden County (South & West)--Bellmawr & Pine Hill Boroughs,169465,1 
34,3402104,NJ,Camden County (East Central)--Haddonfield Borough,120370,1 
34,3402201,NJ,Gloucester County (Northeast)--Woodbury City,131681,1 
34,3402202,NJ,Gloucester County (South & West)--Glassboro Borough,170613,1 
34,3402301,NJ,Mercer County (West Central)--Trenton City,128135,1 
34,3402302,NJ,Mercer County (North)--Princeton Borough,115487,1 
34,3402303,NJ,Mercer County (Southwest),143718,1 
34,3402401,NJ,Cumberland County (South)--Vineland & Millville Cities,113103,1 
34,3402501,NJ,Salem & Cumberland (North) Counties--Bridgeton City,105886,1 
34,3402601,NJ,Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City,105732,1 
35,3500100,NM,Northwest New Mexico Navajo Nation,121143,1 
35,3500200,NM,"San Juan County (NE)--Farmington, Bloomfield & Aztec Cities",100592,1 
35,3500300,NM,North Central New Mexico,125661,1 
35,3500400,NM,Eastern New Mexico,164797,1 
35,3500500,NM,Santa Fe County New Mexico,144474,1 
35,3500600,NM,Sandoval County New Mexico,148834,1 
35,3500701,NM,Albuquerque NW,129990,1 
35,3500702,NM,Albuquerque N Central,100999,1 
35,3500703,NM,Albuquerque Far NE,100928,1 
35,3500704,NM,Albuquerque Near NE,102247,1 
35,3500705,NM,Albuquerque SE,105290,1 
35,3500706,NM,Albuquerque SW,112750,1 
35,3500800,NM,"Valencia County, Torrance County & East Mountain",125839,1 
35,3500900,NM,Southwest New Mexico,177648,1 
35,3501001,NM,Do̱a Ana County (Outer),103761,1 
35,3501002,NM,"Do̱a Ana County Central--Las Cruces, Mesilla Cities & University Park",115800,1 
35,3501100,NM,Lea and Eddy County,136769,1 
36,3600100,NY,St. Lawrence County,108505,1 
36,3600200,NY,"Clinton, Franklin, Essex & Hamilton Counties",169886,1 
36,3600300,NY,Warren & Washington Counties,127039,1 
36,3600401,NY,Herkimer (North & Central) & Oneida (Outer) Counties,109807,1 
36,3600402,NY,Oneida County (Central)--Greater Utica & Rome Cities,164365,1 
36,3600403,NY,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",106330,1 
36,3600500,NY,Jefferson & Lewis Counties,143303,1 
36,3600600,NY,Oswego County,117525,1 
36,3600701,NY,Onondaga County (Central)--Syracuse City,148626,1 
36,3600702,NY,Onondaga County (North),128516,1 
36,3600703,NY,Onondaga County (Central)--Syracuse City (Outer),164828,1 
36,3600704,NY,Cayuga & Onondaga (South) Counties,110794,1 
36,3600800,NY,Wayne & Seneca & Yates Counties,149871,1 
36,3600901,NY,Monroe County (East),136023,1 
36,3600902,NY,Monroe County (Central)--Rochester City (East),105871,1 
36,3600903,NY,Monroe County (Central)--Rochester City (West),105242,1 
36,3600904,NY,Monroe County (Central)--Greece & Gates Towns,126093,1 
36,3600905,NY,Monroe County (North & West),104966,1 
36,3600906,NY,Monroe County (South),181248,1 
36,3601000,NY,"Genesee, Orleans & Wyoming Counties",139262,1 
36,3601101,NY,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area,105708,1 
36,3601102,NY,Niagara County (North & East),106958,1 
36,3601201,NY,Erie County (Northwest),109154,1 
36,3601202,NY,Erie County (North Central),129595,1 
36,3601203,NY,Erie County (Northeast),113381,1 
36,3601204,NY,Erie County (Central),155326,1 
36,3601205,NY,Erie County (West Central)--Buffalo City (East),157444,1 
36,3601206,NY,Erie County (West Central)--Buffalo City (West),120905,1 
36,3601207,NY,Erie County (South),168431,1 
36,3601300,NY,Livingston & Ontario Counties,174292,1 
36,3601500,NY,Madison & Cortland Counties,114825,1 
36,3601600,NY,Fulton & Montgomery Counties,102856,1 
36,3601700,NY,Schenectady County--Schenectady City,158061,1 
36,3601801,NY,Saratoga County (South & Central),115247,1 
36,3601802,NY,Saratoga County (Outer),120262,1 
36,3601900,NY,Rensselaer County--Troy City,161130,1 
36,3602001,NY,Albany County (East Central)--Albany City,107800,1 
36,3602002,NY,Albany County (Outside Albany City),207048,1 
36,3602100,NY,Columbia & Greene Counties,109501,1 
36,3602201,NY,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PU,129527,1 
36,3602204,NY,"Chenango, Delaware Counties & Broome County outside Greater Binghamton City",160684,1 
36,3602300,NY,Tompkins County,105740,1 
36,3602403,NY,"Tioga (South), Chemung (South) & Steuben (East) Counties--Elmira & Corning Cities",129289,1 
36,3602404,NY,"Steuben (outside Corning City), Schuyler, Chemung (North) & Tioga (North) Counties",114796,1 
36,3602500,NY,Cattaraugus & Allegany Counties,123498,1 
36,3602600,NY,Chautauqua County,127657,1 
36,3602701,NY,Sullivan & Ulster (West) Counties,112760,1 
36,3602702,NY,Ulster County (East),147715,1 
36,3602803,NY,Dutchess County (North & East),114933,1 
36,3602804,NY,Dutchess County (Southwest)--Fishkill & Wappinger town,143259,1 
36,3602805,NY,Putnam County & Southern Dutchess County,135387,1 
36,3602901,NY,Orange County (Northeast)--Greater Newburgh City,124926,1 
36,3602902,NY,Orange County (Northwest),129612,1 
36,3602903,NY,Orange County (Southeast),146772,1 
36,3603001,NY,Rockland County (North)--New City & Congers,106384,1 
36,3603002,NY,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns",109337,1 
36,3603003,NY,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey",122608,1 
36,3603102,NY,Westchester County (Northwest),152473,1 
36,3603103,NY,Westchester County (Northeast),139687,1 
36,3603110,NY,Westchester County (Southeast)--White Plains & Rye City,146109,1 
36,3603111,NY,Westchester County (Central),113650,1 
36,3603112,NY,Westchester County (Southwest)--Yonkers City,211569,1 
36,3603113,NY,Westchester County (South Central East)--Mount Vernon City,121612,1 
36,3603114,NY,Westchester County (South Central West)--New Rochelle City,119357,1 
36,3603201,NY,Nassau County (Northwest)--North Hempstead Town (North),118149,1 
36,3603202,NY,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City,114990,1 
36,3603203,NY,Nassau County (East Central)--Oyster Bay Town (Central),106221,1 
36,3603204,NY,Nassau County (West Central)--North Hempstead Town (South),119490,1 
36,3603205,NY,Nassau County (West Central)--Hempstead Town (Northwest),118668,1 
36,3603206,NY,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor,154180,1 
36,3603207,NY,Nassau County (Central)--Hempstead Town (Northeast),114103,1 
36,3603208,NY,Nassau County (Southeast)--Oyster Bay Town (South),108486,1 
36,3603209,NY,Nassau County (Central)--Hempstead Town (East Central),105022,1 
36,3603210,NY,Nassau County (South Central)--Hempstead Town (Southeast),109227,1 
36,3603211,NY,Nassau County (West Central)--Hempstead Town (West Central),115026,1 
36,3603212,NY,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City,112212,1 
36,3603301,NY,Suffolk County (Northwest)--Huntington Town (North),101400,1 
36,3603302,NY,Suffolk County (Northwest)--Huntington Town (South),102727,1 
36,3603303,NY,Suffolk County (Northwest)--Smithtown Town,116296,1 
36,3603304,NY,Suffolk County (North Central)--Brookhaven Town (North),118528,1 
36,3603305,NY,Suffolk County (East),161127,1 
36,3603306,NY,Suffolk County (South Central)--Brookhaven Town (South),133185,1 
36,3603307,NY,Suffolk County (Central)--Brookhaven Town (Central),125701,1 
36,3603308,NY,Suffolk County (Central)--Brookhaven Town (West Central),108795,1 
36,3603309,NY,Suffolk County (Central)--Islip Town (East),102493,1 
36,3603310,NY,Suffolk County (Central)--Islip Town (Northwest),130712,1 
36,3603311,NY,Suffolk County (Southwest)--Islip Town (South),106733,1 
36,3603312,NY,Suffolk County (Southwest)--Babylon Town (Southeast),101006,1 
36,3603313,NY,Suffolk County (West Central)--Babylon Town (Northwest),117217,1 
36,3604103,NY,NYC-Manhattan Community District 3--Lower East Side & Chinatown,163141,1 
36,3604104,NY,NYC-Manhattan Community District 4--Chelsea & Hells Kitchen,129265,1 
36,3604107,NY,NYC-Manhattan Community District 7--Upper West Side,224344,1 
36,3604108,NY,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island,231983,1 
36,3604109,NY,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights,110458,1 
36,3604110,NY,NYC-Manhattan Community District 10--Harlem,130440,1 
36,3604111,NY,NYC-Manhattan Community District 11--East Harlem,125771,1 
36,3604112,NY,NYC-Manhattan Community District 12--Washington Heights & Inwood,188800,1 
36,3604121,NY,NYC-Manhattan Community Districts 1 & 2--Financial District & Greenwich Village,170835,1 
36,3604165,NY,"NYC-Manhattan Community Districts 5 & 6--Midtown, East Midtown, & Flatiron",219214,1 
36,3604204,NY,NYC-Bronx Community District 4--Highbridge & Concourse,151523,1 
36,3604205,NY,NYC-Bronx Community District 5--Morris Heights & Mount Hope,135880,1 
36,3604207,NY,"NYC-Bronx Community District 7--Fordham, Bedford Park, & Norwood",141945,1 
36,3604208,NY,"NYC-Bronx Community District 8--Riverdale, Kingsbridge, & Marble Hill",101619,1 
36,3604209,NY,NYC-Bronx Community District 9--Soundview & Parkchester,186667,1 
36,3604210,NY,NYC-Bronx Community District 10--Co-op City & Throgs Neck,132351,1 
36,3604211,NY,NYC-Bronx Community District 11--Pelham Parkway & Morris Park,121824,1 
36,3604212,NY,"NYC-Bronx Community District 12--Wakefield, Williamsbridge, & Eastchester",160741,1 
36,3604221,NY,"NYC-Bronx Community Districts 1 & 2--Melrose, Mott Haven, Longwood, & Hunts Point",159561,1 
36,3604263,NY,"NYC-Bronx Community Districts 3 & 6--Morrisania, Tremont, Belmont, & West Farms",180543,1 
36,3604301,NY,NYC-Brooklyn Community District 1--Williamsburg & Greenpoint,204125,1 
36,3604302,NY,NYC-Brooklyn Community District 2--Downtown Brooklyn & Fort Greene,127650,1 
36,3604303,NY,NYC-Brooklyn Community District 3--Bedford-Stuyvesant,173842,1 
36,3604304,NY,NYC-Brooklyn Community District 4--Bushwick,120747,1 
36,3604305,NY,NYC-Brooklyn Community District 5--East New York & Cypress Hills,201682,1 
36,3604306,NY,NYC-Brooklyn Community District 6--Park Slope & Carroll Gardens,116586,1 
36,3604307,NY,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace,133706,1 
36,3604308,NY,NYC-Brooklyn Community District 8--Crown Heights (North),108805,1 
36,3604309,NY,NYC-Brooklyn Community District 9--Crown Heights (South),100103,1 
36,3604310,NY,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights,134319,1 
36,3604311,NY,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach,198527,1 
36,3604312,NY,NYC-Brooklyn Community District 12--Borough Park & Kensington,210432,1 
36,3604313,NY,NYC-Brooklyn Community District 13--Coney Island & Brighton Beach,113451,1 
36,3604314,NY,NYC-Brooklyn Community District 14--Flatbush & Midwood,162410,1 
36,3604315,NY,NYC-Brooklyn Community District 15--Sheepshead Bay & Gravesend (East),163346,1 
36,3604316,NY,NYC-Brooklyn Community District 16--Ocean Hill & Brownsville,102095,1 
36,3604317,NY,NYC-Brooklyn Community District 17--East Flatbush,160243,1 
36,3604318,NY,NYC-Brooklyn Community District 18--Canarsie & Flatlands,204005,1 
36,3604401,NY,NYC-Queens Community District 1--Astoria & Queensbridge,193031,1 
36,3604402,NY,"NYC-Queens Community District 2--Long Island City, Sunnyside, & Woodside",137718,1 
36,3604403,NY,NYC-Queens Community District 3--Jackson Heights & East Elmhurst,178855,1 
36,3604404,NY,NYC-Queens Community District 4--Elmhurst & Corona,181730,1 
36,3604405,NY,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village",179294,1 
36,3604406,NY,NYC-Queens Community District 6--Forest Hills & Rego Park,119706,1 
36,3604407,NY,"NYC-Queens Community District 7--Flushing, Murray Hill, & Whitestone",270930,1 
36,3604408,NY,"NYC-Queens Community District 8--Fresh Meadows, Hillcrest, & Briarwood",157986,1 
36,3604409,NY,"NYC-Queens Community District 9--Kew Gardens, Richmond Hill, & Woodhaven",151876,1 
36,3604410,NY,NYC-Queens Community District 10--South Ozone Park & Howard Beach,130378,1 
36,3604411,NY,"NYC-Queens Community District 11--Auburndale, Bayside, & Douglaston",122366,1 
36,3604412,NY,"NYC-Queens Community District 12--Jamaica, St. Albans, & Hollis",257759,1 
36,3604413,NY,"NYC-Queens Community District 13--Queens Village, Bellerose, & Rosedale",199648,1 
36,3604414,NY,NYC-Queens Community District 14--The Rockaways,124187,1 
36,3604501,NY,NYC-Staten Island Community District 1--North Shore,189663,1 
36,3604502,NY,NYC-Staten Island Community District 2--Mid-Island,141591,1 
36,3604503,NY,NYC-Staten Island Community District 3--South Shore,164493,1 
37,3700100,NC,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties",131842,1 
37,3700200,NC,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties",148216,1 
37,3700300,NC,Rockingham & Stokes Counties,135616,1 
37,3700400,NC,"Granville, Person & Caswell Counties",122825,1 
37,3700500,NC,Franklin & Vance Counties,111151,1 
37,3700600,NC,"Halifax, Hertford, Northampton & Warren Counties",106287,1 
37,3700700,NC,Northeast Albemarle Sound Region,116214,1 
37,3700800,NC,South & West Albemarle Sound & Outer Banks Regions,152645,1 
37,3700900,NC,Nash & Edgecombe Counties--Rocky Mount City,143870,1 
37,3701001,NC,"Wilson, Greene & Johnston (East) Counties--Wilson City",148614,1 
37,3701101,NC,Johnston County (West),166620,1 
37,3701201,NC,Raleigh City (South & Central),149142,1 
37,3701202,NC,Raleigh City (North),139995,1 
37,3701203,NC,"Wake County (Northeast)--Raleigh City (Northeast), Wake Forest & Rolesville Towns",136364,1 
37,3701204,NC,"Wake County (East)--Raleigh City (East), Knightdale & Garner (North) Towns",138612,1 
