puma22,metdiv20,stab,MetDivName,PUMA22name,pop20,afact
4801907,19124,TX,"Dallas-Plano-Irving, TX",Collin County (East),189499,1 
4801908,19124,TX,"Dallas-Plano-Irving, TX",Collin County (Northwest)--Celina City & Prosper Town,101147,1 
4801909,19124,TX,"Dallas-Plano-Irving, TX",Collin County (Northwest)--Frisco City (East),103260,1 
4802001,19124,TX,"Dallas-Plano-Irving, TX",Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities,132680,1 
4802002,19124,TX,"Dallas-Plano-Irving, TX",Denton County (Southeast)--Lewisville City,117263,1 
4802003,19124,TX,"Dallas-Plano-Irving, TX",Denton County (South Central)--Flower Mound Town & Highland Village City,152796,1 
4802004,19124,TX,"Dallas-Plano-Irving, TX","Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities",187002,1 
4802005,19124,TX,"Dallas-Plano-Irving, TX",Denton County (Central)--Denton (Central) & Corinth Cities,126464,1 
4802006,19124,TX,"Dallas-Plano-Irving, TX",Denton County (North & West)--Denton City (Outer),190217,1 
4802101,19124,TX,"Dallas-Plano-Irving, TX",Ellis County,192455,1 
4802102,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Johnson County,179927,1 
4802200,99999,TX,[not in any metro division],"North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties",141757,1 
4802301,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities,115131,1 
4802302,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (Northeast)--Garland City (South),105855,1 
4802303,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (East)--Mesquite City (Central & Southeast),128587,1 
4802304,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (Southeast)--Dallas City (Southeast),122212,1 
4802305,19124,TX,"Dallas-Plano-Irving, TX",Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635,137067,1 
4802306,19124,TX,"Dallas-Plano-Irving, TX",Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635,129335,1 
4802307,19124,TX,"Dallas-Plano-Irving, TX",Dallas City (Northeast)--East of US-75,126484,1 
4802308,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities,114899,1 
4802309,19124,TX,"Dallas-Plano-Irving, TX",Dallas (Far North) & Richardson (Southwest) Cities,113717,1 
4802310,19124,TX,"Dallas-Plano-Irving, TX","Dallas (Far North)--Carrollton (Southeast) Cities & Addison Town, North of I-635",114977,1 
4802311,19124,TX,"Dallas-Plano-Irving, TX",Dallas City (North)--South of I-635 & West of US-75,113225,1 
4802312,19124,TX,"Dallas-Plano-Irving, TX","Dallas (West Central), University Park Cities & Highland Park Town",114098,1 
4802313,19124,TX,"Dallas-Plano-Irving, TX",Dallas City (Downtown)--North of I-30,134056,1 
4802314,19124,TX,"Dallas-Plano-Irving, TX",Dallas City (East Central)--South of I-30 & East of I-35E,125989,1 
4802315,19124,TX,"Dallas-Plano-Irving, TX",Dallas City (West Central)--East of Loop TX-12 & West of I-35E,109022,1 
4802316,19124,TX,"Dallas-Plano-Irving, TX",Dallas City (South Central)--North of I-20 & West of I-35E,103887,1 
4802317,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (South)--DeSoto & Lancaster Cities,116056,1 
4802318,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (Southwest)--Cedar Hill & Duncanville Cities,113002,1 
4802319,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities,114627,1 
4802320,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (West)--Irving (South) & Grand Prairie (North) Cities,115317,1 
4802321,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities,117195,1 
4802322,19124,TX,"Dallas-Plano-Irving, TX","Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities",128801,1 
4802400,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Parker County,148222,1 
4802501,23104,TX,"Fort Worth-Arlington-Grapevine, TX","Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities",121237,1 
4802502,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (East)--Euless (South & West) & Arlington (North) Cities,136414,1 
4802503,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities,136796,1 
4802504,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities PUM,116980,1 
4802505,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities,125152,1 
4802506,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (South Central)--Fort Worth City (Southeast)-South of I-20,134859,1 
4802507,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (East)--Arlington City (West)-South of I-30 & East of Loop I-820,121038,1 
4802508,23104,TX,"Fort Worth-Arlington-Grapevine, TX","Fort Worth City (East Central)-South of I-30, East of I-35W & Inside Loop I-820",119054,1 
4802509,23104,TX,"Fort Worth-Arlington-Grapevine, TX","Fort Worth (Northeast)--Hurst (South) Cities, North of I-30",146410,1 
4802510,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (North)--North Richland Hills (North) & Keller Cities,125530,1 
4802511,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Fort Worth City (North)--East of I-35W & West of US-377,130477,1 
4802512,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820,114919,1 
4802513,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Fort Worth City (South Central) & Edgecliff Village Town,131615,1 
4802514,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities,147878,1 
4802515,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (West)--Fort Worth City (West),121165,1 
4802516,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities,181116,1 
4802600,99999,TX,[not in any metro division],West Central Texas COG (Outside Taylor County),189114,1 
4802700,99999,TX,[not in any metro division],"West Central Texas COG--Taylor County, Abilene City",143208,1 
4802900,99999,TX,[not in any metro division],"Concho Valley COG--Tom Green County, San Angelo City",120003,1 
4803000,99999,TX,[not in any metro division],"Permian Basin Regional Planning Commission (Central)--Midland County, Midland City",169983,1 
4803100,99999,TX,[not in any metro division],"Permian Basin Regional Planning Commission (Central)--Ector County, Odessa City",165171,1 
4803305,99999,TX,[not in any metro division],El Paso City (North),133123,1 
4803306,99999,TX,[not in any metro division],El Paso City (Northwest),145558,1 
4803307,99999,TX,[not in any metro division],El Paso County (Outside El Paso City)--Horizon City,136933,1 
4803308,99999,TX,[not in any metro division],El Paso City (East),183228,1 
4803309,99999,TX,[not in any metro division],El Paso City (Southeast)--Socorro City,121068,1 
4803310,99999,TX,[not in any metro division],El Paso City (Central),145747,1 
4803400,99999,TX,[not in any metro division],"Central Texas COG (West), Burnet & Llano Counties",193501,1 
4803501,99999,TX,[not in any metro division],"Central Texas COG--Bell County (West), Killeen & Harker Heights Cities",181451,1 
4803502,99999,TX,[not in any metro division],"Central Texas COG--Bell County (North, East & South), Temple & Belton Cities",189196,1 
4803600,99999,TX,[not in any metro division],Brazos Valley COG (Outside Brazos County) & Milam County,153400,1 
4803700,99999,TX,[not in any metro division],Heart of Texas COG--Outside McLennan County & Navarro County,165282,1 
4803801,99999,TX,[not in any metro division],Heart of Texas COG--McLennan County-Waco City (Central),108500,1 
4803802,99999,TX,[not in any metro division],"Heart of Texas COG--McLennan County-Waco (Outer), Hewitt & Robinson Cities",152079,1 
4803900,99999,TX,[not in any metro division],Deep East Texas COG (West) & Walker County,189593,1 
4804000,99999,TX,[not in any metro division],Deep East Texas COG (Central)--Angelina & Nacogdoches Counties,151048,1 
4804100,99999,TX,[not in any metro division],Deep East Texas COG (East) & Jasper County,106829,1 
4804200,99999,TX,[not in any metro division],Orange & Hardin Counties,141039,1 
4804301,99999,TX,[not in any metro division],Jefferson County (North Central)--Beaumont City,115008,1 
4804302,99999,TX,[not in any metro division],Jefferson County (Outside Beaumont City)--Port Arthur City,141518,1 
4804400,99999,TX,[not in any metro division],Houston-Galveston Area Council--Liberty & Chambers Counties,138199,1 
4804501,99999,TX,[not in any metro division],"Houston-Galveston Area Council--Montgomery County (Northeast), Conroe City (East)",173848,1 
4804502,99999,TX,[not in any metro division],"Houston-Galveston Area Council--Montgomery County (West), Conroe City (West)",169385,1 
4804503,99999,TX,[not in any metro division],"Houston-Galveston Area Council--Montgomery County (South), The Woodlands (North)",118570,1 
4804504,99999,TX,[not in any metro division],Houston-Galveston Area Council--Montgomery County (Southeast),158640,1 
4804601,99999,TX,[not in any metro division],Houston City (North Central)--North of I-10 & Inside Loop I-610,120759,1 
4804602,99999,TX,[not in any metro division],Houston City (East Central)--East of I-45 & Inside Loop I-610,113181,1 
4804603,99999,TX,[not in any metro division],"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610",133134,1 
4804604,99999,TX,[not in any metro division],Houston City (West Central)--South of I-10 & Inside Loop I-610,153502,1 
4804605,99999,TX,[not in any metro division],Harris County (Southeast)--Pasadena City (North & Central)-Inside Beltway TX-8,116402,1 
4804606,99999,TX,[not in any metro division],"Houston (East), Galena Park, Jacinto Cities & Cloverleaf",112087,1 
4804607,99999,TX,[not in any metro division],Houston City (Northeast)--Between Loop I-610 & Beltway TX-8,129639,1 
4804608,99999,TX,[not in any metro division],Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8,103320,1 
4804609,99999,TX,[not in any metro division],Houston City (North)--South of Aldine & Inside Beltway TX-8,129596,1 
4804610,99999,TX,[not in any metro division],Houston City (North)--West of Aldine & Inside Beltway TX-8,114161,1 
4804611,99999,TX,[not in any metro division],Houston City (Northwest)--Between Loop I-610 & Beltway TX-8,109145,1 
4804612,99999,TX,[not in any metro division],Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8,107527,1 
4804613,99999,TX,[not in any metro division],Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8,120576,1 
4804614,99999,TX,[not in any metro division],"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8",110884,1 
4804615,99999,TX,[not in any metro division],Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8 PUM,105200,1 
4804616,99999,TX,[not in any metro division],Houston City (Southwest)--Between Loop I-610 & Beltway TX-8,111447,1 
4804617,99999,TX,[not in any metro division],Houston City (South)--Between Loop I-610 & Beltway TX-8,110607,1 
4804618,99999,TX,[not in any metro division],Houston City (Southeast)--West of Pasadena City & Outside Loop I-610,120157,1 
4804619,99999,TX,[not in any metro division],Houston (Southeast) & South Houston Cities--Inside Beltway TX-8,106098,1 
4804620,99999,TX,[not in any metro division],Houston (Southeast) & Webster Cities,115337,1 
4804621,99999,TX,[not in any metro division],"Houston (Southeast), Pasadena (Southeast), La Porte (South) & Seabrook (East) Cities PUM",113742,1 
4804622,99999,TX,[not in any metro division],"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview",119715,1 
4804623,99999,TX,[not in any metro division],Harris County (East)--Baytown City,125250,1 
4804624,99999,TX,[not in any metro division],Harris County (Northeast)--Houston City (Far Northeast),133081,1 
4804625,99999,TX,[not in any metro division],"Harris County (North)--Houston (North), Humble Cities & Atascocita",145350,1 
4804626,99999,TX,[not in any metro division],"Harris County (North)--Houston City (North)-I-45, Between Beltway TX-8 & FM-1960",138807,1 
4804627,99999,TX,[not in any metro division],Harris County (Far North)--Spring,139765,1 
4804628,99999,TX,[not in any metro division],Harris County (Northwest)--Jersey Village City-Between Beltway TX-8 & FM-1960,113802,1 
4804629,99999,TX,[not in any metro division],"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249",127122,1 
4804630,99999,TX,[not in any metro division],Harris County (Far North)--Tomball City & The Woodlands (Southwest),170352,1 
4804631,99999,TX,[not in any metro division],Harris County (Northwest)--North of US-290 & North of FM-1960,131582,1 
4804633,99999,TX,[not in any metro division],Harris County (Northwest)--South of US-290 & West of TX-6,111541,1 
4804634,99999,TX,[not in any metro division],Harris County (West)--Houston City (West)-North of US-90 & West of TX-6,123401,1 
4804635,99999,TX,[not in any metro division],Houston City (West)--South of I-10 & West of TX-6,120317,1 
4804636,99999,TX,[not in any metro division],Houston City (West)--East of TX-6 & West of Beltway TX-8,120753,1 
4804637,99999,TX,[not in any metro division],"Houston City (West)--Westpark Tollway, West of Beltway TX-8",127234,1 
4804638,99999,TX,[not in any metro division],Houston City (Southwest)--East of TX-6 & West of Beltway TX-8,107815,1 
4804639,99999,TX,[not in any metro division],Harris County (Far Northwest),107261,1 
4804640,99999,TX,[not in any metro division],Harris County (Far Northwest)--Katy City (Northeast),111496,1 
4804701,99999,TX,[not in any metro division],"Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities",174342,1 
4804702,99999,TX,[not in any metro division],Galveston County (Northwest)--League City & Friendswood City,176340,1 
4804801,99999,TX,[not in any metro division],"Houston-Galveston Area Council--Brazoria County (North), Pearland City",136993,1 
4804802,99999,TX,[not in any metro division],"Houston-Galveston Area Council--Brazoria County (Central), Alvin City",130360,1 
4804803,99999,TX,[not in any metro division],"Houston-Galveston Area Council--Brazoria County (Southwest), Lake Jackson City",104678,1 
4804901,99999,TX,[not in any metro division],Fort Bend County (East)--Missouri City,119965,1 
4804902,99999,TX,[not in any metro division],Fort Bend County (Northeast)--Sugar Land & Stafford Cities,130960,1 
4804903,99999,TX,[not in any metro division],"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory",122983,1 
4804904,99999,TX,[not in any metro division],"Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners",175880,1 
4804906,99999,TX,[not in any metro division],Fort Bend County (Northwest),155550,1 
4804907,99999,TX,[not in any metro division],Fort Bend County (South),117441,1 
4805000,99999,TX,[not in any metro division],Houston-Galveston Area Council (West),185343,1 
4805100,99999,TX,[not in any metro division],"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties",185012,1 
4805201,99999,TX,[not in any metro division],"Capital Area COG--Williamson County (North), Georgetown (East) & Taylor Cities",154637,1 
4805202,99999,TX,[not in any metro division],"Capital Area COG--Williamson County (Southeast), Round Rock City",138149,1 
4805203,99999,TX,[not in any metro division],"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville",136069,1 
4805204,99999,TX,[not in any metro division],"Capital Area COG--Williamson County (West), Cedar Park & Leander Cities",180162,1 
4805301,99999,TX,[not in any metro division],"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch",177964,1 
4805302,99999,TX,[not in any metro division],Austin City (North),114491,1 
4805303,99999,TX,[not in any metro division],Austin City (Northeast),155620,1 
4805304,99999,TX,[not in any metro division],Austin City (Southeast),141887,1 
4805305,99999,TX,[not in any metro division],Austin City (Northwest),121231,1 
4805306,99999,TX,[not in any metro division],Austin City (Central),156235,1 
4805307,99999,TX,[not in any metro division],Austin City (South),125784,1 
4805308,99999,TX,[not in any metro division],"Austin City (Southwest), Lost Creek & Barton Creek",126313,1 
4805309,99999,TX,[not in any metro division],"Travis County (West, South & Outside Austin City)",170663,1 
4805401,99999,TX,[not in any metro division],Capital Area COG (Southwest)--Hays County (West),105205,1 
4805402,99999,TX,[not in any metro division],Capital Area COG (Southwest)--Hays County (East),135862,1 
4805500,99999,TX,[not in any metro division],Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties,146277,1 
4805600,99999,TX,[not in any metro division],Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PU,111425,1 
4805700,99999,TX,[not in any metro division],Alamo Area COG (Northeast)--Guadalupe County,172706,1 
4805800,99999,TX,[not in any metro division],Alamo Area COG (Northeast)--Comal County,161501,1 
4805901,99999,TX,[not in any metro division],San Antonio City (Central),104712,1 
4805902,99999,TX,[not in any metro division],San Antonio City (Northeast)--Inside Loop I-410,114671,1 
4805903,99999,TX,[not in any metro division],San Antonio City (Southeast)--Inside Loop I-410,116043,1 
4805904,99999,TX,[not in any metro division],San Antonio City (Northwest)--Inside Loop I-410,104877,1 
4805905,99999,TX,[not in any metro division],San Antonio City (West)--Inside Loop I-410,114681,1 
4805906,99999,TX,[not in any metro division],San Antonio City (Southwest)--Inside Loop I-410,117486,1 
4805907,99999,TX,[not in any metro division],Bexar County (South)--San Antonio City (Far South),156318,1 
4805908,99999,TX,[not in any metro division],San Antonio City (West)--Between Loop TX-1604 & Loop I-410,125562,1 
4805909,99999,TX,[not in any metro division],San Antonio (Northwest) & Leon Valley Cities,108463,1 
4805910,99999,TX,[not in any metro division],San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410,121711,1 
4805911,99999,TX,[not in any metro division],San Antonio City (North)--Hollywood Park Town & Shavano Park City,120615,1 
4805912,99999,TX,[not in any metro division],San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410,104481,1 
4805913,99999,TX,[not in any metro division],"San Antonio (Northeast), Kirby & Windcrest Cities",134978,1 
4805914,99999,TX,[not in any metro division],Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities,194945,1 
4805915,99999,TX,[not in any metro division],Bexar County (North)--San Antonio City (Far North) & Timberwood Park,149118,1 
4805916,99999,TX,[not in any metro division],"Bexar County (Northeast)--San Antonio (Northeast), Universal City & Converse Cities",120663,1 
4806000,99999,TX,[not in any metro division],Alamo Area COG (Northwest) & Blanco County,134976,1 
4806100,99999,TX,[not in any metro division],Alamo Area COG (Southwest),138965,1 
4806301,99999,TX,[not in any metro division],"South Texas Development Council (North)--Webb County, Laredo City (Central)",123681,1 
4806302,99999,TX,[not in any metro division],South Texas Development Council-Webb County (North & East)-Laredo City (Outer),143433,1 
4806500,99999,TX,[not in any metro division],Coastal Bend COG (Northeast),130373,1 
4806601,99999,TX,[not in any metro division],"Coastal Bend COG--Nueces County, Corpus Christi City (Outer)",116200,1 
4806603,99999,TX,[not in any metro division],"Coastal Bend COG--Nueces County (Central), Corpus Christi City (South Central)",114310,1 
4806604,99999,TX,[not in any metro division],"Coastal Bend COG--Nueces County (Central), Corpus Christi City (Northwest)",122668,1 
4806701,99999,TX,[not in any metro division],Cameron County (East)--Brownsville City (North),120981,1 
4806702,99999,TX,[not in any metro division],Cameron County (West)--Harlingen & San Benito Cities,150693,1 
4806703,99999,TX,[not in any metro division],Cameron County (South)--Brownsville City (Central),149343,1 
4806801,99999,TX,[not in any metro division],Hidalgo County (Southeast)--Weslaco & Mercedes Cities,110324,1 
4806802,99999,TX,[not in any metro division],Hidalgo County (East)--Alamo & Donna Cities,119470,1 
4806803,99999,TX,[not in any metro division],"Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities",133846,1 
4806804,99999,TX,[not in any metro division],Hidalgo County (North Central)--Edinburg City,136243,1 
4806805,99999,TX,[not in any metro division],Hidalgo County (Central)--McAllen City,139627,1 
4806806,99999,TX,[not in any metro division],Hidalgo County (Southwest)--Mission City,114104,1 
4806807,99999,TX,[not in any metro division],Hidalgo County (North & West),117167,1 
4807200,99999,TX,[not in any metro division],Concho Valley COG & Permian Basin Regional Planning Commission (East),113171,1 
4807300,99999,TX,[not in any metro division],Rio Grande COG & Permian Basin Regional Planning Commission (West),102193,1 
4807401,99999,TX,[not in any metro division],Brazos County--College Station & Bryan Cities (Central),125229,1 
4807402,99999,TX,[not in any metro division],Brazos County--College Station & Bryan Cities (Outer),108620,1 
4807500,99999,TX,[not in any metro division],Middle Rio Grande Development Council--Excluding Dimmit & La Salle Counties,147016,1 
4807600,99999,TX,[not in any metro division],"South Texas Development Council (South)--Coastal Bend COG (West), Dimmit & La Salle",110357,1 
4807700,99999,TX,[not in any metro division],Coastal Bend COG (Central) & Willacy County,108856,1 
4903000,99999,UT,[not in any metro division],Tooele & Box Elder Counties,130364,1 
4905000,99999,UT,[not in any metro division],"Cache, Summit, Morgan & Rich Counties",190316,1 
4911002,99999,UT,[not in any metro division],"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities",128732,1 
4911003,99999,UT,[not in any metro division],"Davis County (Northwest)--Syracuse, Clearfield & West Point Cities",101955,1 
4911004,99999,UT,[not in any metro division],"Davis County (Northeast)--Layton, Kaysville & South Weber Cities",131992,1 
4913000,99999,UT,[not in any metro division],Southeast Utah & Uintah Basin Region,145363,1 
4921000,99999,UT,[not in any metro division],Southwest & South Central Utah (Outside Washington County)--Cedar City,155755,1 
4935008,99999,UT,[not in any metro division],"Salt Lake County (Southeast)--Sandy (North), Cottonwood Heights & Midvale Cities",108839,1 
4935009,99999,UT,[not in any metro division],Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities,113190,1 
4935011,99999,UT,[not in any metro division],Salt Lake County--Salt Lake City (West) & Magna,102262,1 
4935012,99999,UT,[not in any metro division],Salt Lake County--Salt Lake City (East) & Emigration Canyon,100111,1 
4935013,99999,UT,[not in any metro division],Salt Lake County--West Valley City,136184,1 
4935014,99999,UT,[not in any metro division],"Salt Lake County--Taylorsville, Kearns & Magna",127138,1 
4935015,99999,UT,[not in any metro division],"Salt Lake County (East Central)--South Salt Lake, Murray, Holladay & Millcreek Cities PU",169856,1 
4935016,99999,UT,[not in any metro division],Salt Lake County--West Jordan City,131976,1 
4935017,99999,UT,[not in any metro division],"Salt Lake County--South Jordan, Herriman, Bluffdale & Riverton cities",195682,1 
4949001,99999,UT,[not in any metro division],"Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities",172288,1 
4949002,99999,UT,[not in any metro division],"Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities",191803,1 
4949003,99999,UT,[not in any metro division],Utah County (Central)--Provo City,115316,1 
4949004,99999,UT,[not in any metro division],"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities",179992,1 
4953000,99999,UT,[not in any metro division],Washington County--St. George City,180279,1 
4957001,99999,UT,[not in any metro division],"Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities",155086,1 
4957002,99999,UT,[not in any metro division],Weber County (East)--Ogden (Southeast) & South Ogden Cities,107137,1 
5000100,99999,VT,[not in any metro division],"Northern Vermont--Grand Isle, Franklin, Lamoille, Orleans, Caledonia & Essex Counties P",146730,1 
5000200,99999,VT,[not in any metro division],"Central Vermont--Addison, Washington & Orange Counties",126447,1 
5000300,99999,VT,[not in any metro division],Chittenden County,168323,1 
5000400,99999,VT,[not in any metro division],"Southern Vermont--Rutland, Windsor, Bennington & Windham Counties",201577,1 
5101301,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County (North),120166,1 
5101302,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County (South),118477,1 
5101500,99999,VA,[not in any metro division],Central Shenandoah Planning District Commission (Southwest),168485,1 
5101900,99999,VA,[not in any metro division],"Virginias Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City PUM",126888,1 
5104101,99999,VA,[not in any metro division],Chesterfield County (East)--James River Region,116089,1 
5104102,99999,VA,[not in any metro division],Chesterfield County (Central)--Chester & Rockwood,125071,1 
5104103,99999,VA,[not in any metro division],Chesterfield County (West)--Brandermill & Woodlake,123388,1 
5105901,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County (West Central)--Centreville (North & West) & Chantilly (South & West) PUM,113116,1 
5105902,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County (Northwest)--Reston (North) & Franklin Farm,173278,1 
5105904,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Fairfax County (North Central)--Vienna Town, Oakton & Fair Oaks (East)",126574,1 
5105905,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County (Southwest)--Centreville (Southeast) & Lorton,107329,1 
5105906,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Fairfax County (South Central)--Springfield (South), West Springfield & Franconia",107432,1 
5105907,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Fairfax County (East Central)--Annandale, West Falls Church & Baileys Crossroads",149309,1 
5105908,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Fairfax County (Southeast)--Woodlawn, Rose Hill & Mount Vernon",130639,1 
5106100,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Rappahannock-Rapidan Regional Commission,146709,0.8019 
5106100,99999,VA,[not in any metro division],Rappahannock-Rapidan Regional Commission,36254,0.1981 
5106900,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Northern Shenandoah Valley Regional Commission (North),14783,0.1101 
5106900,99999,VA,[not in any metro division],Northern Shenandoah Valley Regional Commission (North),119539,0.8899 
5107300,99999,VA,[not in any metro division],"Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions PUM",170929,1 
5108300,99999,VA,[not in any metro division],Southside Planning District Commission & Commonwealth Regional Council,180910,1 
5108501,99999,VA,[not in any metro division],"King William, New Kent, Charles City & Eastern Hanover Counties",101495,1 
5108701,99999,VA,[not in any metro division],"Henrico County (South & East)--Highland Springs, East Highland Park & Glen Allen",149938,1 
5108702,99999,VA,[not in any metro division],"Henrico County (West)--Tuckahoe, Short Pump & Wyndham",184451,1 
5109500,99999,VA,[not in any metro division],"James City, York Counties, Williamsburg & Poquoson Cities",176184,1 
5110701,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village),116390,1 
5110702,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport,154069,1 
5110703,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County (West & South)--Leesburg Town,150500,1 
5110901,99999,VA,[not in any metro division],Thomas Jefferson Planning District Commission (South & East),120251,1 
5112100,99999,VA,[not in any metro division],New River Valley Planning District Commission,181854,1 
5114300,99999,VA,[not in any metro division],West Piedmont Planning District Commission,185132,1 
5114501,99999,VA,[not in any metro division],"Goochland, Powhatan & Western Hanover Counties",111072,1 
5114900,99999,VA,[not in any metro division],Crater Planning District Commission,180165,1 
5115301,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County (North & West)--Linton Hall & Gainesville,136077,1 
5115302,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County (Northeast),166329,1 
5115303,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County (East),104708,1 
5116101,99999,VA,[not in any metro division],Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities),202812,1 
5116500,99999,VA,[not in any metro division],Central Shenandoah Planning District Commission (Northeast),135571,1 
5117100,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Northern Shenandoah Valley Regional Commission (South),40727,0.3749 
5117100,99999,VA,[not in any metro division],Northern Shenandoah Valley Regional Commission (South),67895,0.6251 
5117700,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",George Washington Regional Commission (South),140032,0.7085 
5117700,99999,VA,[not in any metro division],George Washington Regional Commission (South),57610,0.2915 
5117900,47894,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",George Washington Regional Commission (North),184909,1 
5118500,99999,VA,[not in any metro division],LENOWISCO & Cumberland Plateau Planning District Commissions,184255,1 
