County,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub
13009,11821,12166.0,11934.0,11349.0,13011.0,14266.0
13013,20933,22322.0,23905.0,24914.0,28337.0,28979.0
13015,30951,30271.0,27321.0,31132.0,32852.0,36609.0
13021,41964,42200.0,44744.0,45635.0,48671.0,52436.0
13029,10938,11615.0,11298.0,11318.0,14638.0,16442.0
13031,20308,22718.0,21394.0,23440.0,25661.0,27118.0
13033,5496,6486.0,5893.0,6436.0,7221.0,7765.0
13035,5080,4836.0,5640.0,5977.0,0.0,7277.0
13039,15193,16694.0,16280.0,17018.0,20159.0,20688.0
13045,33012,34478.0,33884.0,36835.0,40174.0,39844.0
13047,20716,20722.0,21131.0,21065.0,23486.0,23792.0
13051,93603,92326.0,95083.0,92322.0,110860.0,112712.0
13055,5964,6391.0,6151.0,6676.0,7869.0,8707.0
13057,77511,82354.0,84871.0,84298.0,94658.0,97890.0
13059,37496,42498.0,43062.0,44559.0,48877.0,50377.0
13063,75597,74661.0,73866.0,82243.0,97904.0,95837.0
13067,249747,254139.0,264117.0,271379.0,280829.0,285580.0
13069,8038,10460.0,9718.0,11294.0,10875.0,13052.0
13071,10683,9722.0,10809.0,12603.0,13683.0,13918.0
13073,38371,37639.0,40863.0,40926.0,45640.0,49689.0
13077,43695,45416.0,43765.0,46192.0,51682.0,51139.0
13081,5105,5555.0,4912.0,5563.0,,
13085,7527,6796.0,0.0,8651.0,10418.0,10557.0
13087,5728,6187.0,5552.0,4429.0,9154.0,7100.0
13089,234839,243349.0,249065.0,252247.0,253907.0,262542.0
13091,4193,4670.0,5250.0,4079.0,4850.0,4381.0
13095,24293,25336.0,25381.0,23608.0,28165.0,28622.0
13097,34206,40410.0,42413.0,41165.0,47271.0,51032.0
13103,16066,18967.0,19310.0,14375.0,20191.0,22502.0
13107,4829,6237.0,5945.0,6297.0,6752.0,7841.0
13111,8772,7832.0,10030.0,9363.0,10684.0,9050.0
13113,34987,36788.0,35405.0,38784.0,41585.0,42336.0
13115,28054,29358.0,26306.0,29030.0,29641.0,33237.0
13117,65828,73896.0,77709.0,77785.0,84539.0,86247.0
13119,3277,5860.0,6226.0,6844.0,7357.0,7957.0
13121,337180,357865.0,369239.0,395278.0,434565.0,428594.0
13123,8912,10018.0,10957.0,8633.0,11464.0,0.0
13127,25184,27167.0,28359.0,26632.0,30185.0,32663.0
13129,14122,15721.0,13560.0,15241.0,14982.0,19812.0
13131,6476,6675.0,6532.0,7557.0,7720.0,7946.0
13135,253878,261260.0,266630.0,268434.0,301701.0,307686.0
13137,8858,10844.0,11409.0,12408.0,13661.0,15124.0
13139,51665,53854.0,56688.0,59566.0,65674.0,68835.0
13143,9002,8543.0,8678.0,8975.0,10035.0,9189.0
13145,10269,10905.0,10800.0,9740.0,11391.0,10426.0
13147,6212,7017.0,8956.0,7330.0,9438.0,9329.0
13151,66411,69734.0,64789.0,69904.0,79094.0,81632.0
13153,45390,48822.0,50905.0,51182.0,55033.0,56886.0
13157,16984,20228.0,21112.0,20134.0,23359.0,26544.0
13169,8622,6539.0,8422.0,9283.0,8489.0,10274.0
13175,9491,10591.0,9834.0,10675.0,14076.0,16059.0
13177,8601,9581.0,8460.0,8807.0,10143.0,10650.0
13179,19094,20564.0,21627.0,21599.0,20899.0,22839.0
13183,5992,0.0,,,,
13185,29931,22008.0,22598.0,30086.0,38262.0,39211.0
13187,9314,8307.0,10789.0,10593.0,11045.0,10872.0
13189,5019,5517.0,5191.0,5861.0,5433.0,6351.0
13195,8460,7295.0,7966.0,8626.0,9223.0,10403.0
13199,4641,,4234.0,5323.0,5232.0,7431.0
13205,5560,5301.0,5414.0,5607.0,5511.0,5846.0
13207,8377,8547.0,8371.0,8233.0,10476.0,8658.0
13213,10332,10429.0,11111.0,12282.0,12037.0,12964.0
13215,56493,52898.0,58876.0,60516.0,70866.0,72918.0
13217,28216,30786.0,35545.0,34902.0,38167.0,39011.0
13219,11725,11656.0,12982.0,13670.0,14141.0,13795.0
13223,45961,43286.0,48198.0,50170.0,55686.0,57548.0
13225,6667,7627.0,6830.0,7939.0,8422.0,10116.0
13227,9072,9669.0,11410.0,10991.0,11795.0,12207.0
13233,11935,11572.0,10362.0,11752.0,13175.0,13401.0
13237,6205,6827.0,6856.0,8806.0,8021.0,8145.0
13245,56393,54652.0,53401.0,55170.0,62246.0,64605.0
13247,22462,24730.0,26787.0,27916.0,28609.0,31459.0
13255,16765,16652.0,17121.0,18913.0,21225.0,23670.0
13257,4934,5943.0,7864.0,6620.0,7797.0,8755.0
13261,7286,8528.0,5719.0,8147.0,9269.0,8629.0
13267,6506,5882.0,5994.0,6096.0,5260.0,6135.0
13275,12890,14293.0,15161.0,14167.0,15138.0,15724.0
13277,7810,10225.0,10236.0,9265.0,12596.0,11356.0
13279,7043,8248.0,6989.0,7308.0,7493.0,8029.0
13285,17248,16285.0,18967.0,19061.0,22209.0,24079.0
13291,6281,8340.0,7999.0,8010.0,10113.0,10080.0
13293,7261,6980.0,7500.0,8061.0,8921.0,9692.0
13295,18962,21287.0,21280.0,21855.0,23450.0,23871.0
13297,24219,23975.0,28616.0,28321.0,31245.0,33709.0
13299,9957,9893.0,10206.0,9147.0,8474.0,11221.0
13303,4338,4495.0,4555.0,4543.0,5146.0,6073.0
13305,6825,7705.0,7194.0,8907.0,9108.0,9579.0
13311,6944,7564.0,10626.0,9417.0,8745.0,10040.0
13313,28098,28627.0,30006.0,28222.0,31294.0,32362.0
13321,5803,5780.0,5700.0,4725.0,5519.0,5385.0
