County,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub
48001,10737,11973,11772.0,11106.0,14756,16238
48005,24295,26279,25751.0,27574.0,28328,31233
48007,6224,8300,8628.0,8298.0,0,10901
48013,11798,11989,12854.0,13828.0,12976,13284
48015,8580,7971,7208.0,9888.0,8272,7696
48019,6118,7507,8154.0,7575.0,7474,8612
48021,20287,19194,21117.0,19861.0,32527,31903
48025,5099,4639,4897.0,6120.0,7354,7634
48027,99564,105680,106185.0,108986.0,123920,126142
48029,501455,514564,531028.0,545455.0,675689,691397
48037,21834,23214,25540.0,27179.0,26142,29611
48039,100919,105428,107879.0,116716.0,121503,122439
48041,63532,65133,67839.0,65477.0,71829,80605
48049,8677,10522,12056.0,13497.0,13223,14201
48053,11362,13969,14608.0,15339.0,18586,18889
48055,7132,9099,10632.0,11153.0,12797,15060
48057,6245,5665,5411.0,6486.0,0,8010
48061,64816,60243,68239.0,90919.0,107560,112254
48067,8458,7443,9289.0,9447.0,8232,8830
48071,10043,12311,11636.0,14629.0,0,0
48073,12543,14330,13638.0,15655.0,14264,15062
48085,307344,314013,322837.0,342050.0,384096,399709
48089,5439,5161,5231.0,5677.0,5855,6714
48091,42391,45255,47521.0,53405.0,63758,66601
48097,10751,12223,12343.0,10745.0,12485,13545
48099,19347,17973,18120.0,19165.0,24227,24955
48113,738922,773827,768840.0,790849.0,877972,908516
48121,253523,273690,278643.0,290172.0,333681,347543
48123,4538,3411,4623.0,3290.0,4512,5436
48135,41635,44066,44882.0,41323.0,56824,55326
48139,49387,52563,53873.0,54851.0,64012,68679
48141,210125,215456,211900.0,224684.0,262729,265734
48143,10783,10149,13425.0,12027.0,15609,15219
48147,8332,8131,9356.0,9421.0,10677,11341
48149,5263,5692,5122.0,5797.0,7928,9662
48157,209046,220787,227570.0,235909.0,267283,278064
48165,4719,3733,5184.0,4461.0,6535,5097
48167,99941,104861,105769.0,116035.0,134302,128265
48171,7796,9974,8527.0,7523.0,10419,10314
48177,5250,6328,5654.0,5884.0,6937,7221
48179,5500,5269,6445.0,5096.0,6710,6485
48181,35198,39919,34328.0,38983.0,50166,48626
48183,35863,35398,37492.0,39162.0,41565,40941
48185,6883,6470,6510.0,7830.0,8355,8344
48187,44453,47869,48377.0,50008.0,56426,63763
48189,8443,9110,9328.0,8298.0,9721,8620
48199,15028,17834,15145.0,18120.0,18262,17906
48201,1297915,1350821,1373187.0,1431047.0,1543940,1639318
48203,15980,16270,14703.0,17315.0,21022,23295
48209,58853,63280,66294.0,70848.0,87162,94750
48213,22297,24734,24659.0,22913.0,25416,29220
48215,157753,164187,159621.0,178869.0,228755,240493
48217,10085,10089,9957.0,10968.0,12405,12997
48219,5981,5965,6211.0,6606.0,6851,6828
48221,18650,18852,19969.0,20881.0,21555,24105
48223,10148,10597,11102.0,10279.0,12894,12309
48225,5531,4704,3865.0,5059.0,6295,6933
48227,8042,7507,9045.0,9966.0,10184,9649
48231,24864,25534,27967.0,29524.0,32846,31982
48233,5115,5823,,,6086,6275
48241,7668,5327,9797.0,10321.0,11507,13168
48245,62195,68844,70083.0,76146.0,85109,84160
48249,6215,7910,5576.0,10521.0,8082,9329
48251,44120,51026,52910.0,52330.0,59049,59777
48253,3481,4512,4347.0,6093.0,4697,4876
48257,30092,30974,31370.0,33701.0,43519,46639
48259,11735,13481,13923.0,13182.0,16021,17052
48265,16132,17317,18702.0,19472.0,21265,19358
48273,8288,7685,9369.0,9122.0,10117,10288
48277,12616,11860,14209.0,14598.0,15785,16903
48281,6150,5303,5849.0,6148.0,7497,7850
48291,19310,21454,21422.0,22574.0,26520,27813
48293,5309,5209,5089.0,5693.0,6010,7399
48299,6101,7113,7555.0,8744.0,8509,9240
48303,88159,89355,93963.0,97851.0,109311,112484
48309,64497,72441,73029.0,77010.0,85845,81525
48321,7935,8601,8176.0,9930.0,12634,14901
48323,10599,8215,8764.0,10992.0,14649,15312
48325,10175,11493,13428.0,11352.0,15445,16285
48329,46727,48161,49309.0,48096.0,60369,63623
48331,5830,6686,5841.0,7119.0,8332,8113
48339,168530,178162,185554.0,193677.0,215766,236754
48341,4164,5966,5562.0,6366.0,5520,6323
48347,17312,17568,18401.0,19654.0,19987,23165
48349,12038,12294,14138.0,14665.0,15372,15750
48355,104003,105876,108097.0,113401.0,111463,113241
48361,25564,24651,25591.0,28118.0,28767,29315
48363,7048,8362,8177.0,7845.0,9977,9408
48365,6158,7710,5180.0,6029.0,5769,7891
48367,36342,39574,39145.0,36829.0,51291,52379
48373,10358,11378,13156.0,15444.0,17354,16139
48375,28901,34023,34787.0,37561.0,36429,35940
48381,43625,42297,44903.0,45590.0,52242,50387
48397,28357,29271,33197.0,35642.0,37534,40433
48401,10652,11579,11448.0,11637.0,13619,14544
48407,6503,7140,8715.0,8172.0,8111,10177
48409,16333,16112,16756.0,16474.0,20147,20637
48419,5515,6171,7374.0,7397.0,6200,7435
48423,57327,66381,65461.0,64154.0,72777,73045
48427,10215,8759,8804.0,9195.0,14934,13520
48439,595181,617298,651809.0,658820.0,712060,726653
48441,35988,37858,41157.0,42260.0,50065,48995
48449,8741,7077,8175.0,9487.0,8214,9862
48451,32640,31739,34185.0,37769.0,38672,41178
48453,395137,412152,443066.0,456776.0,531872,550176
48457,3636,4798,5650.0,5506.0,6599,6867
48459,11004,10604,11459.0,12444.0,12649,14248
48463,5049,5119,5877.0,8172.0,6635,7958
48465,10364,11799,11719.0,8749.0,14315,14796
48467,12398,14580,14761.0,16906.0,17325,19369
48469,22026,23195,22035.0,22301.0,27947,28124
48471,17795,18341,18715.0,18381.0,21537,22971
48473,10569,11419,11116.0,10979.0,13541,17202
48477,7540,8817,11687.0,10646.0,12921,12985
48479,42436,45964,53106.0,59533.0,64718,69478
48481,10637,11090,11487.0,10871.0,13493,12384
48485,37958,36829,37449.0,38969.0,42339,43477
48489,4009,3479,3062.0,3483.0,4368,4952
48491,160213,165114,172745.0,183333.0,230153,246797
48493,12575,13591,13822.0,13816.0,14631,15839
48497,16031,16558,18619.0,18700.0,21882,22558
48499,11639,12415,13160.0,13747.0,15659,16829
