County,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub
22001,15793,17734,18819,15472,17083.0,17075.0
22003,5082,6147,6746,5471,5210.0,6244.0
22005,36010,37984,40028,39018,43118.0,42191.0
22007,6111,5819,7004,5239,5652.0,7150.0
22009,11116,9575,11075,9800,9219.0,11480.0
22011,10041,10078,10910,11599,11078.0,12837.0
22015,32688,29043,29813,35516,40649.0,44066.0
22017,65552,63834,62586,65819,79708.0,81171.0
22019,54356,59175,60157,62594,57844.0,65582.0
22029,4823,4432,4651,4935,,
22031,7689,7032,7201,9062,8272.0,8066.0
22033,132320,132855,139436,140880,154972.0,163051.0
22039,6777,8391,8823,9149,10140.0,10194.0
22041,4261,4317,3918,3002,,
22043,4292,3698,4096,5058,5633.0,5728.0
22045,18947,20028,19844,21293,21261.0,22185.0
22047,8565,8720,8820,8491,9307.0,9853.0
22051,126322,129559,134213,144391,155953.0,152040.0
22053,7946,7391,10017,7072,9458.0,9765.0
22055,74854,72542,81857,83244,88456.0,93483.0
22057,27796,28945,28116,28777,31996.0,31620.0
22061,13989,14629,15591,15023,16083.0,12197.0
22063,35762,38900,42530,37639,49731.0,49466.0
22067,5117,4391,4265,6182,7733.0,7015.0
22069,9477,8358,8152,11110,12374.0,11253.0
22071,112014,114054,119773,118010,131320.0,125341.0
22073,37694,40826,41170,44270,51735.0,49164.0
22075,6522,5831,6198,6894,7675.0,6326.0
22077,6106,8139,5970,6392,0.0,7315.0
22079,35499,37694,40165,38310,41399.0,41716.0
22083,3522,4707,3088,2790,5781.0,
22085,5046,5149,4923,7520,5763.0,7066.0
22087,11678,13216,11868,13193,13460.0,16033.0
22089,15287,15168,16171,16659,16568.0,16568.0
22093,5096,5641,5731,5582,6316.0,6150.0
22095,12079,11529,11952,13076,13471.0,14196.0
22097,17402,19813,16542,17136,23451.0,22660.0
22099,14066,15025,16008,15973,14915.0,16673.0
22101,12902,11538,15076,16717,14634.0,15767.0
22103,78380,82431,80805,83339,94335.0,99541.0
22105,38553,37804,38389,38184,43443.0,44898.0
22109,29274,30023,31279,32991,35425.0,35808.0
22111,4367,4395,5065,5632,5927.0,5095.0
22113,15738,17122,18071,19084,20100.0,18708.0
22115,12548,14177,14187,14432,15136.0,16648.0
22117,9885,12644,12020,13311,12851.0,11318.0
22119,7735,9915,8203,8508,9663.0,9534.0
22121,7175,7428,7655,0,9333.0,0.0
