County,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub
08001,136722,140937.0,147051.0,153781,166804,174177
08005,207153,217376.0,221236.0,228389,232141,241616
08013,111736,116972.0,117647.0,122098,128683,131204
08014,24768,25842.0,26406.0,26321,28645,30345
08029,8705,8797.0,8173.0,9210,10644,9672
08031,248848,258429.0,272966.0,288787,299231,306028
08035,115129,114316.0,120428.0,123206,132369,136356
08037,14137,15421.0,0.0,17663,17662,0
08039,8115,8256.0,9005.0,9009,9510,9137
08041,232635,234282.0,239023.0,245502,268559,276435
08043,13847,14357.0,15274.0,15390,14362,14702
08045,18423,18572.0,16846.0,20508,19784,22237
08059,207876,210424.0,211471.0,216784,225832,229069
08067,15265,17889.0,16636.0,17466,20826,23001
08069,115210,120042.0,125794.0,134364,139857,143955
08075,6770,7725.0,7059.0,8612,7219,7008
08077,52288,52967.0,52193.0,55840,59309,60552
08083,7069,8182.0,7625.0,8149,8731,9178
08085,11260,13982.0,13540.0,13891,14872,15289
08087,8621,8674.0,9245.0,9334,10022,10992
08089,5829,,,6978,6273,7023
08101,47801,50519.0,50531.0,53614,59702,58703
08107,0,9171.0,0.0,8963,11367,0
08117,9019,8805.0,7358.0,0,0,0
08119,8886,9062.0,9284.0,8928,0,11703
08123,85933,87520.0,96263.0,99124,109430,114479
