county,POVPIP,has_pap,has_ssip,has_hins4,has_snap,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well,HH Income,WGTP
30001,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,27100,4
30001,0,0,0,0,0,0,0,0,0,0,2184,0,0,2184,2184,0,0,13
30001,0,0,0,0,0,0,0,0,0,0,4111,0,0,4111,0,0,0,18
30001,0,0,0,0,1,0,0,0,0,0,629,0,0,629,0,0,115,7
30001,0,0,0,1,0,0,0,0,0,0,546,0,0,0,0,0,0,7
30001,0,0,0,1,0,0,0,0,0,0,615,0,615,615,615,0,0,7
30001,0,0,0,1,0,0,0,0,0,0,1637,0,0,1637,0,0,0,12
30001,0,0,0,1,1,0,0,0,0,0,14256,0,0,0,14256,0,0,34
30001,12,0,0,0,0,0,0,0,0,0,14392,0,0,0,0,0,1876,34
30001,12,0,0,1,1,0,0,0,0,0,1614,0,0,0,1614,0,2887,11
30001,12,0,0,1,1,0,1269,0,0,0,1269,0,0,0,0,0,2502,10
30001,15,0,0,1,1,0,0,0,0,0,1755,1755,0,0,0,0,5003,12
30001,21,0,0,0,0,0,0,0,0,0,25829,0,0,0,0,0,4169,46
30001,22,0,0,0,0,0,0,0,0,0,2515,0,0,0,0,0,3440,14
30001,27,1,0,1,1,0,0,0,0,0,2573,0,0,0,0,0,16156,14
30001,29,0,0,0,0,0,0,0,0,0,64,0,0,64,0,0,5212,2
30001,34,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,5212,5
30001,35,0,0,0,0,0,0,0,0,0,312,312,0,312,0,0,6254,5
30001,36,0,1,1,1,0,0,0,0,0,7653,0,0,0,7653,0,5837,25
30001,40,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,6254,2
30001,43,0,0,1,0,0,0,0,0,0,2347,0,0,0,0,0,10423,14
30001,45,0,0,1,0,0,0,0,0,0,365,0,0,365,365,0,7922,5
30001,46,1,0,1,1,4038,0,0,0,0,0,0,0,4038,4038,0,10329,18
30001,50,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,15114,3
30001,51,0,0,0,0,0,0,0,0,0,629,0,0,629,629,0,7505,7
30001,51,0,0,1,0,0,0,0,0,0,1569,0,0,0,1569,0,12508,11
30001,51,0,0,1,0,0,0,0,0,0,12036,12036,0,0,0,0,15635,31
30001,55,0,0,0,0,0,0,0,0,0,658,0,0,658,658,0,9485,7
30001,56,0,1,1,1,0,0,0,0,0,2238,0,2238,0,2238,0,8338,13
30001,56,1,0,1,1,0,0,0,0,0,3025,0,0,0,3025,0,17198,16
30001,58,0,0,0,0,0,0,0,0,0,111,0,0,111,111,0,8349,3
30001,59,0,0,1,0,0,0,0,0,0,273,0,0,273,0,0,21451,5
30001,63,0,0,1,1,0,0,0,0,0,601,0,0,601,601,0,10006,7
30001,65,0,0,0,0,0,0,0,0,0,73,0,0,73,0,0,9381,2
30001,67,0,0,0,0,0,0,0,0,0,29,0,0,29,29,0,9798,2
30001,67,0,0,0,0,0,0,0,0,0,573,0,0,573,0,0,9485,7
30001,67,0,1,1,1,0,0,0,0,0,965,0,0,0,965,0,9902,9
30001,71,0,0,0,0,0,0,0,0,0,601,0,601,601,0,0,10048,7
30001,71,0,0,1,0,0,0,0,0,0,1415,0,0,1415,0,0,10006,11
30001,73,0,1,1,1,0,0,0,0,0,5239,0,5239,5239,5239,0,10527,21
30001,75,0,0,0,0,0,0,0,0,0,15084,0,0,0,0,0,11361,35
30001,78,0,0,1,0,0,0,0,0,0,3513,3513,0,3513,3513,0,36898,17
30001,79,0,0,1,0,0,0,0,0,0,780,0,0,0,0,0,12299,8
30001,79,0,0,1,0,0,32,0,0,0,0,0,0,32,0,0,11778,2
30001,80,0,0,0,0,0,0,0,0,0,220,0,0,220,0,0,11465,4
30001,82,0,0,0,0,0,0,0,0,0,99,0,0,99,0,0,11465,3
30001,84,0,1,1,1,220,0,0,0,0,220,0,0,220,220,0,11987,4
30001,86,0,0,1,1,0,0,0,0,0,912,0,912,912,912,0,11882,9
30001,86,0,0,1,1,0,0,0,0,0,5157,0,0,5157,0,0,12612,20
30001,87,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,25537,1
30001,88,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,11987,1
30001,88,0,0,1,0,0,0,0,0,0,8843,0,0,0,8843,0,59412,27
30001,89,0,0,0,0,0,0,0,0,0,573,0,573,573,573,0,12508,7
30001,90,0,0,0,0,0,0,0,0,0,73,0,0,73,0,0,12508,2
30001,90,0,0,0,0,0,0,0,0,0,203,0,0,203,0,0,12508,4
30001,92,1,0,1,1,0,0,0,0,0,4221,0,0,4221,4221,0,12820,19
30001,93,0,0,1,0,0,0,0,0,0,1851,0,0,1851,0,0,12716,12
30001,95,0,0,0,0,0,0,0,0,0,658,0,0,658,0,0,16573,7
30001,97,0,0,1,0,0,0,0,0,0,4834,0,0,0,0,0,35032,20
30001,99,0,0,1,0,0,0,0,0,0,99,0,0,0,0,0,19283,3
30001,100,1,1,1,1,0,0,0,0,0,211,0,0,211,211,0,38837,4
30001,101,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,87763,3
30001,101,0,0,1,0,0,0,0,0,0,312,0,0,0,0,0,20846,5
30001,102,0,0,0,0,0,0,0,0,0,1707,0,0,1707,0,0,14592,12
30001,102,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,20846,1
30001,104,0,0,1,1,0,0,0,0,0,733,0,0,733,733,0,57952,8
30001,105,0,0,1,0,0,0,0,0,0,55,0,0,0,55,0,31895,2
30001,105,0,0,1,1,0,0,0,0,0,533,0,533,533,0,0,15218,7
30001,106,0,0,0,0,0,0,0,0,0,15014,0,0,0,0,0,21159,35
30001,106,0,0,1,0,0,0,0,0,0,930,0,0,0,0,0,24599,9
30001,108,0,0,1,0,0,0,0,0,0,83,0,0,83,0,0,15739,3
30001,109,0,0,0,0,0,0,0,0,0,1660,0,1660,1660,1660,0,15218,12
30001,112,0,0,1,0,0,0,0,0,0,421,0,0,0,421,0,16677,6
30001,112,0,0,1,1,0,0,0,0,0,88,0,88,88,88,0,21472,3
30001,115,0,0,0,0,0,0,0,0,0,421,0,421,421,0,0,16052,6
30001,115,0,0,1,0,0,0,0,0,0,780,0,0,780,780,0,17511,8
30001,117,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,17511,3
30001,121,0,0,1,0,0,0,0,0,0,629,0,0,0,0,0,42526,7
30001,125,0,0,0,0,0,0,0,0,0,733,0,0,733,733,0,17719,8
30001,128,0,0,1,0,1779,0,0,0,0,1779,0,0,0,0,0,25015,12
30001,129,0,0,0,1,0,0,0,0,0,211,0,211,211,211,0,22931,4
30001,130,0,0,0,0,0,0,0,0,0,29,0,29,29,29,0,17719,2
30001,130,0,0,0,0,0,0,0,0,0,4484,0,0,0,0,0,31269,19
30001,138,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,20846,2
30001,140,0,0,0,0,0,0,0,0,0,912,0,0,0,0,0,20846,9
30001,140,0,0,0,0,220,0,0,0,0,220,0,0,0,0,0,41692,4
30001,141,0,0,0,0,0,0,0,0,0,187,0,0,187,187,0,21784,4
30001,141,0,0,0,0,0,375,375,375,0,375,375,375,0,375,0,50135,6
30001,142,0,0,1,1,0,0,0,0,0,1269,0,0,0,1269,0,21472,10
30001,145,0,0,0,0,0,0,0,0,0,8,0,8,8,0,0,30644,1
30001,145,0,0,0,0,0,0,0,0,0,43,0,43,43,43,0,56702,2
30001,145,0,0,0,0,0,0,0,0,0,2211,0,0,0,0,0,21889,13
30001,145,1,0,1,1,0,0,0,0,0,3581,0,0,0,3581,0,33875,17
30001,147,0,0,1,1,83,0,83,0,0,83,0,83,83,83,0,53679,3
30001,148,0,0,1,1,0,0,0,0,0,912,912,0,0,0,0,63581,9
30001,150,0,1,1,0,0,0,0,0,0,615,0,0,615,615,0,27517,7
30001,150,1,0,0,0,0,0,0,0,0,601,0,0,601,601,0,20700,7
30001,155,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,26683,1
30001,156,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,36481,2
30001,158,0,0,0,0,0,0,0,0,0,507,0,0,507,0,0,28142,6
30001,161,0,0,0,0,0,0,0,0,0,1637,0,0,1637,0,0,23244,12
30001,163,0,0,0,1,0,0,0,0,0,23,0,0,23,0,0,23244,1
30001,163,1,0,1,1,0,0,0,0,0,51,0,51,0,51,0,60037,2
30001,164,0,0,0,0,0,0,0,0,0,2105,0,0,0,0,0,25849,13
30001,165,0,0,0,0,0,0,0,0,0,409,0,0,409,0,0,25015,6
30001,165,0,0,0,0,0,0,0,0,0,3446,0,0,3446,3446,0,24077,17
30001,166,0,0,0,0,0,0,0,0,0,845,0,0,845,0,0,32551,8
30001,167,0,0,0,0,0,0,0,0,0,1228,0,0,1228,0,0,22827,10
30001,168,0,0,0,0,0,0,0,0,0,494,0,0,494,0,0,25015,6
30001,171,0,0,1,1,0,0,0,0,0,3547,0,0,0,0,0,34396,17
30001,174,0,0,0,0,0,0,0,0,0,64,0,64,64,64,0,23765,2
30001,174,0,0,0,0,0,0,0,0,0,1502,0,0,1502,0,0,26058,11
30001,174,0,0,0,0,0,0,0,0,0,2131,0,0,2131,0,0,25224,13
30001,174,0,0,1,0,0,0,0,0,0,12,0,12,12,0,0,24703,1
30001,175,0,0,0,0,0,0,0,0,0,947,0,947,947,0,0,35439,9
30001,175,0,0,1,0,0,0,0,0,0,878,0,878,878,0,0,41692,8
30001,176,0,0,0,0,0,0,0,0,0,117,0,0,117,117,0,25224,3
30001,177,0,0,0,0,0,0,0,0,0,64,0,0,64,0,0,25224,2
30001,178,0,0,0,1,0,0,0,0,0,615,0,0,615,615,0,30540,7
30001,180,0,1,1,0,12,0,0,0,0,12,0,12,12,12,0,31165,1
30001,181,0,0,0,0,0,0,0,0,0,143,0,143,143,143,0,31269,3
30001,181,0,0,0,0,0,0,0,0,0,1480,0,1480,1480,0,0,32729,11
30001,182,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,27517,1
30001,182,0,0,0,0,0,0,0,0,0,343,0,0,343,0,0,33354,5
30001,182,0,0,0,0,0,1131,0,0,0,1131,1131,0,1131,1131,0,56285,10
30001,183,0,0,0,0,0,0,0,0,0,15154,0,0,15154,15154,0,42245,35
30001,183,0,0,1,0,0,0,0,0,0,195,0,0,0,0,0,62539,4
30001,185,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,77131,1
30001,186,0,0,0,1,0,0,0,0,0,912,0,0,912,0,0,28455,9
30001,188,0,1,1,1,0,0,0,0,0,3379,0,3379,3379,3379,0,40337,17
30001,191,0,0,0,0,1351,0,0,0,0,1351,0,0,0,0,0,67281,10
30001,191,0,0,1,0,0,0,0,0,0,7504,0,0,7504,7504,0,67750,25
30001,192,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,29706,3
30001,192,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,45862,5
30001,192,0,0,0,0,0,0,0,0,0,2809,0,0,0,2809,0,65561,15
30001,192,0,1,1,0,0,0,0,0,0,14460,0,0,0,14460,0,30019,34
30001,193,0,0,0,0,0,0,0,0,0,717,0,0,717,717,0,27413,8
30001,194,0,0,0,0,629,0,0,0,0,0,0,0,0,0,0,29706,7
30001,194,0,0,1,0,0,0,0,0,0,1055,0,0,0,0,0,69001,9
30001,197,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,29185,4
30001,197,0,0,0,0,0,0,0,0,0,469,0,0,469,469,0,28142,6
30001,198,0,0,0,0,0,0,0,0,0,687,0,0,687,0,0,28768,7
30001,199,0,0,0,0,0,0,0,0,0,733,0,0,733,0,0,28247,8
30001,200,0,0,0,0,0,0,0,0,0,203,0,0,203,0,0,28768,4
30001,201,0,0,0,0,0,0,0,0,0,6052,0,0,0,0,0,38774,22
30001,202,0,0,0,0,0,0,0,0,0,130,0,0,130,0,0,28976,3
30001,202,0,0,1,0,0,0,0,0,0,14,0,0,14,14,0,74150,1
30001,203,0,0,0,0,0,0,0,0,0,237,0,237,237,0,0,37315,4
30001,203,0,0,1,0,0,0,0,0,0,3216,0,3216,3216,3216,0,72858,16
30001,204,0,0,1,0,0,0,0,0,0,4677,0,0,0,0,0,50031,19
30001,204,0,1,1,0,0,0,0,0,0,8,0,8,8,0,0,35334,1
30001,205,0,0,1,0,0,0,0,0,0,1112,0,0,1112,1112,0,41588,10
30001,207,0,0,0,0,0,0,0,0,0,533,0,0,533,0,0,30123,7
30001,207,0,0,0,0,0,0,0,0,0,629,0,0,629,0,0,36898,7
30001,207,0,0,1,0,0,0,0,0,0,1372,0,1372,0,0,0,62539,11
30001,209,0,0,0,0,0,0,0,0,0,14,0,14,14,0,0,40025,1
30001,209,0,0,0,0,0,0,0,0,0,1249,0,0,1249,0,0,28768,10
30001,211,0,0,0,0,5963,0,0,0,0,0,0,0,0,5963,0,31269,22
30001,212,0,0,0,0,0,0,0,0,0,1637,0,0,1637,0,0,36481,12
30001,213,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,93808,7
30001,214,0,0,0,0,0,0,0,0,0,469,0,0,469,0,0,29185,6
30001,215,0,0,0,0,0,0,0,0,0,4147,0,0,0,0,0,76089,18
30001,215,0,0,0,1,0,0,0,0,0,1131,0,0,1131,1131,0,38357,10
30001,215,0,0,1,0,273,0,0,0,0,273,0,0,273,273,0,42109,5
30001,216,0,0,1,0,0,0,0,0,0,6503,0,0,0,0,0,48989,23
30001,218,0,0,0,0,0,0,0,0,0,7,0,7,7,7,0,43777,1
30001,218,0,0,0,0,0,0,0,0,0,398,0,398,398,398,0,38253,6
30001,219,0,0,0,0,0,0,0,0,0,59,0,59,59,59,0,30644,2
30001,220,0,0,0,0,0,0,0,0,0,124,0,0,124,0,0,31478,3
30001,221,0,0,1,0,0,0,0,0,0,2901,0,0,0,0,0,41880,15
30001,222,0,0,0,0,0,0,0,0,0,3412,0,0,0,0,0,33354,17
30001,222,0,0,0,0,0,0,0,0,0,9442,0,0,9442,0,0,30540,28
30001,222,0,0,1,0,0,0,0,0,0,111,0,0,0,0,0,80258,3
30001,223,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,52116,3
30001,224,0,0,0,0,0,0,0,0,0,615,0,0,615,0,615,33354,7
30001,229,0,0,0,0,0,0,0,0,0,47,0,0,47,0,0,33354,2
30001,230,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,35439,7
30001,230,0,0,0,0,0,0,0,0,0,4147,0,0,4147,0,0,44090,18
30001,231,0,0,0,0,0,0,0,0,0,3649,0,0,0,0,0,88607,17
