puma22,metdiv23,stab,MetDivName,PUMA22name,hus20,afact
4800800,99999,TX,[not in any metro division],"Texoma COG--Grayson, Cooke & Fannin Counties",90928,1 
4800900,19124,TX,"Dallas-Plano-Irving, TX","Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities",78789,1 
4801000,99999,TX,[not in any metro division],Ark-Tex COG (West),69760,1 
4801100,99999,TX,[not in any metro division],Ark-Tex COG (East)--Bowie & Cass Counties,53406,1 
4801200,99999,TX,[not in any metro division],"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties",52110,1 
4801300,99999,TX,[not in any metro division],"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties",59256,1 
4801400,19124,TX,"Dallas-Plano-Irving, TX",Kaufman County,51228,1 
4801501,99999,TX,[not in any metro division],East Texas COG (Central)--Smith County (Outside Tyler City),46297,1 
4801502,99999,TX,[not in any metro division],East Texas COG (Central)--Smith County (West) (Tyler City),51242,1 
4801600,99999,TX,[not in any metro division],East Texas COG (Central)--Gregg County (Longview City),53212,1 
4801700,99999,TX,[not in any metro division],"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties",52678,1 
4801800,99999,TX,[not in any metro division],East Texas COG (Southwest)--Henderson & Anderson Counties,60774,1 
4801901,19124,TX,"Dallas-Plano-Irving, TX","Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUM",64650,1 
4801902,19124,TX,"Dallas-Plano-Irving, TX",Collin County (Southwest)--Plano City (West),48685,1 
4801903,19124,TX,"Dallas-Plano-Irving, TX",Collin County (Southwest)--Plano City (Central),41262,1 
4801904,19124,TX,"Dallas-Plano-Irving, TX","Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities",51547,1 
4801905,19124,TX,"Dallas-Plano-Irving, TX",Collin County (Central)--McKinney City,60565,1 
4801907,19124,TX,"Dallas-Plano-Irving, TX",Collin County (East),64256,1 
4801908,19124,TX,"Dallas-Plano-Irving, TX",Collin County (Northwest)--Celina City & Prosper Town,32940,1 
4801909,19124,TX,"Dallas-Plano-Irving, TX",Collin County (Northwest)--Frisco City (East),39576,1 
4802001,19124,TX,"Dallas-Plano-Irving, TX",Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities,59013,1 
4802002,19124,TX,"Dallas-Plano-Irving, TX",Denton County (Southeast)--Lewisville City,48877,1 
4802003,19124,TX,"Dallas-Plano-Irving, TX",Denton County (South Central)--Flower Mound Town & Highland Village City,53537,1 
4802004,19124,TX,"Dallas-Plano-Irving, TX","Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities",65679,1 
4802005,19124,TX,"Dallas-Plano-Irving, TX",Denton County (Central)--Denton (Central) & Corinth Cities,52375,1 
4802006,19124,TX,"Dallas-Plano-Irving, TX",Denton County (North & West)--Denton City (Outer),68794,1 
4802101,19124,TX,"Dallas-Plano-Irving, TX",Ellis County,68531,1 
4802102,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Johnson County,65625,1 
4802200,99999,TX,[not in any metro division],"North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties",65653,1 
4802301,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities,39230,1 
4802302,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (Northeast)--Garland City (South),37580,1 
4802303,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (East)--Mesquite City (Central & Southeast),44379,1 
4802304,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (Southeast)--Dallas City (Southeast),38564,1 
4802305,19124,TX,"Dallas-Plano-Irving, TX",Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635,43881,1 
4802306,19124,TX,"Dallas-Plano-Irving, TX",Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635,53180,1 
4802307,19124,TX,"Dallas-Plano-Irving, TX",Dallas City (Northeast)--East of US-75,59648,1 
4802308,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities,42465,1 
4802309,19124,TX,"Dallas-Plano-Irving, TX",Dallas (Far North) & Richardson (Southwest) Cities,45464,1 
4802310,19124,TX,"Dallas-Plano-Irving, TX","Dallas (Far North)--Carrollton (Southeast) Cities & Addison Town, North of I-635",59228,1 
4802311,19124,TX,"Dallas-Plano-Irving, TX",Dallas City (North)--South of I-635 & West of US-75,50268,1 
4802312,19124,TX,"Dallas-Plano-Irving, TX","Dallas (West Central), University Park Cities & Highland Park Town",54203,1 
4802313,19124,TX,"Dallas-Plano-Irving, TX",Dallas City (Downtown)--North of I-30,87405,1 
4802314,19124,TX,"Dallas-Plano-Irving, TX",Dallas City (East Central)--South of I-30 & East of I-35E,44076,1 
4802315,19124,TX,"Dallas-Plano-Irving, TX",Dallas City (West Central)--East of Loop TX-12 & West of I-35E,40753,1 
4802316,19124,TX,"Dallas-Plano-Irving, TX",Dallas City (South Central)--North of I-20 & West of I-35E,37048,1 
4802317,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (South)--DeSoto & Lancaster Cities,41662,1 
4802318,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (Southwest)--Cedar Hill & Duncanville Cities,39966,1 
4802319,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities,37903,1 
4802320,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (West)--Irving (South) & Grand Prairie (North) Cities,39630,1 
4802321,19124,TX,"Dallas-Plano-Irving, TX",Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities,50035,1 
4802322,19124,TX,"Dallas-Plano-Irving, TX","Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities",52088,1 
4802400,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Parker County,57427,1 
4802501,23104,TX,"Fort Worth-Arlington-Grapevine, TX","Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities",47801,1 
4802502,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (East)--Euless (South & West) & Arlington (North) Cities,65641,1 
4802503,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities,49856,1 
4802504,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities PUM,37778,1 
4802505,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities,44208,1 
4802506,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (South Central)--Fort Worth City (Southeast)-South of I-20,46182,1 
4802507,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (East)--Arlington City (West)-South of I-30 & East of Loop I-820,50092,1 
4802508,23104,TX,"Fort Worth-Arlington-Grapevine, TX","Fort Worth City (East Central)-South of I-30, East of I-35W & Inside Loop I-820",40227,1 
4802509,23104,TX,"Fort Worth-Arlington-Grapevine, TX","Fort Worth (Northeast)--Hurst (South) Cities, North of I-30",60127,1 
4802510,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (North)--North Richland Hills (North) & Keller Cities,47297,1 
4802511,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Fort Worth City (North)--East of I-35W & West of US-377,44486,1 
4802512,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820,42710,1 
4802513,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Fort Worth City (South Central) & Edgecliff Village Town,50322,1 
4802514,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities,67186,1 
4802515,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (West)--Fort Worth City (West),52253,1 
4802516,23104,TX,"Fort Worth-Arlington-Grapevine, TX",Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities,62198,1 
4802600,99999,TX,[not in any metro division],West Central Texas COG (Outside Taylor County),91764,1 
4802700,99999,TX,[not in any metro division],"West Central Texas COG--Taylor County, Abilene City",60817,1 
4802900,99999,TX,[not in any metro division],"Concho Valley COG--Tom Green County, San Angelo City",51406,1 
4803000,99999,TX,[not in any metro division],"Permian Basin Regional Planning Commission (Central)--Midland County, Midland City",70309,1 
4803100,99999,TX,[not in any metro division],"Permian Basin Regional Planning Commission (Central)--Ector County, Odessa City",66086,1 
4803305,99999,TX,[not in any metro division],El Paso City (North),52274,1 
4803306,99999,TX,[not in any metro division],El Paso City (Northwest),57384,1 
4803307,99999,TX,[not in any metro division],El Paso County (Outside El Paso City)--Horizon City,40262,1 
4803308,99999,TX,[not in any metro division],El Paso City (East),63921,1 
4803309,99999,TX,[not in any metro division],El Paso City (Southeast)--Socorro City,42750,1 
4803310,99999,TX,[not in any metro division],El Paso City (Central),61303,1 
4803400,99999,TX,[not in any metro division],"Central Texas COG (West), Burnet & Llano Counties",86791,1 
4803501,99999,TX,[not in any metro division],"Central Texas COG--Bell County (West), Killeen & Harker Heights Cities",72209,1 
4803502,99999,TX,[not in any metro division],"Central Texas COG--Bell County (North, East & South), Temple & Belton Cities",75390,1 
4803600,99999,TX,[not in any metro division],Brazos Valley COG (Outside Brazos County) & Milam County,72130,1 
4803700,99999,TX,[not in any metro division],Heart of Texas COG--Outside McLennan County & Navarro County,73665,1 
4803801,99999,TX,[not in any metro division],Heart of Texas COG--McLennan County-Waco City (Central),46085,1 
4803802,99999,TX,[not in any metro division],"Heart of Texas COG--McLennan County-Waco (Outer), Hewitt & Robinson Cities",59732,1 
4803900,99999,TX,[not in any metro division],Deep East Texas COG (West) & Walker County,85963,1 
4804000,99999,TX,[not in any metro division],Deep East Texas COG (Central)--Angelina & Nacogdoches Counties,65357,1 
4804100,99999,TX,[not in any metro division],Deep East Texas COG (East) & Jasper County,55670,1 
4804200,99999,TX,[not in any metro division],Orange & Hardin Counties,61316,1 
4804301,99999,TX,[not in any metro division],Jefferson County (North Central)--Beaumont City,51837,1 
4804302,99999,TX,[not in any metro division],Jefferson County (Outside Beaumont City)--Port Arthur City,56493,1 
4804400,99999,TX,[not in any metro division],Houston-Galveston Area Council--Liberty & Chambers Counties,50115,1 
4804501,99999,TX,[not in any metro division],"Houston-Galveston Area Council--Montgomery County (Northeast), Conroe City (East)",64571,1 
4804502,99999,TX,[not in any metro division],"Houston-Galveston Area Council--Montgomery County (West), Conroe City (West)",66791,1 
4804503,99999,TX,[not in any metro division],"Houston-Galveston Area Council--Montgomery County (South), The Woodlands (North)",50512,1 
4804504,99999,TX,[not in any metro division],Houston-Galveston Area Council--Montgomery County (Southeast),56615,1 
4804601,99999,TX,[not in any metro division],Houston City (North Central)--North of I-10 & Inside Loop I-610,57492,1 
4804602,99999,TX,[not in any metro division],Houston City (East Central)--East of I-45 & Inside Loop I-610,46034,1 
4804603,99999,TX,[not in any metro division],"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610",67875,1 
4804604,99999,TX,[not in any metro division],Houston City (West Central)--South of I-10 & Inside Loop I-610,91291,1 
4804605,99999,TX,[not in any metro division],Harris County (Southeast)--Pasadena City (North & Central)-Inside Beltway TX-8,41364,1 
4804606,99999,TX,[not in any metro division],"Houston (East), Galena Park, Jacinto Cities & Cloverleaf",38622,1 
4804607,99999,TX,[not in any metro division],Houston City (Northeast)--Between Loop I-610 & Beltway TX-8,44426,1 
4804608,99999,TX,[not in any metro division],Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8,32767,1 
4804609,99999,TX,[not in any metro division],Houston City (North)--South of Aldine & Inside Beltway TX-8,48785,1 
4804610,99999,TX,[not in any metro division],Houston City (North)--West of Aldine & Inside Beltway TX-8,37006,1 
4804611,99999,TX,[not in any metro division],Houston City (Northwest)--Between Loop I-610 & Beltway TX-8,41444,1 
4804612,99999,TX,[not in any metro division],Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8,45022,1 
4804613,99999,TX,[not in any metro division],Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8,66538,1 
4804614,99999,TX,[not in any metro division],"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8",50220,1 
4804615,99999,TX,[not in any metro division],Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8 PUM,40857,1 
4804616,99999,TX,[not in any metro division],Houston City (Southwest)--Between Loop I-610 & Beltway TX-8,45590,1 
4804617,99999,TX,[not in any metro division],Houston City (South)--Between Loop I-610 & Beltway TX-8,39653,1 
4804618,99999,TX,[not in any metro division],Houston City (Southeast)--West of Pasadena City & Outside Loop I-610,44448,1 
4804619,99999,TX,[not in any metro division],Houston (Southeast) & South Houston Cities--Inside Beltway TX-8,37613,1 
4804620,99999,TX,[not in any metro division],Houston (Southeast) & Webster Cities,44597,1 
4804621,99999,TX,[not in any metro division],"Houston (Southeast), Pasadena (Southeast), La Porte (South) & Seabrook (East) Cities PUM",48768,1 
4804622,99999,TX,[not in any metro division],"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview",41385,1 
4804623,99999,TX,[not in any metro division],Harris County (East)--Baytown City,47627,1 
4804624,99999,TX,[not in any metro division],Harris County (Northeast)--Houston City (Far Northeast),48912,1 
4804625,99999,TX,[not in any metro division],"Harris County (North)--Houston (North), Humble Cities & Atascocita",49747,1 
4804626,99999,TX,[not in any metro division],"Harris County (North)--Houston City (North)-I-45, Between Beltway TX-8 & FM-1960",50751,1 
4804627,99999,TX,[not in any metro division],Harris County (Far North)--Spring,50659,1 
4804628,99999,TX,[not in any metro division],Harris County (Northwest)--Jersey Village City-Between Beltway TX-8 & FM-1960,43044,1 
4804629,99999,TX,[not in any metro division],"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249",52004,1 
4804630,99999,TX,[not in any metro division],Harris County (Far North)--Tomball City & The Woodlands (Southwest),59592,1 
4804631,99999,TX,[not in any metro division],Harris County (Northwest)--North of US-290 & North of FM-1960,48975,1 
4804633,99999,TX,[not in any metro division],Harris County (Northwest)--South of US-290 & West of TX-6,36725,1 
4804634,99999,TX,[not in any metro division],Harris County (West)--Houston City (West)-North of US-90 & West of TX-6,40224,1 
4804635,99999,TX,[not in any metro division],Houston City (West)--South of I-10 & West of TX-6,45016,1 
4804636,99999,TX,[not in any metro division],Houston City (West)--East of TX-6 & West of Beltway TX-8,50740,1 
4804637,99999,TX,[not in any metro division],"Houston City (West)--Westpark Tollway, West of Beltway TX-8",57297,1 
4804638,99999,TX,[not in any metro division],Houston City (Southwest)--East of TX-6 & West of Beltway TX-8,37065,1 
4804639,99999,TX,[not in any metro division],Harris County (Far Northwest),34649,1 
4804640,99999,TX,[not in any metro division],Harris County (Far Northwest)--Katy City (Northeast),37859,1 
4804701,99999,TX,[not in any metro division],"Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities",89162,1 
4804702,99999,TX,[not in any metro division],Galveston County (Northwest)--League City & Friendswood City,67029,1 
4804801,99999,TX,[not in any metro division],"Houston-Galveston Area Council--Brazoria County (North), Pearland City",48662,1 
4804802,99999,TX,[not in any metro division],"Houston-Galveston Area Council--Brazoria County (Central), Alvin City",46482,1 
4804803,99999,TX,[not in any metro division],"Houston-Galveston Area Council--Brazoria County (Southwest), Lake Jackson City",46349,1 
4804901,99999,TX,[not in any metro division],Fort Bend County (East)--Missouri City,41470,1 
4804902,99999,TX,[not in any metro division],Fort Bend County (Northeast)--Sugar Land & Stafford Cities,49152,1 
4804903,99999,TX,[not in any metro division],"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory",43039,1 
4804904,99999,TX,[not in any metro division],"Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners",55893,1 
4804906,99999,TX,[not in any metro division],Fort Bend County (Northwest),49283,1 
4804907,99999,TX,[not in any metro division],Fort Bend County (South),39073,1 
4805000,99999,TX,[not in any metro division],Houston-Galveston Area Council (West),79065,1 
4805100,99999,TX,[not in any metro division],"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties",74044,1 
4805201,99999,TX,[not in any metro division],"Capital Area COG--Williamson County (North), Georgetown (East) & Taylor Cities",61554,1 
4805202,99999,TX,[not in any metro division],"Capital Area COG--Williamson County (Southeast), Round Rock City",50440,1 
4805203,99999,TX,[not in any metro division],"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville",56929,1 
4805204,99999,TX,[not in any metro division],"Capital Area COG--Williamson County (West), Cedar Park & Leander Cities",68757,1 
4805301,99999,TX,[not in any metro division],"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch",63490,1 
4805302,99999,TX,[not in any metro division],Austin City (North),55620,1 
4805303,99999,TX,[not in any metro division],Austin City (Northeast),65287,1 
4805304,99999,TX,[not in any metro division],Austin City (Southeast),62635,1 
4805305,99999,TX,[not in any metro division],Austin City (Northwest),50570,1 
4805306,99999,TX,[not in any metro division],Austin City (Central),80292,1 
4805307,99999,TX,[not in any metro division],Austin City (South),64767,1 
4805308,99999,TX,[not in any metro division],"Austin City (Southwest), Lost Creek & Barton Creek",53548,1 
4805309,99999,TX,[not in any metro division],"Travis County (West, South & Outside Austin City)",66279,1 
4805401,99999,TX,[not in any metro division],Capital Area COG (Southwest)--Hays County (West),41657,1 
4805402,99999,TX,[not in any metro division],Capital Area COG (Southwest)--Hays County (East),51877,1 
4805500,99999,TX,[not in any metro division],Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties,63835,1 
4805600,99999,TX,[not in any metro division],Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PU,49497,1 
4805700,99999,TX,[not in any metro division],Alamo Area COG (Northeast)--Guadalupe County,64482,1 
4805800,99999,TX,[not in any metro division],Alamo Area COG (Northeast)--Comal County,69939,1 
4805901,99999,TX,[not in any metro division],San Antonio City (Central),44311,1 
4805902,99999,TX,[not in any metro division],San Antonio City (Northeast)--Inside Loop I-410,51338,1 
4805903,99999,TX,[not in any metro division],San Antonio City (Southeast)--Inside Loop I-410,46027,1 
4805904,99999,TX,[not in any metro division],San Antonio City (Northwest)--Inside Loop I-410,44724,1 
4805905,99999,TX,[not in any metro division],San Antonio City (West)--Inside Loop I-410,37949,1 
4805906,99999,TX,[not in any metro division],San Antonio City (Southwest)--Inside Loop I-410,39826,1 
4805907,99999,TX,[not in any metro division],Bexar County (South)--San Antonio City (Far South),52620,1 
4805908,99999,TX,[not in any metro division],San Antonio City (West)--Between Loop TX-1604 & Loop I-410,46495,1 
4805909,99999,TX,[not in any metro division],San Antonio (Northwest) & Leon Valley Cities,42981,1 
4805910,99999,TX,[not in any metro division],San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410,58187,1 
4805911,99999,TX,[not in any metro division],San Antonio City (North)--Hollywood Park Town & Shavano Park City,59229,1 
4805912,99999,TX,[not in any metro division],San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410,45033,1 
4805913,99999,TX,[not in any metro division],"San Antonio (Northeast), Kirby & Windcrest Cities",51356,1 
4805914,99999,TX,[not in any metro division],Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities,68056,1 
4805915,99999,TX,[not in any metro division],Bexar County (North)--San Antonio City (Far North) & Timberwood Park,59798,1 
4805916,99999,TX,[not in any metro division],"Bexar County (Northeast)--San Antonio (Northeast), Universal City & Converse Cities",46243,1 
4806000,99999,TX,[not in any metro division],Alamo Area COG (Northwest) & Blanco County,63714,1 
4806100,99999,TX,[not in any metro division],Alamo Area COG (Southwest),56111,1 
4806301,99999,TX,[not in any metro division],"South Texas Development Council (North)--Webb County, Laredo City (Central)",43129,1 
4806302,99999,TX,[not in any metro division],South Texas Development Council-Webb County (North & East)-Laredo City (Outer),41634,1 
4806500,99999,TX,[not in any metro division],Coastal Bend COG (Northeast),58738,1 
4806601,99999,TX,[not in any metro division],"Coastal Bend COG--Nueces County, Corpus Christi City (Outer)",52428,1 
4806603,99999,TX,[not in any metro division],"Coastal Bend COG--Nueces County (Central), Corpus Christi City (South Central)",48609,1 
4806604,99999,TX,[not in any metro division],"Coastal Bend COG--Nueces County (Central), Corpus Christi City (Northwest)",50218,1 
4806701,99999,TX,[not in any metro division],Cameron County (East)--Brownsville City (North),45271,1 
4806702,99999,TX,[not in any metro division],Cameron County (West)--Harlingen & San Benito Cities,57305,1 
4806703,99999,TX,[not in any metro division],Cameron County (South)--Brownsville City (Central),52329,1 
4806801,99999,TX,[not in any metro division],Hidalgo County (Southeast)--Weslaco & Mercedes Cities,38751,1 
4806802,99999,TX,[not in any metro division],Hidalgo County (East)--Alamo & Donna Cities,37527,1 
4806803,99999,TX,[not in any metro division],"Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities",43311,1 
4806804,99999,TX,[not in any metro division],Hidalgo County (North Central)--Edinburg City,44760,1 
4806805,99999,TX,[not in any metro division],Hidalgo County (Central)--McAllen City,53248,1 
4806806,99999,TX,[not in any metro division],Hidalgo County (Southwest)--Mission City,42071,1 
4806807,99999,TX,[not in any metro division],Hidalgo County (North & West),35234,1 
4807200,99999,TX,[not in any metro division],Concho Valley COG & Permian Basin Regional Planning Commission (East),51738,1 
4807300,99999,TX,[not in any metro division],Rio Grande COG & Permian Basin Regional Planning Commission (West),42755,1 
4807401,99999,TX,[not in any metro division],Brazos County--College Station & Bryan Cities (Central),52410,1 
4807402,99999,TX,[not in any metro division],Brazos County--College Station & Bryan Cities (Outer),44300,1 
4807500,99999,TX,[not in any metro division],Middle Rio Grande Development Council--Excluding Dimmit & La Salle Counties,56621,1 
4807600,99999,TX,[not in any metro division],"South Texas Development Council (South)--Coastal Bend COG (West), Dimmit & La Salle",42744,1 
4807700,99999,TX,[not in any metro division],Coastal Bend COG (Central) & Willacy County,46092,1 
4903000,99999,UT,[not in any metro division],Tooele & Box Elder Counties,42519,1 
4905000,99999,UT,[not in any metro division],"Cache, Summit, Morgan & Rich Counties",76251,1 
4911002,99999,UT,[not in any metro division],"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities",42622,1 
4911003,99999,UT,[not in any metro division],"Davis County (Northwest)--Syracuse, Clearfield & West Point Cities",30102,1 
4911004,99999,UT,[not in any metro division],"Davis County (Northeast)--Layton, Kaysville & South Weber Cities",42493,1 
4913000,99999,UT,[not in any metro division],Southeast Utah & Uintah Basin Region,62311,1 
4921000,99999,UT,[not in any metro division],Southwest & South Central Utah (Outside Washington County)--Cedar City,64123,1 
4935008,99999,UT,[not in any metro division],"Salt Lake County (Southeast)--Sandy (North), Cottonwood Heights & Midvale Cities",43237,1 
4935009,99999,UT,[not in any metro division],Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities,37970,1 
4935011,99999,UT,[not in any metro division],Salt Lake County--Salt Lake City (West) & Magna,46481,1 
4935012,99999,UT,[not in any metro division],Salt Lake County--Salt Lake City (East) & Emigration Canyon,46754,1 
4935013,99999,UT,[not in any metro division],Salt Lake County--West Valley City,41103,1 
4935014,99999,UT,[not in any metro division],"Salt Lake County--Taylorsville, Kearns & Magna",40138,1 
4935015,99999,UT,[not in any metro division],"Salt Lake County (East Central)--South Salt Lake, Murray, Holladay & Millcreek Cities PU",71450,1 
4935016,99999,UT,[not in any metro division],Salt Lake County--West Jordan City,42553,1 
4935017,99999,UT,[not in any metro division],"Salt Lake County--South Jordan, Herriman, Bluffdale & Riverton cities",58593,1 
4949001,99999,UT,[not in any metro division],"Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities",45910,1 
4949002,99999,UT,[not in any metro division],"Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities",60329,1 
4949003,99999,UT,[not in any metro division],Utah County (Central)--Provo City,36150,1 
4949004,99999,UT,[not in any metro division],"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities",50181,1 
4953000,99999,UT,[not in any metro division],Washington County--St. George City,74530,1 
4957001,99999,UT,[not in any metro division],"Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities",51437,1 
4957002,99999,UT,[not in any metro division],Weber County (East)--Ogden (Southeast) & South Ogden Cities,44177,1 
5000100,99999,VT,[not in any metro division],"Northern Vermont--Grand Isle, Franklin, Lamoille, Orleans, Caledonia & Essex Counties P",79025,1 
5000200,99999,VT,[not in any metro division],"Central Vermont--Addison, Washington & Orange Counties",62983,1 
5000300,99999,VT,[not in any metro division],Chittenden County,73085,1 
5000400,99999,VT,[not in any metro division],"Southern Vermont--Rutland, Windsor, Bennington & Windham Counties",119225,1 
5101301,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Arlington County (North),58645,1 
5101302,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Arlington County (South),60440,1 
5101500,99999,VA,[not in any metro division],Central Shenandoah Planning District Commission (Southwest),77026,1 
5101900,99999,VA,[not in any metro division],"Virginias Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City PUM",58782,1 
5104101,99999,VA,[not in any metro division],Chesterfield County (East)--James River Region,45753,1 
5104102,99999,VA,[not in any metro division],Chesterfield County (Central)--Chester & Rockwood,48399,1 
5104103,99999,VA,[not in any metro division],Chesterfield County (West)--Brandermill & Woodlake,44539,1 
5105901,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Fairfax County (West Central)--Centreville (North & West) & Chantilly (South & West) PUM,42517,1 
5105902,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Fairfax County (Northwest)--Reston (North) & Franklin Farm,68668,1 
5105904,11694,VA,"Arlington-Alexandria-Reston, VA-WV","Fairfax County (North Central)--Vienna Town, Oakton & Fair Oaks (East)",48555,1 
5105905,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Fairfax County (Southwest)--Centreville (Southeast) & Lorton,37008,1 
5105906,11694,VA,"Arlington-Alexandria-Reston, VA-WV","Fairfax County (South Central)--Springfield (South), West Springfield & Franconia",39473,1 
5105907,11694,VA,"Arlington-Alexandria-Reston, VA-WV","Fairfax County (East Central)--Annandale, West Falls Church & Baileys Crossroads",53844,1 
5105908,11694,VA,"Arlington-Alexandria-Reston, VA-WV","Fairfax County (Southeast)--Woodlawn, Rose Hill & Mount Vernon",50332,1 
5106100,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Rappahannock-Rapidan Regional Commission,51260,1 
5106100,99999,VA,[not in any metro division],Rappahannock-Rapidan Regional Commission,21722,1 
5106900,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Northern Shenandoah Valley Regional Commission (North),6371,1 
5106900,99999,VA,[not in any metro division],Northern Shenandoah Valley Regional Commission (North),48199,1 
5107300,99999,VA,[not in any metro division],"Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions PUM",99332,1 
5108300,99999,VA,[not in any metro division],Southside Planning District Commission & Commonwealth Regional Council,89185,1 
5108501,99999,VA,[not in any metro division],"King William, New Kent, Charles City & Eastern Hanover Counties",41159,1 
5108701,99999,VA,[not in any metro division],"Henrico County (South & East)--Highland Springs, East Highland Park & Glen Allen",64304,1 
5108702,99999,VA,[not in any metro division],"Henrico County (West)--Tuckahoe, Short Pump & Wyndham",76435,1 
5109500,99999,VA,[not in any metro division],"James City, York Counties, Williamsburg & Poquoson Cities",72499,1 
5110701,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village),41834,1 
5110702,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport,50804,1 
5110703,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Loudoun County (West & South)--Leesburg Town,49436,1 
