state,puma22,stab,PUMA22name,hus20,afact
27,2701608,MN,Hennepin County--Minneapolis (North) & St. Anthony Cities,45141,1 
27,2701609,MN,Hennepin County--Minneapolis City (East),57638,1 
27,2701610,MN,Hennepin County--Minneapolis City (Southwest),48740,1 
27,2701611,MN,Hennepin County--Minneapolis City (Central),49955,1 
27,2701701,MN,"Dakota County (Northwest)--Eagan, West St. Paul & Mendota Heights Cities",43437,1 
27,2701702,MN,"Dakota County (Northeast)--Inver Grove Heights, Rosemount, Hastings & South St. Paul PU",43935,1 
27,2701703,MN,Dakota County (West)--Burnsville & Apple Valley Cities,48639,1 
27,2701704,MN,Dakota County (South)--Lakeville & Farmington Cities,37458,1 
27,2701800,MN,Scott County,54658,1 
27,2701900,MN,Carver County,40380,1 
27,2702001,MN,Wright (South) County,48176,1 
27,2702100,MN,"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties",59713,1 
27,2702200,MN,Southwest Minnesota,52701,1 
27,2702300,MN,"Brown, Martin, Faribault, Freeborn & Watonwan Counties",47432,1 
27,2702400,MN,Blue Earth & Nicollet Counties--Mankato City,42540,1 
27,2702500,MN,"Le Sueur, Rice, Steele & Waseca Counties",61415,1 
27,2702600,MN,"Goodhue, Wabasha & Winona Counties",52738,1 
27,2702700,MN,Olmsted County--Rochester City,69270,1 
27,2702800,MN,"Dodge, Fillmore, Houston & Mower Counties",43533,1 
28,2800100,MS,North Delta Region--DeSoto County--Southaven City,72079,1 
28,2800200,MS,"Northeast Region--Alcorn, Benton, Marshall, Prentiss, Tippah & Tishomingo Counties",66567,1 
28,2800300,MS,North Delta Region,49110,1 
28,2800400,MS,"Three Rivers Region--Calhoun, Chickasaw, Itawamba, Lafayette & Monroe Counties",69887,1 
28,2800500,MS,"Three Rivers Region--Lee, Pontotoc, Union Counties & Tupelo City",63308,1 
28,2800600,MS,"Golden Triangle Region--Columbus, Starkville, & West Point Cities",83537,1 
28,2800700,MS,North Central Region,55311,1 
28,2800800,MS,South Delta Region,49565,1 
28,2800900,MS,Central Region--Madison & Rankin Counties,56465,1 
28,2801001,MS,"Central Region--Byram, Terry, Utica & Vicksburg City",57011,1 
28,2801101,MS,Central Region--Jackson and Clinton Cities,82955,1 
28,2801300,MS,Central Region--Rankin & Simpson Counties,75170,1 
28,2801400,MS,"East Central Region--Jasper, Leake, Kemper, Neshoba, Scott & Smith Counties",50865,1 
28,2801500,MS,"East Central Region--Clarke, Lauderdale & Newton Counties--Meridian City",50110,1 
28,2801600,MS,Southwest Region,85517,1 
28,2801700,MS,"South Region--Covington, Greene, Jefferson Davis, Jones & Wayne Counties",56554,1 
28,2801800,MS,"South Region--Forrest, Lamar, Marion & Perry Counties",77430,1 
28,2801900,MS,"South Region--George, Hancock, Pearl River & Stone Counties",64760,1 
28,2802001,MS,South Region--Harrison County--Gulfport City,44563,1 
28,2802002,MS,South Region--Harrison County--Biloxi City,46991,1 
28,2802100,MS,South Region--Jackson County,62190,1 
29,2900100,MO,Northwest Missouri,53625,1 
29,2900200,MO,"Buchanan, Andrew & DeKalb Counties",50073,1 
29,2900300,MO,Northeast Missouri,55699,1 
29,2900400,MO,"Lincoln, Warren, Audrain, Pike & Montgomery Counties",62624,1 
29,2900501,MO,"Boone (Outside Columbia City), Cole, Callaway & Moniteau",69242,1 
29,2900601,MO,Boone County--Columbia City,62343,1 
29,2900700,MO,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties",58977,1 
29,2900800,MO,"Johnson, Lafayette, Ray, Clinton & Caldwell Counties",59660,1 
29,2900901,MO,Clay County (Northeast),45490,1 
29,2900902,MO,"Kansas City (North Central), Gladstone City & North Kansas City",60129,1 
29,2901000,MO,Platte County,45307,1 
29,2901101,MO,Jackson County--Kansas City (Central),97536,1 
29,2901102,MO,Jackson County (North Central),61824,1 
29,2901103,MO,Jackson County (East),55923,1 
29,2901104,MO,Jackson County (South Central),44779,1 
29,2901105,MO,Jackson County--Kansas City (South),69517,1 
29,2901200,MO,Cass & Bates Counties,50634,1 
29,2901300,MO,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties",57116,1 
29,2901400,MO,"Laclede, Polk, Benton, Dallas & Hickory Counties",55898,1 
29,2901500,MO,"Camden, Miller, Morgan & Moniteau Counties",73239,1 
29,2901600,MO,"Phelps, Gasconade, Osage, Maries & Pulaski Counties",57821,1 
29,2901700,MO,Franklin & Carter Counties,56653,1 
29,2901801,MO,St. Charles County (South),45329,1 
29,2901802,MO,St. Charles County (Northwest),57475,1 
29,2901803,MO,St. Charles County (Northeast),58340,1 
29,2901901,MO,St. Louis County (Northeast),54656,1 
29,2901902,MO,St. Louis County (Northwest),53294,1 
29,2901903,MO,St. Louis County (Inner Ring North),79752,1 
29,2901904,MO,St. Louis County (West),43529,1 
29,2901905,MO,St. Louis County (Inner Ring Central),47914,1 
29,2901906,MO,St. Louis County (Southwest),47906,1 
29,2901907,MO,St. Louis County (Inner Ring South),72489,1 
29,2901908,MO,St. Louis County (Southeast),45113,1 
29,2902001,MO,St. Louis City (North),76078,1 
29,2902002,MO,St. Louis City (South),97401,1 
29,2902101,MO,Jefferson County (North),45979,1 
29,2902102,MO,Jefferson County (South),46406,1 
29,2902200,MO,"St. Francois, Washington, Perry & Ste. Genevieve Counties",56120,1 
29,2902300,MO,Cape Girardeau & Scott Counties,52442,1 
29,2902400,MO,"Dunklin, Stoddard, New Madrid, Pemiscot, Mississippi & Bollinger Counties",52485,1 
29,2902500,MO,"Butler, Ripley, Wayne, Madison, Iron, Reynolds, Dent, Shannon & Carter Counties",57529,1 
29,2902600,MO,"Howell, Texas, Wright, Douglas, Oregon & Ozark Counties",52086,1 
29,2902701,MO,"Christian, Greene (Outside Springfield City) & Webster Counties",67333,1 
29,2902702,MO,Greene County--Springfield City (North),58939,1 
29,2902703,MO,Greene County--Springfield City (South),60532,1 
29,2902800,MO,"Taney, Barry, Stone & McDonald Counties",76076,1 
29,2902900,MO,Jasper & Newton Counties,77309,1 
30,3000100,MT,"Flathead, Glacier & Lincoln Counties--Kalispell City",66170,1 
30,3000200,MT,"Lake, Mineral, Missoula & Sanders Counties--Missoula City",80295,1 
30,3000300,MT,Southwest Montana--Butte-Silver Bow & Hamilton City,60600,1 
30,3000400,MT,Gallatin County--Bozeman City,52835,1 
30,3000500,MT,Lewis and Clark & Cascade Counties--Great Falls & Helena City,72536,1 
30,3000600,MT,Central Montana--Havre & Livingston City,65668,1 
30,3000700,MT,Eastern Montana--Sidney & Miles City,67307,1 
30,3000800,MT,Billings City,49392,1 
31,3100100,NE,North Central & Northwest Nebraska,52689,1 
31,3100200,NE,Northeast Nebraska,78385,1 
31,3100300,NE,Central Nebraska,48326,1 
31,3100400,NE,Southwest Nebraska,50068,1 
31,3100500,NE,South Central Nebraska,52131,1 
31,3100600,NE,Southeast Nebraska,62686,1 
31,3100701,NE,"Dodge, Cass, Saunders & Washington Counties",46378,1 
31,3100702,NE,Sarpy County--Bellevue City,73081,1 
31,3100801,NE,Lancaster County--Lincoln City (North),73025,1 
31,3100802,NE,Lancaster County--Lincoln City (South),62459,1 
31,3100901,NE,Douglas County--Omaha City (Northwest),82699,1 
31,3100902,NE,Douglas County--Omaha City (Southwest),64961,1 
31,3100903,NE,Douglas County--Omaha City (Northeast),47987,1 
31,3100904,NE,Douglas County--Omaha City (Southeast),49403,1 
32,3200101,NV,Washoe County (North)--Sparks City,61297,1 
32,3200102,NV,Washoe County (South Central)--Reno City,88015,1 
32,3200103,NV,Washoe County (South),57897,1 
32,3200200,NV,Rural Nevada,80892,1 
32,3200300,NV,"Carson City, Lyon, Douglas & Storey Counties",75261,1 
32,3200401,NV,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities,50793,1 
32,3200402,NV,"Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB PU",58281,1 
32,3200403,NV,Clark County (Central)--Greater North Las Vegas City,69849,1 
32,3200404,NV,Clark County (Northwest Central)--Northwest Las Vegas Valley,60331,1 
32,3200405,NV,Clark County (West)--Las Vegas City (Southwest),70994,1 
32,3200406,NV,Las Vegas City (South Central),54780,1 
32,3200407,NV,Las Vegas City (Southeast),50971,1 
32,3200408,NV,"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast)",62059,1 
32,3200409,NV,Clark County (Central)--Paradise (Northwest) & Winchester,85696,1 
32,3200410,NV,Clark County (Central)--Spring Valley (East),44950,1 
32,3200411,NV,Clark County (Central)--Spring Valley (West),57400,1 
32,3200412,NV,Clark County (Central)--Paradise (South) & Enterprise,67759,1 
32,3200413,NV,Clark County (Central)--Henderson City (Central South),48857,1 
32,3200414,NV,Clark County (Central)--Henderson City (West),55513,1 
32,3200415,NV,Clark County (South)--Henderson (East) & Boulder Cities,79423,1 
33,3300100,NH,"Grafton, Sullivan, Coos Counties",93081,1 
33,3300201,NH,"Central Region--Byram, Terry, Utica & Vicksburg City",87573,1 
33,3300301,NH,Strafford & Rockingham (Northern) Counties,64487,1 
33,3300401,NH,"Central New Hampshire--Merrimack County (Central), Concord City",50129,1 
33,3300501,NH,Southwestern New Hampshire--Cheshire & Hillsborough (Western) Counties,50345,1 
33,3300601,NH,Manchester City,51438,1 
33,3300602,NH,Greater Nashua City (East),41046,1 
33,3300603,NH,Greater Nashua City (West),47651,1 
33,3300701,NH,Outer Manchester City,63401,1 
33,3300801,NH,"Seacoast Region--Rockingham County (Southern), Portsmouth City",89644,1 
34,3400101,NJ,"Atlantic County (East)--Atlantic City, Pleasantville, Northfield & Coast",79973,1 
34,3400102,NJ,Atlantic County (Outside Somers Point City)--West to Hammonton Town,46476,1 
34,3400301,NJ,Bergen County (South Central)--Hackensack & Teaneck,43015,1 
34,3400302,NJ,"Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights",51315,1 
34,3400303,NJ,"Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park",59283,1 
34,3400304,NJ,"Bergen County (West Central)--Fair Lawn, Garfield & Lodi",49037,1 
34,3400305,NJ,"Bergen County (East)--Tenafly, Park Ridge, Englewood City & Cresskill",45993,1 
34,3400306,NJ,"Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes",39188,1 
34,3400307,NJ,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford",41570,1 
34,3400308,NJ,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood",37982,1 
34,3400501,NJ,Passaic County (South)--Passaic & Clifton (SE),48279,1 
34,3400502,NJ,Passaic County (Central)--Hawthorne,42964,1 
34,3400503,NJ,Passaic County--Paterson,52885,1 
34,3400504,NJ,"Passaic County (North)--Ringwood, Wanaque & Pompton Lakes",41239,1 
34,3400601,NJ,Hudson County (Central)--Jersey City (North),80390,1 
34,3400602,NJ,Hudson County (Central)--Jersey City (South),50602,1 
34,3400603,NJ,Hudson County (Northeast)--Union City & Hoboken,65746,1 
34,3400604,NJ,"Hudson County (North)--West New York, Secaucus & North Bergen",61335,1 
34,3400605,NJ,"Hudson County (South & West)--Bayonne, Kearney & Harrison",54633,1 
34,3400800,NJ,Hunterdon County,51687,1 
34,3400901,NJ,Middlesex County (Southeast),54187,1 
34,3400902,NJ,Middlesex County (Southwest),44149,1 
34,3400903,NJ,Middlesex County (Northwest)--North Piscataway & South Plainfield,41850,1 
34,3400904,NJ,Middlesex County (North Central)--Metuchen & South Edison,42872,1 
34,3400905,NJ,Middlesex County (Northeast)--Carteret & North Woodbridge,41603,1 
34,3400906,NJ,Middlesex County (Central)--New Brunswick & Highland Park,51404,1 
34,3400907,NJ,Middlesex County (East Central)--Perth Amboy & Sayreville,39456,1 
34,3401001,NJ,Somerset County (North & West),43007,1 
34,3401002,NJ,Somerset County (South),43742,1 
34,3401003,NJ,"Somerset County (Central)--Bridgewater, Somerville & North Plainfield",45073,1 
34,3401101,NJ,"Monmouth County (Southeast)--Wall, Tinton Falls (South)",53466,1 
34,3401102,NJ,"Monmouth County (Southwest)--Freehold, Manalapan",40651,1 
34,3401103,NJ,"Monmouth County (Southeast)--Long Branch, Asbury Park & Eatontown",52302,1 
34,3401104,NJ,"Monmouth County (Northeast)--Red Bank, Northeast Middletown",45243,1 
34,3401105,NJ,Monmouth County (Northwest)--Matawan & Aberdeen,39260,1 
34,3401106,NJ,Monmouth County (Central),37990,1 
34,3401201,NJ,Ocean County (South),74312,1 
34,3401202,NJ,Ocean County (Central)--Toms River & Berkeley,83327,1 
34,3401203,NJ,Ocean County (Lakewood),34726,1 
34,3401204,NJ,Ocean County (Northwest),52508,1 
34,3401205,NJ,Ocean County (Northeast)--Brick & Point Pleasant,49556,1 
34,3401401,NJ,Essex County (Northeast)--Bloomfield,49024,1 
34,3401402,NJ,Essex County (South Central)--Irvington,40559,1 
34,3401403,NJ,Essex County (Northwest)--Montclair,43890,1 
34,3401404,NJ,Essex County (Southwest)--West Orange & Livingston,39313,1 
34,3401405,NJ,Essex County (Central)--Orange & East Orange,43947,1 
34,3401406,NJ,Essex County (Southeast)--Newark (North & East),58317,1 
34,3401407,NJ,Essex County (Southeast)--Newark (West & Southwest),59846,1 
34,3401501,NJ,Morris County (North)--Dover Town & Kinnelon Borough,52564,1 
34,3401502,NJ,Morris County (West),50412,1 
34,3401503,NJ,Morris County (East)--Lincoln Park Borough,45140,1 
34,3401504,NJ,"Morris County (South)--Morristown, Madison & Florham Park",49606,1 
34,3401600,NJ,Sussex County,62709,1 
34,3401700,NJ,Warren County,46457,1 
34,3401901,NJ,Union County (North Central)--Union Twp & Roselle Park,37780,1 
34,3401902,NJ,Union County (Northwest)--Summit & Cranford,39471,1 
34,3401903,NJ,Union County (Southwest)--Plainfield & Westfield,40152,1 
34,3401904,NJ,"Union County (Southeast)--Linden, Rahway & Roselle",44066,1 
34,3401905,NJ,Union County (Northeast)--Elizabeth,48439,1 
34,3402001,NJ,Burlington County (North)--Burlington City,65605,1 
34,3402002,NJ,Burlington County (West Central),67558,1 
34,3402003,NJ,Burlington County (South & East),51612,1 
34,3402101,NJ,Camden County (North)--Camden & Gloucester Cities,48892,1 
34,3402102,NJ,Camden County (Central)--Lindenwold & Collingswood Boroughs,47950,1 
34,3402103,NJ,Camden County (South & West)--Bellmawr & Pine Hill Boroughs,67909,1 
34,3402104,NJ,Camden County (East Central)--Haddonfield Borough,48008,1 
34,3402201,NJ,Gloucester County (Northeast)--Woodbury City,53402,1 
34,3402202,NJ,Gloucester County (South & West)--Glassboro Borough,63806,1 
34,3402301,NJ,Mercer County (West Central)--Trenton City,49959,1 
34,3402302,NJ,Mercer County (North)--Princeton Borough,43174,1 
34,3402303,NJ,Mercer County (Southwest),57309,1 
34,3402401,NJ,Cumberland County (South)--Vineland & Millville Cities,42694,1 
34,3402501,NJ,Salem & Cumberland (North) Counties--Bridgeton City,42188,1 
34,3402601,NJ,Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City,105195,1 
35,3500100,NM,Northwest New Mexico Navajo Nation,43379,1 
35,3500200,NM,"San Juan County (NE)--Farmington, Bloomfield & Aztec Cities",40521,1 
35,3500300,NM,North Central New Mexico,66717,1 
35,3500400,NM,Eastern New Mexico,77206,1 
35,3500500,NM,Santa Fe County New Mexico,72321,1 
35,3500600,NM,Sandoval County New Mexico,58603,1 
35,3500701,NM,Albuquerque NW,52012,1 
35,3500702,NM,Albuquerque N Central,50097,1 
35,3500703,NM,Albuquerque Far NE,47973,1 
35,3500704,NM,Albuquerque Near NE,49486,1 
35,3500705,NM,Albuquerque SE,48976,1 
35,3500706,NM,Albuquerque SW,39545,1 
35,3500800,NM,"Valencia County, Torrance County & East Mountain",53016,1 
35,3500900,NM,Southwest New Mexico,96976,1 
35,3501001,NM,Do̱a Ana County (Outer),38814,1 
35,3501002,NM,"Do̱a Ana County Central--Las Cruces, Mesilla Cities & University Park",50990,1 
35,3501100,NM,Lea and Eddy County,54227,1 
36,3600100,NY,St. Lawrence County,51612,1 
36,3600200,NY,"Clinton, Franklin, Essex & Hamilton Counties",95582,1 
36,3600300,NY,Warren & Washington Counties,68926,1 
36,3600401,NY,Herkimer (North & Central) & Oneida (Outer) Counties,56835,1 
36,3600402,NY,Oneida County (Central)--Greater Utica & Rome Cities,72436,1 
36,3600403,NY,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",54270,1 
36,3600500,NY,Jefferson & Lewis Counties,77068,1 
36,3600600,NY,Oswego County,54470,1 
36,3600701,NY,Onondaga County (Central)--Syracuse City,66797,1 
36,3600702,NY,Onondaga County (North),55683,1 
36,3600703,NY,Onondaga County (Central)--Syracuse City (Outer),72766,1 
36,3600704,NY,Cayuga & Onondaga (South) Counties,52757,1 
36,3600800,NY,Wayne & Seneca & Yates Counties,71390,1 
36,3600901,NY,Monroe County (East),60237,1 
36,3600902,NY,Monroe County (Central)--Rochester City (East),52871,1 
36,3600903,NY,Monroe County (Central)--Rochester City (West),47107,1 
36,3600904,NY,Monroe County (Central)--Greece & Gates Towns,56324,1 
36,3600905,NY,Monroe County (North & West),44068,1 
36,3600906,NY,Monroe County (South),75655,1 
36,3601000,NY,"Genesee, Orleans & Wyoming Counties",62408,1 
36,3601101,NY,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area,52399,1 
36,3601102,NY,Niagara County (North & East),47757,1 
36,3601201,NY,Erie County (Northwest),51307,1 
36,3601202,NY,Erie County (North Central),54435,1 
36,3601203,NY,Erie County (Northeast),48625,1 
36,3601204,NY,Erie County (Central),73175,1 
36,3601205,NY,Erie County (West Central)--Buffalo City (East),74588,1 
36,3601206,NY,Erie County (West Central)--Buffalo City (West),61762,1 
36,3601207,NY,Erie County (South),74855,1 
36,3601300,NY,Livingston & Ontario Counties,79698,1 
36,3601500,NY,Madison & Cortland Counties,51365,1 
36,3601600,NY,Fulton & Montgomery Counties,50944,1 
36,3601700,NY,Schenectady County--Schenectady City,70794,1 
36,3601801,NY,Saratoga County (South & Central),54520,1 
36,3601802,NY,Saratoga County (Outer),55399,1 
36,3601900,NY,Rensselaer County--Troy City,74197,1 
36,3602001,NY,Albany County (East Central)--Albany City,52220,1 
36,3602002,NY,Albany County (Outside Albany City),93911,1 
36,3602100,NY,Columbia & Greene Counties,62152,1 
36,3602201,NY,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PU,60612,1 
36,3602204,NY,"Chenango, Delaware Counties & Broome County outside Greater Binghamton City",86120,1 
36,3602300,NY,Tompkins County,46884,1 
36,3602403,NY,"Tioga (South), Chemung (South) & Steuben (East) Counties--Elmira & Corning Cities",60404,1 
36,3602404,NY,"Steuben (outside Corning City), Schuyler, Chemung (North) & Tioga (North) Counties",57316,1 
36,3602500,NY,Cattaraugus & Allegany Counties,63606,1 
36,3602600,NY,Chautauqua County,66247,1 
36,3602701,NY,Sullivan & Ulster (West) Counties,69228,1 
36,3602702,NY,Ulster County (East),65750,1 
36,3602803,NY,Dutchess County (North & East),48740,1 
36,3602804,NY,Dutchess County (Southwest)--Fishkill & Wappinger town,58922,1 
36,3602805,NY,Putnam County & Southern Dutchess County,52655,1 
36,3602901,NY,Orange County (Northeast)--Greater Newburgh City,48846,1 
36,3602902,NY,Orange County (Northwest),50166,1 
36,3602903,NY,Orange County (Southeast),47867,1 
36,3603001,NY,Rockland County (North)--New City & Congers,36834,1 
36,3603002,NY,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns",38836,1 
36,3603003,NY,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey",32398,1 
36,3603102,NY,Westchester County (Northwest),56889,1 
36,3603103,NY,Westchester County (Northeast),53000,1 
36,3603110,NY,Westchester County (Southeast)--White Plains & Rye City,55583,1 
36,3603111,NY,Westchester County (Central),43312,1 
36,3603112,NY,Westchester County (Southwest)--Yonkers City,85528,1 
36,3603113,NY,Westchester County (South Central East)--Mount Vernon City,49250,1 
36,3603114,NY,Westchester County (South Central West)--New Rochelle City,45401,1 
36,3603201,NY,Nassau County (Northwest)--North Hempstead Town (North),43410,1 
36,3603202,NY,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City,41506,1 
36,3603203,NY,Nassau County (East Central)--Oyster Bay Town (Central),35987,1 
36,3603204,NY,Nassau County (West Central)--North Hempstead Town (South),40319,1 
36,3603205,NY,Nassau County (West Central)--Hempstead Town (Northwest),38524,1 
36,3603206,NY,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor,43787,1 
36,3603207,NY,Nassau County (Central)--Hempstead Town (Northeast),38462,1 
36,3603208,NY,Nassau County (Southeast)--Oyster Bay Town (South),38215,1 
36,3603209,NY,Nassau County (Central)--Hempstead Town (East Central),36154,1 
36,3603210,NY,Nassau County (South Central)--Hempstead Town (Southeast),39281,1 
36,3603211,NY,Nassau County (West Central)--Hempstead Town (West Central),37888,1 
36,3603212,NY,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City,43199,1 
36,3603301,NY,Suffolk County (Northwest)--Huntington Town (North),36987,1 
36,3603302,NY,Suffolk County (Northwest)--Huntington Town (South),36086,1 
36,3603303,NY,Suffolk County (Northwest)--Smithtown Town,41415,1 
36,3603304,NY,Suffolk County (North Central)--Brookhaven Town (North),42376,1 
36,3603305,NY,Suffolk County (East),99096,1 
36,3603306,NY,Suffolk County (South Central)--Brookhaven Town (South),50461,1 
36,3603307,NY,Suffolk County (Central)--Brookhaven Town (Central),48250,1 
36,3603308,NY,Suffolk County (Central)--Brookhaven Town (West Central),37653,1 
36,3603309,NY,Suffolk County (Central)--Islip Town (East),38776,1 
36,3603310,NY,Suffolk County (Central)--Islip Town (Northwest),33014,1 
36,3603311,NY,Suffolk County (Southwest)--Islip Town (South),39556,1 
36,3603312,NY,Suffolk County (Southwest)--Babylon Town (Southeast),36429,1 
36,3603313,NY,Suffolk County (West Central)--Babylon Town (Northwest),38841,1 
36,3604103,NY,NYC-Manhattan Community District 3--Lower East Side & Chinatown,82589,1 
36,3604104,NY,NYC-Manhattan Community District 4--Chelsea & Hells Kitchen,82889,1 
36,3604107,NY,NYC-Manhattan Community District 7--Upper West Side,127870,1 
36,3604108,NY,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island,138922,1 
36,3604109,NY,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights,44900,1 
36,3604110,NY,NYC-Manhattan Community District 10--Harlem,61629,1 
36,3604111,NY,NYC-Manhattan Community District 11--East Harlem,54738,1 
36,3604112,NY,NYC-Manhattan Community District 12--Washington Heights & Inwood,78300,1 
36,3604121,NY,NYC-Manhattan Community Districts 1 & 2--Financial District & Greenwich Village,100395,1 
36,3604165,NY,"NYC-Manhattan Community Districts 5 & 6--Midtown, East Midtown, & Flatiron",141694,1 
36,3604204,NY,NYC-Bronx Community District 4--Highbridge & Concourse,54431,1 
36,3604205,NY,NYC-Bronx Community District 5--Morris Heights & Mount Hope,46946,1 
36,3604207,NY,"NYC-Bronx Community District 7--Fordham, Bedford Park, & Norwood",51354,1 
36,3604208,NY,"NYC-Bronx Community District 8--Riverdale, Kingsbridge, & Marble Hill",42911,1 
36,3604209,NY,NYC-Bronx Community District 9--Soundview & Parkchester,68000,1 
36,3604210,NY,NYC-Bronx Community District 10--Co-op City & Throgs Neck,55318,1 
36,3604211,NY,NYC-Bronx Community District 11--Pelham Parkway & Morris Park,45628,1 
36,3604212,NY,"NYC-Bronx Community District 12--Wakefield, Williamsbridge, & Eastchester",59856,1 
36,3604221,NY,"NYC-Bronx Community Districts 1 & 2--Melrose, Mott Haven, Longwood, & Hunts Point",56296,1 
36,3604263,NY,"NYC-Bronx Community Districts 3 & 6--Morrisania, Tremont, Belmont, & West Farms",66290,1 
36,3604301,NY,NYC-Brooklyn Community District 1--Williamsburg & Greenpoint,89974,1 
36,3604302,NY,NYC-Brooklyn Community District 2--Downtown Brooklyn & Fort Greene,65710,1 
36,3604303,NY,NYC-Brooklyn Community District 3--Bedford-Stuyvesant,72623,1 
36,3604304,NY,NYC-Brooklyn Community District 4--Bushwick,47292,1 
36,3604305,NY,NYC-Brooklyn Community District 5--East New York & Cypress Hills,72938,1 
36,3604306,NY,NYC-Brooklyn Community District 6--Park Slope & Carroll Gardens,54684,1 
36,3604307,NY,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace,45939,1 
36,3604308,NY,NYC-Brooklyn Community District 8--Crown Heights (North),49731,1 
36,3604309,NY,NYC-Brooklyn Community District 9--Crown Heights (South),40871,1 
36,3604310,NY,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights,55045,1 
36,3604311,NY,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach,71001,1 
36,3604312,NY,NYC-Brooklyn Community District 12--Borough Park & Kensington,64309,1 
36,3604313,NY,NYC-Brooklyn Community District 13--Coney Island & Brighton Beach,48820,1 
36,3604314,NY,NYC-Brooklyn Community District 14--Flatbush & Midwood,61732,1 
36,3604315,NY,NYC-Brooklyn Community District 15--Sheepshead Bay & Gravesend (East),64571,1 
36,3604316,NY,NYC-Brooklyn Community District 16--Ocean Hill & Brownsville,38649,1 
36,3604317,NY,NYC-Brooklyn Community District 17--East Flatbush,61364,1 
36,3604318,NY,NYC-Brooklyn Community District 18--Canarsie & Flatlands,72401,1 
36,3604401,NY,NYC-Queens Community District 1--Astoria & Queensbridge,90546,1 
36,3604402,NY,"NYC-Queens Community District 2--Long Island City, Sunnyside, & Woodside",60696,1 
36,3604403,NY,NYC-Queens Community District 3--Jackson Heights & East Elmhurst,58912,1 
36,3604404,NY,NYC-Queens Community District 4--Elmhurst & Corona,58072,1 
36,3604405,NY,"NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village",69946,1 
36,3604406,NY,NYC-Queens Community District 6--Forest Hills & Rego Park,56120,1 
36,3604407,NY,"NYC-Queens Community District 7--Flushing, Murray Hill, & Whitestone",103229,1 
36,3604408,NY,"NYC-Queens Community District 8--Fresh Meadows, Hillcrest, & Briarwood",58218,1 
36,3604409,NY,"NYC-Queens Community District 9--Kew Gardens, Richmond Hill, & Woodhaven",50622,1 
36,3604410,NY,NYC-Queens Community District 10--South Ozone Park & Howard Beach,43508,1 
36,3604411,NY,"NYC-Queens Community District 11--Auburndale, Bayside, & Douglaston",47439,1 
36,3604412,NY,"NYC-Queens Community District 12--Jamaica, St. Albans, & Hollis",84633,1 
36,3604413,NY,"NYC-Queens Community District 13--Queens Village, Bellerose, & Rosedale",66410,1 
36,3604414,NY,NYC-Queens Community District 14--The Rockaways,47982,1 
36,3604501,NY,NYC-Staten Island Community District 1--North Shore,69066,1 
36,3604502,NY,NYC-Staten Island Community District 2--Mid-Island,51980,1 
36,3604503,NY,NYC-Staten Island Community District 3--South Shore,62646,1 
37,3700100,NC,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties",83267,1 
37,3700200,NC,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties",72647,1 
37,3700300,NC,Rockingham & Stokes Counties,64591,1 
37,3700400,NC,"Granville, Person & Caswell Counties",52942,1 
37,3700500,NC,Franklin & Vance Counties,48634,1 
37,3700600,NC,"Halifax, Hertford, Northampton & Warren Counties",56417,1 
37,3700700,NC,Northeast Albemarle Sound Region,56282,1 
37,3700800,NC,South & West Albemarle Sound & Outer Banks Regions,96645,1 
37,3700900,NC,Nash & Edgecombe Counties--Rocky Mount City,66213,1 
37,3701001,NC,"Wilson, Greene & Johnston (East) Counties--Wilson City",63991,1 
37,3701101,NC,Johnston County (West),64447,1 
37,3701201,NC,Raleigh City (South & Central),65908,1 
37,3701202,NC,Raleigh City (North),68652,1 
37,3701203,NC,"Wake County (Northeast)--Raleigh City (Northeast), Wake Forest & Rolesville Towns",51575,1 
