puma22,cd118,stab,PUMA22name,hus20,afact
0100100,0104,AL,"Lauderdale, Colbert & Franklin Counties",62403,0.7242 
0100100,0105,AL,"Lauderdale, Colbert & Franklin Counties",23760,0.2758 
0100200,0105,AL,Limestone County,42692,1 
0100300,0104,AL,Morgan & Lawrence Counties--Decatur City,15225,0.2223 
0100300,0105,AL,Morgan & Lawrence Counties--Decatur City,53265,0.7777 
0100401,0105,AL,Madison County (North & East)--Huntsville City (East),45150,1 
0100402,0105,AL,"Huntsville (North & Far West), Madison (East) & Triana Cities",67835,1 
0100403,0105,AL,Huntsville City (Central & South),51204,1 
0100501,0104,AL,Marshall & Madison (Far Southeast) Counties,41245,0.8799 
0100501,0105,AL,Marshall & Madison (Far Southeast) Counties,5631,0.1201 
0100600,0104,AL,DeKalb & Jackson Counties,30584,0.5539 
0100600,0105,AL,DeKalb & Jackson Counties,24627,0.4461 
0100700,0103,AL,Etowah & Cherokee Counties,14513,0.2348 
0100700,0104,AL,Etowah & Cherokee Counties,47306,0.7652 
0100800,0103,AL,Calhoun County,53052,1 
0100900,0103,AL,St. Clair & Blount Counties,37775,0.6054 
0100900,0106,AL,St. Clair & Blount Counties,24622,0.3946 
0101000,0104,AL,"Cullman, Marion & Winston Counties",66233,1 
0101100,0104,AL,West Alabama,14831,0.2466 
0101100,0106,AL,West Alabama,9002,0.1497 
0101100,0107,AL,West Alabama,36306,0.6037 
0101201,0104,AL,Tuscaloosa County (Outer)--Northport City (North & West),13448,0.3221 
0101201,0107,AL,Tuscaloosa County (Outer)--Northport City (North & West),28302,0.6779 
0101202,0104,AL,Tuscaloosa & Northport (Southeast) Cities,4043,0.0677 
0101202,0107,AL,Tuscaloosa & Northport (Southeast) Cities,55667,0.9323 
0101301,0104,AL,"Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities",29975,0.5811 
0101301,0106,AL,"Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities",19100,0.3703 
0101301,0107,AL,"Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities",2506,0.0486 
0101401,0106,AL,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",3789,0.0743 
0101401,0107,AL,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",47192,0.9257 
0101402,0106,AL,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",53732,0.9657 
0101402,0107,AL,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",1906,0.0343 
0101403,0106,AL,Birmingham City,21289,0.218 
0101403,0107,AL,Birmingham City,76368,0.782 
0101404,0106,AL,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",68541,0.8354 
0101404,0107,AL,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",13504,0.1646 
0101501,0106,AL,"Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities",55264,1 
0101502,0103,AL,Shelby (South and East) and Chilton Counties--Alabaster (South) & Chelsea Cities,5744,0.1079 
0101502,0106,AL,Shelby (South and East) and Chilton Counties--Alabaster (South) & Chelsea Cities,47490,0.8921 
0101600,0103,AL,"Talladega, Randolph, Cleburne & Clay Counties",64184,1 
0101700,0102,AL,"Autauga, Dallas, Lowndes & Perry Counties",24350,0.4688 
0101700,0107,AL,"Autauga, Dallas, Lowndes & Perry Counties",27592,0.5312 
0101801,0102,AL,Montgomery City (West),22787,0.439 
0101801,0107,AL,Montgomery City (West),29123,0.561 
0101802,0102,AL,Montgomery City (East) & Pike Road Town (Northwest),47094,0.9883 
0101802,0107,AL,Montgomery City (East) & Pike Road Town (Northwest),559,0.0117 
0101901,0102,AL,Elmore & Montgomery (South & Far East) Counties,42548,1 
0102000,0102,AL,"Tallapoosa, Chambers, Macon, Coosa & Bullock Counties",4516,0.0763 
0102000,0103,AL,"Tallapoosa, Chambers, Macon, Coosa & Bullock Counties",54662,0.9237 
0102101,0103,AL,Lee County (West)--Auburn & Opelika Cities,55939,1 
0102201,0103,AL,Lee (East) & Russell Counties--Phenix City & Smiths Station Cities,46170,1 
0102300,0102,AL,"Houston, Geneva & Henry Counties--Dothan City",70792,1 
0102400,0102,AL,Coffee & Dale Counties,46866,1 
0102500,0102,AL,"Covington, Pike, Barbour, Butler & Crenshaw Counties",62513,1 
0102600,0101,AL,Southwest Alabama,34087,0.525 
0102600,0102,AL,Southwest Alabama,6818,0.105 
0102600,0107,AL,Southwest Alabama,24020,0.37 
0102701,0101,AL,"Baldwin County (North)--Daphne, Fairhope & Spanish Fort Cities",51511,1 
0102702,0101,AL,"Baldwin County (South)--Foley, Gulf Shores & Robertsdale Cities",72637,1 
0102801,0101,AL,Mobile County (Outer)--Prichard & Saraland Cities,56985,1 
0102802,0101,AL,Mobile City (West) & Tillmans Corner CDP,56709,1 
0102803,0101,AL,Mobile City (East),70747,1 
0200101,0200,AK,Anchorage Municipality (North),53497,1 
0200102,0200,AK,Anchorage Municipality (South),65143,1 
0200200,0200,AK,Matanuska-Susitna & Kenai Peninsula Boroughs,83699,1 
0200300,0200,AK,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",76949,1 
0200400,0200,AK,Subsistence Alaska,46912,1 
0400101,0401,AZ,Maricopa County--Mesa City (East),2157,0.0258 
0400101,0404,AZ,Maricopa County--Mesa City (East),12692,0.1516 
0400101,0405,AZ,Maricopa County--Mesa City (East),68883,0.8227 
0400102,0401,AZ,Maricopa County--Mesa City (North Central),4,0.0001 
0400102,0404,AZ,Maricopa County--Mesa City (North Central),59378,0.9999 
0400103,0404,AZ,Maricopa County--Mesa City (West),49766,1 
0400104,0404,AZ,Maricopa County--Mesa City (South Central),55323,0.9949 
0400104,0405,AZ,Maricopa County--Mesa City (South Central),284,0.0051 
0400105,0405,AZ,Maricopa County--Gilbert Town (North),59566,1 
0400106,0404,AZ,Maricopa County--Chandler City (Northeast),40455,0.8239 
0400106,0405,AZ,Maricopa County--Chandler City (Northeast),8645,0.1761 
0400107,0404,AZ,Maricopa County--Chandler City (South),1607,0.0304 
0400107,0405,AZ,Maricopa County--Chandler City (South),51262,0.9696 
0400108,0403,AZ,Maricopa County--Tempe (South) & Chandler (Northwest) Cities,1457,0.0321 
0400108,0404,AZ,Maricopa County--Tempe (South) & Chandler (Northwest) Cities,43877,0.9679 
0400109,0401,AZ,Maricopa County--Tempe City (North),1,0 
0400109,0403,AZ,Maricopa County--Tempe City (North),7,0.0001 
0400109,0404,AZ,Maricopa County--Tempe City (North),50792,0.9998 
0400110,0401,AZ,Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town,74353,1 
0400111,0401,AZ,Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town,59433,1 
0400112,0401,AZ,"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",61115,0.9313 
0400112,0408,AZ,"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",4509,0.0687 
0400113,0401,AZ,Phoenix City (Northeast),48722,1 
0400114,0401,AZ,Phoenix City (Northeast Central),50696,1 
0400115,0401,AZ,Phoenix City (Northwest Central),32519,0.6878 
0400115,0408,AZ,Phoenix City (Northwest Central),14758,0.3122 
0400116,0401,AZ,Phoenix City (Uptown),20971,0.3915 
0400116,0403,AZ,Phoenix City (Uptown),25027,0.4672 
0400116,0408,AZ,Phoenix City (Uptown),7570,0.1413 
0400117,0401,AZ,Phoenix City (East),41677,0.7571 
0400117,0403,AZ,Phoenix City (East),13368,0.2429 
0400118,0401,AZ,Phoenix City--Downtown & Sky Harbor International Airport,1114,0.0204 
0400118,0403,AZ,Phoenix City--Downtown & Sky Harbor International Airport,51160,0.938 
0400118,0404,AZ,Phoenix City--Downtown & Sky Harbor International Airport,2269,0.0416 
0400119,0403,AZ,Phoenix City (South),36389,1 
0400120,0403,AZ,Phoenix City--Ahwatukee & South Mountain,10220,0.2284 
0400120,0404,AZ,Phoenix City--Ahwatukee & South Mountain,34517,0.7716 
0400121,0403,AZ,Phoenix (Southwest) & Tolleson Cities,42022,0.8809 
0400121,0407,AZ,Phoenix (Southwest) & Tolleson Cities,5681,0.1191 
0400122,0403,AZ,Phoenix City--Maryvale (East),28824,1 
0400123,0403,AZ,Phoenix City--Maryvale (West),33228,1 
0400124,0403,AZ,Maricopa County--Glendale City (South),15848,0.4002 
0400124,0408,AZ,Maricopa County--Glendale City (South),8402,0.2122 
0400124,0409,AZ,Maricopa County--Glendale City (South),15351,0.3876 
0400125,0403,AZ,Phoenix City (West),7478,0.1855 
0400125,0408,AZ,Phoenix City (West),32843,0.8145 
0400126,0408,AZ,Maricopa County--Glendale City (North),50880,1 
0400127,0408,AZ,Maricopa County--Peoria City (South & Central),48209,1 
0400128,0408,AZ,Phoenix City (North),42808,1 
0400129,0401,AZ,Phoenix (Far North) & Peoria (Northwest) Cities,5295,0.0972 
0400129,0408,AZ,Phoenix (Far North) & Peoria (Northwest) Cities,49195,0.9028 
0400130,0408,AZ,Maricopa County--El Mirage & Sun City,53486,0.7634 
0400130,0409,AZ,Maricopa County--El Mirage & Sun City,16573,0.2366 
0400131,0408,AZ,Maricopa County--Surprise City (Central),18534,0.3638 
0400131,0409,AZ,Maricopa County--Surprise City (Central),32412,0.6362 
0400132,0407,AZ,"Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities",11,0.0002 
0400132,0409,AZ,"Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities",53226,0.9998 
0400133,0403,AZ,Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities,6236,0.153 
0400133,0407,AZ,Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities,29871,0.733 
0400133,0409,AZ,Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities,4646,0.114 
0400134,0402,AZ,Maricopa County (West) & Gila River Indian Community (Northwest),845,0.0136 
0400134,0407,AZ,Maricopa County (West) & Gila River Indian Community (Northwest),1000,0.0161 
0400134,0408,AZ,Maricopa County (West) & Gila River Indian Community (Northwest),10118,0.1634 
0400134,0409,AZ,Maricopa County (West) & Gila River Indian Community (Northwest),49963,0.8068 
0400135,0405,AZ,Maricopa County--Gilbert (South) & Queen Creek Towns,53299,1 
0400400,0402,AZ,"Gila, Graham, Greenlee Counties",33514,0.6641 
0400400,0406,AZ,"Gila, Graham, Greenlee Counties",16952,0.3359 
0400500,0402,AZ,Coconino County,69108,1 
0400601,0402,AZ,Mohave County North--City of Kingman & Bullhead City,511,0.009 
0400601,0409,AZ,Mohave County North--City of Kingman & Bullhead City,56557,0.991 
0400602,0409,AZ,Mohave County South--Lake Havasu City,60582,1 
0400701,0407,AZ,"La Paz & Yuma Counties--Parker, Quartzsite, Wellton Somerton & San Luis Cities",14783,0.2671 
0400701,0409,AZ,"La Paz & Yuma Counties--Parker, Quartzsite, Wellton Somerton & San Luis Cities",40559,0.7329 
0400803,0402,AZ,Pinal County (North)--Apache Junction City,9780,0.1492 
0400803,0405,AZ,Pinal County (North)--Apache Junction City,55785,0.8508 
0400805,0402,AZ,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",21724,0.4981 
0400805,0405,AZ,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",10763,0.2468 
0400805,0406,AZ,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",11124,0.2551 
0400807,0402,AZ,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",34358,0.5982 
0400807,0406,AZ,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",20276,0.353 
0400807,0407,AZ,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",2802,0.0488 
0400900,0406,AZ,Cochise & Santa Cruz Counties--Sierra Vista City,46200,0.5971 
0400900,0407,AZ,Cochise & Santa Cruz Counties--Sierra Vista City,31177,0.4029 
0401000,0402,AZ,Navajo & Apache Counties,84903,1 
0401101,0407,AZ,Yuma County--Yuma City,27764,0.5535 
0401101,0409,AZ,Yuma County--Yuma City,22399,0.4465 
0401901,0406,AZ,Pima County (West),6118,0.1325 
0401901,0407,AZ,Pima County (West),40065,0.8675 
0401902,0406,AZ,Tucson City (West) & Marana Town,27914,0.4587 
0401902,0407,AZ,Tucson City (West) & Marana Town,32937,0.5413 
0401903,0406,AZ,Pima County (North Central)--Oro Valley Town,55229,1 
0401904,0406,AZ,Pima County (Northeast),55924,1 
0401905,0406,AZ,Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town,34762,0.7604 
0401905,0407,AZ,Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town,10954,0.2396 
0401906,0406,AZ,Tucson City (Northeast),51625,0.8552 
0401906,0407,AZ,Tucson City (Northeast),8740,0.1448 
0401907,0406,AZ,Tucson City (Northwest),16554,0.2873 
0401907,0407,AZ,Tucson City (Northwest),41064,0.7127 
0401908,0406,AZ,Tucson City (South),1987,0.0466 
0401908,0407,AZ,Tucson City (South),40664,0.9534 
0401909,0406,AZ,Tucson City (Southeast),30077,0.58 
0401909,0407,AZ,Tucson City (Southeast),21784,0.42 
0402502,0402,AZ,Yavapai Urban,67531,1 
0402503,0402,AZ,Yavapai Rural,53623,1 
0500101,0503,AR,Benton County (Outer),67886,1 
0500102,0503,AR,Benton County (Central)--Bentonville & Rogers Cities,45202,1 
0500201,0503,AR,Washington County (Outer)--Springdale City,52697,1 
0500202,0503,AR,Washington County (Central)--Fayetteville City,47811,1 
0500300,0501,AR,"Baxter, Boone & Carroll Counties",54233,0.6798 
0500300,0503,AR,"Baxter, Boone & Carroll Counties",21464,0.269 
0500300,0504,AR,"Baxter, Boone & Carroll Counties",4086,0.0512 
0500400,0501,AR,"Independence, Cleburne & Van Buren Counties",36357,0.5907 
0500400,0502,AR,"Independence, Cleburne & Van Buren Counties",25195,0.4093 
0500500,0501,AR,Northeast Arkansas,52179,1 
0500600,0501,AR,East Arkansas,69526,1 
0500700,0501,AR,Craighead & Poinsett Counties,57066,1 
0500800,0501,AR,"White, Lonoke & Woodruff Counties",18228,0.354 
0500800,0502,AR,"White, Lonoke & Woodruff Counties",33270,0.646 
0500900,0501,AR,Faulkner & Lonoke Counties,30112,0.3681 
0500900,0502,AR,Faulkner & Lonoke Counties,51685,0.6319 
0501000,0502,AR,"Pope, Johnson & Conway Counties",9646,0.1684 
0501000,0504,AR,"Pope, Johnson & Conway Counties",47623,0.8316 
0501100,0503,AR,"Sebastian, Crawford & Franklin Counties",77686,0.8654 
0501100,0504,AR,"Sebastian, Crawford & Franklin Counties",12079,0.1346 
0501200,0504,AR,West Arkansas,62922,1 
0501300,0504,AR,West Central Arkansas,87206,1 
0501400,0502,AR,"Saline, Grant & Perry Counties",56812,0.8787 
0501400,0504,AR,"Saline, Grant & Perry Counties",7839,0.1213 
0501501,0501,AR,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",3876,0.0414 
0501501,0502,AR,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",84762,0.9059 
0501501,0504,AR,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",4926,0.0526 
0501502,0502,AR,Pulaski County (Central)--Little Rock City,88045,0.9082 
0501502,0504,AR,Pulaski County (Central)--Little Rock City,8902,0.0918 
0501600,0501,AR,Southeast Arkansas,23936,0.2963 
0501600,0504,AR,Southeast Arkansas,56846,0.7037 
0501700,0504,AR,Southwest Arkansas,65162,1 
0600101,0612,CA,Alameda County (North)--Berkeley & Albany Cities,60238,1 
0600111,0612,CA,Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland),51987,1 
0600112,0612,CA,Alameda County (Northwest)--Oakland City (Oakland Hills),49256,1 
0600113,0612,CA,Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland),39189,1 
0600114,0612,CA,"Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",70056,0.8994 
0600114,0614,CA,"Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",7837,0.1006 
0600115,0614,CA,Alameda County (Northwest)--Castro Valley & Ashland,37986,1 
0600116,0614,CA,Alameda County (Central)--Hayward City (East),34518,1 
0600117,0614,CA,"Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",16585,0.5061 
0600117,0617,CA,"Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",16187,0.4939 
0600118,0614,CA,Alameda County (South)--Fremont (Northeast) & Union City (East) Cities,43143,1 
0600119,0610,CA,Alameda County (Central)--Pleasanton & Dublin (West) Cities,9523,0.2065 
0600119,0614,CA,Alameda County (Central)--Pleasanton & Dublin (West) Cities,36602,0.7935 
0600120,0610,CA,Alameda County (East)--Livermore & Dublin (East) Cities,8765,0.2068 
0600120,0614,CA,Alameda County (East)--Livermore & Dublin (East) Cities,33618,0.7932 
0600121,0614,CA,Alameda County (South)--Fremont City (Southeast),19658,0.5114 
0600121,0617,CA,Alameda County (South)--Fremont City (Southeast),18782,0.4886 
0600122,0614,CA,Alameda County (West)--Hayward City (West),29996,1 
0600123,0612,CA,Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale),38032,1 
0600300,0603,CA,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",24598,0.2196 
0600300,0605,CA,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",87402,0.7804 
0600700,0601,CA,Butte County--Chico City,90133,1 
0601100,0601,CA,"Colusa, Glenn, Tehama & Trinity Counties",46335,0.8499 
0601100,0602,CA,"Colusa, Glenn, Tehama & Trinity Counties",8183,0.1501 
0601301,0608,CA,Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities,42801,1 
0601305,0610,CA,Contra Costa County (South)--San Ramon City & Danville Town,50578,1 
0601308,0608,CA,Contra Costa County (Northeast)--Antioch City,20960,0.5471 
0601308,0610,CA,Contra Costa County (Northeast)--Antioch City,17353,0.4529 
0601309,0609,CA,Contra Costa County (East)--Brentwood & Oakley Cities,6795,0.16 
0601309,0610,CA,Contra Costa County (East)--Brentwood & Oakley Cities,35678,0.84 
0601310,0608,CA,"Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cities P",53012,1 
0601311,0608,CA,"Contra Costa County (West)--Concord (West), Martinez & Pleasant Hill Cities",4281,0.0885 
0601311,0610,CA,"Contra Costa County (West)--Concord (West), Martinez & Pleasant Hill Cities",44067,0.9115 
0601312,0608,CA,"Contra Costa County (West)--Walnut Creek (West), Lafayette & Orinda Cities",3,0.0001 
0601312,0610,CA,"Contra Costa County (West)--Walnut Creek (West), Lafayette & Orinda Cities",42994,0.9999 
0601313,0610,CA,"Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities",72740,1 
0601314,0608,CA,Contra Costa County (North)--Pittsburg & Concord (North) Cities,31408,0.9791 
0601314,0610,CA,Contra Costa County (North)--Pittsburg & Concord (North) Cities,672,0.0209 
0601500,0601,CA,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",39897,0.601 
0601500,0602,CA,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",11090,0.1671 
0601500,0603,CA,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",15396,0.2319 
0601700,0603,CA,"El Dorado County--El Dorado Hills, South Lake Tahoe City & Placerville City",42844,0.4584 
0601700,0605,CA,"El Dorado County--El Dorado Hills, South Lake Tahoe City & Placerville City",50623,0.5416 
0601901,0613,CA,"Fresno County (West)--Selma, Kerman & Coalinga Cities",27247,0.6544 
0601901,0621,CA,"Fresno County (West)--Selma, Kerman & Coalinga Cities",14389,0.3456 
0601902,0605,CA,Fresno County (North Central)--Fresno City (North),48037,0.6416 
0601902,0620,CA,Fresno County (North Central)--Fresno City (North),5405,0.0722 
0601902,0621,CA,Fresno County (North Central)--Fresno City (North),21434,0.2863 
0601903,0620,CA,Fresno County (Central)--Fresno City (East Central),9195,0.255 
0601903,0621,CA,Fresno County (Central)--Fresno City (East Central),26864,0.745 
0601904,0605,CA,Fresno County (Central)--Fresno City (Southwest),200,0.0034 
0601904,0613,CA,Fresno County (Central)--Fresno City (Southwest),9,0.0002 
0601904,0621,CA,Fresno County (Central)--Fresno City (Southwest),58705,0.9965 
0601905,0620,CA,Fresno County (Central)--Fresno City (Southeast),192,0.0057 
0601905,0621,CA,Fresno County (Central)--Fresno City (Southeast),33337,0.9943 
0601906,0620,CA,Fresno County (Central)--Clovis City,47060,1 
0601907,0605,CA,"Fresno County (East)--Sanger, Reedley & Parlier Cities",5415,0.1168 
0601907,0620,CA,"Fresno County (East)--Sanger, Reedley & Parlier Cities",11271,0.2431 
0601907,0621,CA,"Fresno County (East)--Sanger, Reedley & Parlier Cities",29681,0.6401 
0602300,0602,CA,Humboldt County,62120,1 
0602500,0625,CA,Imperial County--El Centro City,56625,1 
0602903,0620,CA,Kern County (Central)--Bakersfield City (Northeast),7993,0.1458 
0602903,0622,CA,Kern County (Central)--Bakersfield City (Northeast),46822,0.8542 
0602904,0622,CA,Kern County (Central)--Bakersfield City (Southeast),32339,1 
0602905,0620,CA,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",63306,0.8145 
0602905,0622,CA,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",6980,0.0898 
0602905,0623,CA,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",7436,0.0957 
0602906,0620,CA,"Kern County (West)--Delano, Wasco & Shafter Cities",12468,0.2903 
0602906,0622,CA,"Kern County (West)--Delano, Wasco & Shafter Cities",30479,0.7097 
0602907,0620,CA,Kern County (Central)--Bakersfield City (Northwest) & Rosedale,36251,1 
0602908,0620,CA,Kern County (Central)--Bakersfield City (Southwest),28937,0.5082 
0602908,0622,CA,Kern County (Central)--Bakersfield City (Southwest),27998,0.4918 
0603100,0620,CA,Kings County--Hanford City,21427,0.4629 
0603100,0622,CA,Kings County--Hanford City,24860,0.5371 
0603300,0602,CA,Lake & Mendocino Counties,41370,0.5473 
0603300,0604,CA,Lake & Mendocino Counties,34220,0.4527 
0603703,0627,CA,Los Angeles County (North Central)--Lancaster City,58774,1 
0603704,0627,CA,Los Angeles County (North Central)--Palmdale City,55275,1 
0603705,0627,CA,Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch),9022,0.1412 
0603705,0632,CA,Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch),54891,0.8588 
0603706,0627,CA,Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar),13745,0.3187 
0603706,0629,CA,Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar),20544,0.4764 
0603706,0632,CA,Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar),8833,0.2048 
0603707,0629,CA,Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities,37051,0.9988 
0603707,0630,CA,Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities,43,0.0012 
0603708,0629,CA,"Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)",20624,0.4699 
0603708,0630,CA,"Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)",23262,0.5301 
0603709,0627,CA,Los Angeles County (Central)--San Gabriel Valley Region (North),24,0.0006 
0603709,0628,CA,Los Angeles County (Central)--San Gabriel Valley Region (North),39358,0.9259 
0603709,0629,CA,Los Angeles County (Central)--San Gabriel Valley Region (North),149,0.0035 
0603709,0630,CA,Los Angeles County (Central)--San Gabriel Valley Region (North),57,0.0013 
0603709,0631,CA,Los Angeles County (Central)--San Gabriel Valley Region (North),2918,0.0686 
0603710,0628,CA,"Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",127,0.0024 
0603710,0631,CA,"Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",53221,0.9976 
0603711,0628,CA,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",16872,0.284 
0603711,0631,CA,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",42392,0.7135 
0603711,0635,CA,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",149,0.0025 
0603712,0635,CA,Los Angeles County (East Central)--Pomona City,42622,0.9818 
0603712,0638,CA,Los Angeles County (East Central)--Pomona City,792,0.0182 
0603713,0631,CA,Los Angeles County (East Central)--Covina & Walnut Cities,27755,0.7512 
0603713,0635,CA,Los Angeles County (East Central)--Covina & Walnut Cities,23,0.0006 
0603713,0638,CA,Los Angeles County (East Central)--Covina & Walnut Cities,9169,0.2482 
0603714,0631,CA,"Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUM",4,0.0001 
0603714,0638,CA,"Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUM",35726,0.9999 
0603715,0631,CA,Los Angeles County (East Central)--West Covina City,35701,1 
0603716,0631,CA,Los Angeles County (East Central)--La Puente & Industry Cities,25390,0.9641 
0603716,0638,CA,Los Angeles County (East Central)--La Puente & Industry Cities,946,0.0359 
0603717,0628,CA,"Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities",59312,0.8756 
0603717,0631,CA,"Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities",8428,0.1244 
0603718,0628,CA,Los Angeles County (Central)--Pasadena City,57546,0.9415 
0603718,0630,CA,Los Angeles County (Central)--Pasadena City,3575,0.0585 
0603719,0630,CA,Los Angeles County (Central)--Glendale City,80193,1 
0603720,0630,CA,Los Angeles County (Central)--Burbank City,53306,1 
0603721,0629,CA,Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village),57793,1 
0603722,0629,CA,Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks),44677,0.702 
0603722,0632,CA,Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks),18966,0.298 
0603723,0629,CA,Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City) PUM,37231,0.9128 
0603723,0632,CA,Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City) PUM,3557,0.0872 
0603724,0629,CA,Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana),17798,0.2765 
0603724,0632,CA,Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana),46575,0.7235 
0603725,0632,CA,"Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills)",68736,1 
0603728,0636,CA,Los Angeles County (Southwest)--Santa Monica City,60116,1 
0603730,0630,CA,Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire),35906,0.4482 
0603730,0634,CA,Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire),13123,0.1638 
0603730,0636,CA,Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire),53,0.0007 
0603730,0637,CA,Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire),31023,0.3873 
0603731,0630,CA,Los Angeles County (Central)--West Hollywood & Beverly Hills Cities,46994,0.7026 
0603731,0632,CA,Los Angeles County (Central)--West Hollywood & Beverly Hills Cities,3646,0.0545 
0603731,0636,CA,Los Angeles County (Central)--West Hollywood & Beverly Hills Cities,16242,0.2428 
0603732,0630,CA,Los Angeles County (Central)--LA City (East Central & Hollywood),82755,0.9349 
0603732,0634,CA,Los Angeles County (Central)--LA City (East Central & Hollywood),5765,0.0651 
0603733,0634,CA,Los Angeles County (Central)--LA City (Central/Koreatown),51934,1 
0603734,0630,CA,"Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake)",32992,0.402 
