puma22,cd118,stab,PUMA22name,hus20,afact
4802308,4832,TX,Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities,26467,0.6233 
4802309,4824,TX,Dallas (Far North) & Richardson (Southwest) Cities,15242,0.3353 
4802309,4832,TX,Dallas (Far North) & Richardson (Southwest) Cities,30222,0.6647 
4802310,4824,TX,"Dallas (Far North)--Carrollton (Southeast) Cities & Addison Town, North of I-635",14540,0.2455 
4802310,4832,TX,"Dallas (Far North)--Carrollton (Southeast) Cities & Addison Town, North of I-635",40800,0.6889 
4802310,4833,TX,"Dallas (Far North)--Carrollton (Southeast) Cities & Addison Town, North of I-635",3888,0.0656 
4802311,4824,TX,Dallas City (North)--South of I-635 & West of US-75,25237,0.502 
4802311,4832,TX,Dallas City (North)--South of I-635 & West of US-75,7290,0.145 
4802311,4833,TX,Dallas City (North)--South of I-635 & West of US-75,17741,0.3529 
4802312,4806,TX,"Dallas (West Central), University Park Cities & Highland Park Town",610,0.0113 
4802312,4824,TX,"Dallas (West Central), University Park Cities & Highland Park Town",16843,0.3107 
4802312,4830,TX,"Dallas (West Central), University Park Cities & Highland Park Town",31295,0.5774 
4802312,4833,TX,"Dallas (West Central), University Park Cities & Highland Park Town",5455,0.1006 
4802313,4824,TX,Dallas City (Downtown)--North of I-30,1752,0.02 
4802313,4830,TX,Dallas City (Downtown)--North of I-30,42291,0.4839 
4802313,4832,TX,Dallas City (Downtown)--North of I-30,43362,0.4961 
4802314,4830,TX,Dallas City (East Central)--South of I-30 & East of I-35E,37612,0.8533 
4802314,4832,TX,Dallas City (East Central)--South of I-30 & East of I-35E,3757,0.0852 
4802314,4833,TX,Dallas City (East Central)--South of I-30 & East of I-35E,2707,0.0614 
4802315,4830,TX,Dallas City (West Central)--East of Loop TX-12 & West of I-35E,6861,0.1684 
4802315,4833,TX,Dallas City (West Central)--East of Loop TX-12 & West of I-35E,33892,0.8316 
4802316,4830,TX,Dallas City (South Central)--North of I-20 & West of I-35E,21682,0.5852 
4802316,4833,TX,Dallas City (South Central)--North of I-20 & West of I-35E,15366,0.4148 
4802317,4830,TX,Dallas County (South)--DeSoto & Lancaster Cities,41662,1 
4802318,4830,TX,Dallas County (Southwest)--Cedar Hill & Duncanville Cities,39966,1 
4802319,4806,TX,Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities,3235,0.0853 
4802319,4830,TX,Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities,26132,0.6894 
4802319,4833,TX,Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities,8536,0.2252 
4802320,4806,TX,Dallas County (West)--Irving (South) & Grand Prairie (North) Cities,27071,0.6831 
4802320,4833,TX,Dallas County (West)--Irving (South) & Grand Prairie (North) Cities,12559,0.3169 
4802321,4806,TX,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities,29855,0.5967 
4802321,4824,TX,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities,12,0.0002 
4802321,4833,TX,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities,20168,0.4031 
4802322,4806,TX,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities",2824,0.0542 
4802322,4824,TX,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities",19885,0.3818 
4802322,4832,TX,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities",1779,0.0342 
4802322,4833,TX,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities",27600,0.5299 
4802400,4812,TX,Parker County,45733,0.7964 
4802400,4825,TX,Parker County,11694,0.2036 
4802501,4824,TX,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities",47801,1 
4802502,4824,TX,Tarrant County (East)--Euless (South & West) & Arlington (North) Cities,30063,0.458 
4802502,4825,TX,Tarrant County (East)--Euless (South & West) & Arlington (North) Cities,23278,0.3546 
4802502,4833,TX,Tarrant County (East)--Euless (South & West) & Arlington (North) Cities,12300,0.1874 
4802503,4806,TX,Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities,17546,0.3519 
4802503,4825,TX,Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities,14324,0.2873 
4802503,4830,TX,Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities,5807,0.1165 
4802503,4833,TX,Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities,12179,0.2443 
4802504,4806,TX,Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities PUM,9321,0.2467 
4802504,4825,TX,Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities PUM,20177,0.5341 
4802504,4830,TX,Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities PUM,8280,0.2192 
4802505,4806,TX,Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities,21873,0.4948 
4802505,4825,TX,Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities,18612,0.421 
4802505,4830,TX,Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities,3723,0.0842 
4802506,4812,TX,Tarrant County (South Central)--Fort Worth City (Southeast)-South of I-20,9140,0.1979 
4802506,4825,TX,Tarrant County (South Central)--Fort Worth City (Southeast)-South of I-20,29355,0.6356 
4802506,4833,TX,Tarrant County (South Central)--Fort Worth City (Southeast)-South of I-20,7687,0.1665 
4802507,4806,TX,Tarrant County (East)--Arlington City (West)-South of I-30 & East of Loop I-820,2737,0.0546 
4802507,4825,TX,Tarrant County (East)--Arlington City (West)-South of I-30 & East of Loop I-820,35205,0.7028 
4802507,4833,TX,Tarrant County (East)--Arlington City (West)-South of I-30 & East of Loop I-820,12150,0.2426 
4802508,4812,TX,"Fort Worth City (East Central)-South of I-30, East of I-35W & Inside Loop I-820",391,0.0097 
4802508,4833,TX,"Fort Worth City (East Central)-South of I-30, East of I-35W & Inside Loop I-820",39836,0.9903 
4802509,4812,TX,"Fort Worth (Northeast)--Hurst (South) Cities, North of I-30",10452,0.1738 
4802509,4824,TX,"Fort Worth (Northeast)--Hurst (South) Cities, North of I-30",33779,0.5618 
4802509,4825,TX,"Fort Worth (Northeast)--Hurst (South) Cities, North of I-30",1811,0.0301 
4802509,4833,TX,"Fort Worth (Northeast)--Hurst (South) Cities, North of I-30",14085,0.2343 
4802510,4824,TX,Tarrant County (North)--North Richland Hills (North) & Keller Cities,47297,1 
4802511,4812,TX,Fort Worth City (North)--East of I-35W & West of US-377,7826,0.1759 
4802511,4824,TX,Fort Worth City (North)--East of I-35W & West of US-377,36660,0.8241 
4802512,4812,TX,Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820,22647,0.5303 
4802512,4824,TX,Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820,1427,0.0334 
4802512,4833,TX,Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820,18636,0.4363 
4802513,4812,TX,Fort Worth City (South Central) & Edgecliff Village Town,31341,0.6228 
4802513,4825,TX,Fort Worth City (South Central) & Edgecliff Village Town,6547,0.1301 
4802513,4833,TX,Fort Worth City (South Central) & Edgecliff Village Town,12434,0.2471 
4802514,4812,TX,Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities,67186,1 
4802515,4812,TX,Tarrant County (West)--Fort Worth City (West),50459,0.9657 
4802515,4833,TX,Tarrant County (West)--Fort Worth City (West),1794,0.0343 
4802516,4812,TX,Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities,62198,1 
4802600,4811,TX,West Central Texas COG (Outside Taylor County),28758,0.3134 
4802600,4813,TX,West Central Texas COG (Outside Taylor County),1801,0.0196 
4802600,4819,TX,West Central Texas COG (Outside Taylor County),34488,0.3758 
4802600,4825,TX,West Central Texas COG (Outside Taylor County),26717,0.2911 
4802700,4819,TX,"West Central Texas COG--Taylor County, Abilene City",60817,1 
4802900,4811,TX,"Concho Valley COG--Tom Green County, San Angelo City",51406,1 
4803000,4811,TX,"Permian Basin Regional Planning Commission (Central)--Midland County, Midland City",70309,1 
4803100,4811,TX,"Permian Basin Regional Planning Commission (Central)--Ector County, Odessa City",66086,1 
4803305,4816,TX,El Paso City (North),46085,0.8816 
4803305,4823,TX,El Paso City (North),6189,0.1184 
4803306,4816,TX,El Paso City (Northwest),57384,1 
4803307,4816,TX,El Paso County (Outside El Paso City)--Horizon City,26724,0.6638 
4803307,4823,TX,El Paso County (Outside El Paso City)--Horizon City,13538,0.3362 
4803308,4816,TX,El Paso City (East),63921,1 
4803309,4816,TX,El Paso City (Southeast)--Socorro City,31368,0.7338 
4803309,4823,TX,El Paso City (Southeast)--Socorro City,11382,0.2662 
4803310,4816,TX,El Paso City (Central),61303,1 
4803400,4811,TX,"Central Texas COG (West), Burnet & Llano Counties",30307,0.3492 
4803400,4831,TX,"Central Texas COG (West), Burnet & Llano Counties",56484,0.6508 
4803501,4811,TX,"Central Texas COG--Bell County (West), Killeen & Harker Heights Cities",64137,0.8882 
4803501,4831,TX,"Central Texas COG--Bell County (West), Killeen & Harker Heights Cities",8072,0.1118 
4803502,4811,TX,"Central Texas COG--Bell County (North, East & South), Temple & Belton Cities",4898,0.065 
4803502,4831,TX,"Central Texas COG--Bell County (North, East & South), Temple & Belton Cities",70492,0.935 
4803600,4810,TX,Brazos Valley COG (Outside Brazos County) & Milam County,43272,0.5999 
4803600,4817,TX,Brazos Valley COG (Outside Brazos County) & Milam County,28858,0.4001 
4803700,4806,TX,Heart of Texas COG--Outside McLennan County & Navarro County,43176,0.5861 
4803700,4817,TX,Heart of Texas COG--Outside McLennan County & Navarro County,21205,0.2879 
4803700,4831,TX,Heart of Texas COG--Outside McLennan County & Navarro County,9284,0.126 
4803801,4817,TX,Heart of Texas COG--McLennan County-Waco City (Central),46085,1 
4803802,4817,TX,"Heart of Texas COG--McLennan County-Waco (Outer), Hewitt & Robinson Cities",59732,1 
4803900,4808,TX,Deep East Texas COG (West) & Walker County,45845,0.5333 
4803900,4817,TX,Deep East Texas COG (West) & Walker County,40118,0.4667 
4804000,4817,TX,Deep East Texas COG (Central)--Angelina & Nacogdoches Counties,65357,1 
4804100,4801,TX,Deep East Texas COG (East) & Jasper County,23716,0.426 
4804100,4836,TX,Deep East Texas COG (East) & Jasper County,31954,0.574 
4804200,4814,TX,Orange & Hardin Counties,37313,0.6085 
4804200,4836,TX,Orange & Hardin Counties,24003,0.3915 
4804301,4814,TX,Jefferson County (North Central)--Beaumont City,23043,0.4445 
4804301,4836,TX,Jefferson County (North Central)--Beaumont City,28794,0.5555 
4804302,4814,TX,Jefferson County (Outside Beaumont City)--Port Arthur City,52477,0.9289 
4804302,4836,TX,Jefferson County (Outside Beaumont City)--Port Arthur City,4016,0.0711 
4804400,4836,TX,Houston-Galveston Area Council--Liberty & Chambers Counties,50115,1 
4804501,4802,TX,"Houston-Galveston Area Council--Montgomery County (Northeast), Conroe City (East)",21880,0.3389 
4804501,4808,TX,"Houston-Galveston Area Council--Montgomery County (Northeast), Conroe City (East)",42691,0.6611 
4804502,4808,TX,"Houston-Galveston Area Council--Montgomery County (West), Conroe City (West)",66791,1 
4804503,4802,TX,"Houston-Galveston Area Council--Montgomery County (South), The Woodlands (North)",50488,0.9995 
4804503,4808,TX,"Houston-Galveston Area Council--Montgomery County (South), The Woodlands (North)",24,0.0005 
4804504,4802,TX,Houston-Galveston Area Council--Montgomery County (Southeast),56615,1 
4804601,4807,TX,Houston City (North Central)--North of I-10 & Inside Loop I-610,12464,0.2168 
4804601,4818,TX,Houston City (North Central)--North of I-10 & Inside Loop I-610,29033,0.505 
4804601,4829,TX,Houston City (North Central)--North of I-10 & Inside Loop I-610,15995,0.2782 
4804602,4809,TX,Houston City (East Central)--East of I-45 & Inside Loop I-610,2357,0.0512 
4804602,4818,TX,Houston City (East Central)--East of I-45 & Inside Loop I-610,14843,0.3224 
4804602,4829,TX,Houston City (East Central)--East of I-45 & Inside Loop I-610,28834,0.6264 
4804603,4807,TX,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610",15724,0.2317 
4804603,4809,TX,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610",28805,0.4244 
4804603,4818,TX,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610",23346,0.344 
4804604,4807,TX,Houston City (West Central)--South of I-10 & Inside Loop I-610,67146,0.7355 
4804604,4818,TX,Houston City (West Central)--South of I-10 & Inside Loop I-610,11402,0.1249 
4804604,4838,TX,Houston City (West Central)--South of I-10 & Inside Loop I-610,12743,0.1396 
4804605,4829,TX,Harris County (Southeast)--Pasadena City (North & Central)-Inside Beltway TX-8,23807,0.5755 
4804605,4836,TX,Harris County (Southeast)--Pasadena City (North & Central)-Inside Beltway TX-8,17557,0.4245 
4804606,4818,TX,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf",1180,0.0306 
4804606,4829,TX,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf",37442,0.9694 
4804607,4818,TX,Houston City (Northeast)--Between Loop I-610 & Beltway TX-8,26835,0.604 
4804607,4829,TX,Houston City (Northeast)--Between Loop I-610 & Beltway TX-8,17591,0.396 
4804608,4818,TX,Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8,962,0.0294 
4804608,4829,TX,Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8,31805,0.9706 
4804609,4818,TX,Houston City (North)--South of Aldine & Inside Beltway TX-8,23771,0.4873 
4804609,4829,TX,Houston City (North)--South of Aldine & Inside Beltway TX-8,25014,0.5127 
4804610,4818,TX,Houston City (North)--West of Aldine & Inside Beltway TX-8,22954,0.6203 
4804610,4829,TX,Houston City (North)--West of Aldine & Inside Beltway TX-8,14052,0.3797 
4804611,4807,TX,Houston City (Northwest)--Between Loop I-610 & Beltway TX-8,3,0.0001 
4804611,4818,TX,Houston City (Northwest)--Between Loop I-610 & Beltway TX-8,34691,0.8371 
4804611,4838,TX,Houston City (Northwest)--Between Loop I-610 & Beltway TX-8,6750,0.1629 
4804612,4818,TX,Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8,15176,0.3371 
4804612,4838,TX,Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8,29846,0.6629 
4804613,4807,TX,Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8,29549,0.4441 
4804613,4838,TX,Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8,36989,0.5559 
4804614,4807,TX,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8",46973,0.9353 
4804614,4809,TX,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8",3247,0.0647 
4804615,4807,TX,Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8 PUM,10406,0.2547 
4804615,4809,TX,Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8 PUM,30451,0.7453 
4804616,4809,TX,Houston City (Southwest)--Between Loop I-610 & Beltway TX-8,45590,1 
4804617,4809,TX,Houston City (South)--Between Loop I-610 & Beltway TX-8,39653,1 
4804618,4809,TX,Houston City (Southeast)--West of Pasadena City & Outside Loop I-610,33487,0.7534 
4804618,4829,TX,Houston City (Southeast)--West of Pasadena City & Outside Loop I-610,10961,0.2466 
4804619,4809,TX,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8,2025,0.0538 
4804619,4829,TX,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8,31951,0.8495 
4804619,4836,TX,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8,3637,0.0967 
4804620,4829,TX,Houston (Southeast) & Webster Cities,3878,0.087 
4804620,4836,TX,Houston (Southeast) & Webster Cities,40719,0.913 
4804621,4836,TX,"Houston (Southeast), Pasadena (Southeast), La Porte (South) & Seabrook (East) Cities PUM",48768,1 
4804622,4802,TX,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview",10311,0.2491 
4804622,4829,TX,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview",7589,0.1834 
4804622,4836,TX,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview",23485,0.5675 
4804623,4802,TX,Harris County (East)--Baytown City,10192,0.214 
4804623,4836,TX,Harris County (East)--Baytown City,37435,0.786 
4804624,4802,TX,Harris County (Northeast)--Houston City (Far Northeast),48912,1 
4804625,4802,TX,"Harris County (North)--Houston (North), Humble Cities & Atascocita",26405,0.5308 
4804625,4818,TX,"Harris County (North)--Houston (North), Humble Cities & Atascocita",18947,0.3809 
4804625,4829,TX,"Harris County (North)--Houston (North), Humble Cities & Atascocita",4395,0.0883 
4804626,4818,TX,"Harris County (North)--Houston City (North)-I-45, Between Beltway TX-8 & FM-1960",40280,0.7937 
4804626,4829,TX,"Harris County (North)--Houston City (North)-I-45, Between Beltway TX-8 & FM-1960",10471,0.2063 
4804627,4802,TX,Harris County (Far North)--Spring,39974,0.7891 
4804627,4818,TX,Harris County (Far North)--Spring,8309,0.164 
4804627,4838,TX,Harris County (Far North)--Spring,2376,0.0469 
4804628,4818,TX,Harris County (Northwest)--Jersey Village City-Between Beltway TX-8 & FM-1960,19342,0.4494 
4804628,4838,TX,Harris County (Northwest)--Jersey Village City-Between Beltway TX-8 & FM-1960,23702,0.5506 
4804629,4802,TX,"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249",12256,0.2357 
4804629,4818,TX,"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249",8797,0.1692 
4804629,4838,TX,"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249",30951,0.5952 
4804630,4802,TX,Harris County (Far North)--Tomball City & The Woodlands (Southwest),6438,0.108 
4804630,4838,TX,Harris County (Far North)--Tomball City & The Woodlands (Southwest),53154,0.892 
4804631,4808,TX,Harris County (Northwest)--North of US-290 & North of FM-1960,70,0.0014 
4804631,4818,TX,Harris County (Northwest)--North of US-290 & North of FM-1960,2391,0.0488 
4804631,4838,TX,Harris County (Northwest)--North of US-290 & North of FM-1960,46514,0.9497 
4804633,4808,TX,Harris County (Northwest)--South of US-290 & West of TX-6,32493,0.8848 
4804633,4838,TX,Harris County (Northwest)--South of US-290 & West of TX-6,4232,0.1152 
4804634,4808,TX,Harris County (West)--Houston City (West)-North of US-90 & West of TX-6,40224,1 
4804635,4807,TX,Houston City (West)--South of I-10 & West of TX-6,11245,0.2498 
4804635,4808,TX,Houston City (West)--South of I-10 & West of TX-6,7496,0.1665 
4804635,4822,TX,Houston City (West)--South of I-10 & West of TX-6,18600,0.4132 
4804635,4838,TX,Houston City (West)--South of I-10 & West of TX-6,7675,0.1705 
4804636,4807,TX,Houston City (West)--East of TX-6 & West of Beltway TX-8,10247,0.202 
4804636,4808,TX,Houston City (West)--East of TX-6 & West of Beltway TX-8,5383,0.1061 
4804636,4818,TX,Houston City (West)--East of TX-6 & West of Beltway TX-8,513,0.0101 
4804636,4838,TX,Houston City (West)--East of TX-6 & West of Beltway TX-8,34597,0.6818 
4804637,4807,TX,"Houston City (West)--Westpark Tollway, West of Beltway TX-8",54940,0.9589 
4804637,4809,TX,"Houston City (West)--Westpark Tollway, West of Beltway TX-8",1160,0.0202 
4804637,4838,TX,"Houston City (West)--Westpark Tollway, West of Beltway TX-8",1197,0.0209 
4804638,4807,TX,Houston City (Southwest)--East of TX-6 & West of Beltway TX-8,14796,0.3992 
4804638,4809,TX,Houston City (Southwest)--East of TX-6 & West of Beltway TX-8,22269,0.6008 
4804639,4808,TX,Harris County (Far Northwest),17785,0.5133 
4804639,4838,TX,Harris County (Far Northwest),16864,0.4867 
4804640,4808,TX,Harris County (Far Northwest)--Katy City (Northeast),24612,0.6501 
4804640,4822,TX,Harris County (Far Northwest)--Katy City (Northeast),13223,0.3493 
4804640,4838,TX,Harris County (Far Northwest)--Katy City (Northeast),24,0.0006 
4804701,4814,TX,"Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities",89162,1 
4804702,4814,TX,Galveston County (Northwest)--League City & Friendswood City,67029,1 
4804801,4809,TX,"Houston-Galveston Area Council--Brazoria County (North), Pearland City",26642,0.5475 
4804801,4822,TX,"Houston-Galveston Area Council--Brazoria County (North), Pearland City",22020,0.4525 
4804802,4809,TX,"Houston-Galveston Area Council--Brazoria County (Central), Alvin City",4406,0.0948 
4804802,4814,TX,"Houston-Galveston Area Council--Brazoria County (Central), Alvin City",14674,0.3157 
4804802,4822,TX,"Houston-Galveston Area Council--Brazoria County (Central), Alvin City",27402,0.5895 
4804803,4814,TX,"Houston-Galveston Area Council--Brazoria County (Southwest), Lake Jackson City",46349,1 
4804901,4809,TX,Fort Bend County (East)--Missouri City,30831,0.7435 
4804901,4822,TX,Fort Bend County (East)--Missouri City,10639,0.2565 
4804902,4807,TX,Fort Bend County (Northeast)--Sugar Land & Stafford Cities,13926,0.2833 
4804902,4809,TX,Fort Bend County (Northeast)--Sugar Land & Stafford Cities,9393,0.1911 
4804902,4822,TX,Fort Bend County (Northeast)--Sugar Land & Stafford Cities,25833,0.5256 
4804903,4807,TX,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory",12044,0.2798 
4804903,4822,TX,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory",30995,0.7202 
4804904,4807,TX,"Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners",37449,0.67 
4804904,4822,TX,"Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners",18444,0.33 
4804906,4822,TX,Fort Bend County (Northwest),49283,1 
4804907,4809,TX,Fort Bend County (South),12956,0.3316 
4804907,4822,TX,Fort Bend County (South),26117,0.6684 
4805000,4810,TX,Houston-Galveston Area Council (West),43293,0.5476 
4805000,4822,TX,Houston-Galveston Area Council (West),35772,0.4524 
4805100,4810,TX,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties",41276,0.5575 
4805100,4827,TX,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties",32768,0.4425 
4805201,4817,TX,"Capital Area COG--Williamson County (North), Georgetown (East) & Taylor Cities",2832,0.046 
4805201,4831,TX,"Capital Area COG--Williamson County (North), Georgetown (East) & Taylor Cities",58722,0.954 
4805202,4810,TX,"Capital Area COG--Williamson County (Southeast), Round Rock City",848,0.0168 
4805202,4817,TX,"Capital Area COG--Williamson County (Southeast), Round Rock City",28555,0.5661 
4805202,4831,TX,"Capital Area COG--Williamson County (Southeast), Round Rock City",21037,0.4171 
4805203,4810,TX,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville",14699,0.2582 
4805203,4817,TX,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville",3278,0.0576 
4805203,4831,TX,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville",9963,0.175 
4805203,4837,TX,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville",28989,0.5092 
4805204,4810,TX,"Capital Area COG--Williamson County (West), Cedar Park & Leander Cities",3582,0.0521 
4805204,4831,TX,"Capital Area COG--Williamson County (West), Cedar Park & Leander Cities",65175,0.9479 
4805301,4810,TX,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch",16449,0.2591 
4805301,4817,TX,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch",25463,0.4011 
4805301,4835,TX,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch",16231,0.2556 
4805301,4837,TX,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch",5347,0.0842 
4805302,4837,TX,Austin City (North),55620,1 
4805303,4810,TX,Austin City (Northeast),1309,0.02 
4805303,4817,TX,Austin City (Northeast),19,0.0003 
4805303,4835,TX,Austin City (Northeast),26335,0.4034 
4805303,4837,TX,Austin City (Northeast),37624,0.5763 
4805304,4835,TX,Austin City (Southeast),62635,1 
4805305,4810,TX,Austin City (Northwest),15410,0.3047 
4805305,4837,TX,Austin City (Northwest),35160,0.6953 
4805306,4835,TX,Austin City (Central),194,0.0024 
4805306,4837,TX,Austin City (Central),80098,0.9976 
4805307,4837,TX,Austin City (South),64767,1 
4805308,4810,TX,"Austin City (Southwest), Lost Creek & Barton Creek",164,0.0031 
4805308,4821,TX,"Austin City (Southwest), Lost Creek & Barton Creek",9886,0.1846 
4805308,4837,TX,"Austin City (Southwest), Lost Creek & Barton Creek",43498,0.8123 
4805309,4810,TX,"Travis County (West, South & Outside Austin City)",40124,0.6054 
4805309,4821,TX,"Travis County (West, South & Outside Austin City)",2664,0.0402 
4805309,4835,TX,"Travis County (West, South & Outside Austin City)",13214,0.1994 
4805309,4837,TX,"Travis County (West, South & Outside Austin City)",10277,0.1551 
4805401,4821,TX,Capital Area COG (Southwest)--Hays County (West),38747,0.9301 
4805401,4835,TX,Capital Area COG (Southwest)--Hays County (West),2910,0.0699 
4805402,4821,TX,Capital Area COG (Southwest)--Hays County (East),3454,0.0666 
4805402,4835,TX,Capital Area COG (Southwest)--Hays County (East),48423,0.9334 
4805500,4815,TX,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties,24779,0.3882 
4805500,4827,TX,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties,39056,0.6118 
4805600,4827,TX,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PU,49497,1 
4805700,4815,TX,Alamo Area COG (Northeast)--Guadalupe County,26888,0.417 
4805700,4828,TX,Alamo Area COG (Northeast)--Guadalupe County,37594,0.583 
4805800,4821,TX,Alamo Area COG (Northeast)--Comal County,59713,0.8538 
4805800,4835,TX,Alamo Area COG (Northeast)--Comal County,10226,0.1462 
4805901,4820,TX,San Antonio City (Central),6366,0.1437 
4805901,4828,TX,San Antonio City (Central),5972,0.1348 
4805901,4835,TX,San Antonio City (Central),31973,0.7216 
4805902,4820,TX,San Antonio City (Northeast)--Inside Loop I-410,3363,0.0655 
4805902,4821,TX,San Antonio City (Northeast)--Inside Loop I-410,21291,0.4147 
4805902,4828,TX,San Antonio City (Northeast)--Inside Loop I-410,4971,0.0968 
4805902,4835,TX,San Antonio City (Northeast)--Inside Loop I-410,21713,0.4229 
4805903,4820,TX,San Antonio City (Southeast)--Inside Loop I-410,4369,0.0949 
4805903,4828,TX,San Antonio City (Southeast)--Inside Loop I-410,41658,0.9051 
4805904,4820,TX,San Antonio City (Northwest)--Inside Loop I-410,34222,0.7652 
4805904,4821,TX,San Antonio City (Northwest)--Inside Loop I-410,1092,0.0244 
4805904,4835,TX,San Antonio City (Northwest)--Inside Loop I-410,9410,0.2104 
4805905,4820,TX,San Antonio City (West)--Inside Loop I-410,35558,0.937 
4805905,4823,TX,San Antonio City (West)--Inside Loop I-410,2391,0.063 
4805906,4820,TX,San Antonio City (Southwest)--Inside Loop I-410,38499,0.9667 
4805906,4828,TX,San Antonio City (Southwest)--Inside Loop I-410,1327,0.0333 
4805907,4820,TX,Bexar County (South)--San Antonio City (Far South),7544,0.1434 
4805907,4823,TX,Bexar County (South)--San Antonio City (Far South),21564,0.4098 
4805907,4828,TX,Bexar County (South)--San Antonio City (Far South),23512,0.4468 
4805908,4820,TX,San Antonio City (West)--Between Loop TX-1604 & Loop I-410,37969,0.8166 
4805908,4823,TX,San Antonio City (West)--Between Loop TX-1604 & Loop I-410,8526,0.1834 
4805909,4820,TX,San Antonio (Northwest) & Leon Valley Cities,35645,0.8293 
4805909,4823,TX,San Antonio (Northwest) & Leon Valley Cities,7336,0.1707 
4805910,4820,TX,San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410,56779,0.9758 
4805910,4823,TX,San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410,1408,0.0242 
