county,total_population,area_land,pop_density
17171,4923,250.789601,19.630000527812953
17173,21160,758.51035382,27.896784656180742
17175,5436,288.1055386,18.86808572447208
17177,44817,564.246652909,79.42802986768972
17179,131977,646.46876786,204.15062035693128
17181,17259,413.41166942999996,41.74773301342995
17183,74953,898.31880471,83.43697093616639
17185,11414,223.32304434,51.109817321953855
17187,16887,542.3841073570001,31.134761824584377
17189,13827,562.59727013,24.57708334916908
17191,16250,713.82969758,22.7645334105462
17193,13959,494.98268668,28.200986369093584
17195,55932,684.09928389,81.76006219733685
17197,696403,835.87571182,833.1418058358006
17199,67271,420.21002747,160.0889926521391
17201,285471,513.049698307,556.4197794911852
17203,38571,527.55680205,73.11250627443218
18001,35685,338.9264737,105.28832289326121
18003,381839,657.300459868,580.9200256404529
18005,81759,406.93967079000004,200.91184484736922
18007,8687,406.41750625,21.374571386342687
18009,12139,165.08161534,73.53332456190635
18011,69839,422.88226605,165.14998524847695
18013,15444,311.9874928,49.501984394933416
18015,20288,372.22466932,54.50471629691608
18017,37918,412.144153644,92.0017903074579
18019,120185,372.82944104,322.3591990609605
18021,26397,357.60034851,73.81704215330716
18023,33010,405.06720965,81.49264915450063
18025,10511,305.613308,34.39313578582775
18027,33281,429.4987478,77.48800239924704
18029,50494,305.08684458,165.50697251306568
18031,26466,372.56780342999997,71.03673413629413
18033,43059,362.8325541,118.67457733170366
18035,112480,392.10077015,286.86503206043244
18037,43474,427.26697461,101.74902949071158
18039,206314,463.16053466,445.4481428376715
18041,23393,215.02090671,108.7940719715701
18043,79594,148.481812656,536.0521842793094
18045,16422,395.66760265,41.50453534737993
18047,22769,384.42583867,59.22858900112964
18049,20400,368.39296098,55.37565089661828
18051,33017,487.38336843,67.74338670266307
18053,66802,414.0885894,161.32296737950153
18055,30924,542.46733622,57.00619730486157
18057,341616,394.38044719,866.2092718694552
18059,78616,305.95708112,256.9510720661042
18061,39516,484.1037963,81.62712274107403
18063,172100,406.89353879,422.96075900291396
18065,48857,391.877468241,124.67417486211156
18067,83349,293.07417384,284.39558118656777
18069,36572,382.65154151,95.57520624556075
18071,45948,509.97783428,90.09803350545731
18073,33006,559.6797215400001,58.973013903704704
18075,20570,383.90529812,53.580922432516914
18077,33000,360.65197221,91.50095533315093
18079,27619,376.5972313,73.33829806623966
18081,159739,320.41489911,498.53799072296204
18083,36362,515.82661783,70.49267863098866
18085,80151,531.44599955,150.81682817796647
18087,40085,379.6296743,105.58974367299612
18089,495925,498.82764171,994.1810728450218
18091,112184,598.28665368,187.50877912781056
18093,45133,449.14591517,100.48627511822596
18095,130037,451.92109102,287.74271124744905
18097,969542,396.612353709,2444.558246693865
18099,46175,443.61980624,104.08687653368467
18101,9885,335.7605172,29.44062655857739
18103,36100,373.84225449999997,96.56479321280148
18105,140189,394.52188895,355.33896578743935
18107,37967,504.64722255,75.23473488697991
18109,71394,403.83308774,176.79086277835071
18111,13865,401.75468261000003,34.51110988906465
18113,47293,410.84581923,115.11130888136017
18115,5931,86.1497527,68.84523535028093
18117,19752,398.37859141,49.58097755727992
18119,21280,385.29487197000003,55.23042622185979
18121,16316,444.72109165,36.68816322487546
18123,19151,381.74012736000003,50.16763663920416
18125,12220,334.30334185000004,36.55362800854992
18127,172353,418.113024832,412.21629024652447
18129,25301,409.38496075,61.80246571258541
18131,12496,433.6749066,28.81421039083934
18133,36838,480.53731213,76.66002008608689
18135,24681,452.3792242,54.55820842269352
18137,28953,446.42335012,64.85547853224377
18139,16706,408.13675943,40.93235812263381
18141,272049,457.77673106599997,594.283154948689
18143,24290,190.40252422,127.57183813348081
18145,44825,411.13573021999997,109.02725476088884
18147,19949,396.8816179,50.26435869102518
18149,23275,309.14421751,75.28848570246059
18151,34379,308.78023621,111.33808439934933
18153,20814,447.17228319,46.54581865297831
18155,9870,220.667533,44.727921075729796
18157,185961,498.907118601,372.736714043004
18159,15290,260.54081773,58.6856222115842
18161,7098,161.1901177,44.03495760956318
18163,179695,233.40122165,769.8974269700443
18165,15477,256.86425199,60.253615986246835
18167,106523,403.620996352,263.9183812605743
18169,31120,412.53902475,75.43528765274708
18171,8430,364.6904647,23.11549331824359
18173,63575,384.84311813,165.1971855672481
18175,28025,513.6873386999999,54.55653252214371
18177,66588,401.754474335,165.74302031164459
18179,28103,368.08713917,76.34876910768868
18181,24593,505.13898649,48.685610609639326
18183,34048,335.56834621,101.4636820920309
19001,7439,569.27066665,13.067597604802742
19003,3697,423.4329474,8.731016380989345
19005,14068,639.0437415,22.01414251703457
19007,12310,497.29877682,24.753730702329218
19009,5657,442.96134462,12.770866055711767
19011,25654,716.1022667,35.82449210532572
19013,131396,565.756753325,232.24822192183242
19015,26721,570.48556184,46.83904692314413
19017,24863,435.47907482,57.09344360639331
19019,20598,571.07860527,36.06858987522651
19021,20723,574.89913325,36.04632326169888
19023,14421,580.1381502,24.85787220686732
19025,9962,569.8460999,17.481913102060698
19027,20756,569.45329803,36.44899427539452
19029,13158,564.258373,23.3191045620514
19031,18494,579.4616422,31.91583127018584
19033,43185,568.2999027,75.98980713321879
19035,11606,576.90658637,20.11764170179966
19037,12021,504.3238073,23.83587652614868
19039,9736,431.11149274,22.583485163249186
19041,16410,567.23796012,28.929657663475908
19043,17173,778.4962699,22.0591936840056
19045,46589,694.95870803,67.03851532714206
19047,16555,714.19844229,23.179832130294464
19049,96604,588.29609979,164.20982568894144
19051,9066,502.18839330000003,18.052985933078116
19053,7718,531.8825513,14.51072230351618
19055,17508,577.68352419,30.307251750945944
19057,39069,416.12904616,93.88674104950157
19059,17536,380.53246556,46.0827960478842
19061,98687,608.299332204,162.23427312082632
19063,9433,395.88961693,23.827348828064654
19065,19582,730.81678915,26.794677257997147
19067,15672,500.57061989,31.308269757110217
19069,10056,581.9719772999999,17.279182490287237
19071,6702,511.167677,13.111157652482005
19073,8831,569.5578487,15.505009754771201
19075,12336,501.85548700000004,24.5807813594753
19077,10599,590.6037752,17.946041737391184
19079,15073,576.73067296,26.135249444319758
19081,10837,571.0045986,18.97883139044828
19083,16997,569.30690554,29.855601319077582
19085,14589,696.87437311,20.9349067248555
19087,20488,434.28780615,47.17608855203175
19089,9456,473.24653462000003,19.981128879459895
19091,9622,434.37188713,22.151525651383377
19093,6979,431.51332342,16.173312899558397
19095,16596,586.4550997,28.29884164787663
19097,19499,636.04346334,30.6567099952676
19099,37686,730.42618885,51.59453559480625
19101,15846,435.52418040000003,36.38374334450616
19103,151833,612.997357773,247.68948523955223
19105,20680,575.61840793,35.9265786415136
19107,10050,579.1751892,17.352262644195463
19109,14823,972.73107162,15.238538618195436
19111,33724,517.55009554,65.16084199504039
19113,228567,717.058553,318.75639589505045
19115,10891,401.7766864,27.107097969236474
19117,8650,430.680859,20.084477448300063
19119,11953,587.6093925,20.341744282108287
19121,16414,561.0060896800001,29.25814942465706
19123,22132,570.85142051,38.77015840694102
19125,33381,554.49024767,60.201239138594204
19127,40137,572.50306396,70.10792173298188
19129,14658,437.43079431,33.509300649766594
19131,10526,469.25629355,22.431238844702758
19133,8732,694.0723702,12.580820639040617
19135,7589,433.70708909999996,17.49798467843398
19137,10327,424.09685902,24.350569404978753
19139,43145,437.44005197,98.63065763113735
19141,14139,573.0350606100001,24.673882929517315
19143,6168,398.6867204,15.470793694386616
19145,15250,534.94364774,28.507675648504936
19147,8996,563.86381522,15.954206950644766
19149,25543,862.82843024,29.60379967184796
19151,7091,577.2409616,12.284298017148892
19153,488871,572.39953506,854.0730207769222
19155,93571,951.267706103,98.36452914324882
19157,18628,584.92362023,31.846893091229955
19159,4739,535.4975968,8.849712918076722
19161,9829,575.02204319,17.093257756646178
19163,174170,458.096149794,380.2040250247072
19165,11750,590.77900861,19.888993733283957
19167,35647,767.91147162,46.420715560868544
19169,98106,572.5441872920001,171.35096675073834
19171,17079,721.0112467,23.687563929368594
19173,5932,531.9016458,11.152437761455033
19175,12193,423.64511749,28.78116493408616
19177,7196,484.792099,14.843476234128973
19179,35343,431.84243586,81.84235050827179
19181,51862,569.65839709,91.04052580446094
19183,22525,568.8283337500001,39.598941655216024
19185,6504,525.4686855,12.377521590675265
19187,37114,715.706346588,51.85646344612459
19189,10743,400.48909222000003,26.824700619058472
19191,20100,689.83587591,29.137365425486166
19193,105102,872.896288005,120.40605676100432
19195,7450,400.1234485,18.619253702648223
19197,12978,580.41205697,22.359976578968276
20001,12557,500.29739932999996,25.099071106138826
20003,7800,579.64130394,13.4565979804769
20005,16382,431.17440948,37.99390603852587
20007,4178,1134.0750193000001,3.684059633531864
20009,25708,895.2571852599999,28.71577064476048
20011,14410,635.46110913,22.67644674546411
20013,9532,570.87139183,16.69728092249285
20015,67404,1429.70659721,47.145337464019185
20017,2583,773.0532672,3.3412962723197968
20019,3394,638.881005,5.312413381268081
20021,19507,587.56684067,33.1996270888198
20023,2647,1019.8896328000001,2.595378867351499
20025,1994,974.63785,2.045888121418638
20027,8085,645.29846555,12.529086045647116
20029,9037,715.34179464,12.633121771597205
20031,8361,626.884726,13.337380308098302
20033,1809,788.297506,2.2948188802210927
20035,34769,1125.73809648,30.885514231700082
20037,39018,589.77078789,66.15790541202148
20039,2792,846.8950172,3.2967486445142824
20041,18572,847.06775411,21.92504662099113
20043,7549,393.4789207,19.18527169529262
20045,118690,455.765856855,260.4188054344771
20047,2911,621.89447444,4.680858440849279
20049,2466,644.2643039999999,3.8276216526191402
20051,28893,899.91238743,32.10645881041109
20053,6403,715.5751511000001,8.948046882507235
20055,38338,1289.94303431,29.72069229437506
20057,34426,1098.27081046,31.345638682303694
20059,25953,571.77183742,45.39048323384979
20061,36514,384.65919735,94.92558673119687
20063,2774,1071.665924,2.5884932401750977
20065,2444,848.3477988000001,2.8808939016015276
20067,7430,574.80803489,12.926054524310652
20069,5720,868.8674378000001,6.58328273238461
20071,1257,778.40434886,1.6148419543659023
20073,6049,1143.304012,5.290806239207004
20075,2572,996.51361,2.580998366896364
20077,5525,801.2741596000001,6.895267910246983
20079,34006,539.75584116,63.00256042976214
20081,3803,577.5210521,6.585041335153781
20083,1851,859.9920999999999,2.15234535293987
20085,13287,656.21938802,20.24780163855056
20087,18391,532.6257998,34.52893195730621
20089,2927,909.970859,3.2165865214811236
20091,605154,473.623695796,1277.710565099456
20093,4019,846.789389,4.7461624486652605
20095,7495,863.4191148,8.680604669884012
20097,2457,722.639598,3.400035102975356
20099,20222,645.39324247,31.332835036524237
20101,1504,717.40886,2.0964335455795737
20103,81601,463.40690912,176.08930379341686
20105,2952,719.3958839999999,4.103442993843985
20107,9667,594.0810194,16.272191307783768
20109,2777,832.07347395,3.3374456546692803
20111,32318,847.478145811,38.134316689751415
20113,30059,898.2850134299999,33.46265333451696
20115,11877,944.2988586,12.577585890137176
20117,9995,900.17813215,11.103357927755678
20119,4089,978.08265,4.180628293529182
20121,33968,575.87875181,58.984638508084906
20123,5884,701.7920445,8.384250072529856
20125,31679,643.59373628,49.22204523478741
20127,5377,695.3427191,7.732877403188445
20129,2744,729.7306840000001,3.7602913789493324
20131,10197,717.4272327,14.213288170877096
20133,15926,571.4812977,27.867928599056935
20135,2717,1074.7393849999999,2.5280547432436378
20137,5457,878.04371297,6.214952535269105
20139,15811,705.5064966,22.410849618248577
20141,3512,892.515684,3.934944856386412
20143,5778,720.7304199,8.016867112118963
20145,6356,754.26287069,8.426770356845921
20147,5022,885.8711593,5.6689959338650295
20149,25082,840.73999663,29.833242263408458
20151,9266,735.03855462,12.606141462593529
20153,2531,873.499738,2.897539506760562
20155,62071,1255.30771271,49.4468403018086
20157,4707,717.3772733,6.56140105797801
20159,9464,726.23352976,13.031620838447914
20161,72602,609.685333122,119.0810997998407
20163,4975,890.5269549999999,5.5865799143609305
20165,2883,717.7629723,4.01664631815948
20167,6747,886.26005429,7.6128896561914345
20169,54378,720.24631981,75.4991709146738
20171,5163,717.58509327,7.19496551478301
20173,520467,996.935783403,522.0667255250954
20175,22223,639.65285957,34.742281954213695
20177,179053,544.025730384,329.12597695262616
20179,2459,854.0381980000001,2.8792623160867095
20181,5965,1056.06405906,5.648331603396702
20183,3588,895.4643330000001,4.006859757305375
20185,4106,792.046021,5.184042203527464
20187,2088,680.3519655,3.068999732315758
20189,5320,727.2596964300001,7.315131068193408
20191,22603,1181.66790033,19.128047731251517
20193,7902,1074.68647437,7.3528421436887355
20195,2825,855.9635040000001,3.300374358017021
20197,6881,794.3360660000001,8.662580354245176
20199,1529,889.471269,1.7189987504812816
20201,5531,894.7587214,6.181554722759029
20203,2150,718.5663354,2.992068921240476
20205,8713,570.421848,15.274660377314301
20207,3162,497.8186611,6.351710466243107
20209,168333,151.637528277,1110.101186116025
21001,18832,405.2879788,46.4657255706396
21003,20604,344.34089374,59.836053093238974
21005,23646,202.16779795,116.962247399302
21007,7814,246.9273499,31.64493525388943
21009,44277,487.58506087,90.80877072196668
21011,12680,278.7972018,45.48108775172076
21013,24674,359.07483649,68.71548070923414
21015,134599,246.28799156,546.5106079571458
21017,20281,289.74643838,69.99568351346443
21019,48447,159.86721571,303.0452478004191
21021,30469,180.3499202,168.9437952964506
21023,8394,202.7165771,41.40756577524118
21025,13652,492.41649071999996,27.724497975358954
21027,20345,569.8089331,35.70495093735132
21029,81729,297.05211633,275.1335388878561
21031,12413,426.09154,29.132237640766114
21033,12641,344.79001568,36.66289458837499
21035,37291,385.03063195,96.85203437227457
21037,93023,151.339923128,614.6626618894419
21039,4821,189.4399884,25.44869243668091
21041,10808,128.67771772,83.99278594230262
21043,26820,409.49714099,65.49496276130277
21045,15863,444.2388662,35.708266896346586
21047,72377,717.510018584,100.87245909518504
21049,36716,252.48731771,145.41720484420918
21051,20484,469.29656329,43.648306001640144
21053,9372,197.2502422,47.513249644060515
21055,8997,359.96322474,24.994219913710623
21057,6023,305.1956452,19.734881852763735
21059,102488,458.39124317,223.5819325239402
21061,12165,302.884948,40.16376541761989
21063,7414,234.31865593999999,31.640673126336303
21065,14157,253.09381474,55.9357802344688
21067,321354,283.637421968,1132.9746186885563
21069,14996,348.5450797,43.02456374626596
21071,36127,393.29392542,91.85750825268875
21073,51319,207.84351604,246.91171982542642
21075,6507,205.92835068,31.598368940037197
21077,8694,98.3638019,88.38617288134732
21079,17018,230.10893289999999,73.95627707941104
21081,24918,257.9771509,96.589949586888
21083,36796,551.75352001,66.68919846552697
21085,26351,499.92849358,52.7095381407446
21087,11141,286.0520399,38.94745866484555
21089,35996,344.46214162,104.49914707814153
21091,9050,187.67324739999998,48.22211010560902
21093,110134,623.3958502,176.6678426952416
21095,26921,465.83078048,57.791372163643075
21097,18690,306.4123555,60.99623485972647
21099,19194,412.5641227,46.52367703324776
21101,45102,436.32629346,103.3675959391494
21103,15691,286.2948819,54.80712716855592
21105,4529,242.274471,18.693674085042165
21107,45432,542.0842037,83.80985774885806
21109,13029,345.195179,37.743864319727365
21111,780449,380.801664536,2049.4894657326754
21113,53016,172.16762778,307.9324532933981
21115,22794,261.96453461,87.01177826966003
21117,168264,160.290616086,1049.7432981960844
21119,14506,351.5180648,41.26672695542218
21121,30367,386.30687362000003,78.60848996922385
21123,14768,261.55336496,56.46266490304381
21125,62090,433.98872795,143.0682319637422
21127,16274,415.59567784,39.158251319123
21129,7263,208.8589278,34.77466860767826
21131,10622,400.88725300000004,26.496227855865495
21133,21784,337.9303641,64.46298502360592
21135,13103,482.84041353,27.137330747037563
21137,24314,332.84342048999997,73.04936346407513
21139,8989,313.2688914,28.694199286204647
21141,27319,552.21260188,49.471888013770155
21143,8700,213.84215210000002,40.68421456931269
21145,67394,248.72400558,270.9589685275605
21147,17044,426.8037841,39.93404143766119
21149,9182,252.5266571,36.36051775858241
21151,92194,437.35661179,210.79823081368582
21153,11818,308.44421,38.31487062117328
21155,19556,343.04631599,57.0068795041952
21157,31662,302.20701386999997,104.76924276026236
21159,11394,229.6183572,49.62146815672802
21161,17103,240.12639271,71.22499033521586
21163,29735,305.44300744,97.3504034327616
21165,6149,203.58520099999998,30.203570641659756
21167,22470,249.06411814,90.21773255740322
21169,10275,289.6407627,35.474979088639174
21171,11269,329.4304372,34.20752525413581
21173,28084,197.35048055,142.30520200271184
21175,13772,381.1269455,36.13494181560039
21177,31011,467.3579504,66.35385141829397
21179,46440,417.5227994,111.22745887586612
21181,7517,195.16150720000002,38.516816701444284
21183,23861,587.2857303000001,40.62928617014279
21185,67586,187.24405546,360.9513788513198
21187,11160,351.107925,31.785098556234523
21189,4094,197.409736,20.738592143196016
21191,14625,277.15823666,52.76769031382248
21193,28421,339.7026373,83.66434899032207
21195,58914,786.73025172,74.88462515735024
21197,13050,178.98107685,72.91273597005403
21199,64717,658.41062842,98.29276321875692
21201,2196,99.921303,21.977295472217772
21203,16167,316.5474952,51.07290452507109
21205,24654,279.83952026,88.10049408708917
21207,17909,253.69248149999999,70.59334156893412
21209,56267,281.76790435,199.69272273859676
21211,47523,379.77142836,125.13579603716558
21213,19324,234.20542281,82.50876417868713
21215,19256,186.72591549999999,103.12441070880706
21217,25948,266.36869913,97.4138481163517
21219,12206,374.50627199999997,32.592244543236916
21221,14067,441.50387620000004,31.86155492240274
21223,8502,151.6479847,56.06404870344446
21225,13786,342.78691119999996,40.217404893725714
21227,133216,541.7195941800001,245.91320201671644
21229,11957,296.9721174,40.26303918591382
21231,19743,458.18388515,43.08968656445992
21233,12994,332.09887296,39.12690182951954
21235,36578,437.83114620000003,83.5436225071372
21237,6666,222.17057499999999,30.003973298444226
21239,26758,190.12119299,140.74180568290154
22001,58200,655.24388805,88.82188916435784
22003,23085,762.08415737,30.29193006671045
22005,125289,289.96925153,432.0768472481907
22007,21366,344.0208809,62.10669522182483
22009,39880,831.94230645,47.93601634489879
22011,36417,1157.47747562,31.462383300801015
22013,13130,811.34369049,16.183030883090144
22015,128508,839.52025469,153.0731382382819
22017,239775,879.46839452,272.63628971097415
22019,212646,1064.08219431,199.83982547315293
22021,9707,529.7701931,18.3230391713784
22023,5650,1284.639094,4.39812241927615
22025,9117,708.0249144000001,12.876665516390759
22027,14456,754.7944482400001,19.15223413964945
22029,18989,697.0535592000001,27.24180911118716
22031,26803,876.4487167,30.581367157360344
22033,455447,455.502070372,999.8790996230708
22035,7502,420.88707002999996,17.824258653194722
22037,19588,453.2928106,43.21268624153202
22039,32538,662.430622762,49.119106034580696
22041,19964,624.2984576,31.978294607274712
22043,22236,643.1877111,34.57155604228086
22045,70518,573.714436495,122.91480833359607
22047,30651,618.71947576,49.53941358052459
22049,15214,569.37772679,26.720398927040016
22051,439402,300.949378952,1460.052855168319
22053,32270,651.520443,49.53029539857432
22055,241173,268.826577227,897.1322794336328
22057,97677,1067.79309742,91.47558664314931
22059,14770,624.8535534,23.6375386194611
22061,48415,471.63631978,102.65324778758284
22063,141057,648.12705203,217.63788374238524
22065,10297,624.17462252,16.496985985152033
22067,25852,794.94990153,32.52028832287916
22069,37896,1253.32319918,30.236414697177757
22071,383974,169.49940205299998,2265.34132480265
22073,160227,610.34953216,262.5167900644795
22075,23536,780.18755378,30.167105186398246
22077,20951,556.87524348,37.62243023962413
22079,130459,1320.83079642,98.77041052767551
22081,7787,388.979825,20.019033120805172
22083,20110,555.61314107,36.19424832406259
22085,22377,866.6247393,25.820864539448305
22087,43821,377.51652207,116.07703885308258
22089,52411,277.741790824,188.704047181765
22091,10881,408.526575,26.63474218292898
22093,20390,237.86130185,85.72222484874119
22095,42704,214.47385382,199.11051738660834
22097,82999,924.028993638,89.82293907599603
22099,52222,737.470144915,70.81235811385837
22101,49818,555.842751027,89.62606763865146
22103,262799,845.26831713,310.9060101676356
22105,132492,791.17141081,167.46307840465937
22107,4269,603.012782,7.079451924453568
22109,110100,1229.88817509,89.5203338237992
22111,21272,876.8996896,24.25819081964013
22113,57775,1173.61576578,49.228207122458
22115,49064,1326.71877482,36.98146203339639
22117,45794,669.63710701,68.3862938905447
22119,37356,593.290385,62.96410820815847
22121,27064,192.34632619,140.70453299568683
22123,9959,359.6858971,27.68804693288043
22125,15334,403.31625199999996,38.019791972082494
22127,13875,950.00349335,14.605209451464804
23001,110378,467.953317886,235.8739553309239
23003,67272,4673.8213304500005,14.39336150094616
23005,300776,836.222905129,359.6840007074439
23007,29487,1697.005429098,17.37590198263129
23009,55417,1587.12812502,34.916525721136516
23011,123293,867.476950285,142.12827206474296
23013,40519,365.14579056,110.966635923308
23015,35065,455.8665914,76.91943358321738
23017,57807,2076.95728066,27.83254164073636
23019,152211,3169.69938286,48.0206422170739
23021,16760,1778.1485913000001,9.425533997553492
23023,36530,253.97269177,143.83436166074856
23025,50424,3061.5267296800002,16.470213867860128
23027,39618,729.97107262,54.27338354354747
23029,31003,2562.73045439,12.097643724837056
23031,210486,991.185914645,212.35773923945135
24001,68684,422.19882839999997,162.68164518667814
24003,584064,414.81037196,1408.0265091739825
24005,850702,598.358231721,1421.726910237715
24009,92515,213.18961593,433.9564082257034
24011,33234,319.44172931,104.03775383944372
24013,172148,447.62981993,384.5767023003972
24015,103370,346.29987859,298.49851643287576
24017,165209,457.82367996,360.857262810072
24019,32486,540.76457193,60.074201762250794
24021,267498,660.590789435,404.9375260420898
24023,28955,649.07728819,44.60947952861385
24025,259162,437.12636614,592.8766143495386
24027,329248,250.949587919,1312.008530200387
24029,19335,277.02719989,69.79459059499358
24031,1057201,493.127127539,2143.8711053599236
24033,957767,482.649807734,1984.393207358012
24035,49702,371.69022763,133.71887745586895
24037,113209,358.61554184,315.68347378126003
24039,24834,319.74870661,77.66724145123823
24041,37510,268.55786018,139.6719499286264
24043,153956,457.78406992,336.30702795513304
24045,103223,374.42922606999997,275.6809373120418
24047,52322,468.40233556,111.70311509537257
24510,592211,80.946061066,7316.11881048957
25001,227942,394.21338889,578.2198332781746
25003,129089,926.873870954,139.2735344531107
25005,576070,553.112140078,1041.5067004654109
25007,20277,103.20240572,196.4779779941742
25009,804598,492.520871605,1633.6322913139095
25011,71085,699.20783844,101.66505020681329
25013,466265,617.004827682,755.6910077214335
25015,161810,527.235598968,306.90264526280765
25017,1623411,817.863523106,1984.941196343826
25019,13795,46.19223012,298.6432991904224
25021,720403,396.103177084,1818.7256292751904
25023,527602,658.505464672,801.2112705287834
25025,792647,58.2533246509,13606.897198574808
25027,856858,1510.670343284,567.2038269694914
26001,10138,674.6553365,15.02693220006865
26003,8911,915.03426898,9.738433086154469
26005,119418,825.25312493,144.70469289059562
26007,28913,571.89654514,50.55634667791552
26009,23427,475.67891256,49.24960804741375
26011,15009,363.1783944,41.32679760533684
26013,8249,898.4269439,9.181603530490467
26015,62014,553.10419987,112.11992245688171
26017,104050,442.409361254,235.18941756809232
26019,17926,319.6981816,56.07163578561937
26021,154263,567.78083599,271.694622681342
26023,44677,506.41071865,88.22285618104779
26025,134207,706.2620280900001,190.02437432881186
26027,51632,490.10848892,105.34810387344228
26029,26109,416.32964737,62.71232463249594
26031,25654,715.27900029,35.865725108103184
26033,37091,1558.50743479,23.799052331757277
26035,30827,564.36699789,54.62225841562842
26037,78895,566.34880208,139.3046117697193
26039,13102,556.41509893,23.54716833744352
26041,36836,1171.10111811,31.454158338989856
26043,25954,760.94758958,34.107473833152085
26045,108972,575.208530617,189.44781622607493
26047,33946,467.54685195999997,72.604488422273
26049,406400,636.942772714,638.0479022759581
26051,25344,501.7862646,50.5075602661285
26053,14858,1102.13559187,13.481099884262282
26055,94562,464.33616355,203.64987141437135
26057,41758,568.38059549,73.46837723057821
26059,45673,598.15225716,76.3568129239424
26061,37485,1009.10057309,37.1469415434142
26063,31542,836.01743738,37.72887811867855
26065,285660,556.084296538,513.6990952242785
26067,66564,571.31958686,116.50922098757188
26069,25262,549.10438962,46.00582417030432
26071,11580,1165.9973889,9.931411605410672
26073,65623,572.699774439,114.58534284264802
26075,160765,701.897013545,229.04357319892347
26077,261280,561.955103788,464.9481751100334
26079,17813,559.74357433,31.823500647277186
26081,654958,848.930609822,771.5094642862845
26083,2052,540.111841,3.799213133710949
26085,12248,567.5938213,21.578811361877666
26087,88644,646.98287081,137.01135532231447
26089,22251,347.1992525,64.08711954240167
26091,99346,749.62747627,132.52715934896932
26093,193234,565.284408084,341.8350077175415
26095,5520,899.07507204,6.139643030559315
26097,10814,1021.87915035,10.58246466453116
26099,879123,479.347807811,1833.998165162415
26101,24939,542.32543442,45.985304057648484
26103,66380,1809.051219117,36.693267331811725
26105,29103,494.96878891,58.797646744736035
26107,40051,555.15453057,72.14387669479702
26109,23477,1044.04099891,22.486664819207736
26111,83467,517.4496620900001,161.3045791988218
26113,15038,564.7878274,26.625927951081053
26115,154068,549.353204722,280.4534472097347
26117,66430,705.32893363,94.18300715116801
26119,9164,546.6747210999999,16.763167650336047
26121,175633,503.913589009,348.537931563626
26123,49653,838.8866598,59.18916389949249
26125,1271983,867.292349469,1466.6138825953808
26127,26555,538.10534487,49.349073100947145
26129,20745,563.5032494,36.81433961931649
26131,5891,1310.977562,4.493593308349849
26133,22917,566.28617167,40.468938050203256
26135,8206,565.6736968,14.506596376004591
26137,25016,515.00641061,48.574152640876385
26139,293713,563.5195499,521.2117309011217
26141,12976,658.7172049,19.69889339989213
26143,23458,519.89669879,45.12050192777875
26145,190540,800.796627116,237.93806510675924
26147,160067,721.518987704,221.84724550266
26149,60828,500.63946825,121.50060843709758
26151,40829,962.57145632,42.41659123790462
26153,8004,1171.8763533,6.830072112523444
26155,68203,530.96703701,128.45053505405363
26157,53288,804.85110123,66.20851971074342
26159,75550,607.79325826,124.30213559177295
26161,372428,706.003155106,527.5160561344563
26163,1789781,611.856467504,2925.1647977199805
26165,33552,564.92488164,59.39196712773064
27001,15747,1821.3689146,8.645694935151717
27003,360773,421.964004054,854.9852511917836
27005,34995,1315.03673533,26.611423893963106
27007,46033,2444.42367832,18.831841799060584
27009,41087,408.29661819,100.63027262420344
27011,5155,499.16515017,10.32724339478501
27013,68575,747.849116964,91.69630403307819
27015,25894,611.10937641,42.372120277577665
27017,36145,861.1908443000001,41.970952477298646
27019,105694,354.02169863,298.5523215357044
27021,29917,2021.4734885,14.799600474700958
27023,12509,581.22979994,21.52160815101238
27025,56328,414.8994857,135.7630027064649
27027,64975,1045.175896915,62.166569466234215
27029,8525,998.8260373,8.535019794882954
27031,5574,1452.56681536,3.837344995809061
27033,11484,639.97296892,17.944507905357423
27035,65879,998.3567725,65.98743236351412
27037,435863,562.543818513,774.8071984012522
27039,20798,439.2816775,47.34547572838387
27041,38742,636.93704743,60.825477425628605
27043,13933,712.47943743,19.555652090477203
27045,21179,861.3334046,24.588620256560755
27047,30882,707.24515524,43.66519837031666
27049,47503,756.70361338,62.776229900391705
27051,6045,547.7999585,11.035050124049983
27053,1270283,554.037026726,2292.7763646169096
27055,18806,552.1132858,34.06185013778562
27057,21219,926.00650779,22.914525785181684
27059,40604,435.7583507,93.18008463813474
27061,44969,2667.74012796,16.856589413897463
27063,10016,702.97232669,14.248071538123153
27065,16004,521.6096873500001,30.681945500872796
27067,43504,797.37509983,54.559014959552954
27069,4213,1098.999551,3.833486552534542
27071,12203,2436.66623283,5.00807202709382
27073,6753,765.02092051,8.82720958205708
27075,10835,1717.64141092,6.308068687163624
27077,3757,1297.842402,2.8948044802746398
27079,28567,448.67399009999997,63.66983741052834
27081,5655,536.784392,10.534956090899156
27083,25477,714.41068713,35.661560582679236
27085,36662,491.5099287,74.59055831683345
27087,5429,557.8667055999999,9.731715382012217
27089,9082,1775.0630021000002,5.116438114734789
27091,20070,712.3307350700001,28.175114468460695
27093,23268,607.9676872,38.2717708356524
27095,26397,572.3055770999999,46.12396079339204
27097,33876,1125.09429106,30.10947639604851
27099,39985,711.2727569819999,56.216127508749636
27101,8224,704.667342,11.670755134839213
27103,34295,448.59210503,76.45029775480887
27105,22223,715.11675803,31.07604422698722
27107,6500,872.7889062,7.4473907193665925
