county,total_population,area_land,pop_density
12047,13973,514.29525038,27.16921843955529
12049,25632,637.56936095,40.20268471152291
12051,39439,1155.94991002,34.118260365899104
12053,192128,472.96581984,406.2196292852518
12055,101174,1017.65976019,99.41829672140177
12057,1444359,1022.352857475,1412.7793446650776
12059,19622,478.8566246,40.97677465857492
12061,158002,502.8103709100001,314.23775073303204
12063,48067,918.18639087,52.34993730897662
12065,14405,598.0794496999999,24.085428795832442
12067,8343,543.344737,15.354892450168336
12069,375059,951.73472716,394.07934721388733
12071,752251,781.00866722,963.1788116739307
12073,290965,668.429980828,435.2961541904132
12075,42392,1118.2248728,37.91008502060213
12077,7987,835.5633731,9.55882014115537
12079,18051,696.52891645,25.91565055475451
12081,394824,742.761745784,531.5621089010922
12083,370372,1588.42221865,233.1697426864119
12085,158323,543.82236827,291.12998883009334
12086,2690113,1831.9342093887,1468.455027594941
12087,82244,952.620105557,86.33452046648928
12089,88492,648.680837869,136.41839689716687
12091,209230,929.86485507,225.01119260416527
12093,39716,769.16424226,51.63526567915365
12095,1409949,902.907285831,1561.5656470224835
12097,380331,1327.54234599,286.49255607464056
12099,1481233,1941.613772506,762.8875634149441
12101,551598,746.60625762,738.8070945967703
12103,957989,273.779804141,3499.122234402008
12105,713148,1797.892058039,396.6578509601105
12107,73147,728.36358811,100.42649192528428
12109,265724,600.64039618,442.40114665941945
12111,324599,571.66044885,567.8178377618926
12113,184345,1012.400989,182.08694183723284
12115,429336,556.006294024,772.1783091568163
12117,467382,309.379423318,1510.7080974793685
12119,127335,557.1371295700001,228.55234957734282
12121,43514,688.58623761,63.19324671813346
12123,21762,1043.33695583,20.858074544755098
12125,16141,243.55500659999998,66.2725033877419
12127,548783,1101.3109408,498.2997804428967
12129,33144,606.4181503,54.6553561822043
12131,73456,1038.29120377,70.7470117567054
12133,24906,584.67682957,42.59789124586499
13001,18509,508.25411852,36.416822462544715
13003,8269,342.71849499999996,24.127673646559405
13005,11163,284.0824852,39.294925176893656
13007,2928,341.957332,8.562471764752217
13009,43876,258.69819076,169.60304156400048
13011,18061,232.6164978,77.64281626975814
13013,82138,161.036622,510.0578922973186
13015,107868,458.90903737,235.0531177555136
13017,17237,250.11780216,68.91552640852616
13019,18195,453.3764504,40.13221238982994
13021,156711,249.38266471,628.3957234246204
13023,12562,215.87826656,58.190202284714886
13025,18072,443.234586,40.77299148311499
13027,16254,493.1842406,32.95725747486506
13029,43278,437.56350940000004,98.90678511867698
13031,79635,675.962674513,117.80975932934959
13033,24231,827.03989151,29.298465828243565
13035,24950,183.68996286,135.82669195167585
13037,5668,280.384123,20.215124663103698
13039,54256,630.35909379,86.07157497132108
13043,10885,243.05936454,44.78329818972545
13045,118402,499.13469112999996,237.21452766977103
13047,67579,162.16249737,416.7363052247991
13049,12416,780.0868652,15.916176202783218
13051,294815,433.124115218,680.670943135119
13053,9533,248.7369887,38.325622778595616
13055,24898,313.3266992,79.46338458730362
13057,262155,421.08200407,622.5746943971031
13059,128195,119.22253344399999,1075.2581437150425
13061,2883,195.40395658,14.754051302025074
13063,294335,141.65281743,2077.8619538961893
13065,6737,814.9957419,8.266300857344394
13067,762500,339.77719343,2244.117659289243
13069,43048,592.27879894,72.68198705920743
13071,45800,547.03453178,83.72414781745317
13073,154274,290.19391462,531.6238288525693
13075,17188,228.45063828,75.23725969604676
13077,144928,441.07055549,328.58235081912153
13079,12159,324.914264,37.42217977847842
13081,20524,272.6800113,75.26770995113274
13083,16313,173.97172486,93.76811095669446
13085,26202,210.8280999,124.28134585678158
13087,29020,597.23938349,48.59023165957357
13089,758634,267.740208882,2833.4705615111757
13091,20089,495.96291195000003,40.50504486517986
13093,11546,392.630636,29.40677303642704
13095,86825,328.64374477999996,264.1918532729787
13097,143520,200.11768446,717.1779964738055
13099,10813,512.599541,21.094439489558575
13101,3691,420.407158,8.779584100230759
13103,63448,478.82908726,132.50657006462995
13105,19453,351.10285645,55.405416511529495
13107,22739,680.5743567000001,33.41148513184937
13109,10761,182.8946325,58.83715586896734
13111,25198,387.1050898,65.09343499724761
13113,117828,194.55882517999999,605.6163213927153
13115,98210,509.81108782999996,192.63998438721444
13117,245754,224.61789228,1094.098059177105
13119,23256,261.3499455,88.98413946675187
13121,1054286,526.7496463357,2001.4935127798806
13123,31047,426.213028,72.84385497479444
13125,2903,143.745552,20.195407507287598
13127,84373,419.63562318,201.06252982199453
13129,57274,356.44280478,160.68216059333858
13131,26076,454.46211123,57.37772050881294
13133,18461,387.51704275,47.63919508931069
13135,948505,430.760617715,2201.930633843482
13137,45767,276.86768704,165.3027859238333
13139,201703,392.98837133,513.2543726863257
13141,8652,471.066822,18.36682100273239
13143,29685,282.1652424,105.20431130180901
13145,34316,463.80844908,73.9874404359568
13147,25808,232.4221608,111.03932564420079
13149,11440,295.973318,38.65213282502715
13151,236615,318.70766174,742.420181266396
13153,161177,376.045797081,428.6100290207009
13155,9615,354.36274266,27.133213632521446
13157,73839,339.65834188,217.39198157567122
13159,14478,368.4061992,39.29901296840067
13161,14753,330.918866,44.58192480328396
13163,15708,526.55508715,29.831636581502167
13165,8693,347.37842390000003,25.024582420531846
13167,9272,303.0188634,30.59875512687307
13169,28297,393.94164855,71.83043505086128
13171,18482,183.50061947999998,100.71900603046402
13173,9874,196.53789510000001,50.23967512716075
13175,49202,807.33580541,60.94366144830291
13177,32547,355.8823763,91.4543741625567
13179,64334,516.47114185,124.56455895978151
13181,7686,210.381193,36.533683883045576
13183,16398,400.3904986,40.95501780720828
13185,117437,497.23860831999997,236.17836192724386
13187,33188,282.9436311,117.29544811090112
13189,21727,257.37185754,84.41870920803083
13191,11291,431.35394198,26.17571998570843
13193,12330,400.66207291,30.774063315869846
13195,29906,282.3235263,105.9281186797786
13197,7563,365.721327,20.679679968458608
13199,20659,500.90660743,41.24321718572464
13201,5984,282.42284040000004,21.18808801556122
13205,21940,512.15799946,42.83834290030167
13207,27825,396.0915806,70.24890546234448
13209,8701,241.14516,36.08200139700087
13211,19694,347.4113008,56.68785084034319
13213,39853,344.49392714,115.68563873058933
13215,204366,216.499721841,943.9550234160987
13217,111262,273.80374448,406.3567509323348
13219,41006,184.3418181,222.44545715479194
13221,14779,439.0620122,33.660393268702826
13223,165688,312.35042998,530.4554887618023
13225,27822,150.284388,185.1290102069684
13227,32814,232.05939428,141.40345449840757
13229,19644,340.45610949999997,57.699067374204375
13231,18754,216.0861353,86.78946464549038
13233,42692,310.33622883,137.5669226920534
13235,10001,249.26137369,40.12254226135329
13237,21870,344.68179371,63.44982647502539
13239,2249,151.237411,14.870659218042286
13241,16731,370.1344932,45.2024880344224
13243,6503,428.236049,15.185550154372923
13245,205772,324.339958063,634.4330844367647
13247,92983,129.81793791,716.2569479763507
13249,4622,166.908572,27.691807224856014
13251,14028,645.820986,21.721189469058228
13253,9108,237.54300260000002,38.342531248276806
13255,66722,195.97048407,340.46963917365804
13257,26641,178.86353254,148.94595685144574
13259,5347,458.748477,11.655624526465731
13261,29690,482.87725831,61.485604238043166
13263,5837,391.377395,14.913993691434326
13265,1574,194.60674699999998,8.088106010014135
13267,23211,480.83987692,48.27178675087662
13269,7857,376.686336,20.85820283112154
13271,12860,437.30746211999997,29.407227440521318
13273,9102,335.79143337,27.10611139972335
13275,45669,544.63287482,83.85281555964374
13277,41148,260.8901313,157.7215657601227
13279,26956,364.01283821,74.0523332433924
13281,12300,166.478796,73.88328300980746
13283,6410,199.43108207,32.141429176772455
13285,69483,414.00894618999996,167.8297066752571
13287,8856,285.41744129999995,31.028236955889216
13289,8034,359.259615,22.36265826872859
13291,24183,322.0853959,75.08257222413232
13293,27424,323.46669736,84.78152534348428
13295,67772,446.39017555,151.82233774857997
13297,95453,326.82057212,292.06545775506487
13299,36084,899.2399421599999,40.12722112112281
13301,5218,284.3579201,18.350113118583046
13303,20052,678.5259086899999,29.55229821468942
13305,30118,641.81266005,46.92646604642183
13307,2372,209.65738,11.31369666071378
13309,7568,295.489551,25.611734744556163
13311,27886,240.744214,115.83248268637517
13313,103076,290.44484274,354.89010246352154
13315,8841,377.810771,23.40060336712846
13317,9643,469.5008001,20.538836138183612
13319,8931,449.2143759,19.881376196179744
13321,20824,570.7121763,36.487744374063745
15001,200468,4028.4493014699997,49.76306886296131
15003,1015167,600.6254187042,1690.1832130084329
15005,48,11.991408,4.002866052093299
15007,73247,619.88422946,118.16238665050035
15009,164568,1161.53003105,141.68208793640386
16001,485246,1052.014605678,461.25405234965325
16003,4321,1362.8051314,3.170666077226366
16005,86362,1112.49024757,77.62944456244857
16007,6327,975.72774882,6.484390761307733
16009,9509,776.93138449,12.23917605831045
16011,47540,2093.7324635600003,22.705861817305504
16013,23868,2242.46375869,10.643650274171291
16015,7549,1827.7241,4.130273272645472
16017,46481,1733.2204558,26.817707951955732
16019,121771,1364.5277125500002,89.2404008214952
16021,11966,1268.6788482000002,9.431858990143443
16023,2573,1294.58535,1.9875089734330764
16025,1044,829.14813,1.25912362607632
16027,227367,587.04962027,387.30456872696345
16029,7003,1636.5808963,4.2790429827407
16031,24469,2565.60951521,9.537304821695427
16033,839,829.14813,1.0118819178908356
16035,8719,1895.90513261,4.598858798381425
16037,4273,3212.46166,1.330132606158481
16039,28396,1889.96217827,15.024639289868025
16041,14036,663.01898652,21.169831159241777
16043,13370,1230.25902256,10.867630112704939
16045,18692,559.76946148,33.39231824219093
16047,15422,729.321972,21.145667609202373
16049,16494,3787.1952565,4.355201906131242
16051,30427,1093.68053539,27.820738337589518
16053,24081,597.5431877,40.300015958160344
16055,168317,1237.78083971,135.98287725913985
16057,39464,1075.867159267,36.6811084993869
16059,7948,2943.4295521,2.700251478527649
16061,3613,478.821499,7.545609392112946
16063,5184,1201.3636940000001,4.31509627425115
16065,50979,469.26714012499997,108.63534997660518
16067,21393,756.9961950200001,28.260379828507315
16069,41820,848.32045486,49.29740849747827
16071,4514,1017.8674902900001,4.4347619342021805
16073,11815,2612.21272249,4.52298539788818
16075,24928,406.89347715,61.26419173539705
16077,7854,1403.8259401,5.5947106942905815
16079,13124,1779.36428926,7.375667860265979
16081,11490,449.0908839,25.585021678058606
16083,89128,1485.2810140400002,60.007499697023455
16085,11476,2088.1216130000003,5.495848483418767
16087,10425,1452.85240086,7.175539644515187
17001,65878,855.14920152,77.03684910528361
17003,5488,235.39405738,23.314097480127305
17005,16804,380.33577586999996,44.18201249030978
17007,53592,280.74053645,190.8951257188495
17009,6330,305.72675508000003,20.704762978116253
17011,33338,869.0714199399999,38.360483655418825
17013,4537,253.82943160000002,17.87420777567545
17015,15586,445.40646089,34.99275688290746
17017,13058,375.75394005,34.7514652760858
17019,206583,996.104235789,207.39094622599265
17021,34038,709.48965319,47.97532965697061
17023,15587,501.37487475,31.088514373146698
17025,13313,468.35082220000004,28.42527304097471
17027,37048,473.94124924,78.17002647355389
17029,47542,508.27186978,93.5365555850613
17031,5265398,944.9273860092,5572.277910409441
17033,18825,443.64345976,42.43272291263767
17035,10528,345.9436757,30.432699712452067
17037,100922,631.33659862,159.85450585408674
17039,15653,397.56104368,39.37256994575963
17041,19708,416.64680528,47.30145473395768
17043,934094,327.798839153,2849.5952042222207
17045,16998,623.32360879,27.269944151476363
17047,6233,222.3996702,28.02612069700812
17049,34576,478.76897383,72.21854775467793
17051,21514,716.44477797,30.02883217455856
17053,13589,485.59689708,27.984116211849003
17055,38068,408.92434962,93.09301350084765
17057,34022,865.6834536399999,39.30073961439982
17059,5038,322.941122,15.600366930043675
17061,12187,543.1440477,22.43787822329476
17063,52364,418.12623594,125.23490634898617
17065,8021,434.64740597,18.4540385835263
17067,17750,793.74835259,22.36225113675105
17069,3700,177.3888929,20.858126681504306
17071,6485,378.7927958,17.120177764479013
17073,49412,823.06140504,60.03440289804213
17075,27362,1117.39502875,24.48731137689877
17077,53676,583.57011079,91.97866547232321
17079,9324,494.61372812,18.85107401980131
17081,37362,571.2344927299999,65.40571424782563
17083,21533,369.55520832,58.26734278185155
17085,21995,600.92375716,36.601981096486554
17087,13238,343.7364922,38.51205880200112
17089,518648,519.365301358,998.6188885623964
17091,108104,676.4901389,159.80129462904134
17093,130757,320.23807969,408.31184138556125
17095,50193,716.3851412,70.06426726819443
17097,714484,443.615468509,1610.5930715206896
17099,109986,1135.1635140829999,96.89000627266297
17101,15465,372.17860106,41.55263079595176
17103,34373,724.78678451,47.424981711329416
17105,35902,1043.6279488,34.40114845647951
17107,28238,618.05237351,45.688684665399336
17109,27743,589.3230429500001,47.07604824193817
17111,310749,603.39495816,515.0009886519467
17113,171455,1183.247681409,144.90203758171157
17115,104331,580.575699876,179.7026641354144
17117,45152,862.9737186,52.32140797201794
17119,266112,715.515239444,371.9166068451395
17121,37781,572.53763235,65.9886754429165
17123,11781,386.8223815,30.45583855390229
17125,13225,539.35185853,24.520171370215824
17127,14280,237.15103556,60.21479082425138
17129,12343,314.3911677,39.26000876646129
17131,15779,561.23980981,28.11454163478133
17133,34732,385.30064543000003,90.14259491114706
17135,28482,703.76404078,40.4709509858342
17137,33189,568.95854245,58.33289690507924
17139,14634,335.9580634,43.559008085412124
17141,51787,758.6535944,68.26172100450803
17143,182439,618.695125983,294.8770603455714
17145,21158,441.92763282,47.8766169587268
17147,16664,439.18816931000003,37.94273426394997
17149,14923,831.35162657,17.950286645338608
17151,3820,368.867353,10.356026275927976
17153,5279,199.2675719,26.492017490177485
17155,5638,160.0970002,35.21615016494232
17157,30632,575.36718432,53.2390460123348
17159,15876,360.03411916,44.095820798985635
17161,144694,427.496110173,338.4685768051666
17163,258597,657.73525316,393.16274862508243
17165,23869,379.99028497,62.81476380872328
17167,196759,868.256470671,226.61391725412892
17169,6953,437.30038457,15.899825944212067
