metdiv20,POVPIP,has_pap,has_ssip,has_hins4,has_snap,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well,HH Income,WGTP
99999,0,0,0,0,0,0,0,0,0,0,36,36,0,0,36,0,0,6
99999,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,9
99999,0,0,0,0,0,0,0,0,0,0,144,0,0,144,0,0,0,12
99999,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,32207,13
99999,0,0,0,0,0,0,0,0,0,0,256,0,0,256,256,0,0,16
99999,0,0,0,0,0,0,0,0,0,0,400,0,0,400,400,0,0,20
99999,0,0,0,0,0,0,0,0,0,0,400,0,400,0,0,0,-3752,20
99999,0,0,0,0,0,0,0,0,0,0,484,0,0,484,484,0,0,22
99999,0,0,0,0,0,0,0,0,0,0,1369,0,0,0,0,0,0,37
99999,0,0,0,0,0,0,0,0,0,0,1369,0,0,1369,0,0,0,37
99999,0,0,0,0,0,0,0,0,0,0,1521,0,0,0,0,0,0,78
99999,0,0,0,0,0,0,0,0,0,0,1849,0,0,0,0,0,0,43
99999,0,0,0,0,0,0,0,0,0,0,1936,0,1936,1936,0,0,-1876,44
99999,0,0,0,0,0,0,0,0,0,0,2601,0,0,0,2601,0,63,51
99999,0,0,0,0,0,0,0,0,0,0,5476,0,0,0,0,0,0,74
99999,0,0,0,0,0,0,0,0,0,0,13225,0,0,13225,13225,0,0,115
99999,0,0,0,0,0,0,0,0,0,0,25281,0,0,25281,0,0,0,159
99999,0,0,0,0,0,0,0,0,0,0,38416,0,0,38416,0,0,0,196
99999,0,0,0,0,0,0,0,0,0,0,42849,0,0,42849,0,0,0,207
99999,0,0,0,0,0,0,0,0,0,0,74529,0,0,74529,0,0,-208,273
99999,0,0,0,0,0,0,0,0,0,0,129600,0,0,0,0,0,0,360
99999,0,0,0,0,0,0,21609,0,0,0,0,0,0,0,0,21609,0,147
99999,0,0,0,0,0,4761,0,0,0,0,0,0,0,0,0,0,0,69
