County,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,Served Percentage,High Cost,Tribal,ISP Desert,ACP Desert
08001,520149,342214,18215,7260,20574,836,215119,34.4,86297,3181,77514,19887,62602,23725,2665,24834,24791,181211,123826,57385,67542,267,163979,9513,7452,165373,165088,140934,12135,6128,4958,8305,5496,15050,12796,17644,15104,432342,1607,7416,30857,47927,43768,11172,338792,486049,181211,136722,140937,147051,153781,166804,174177,23863,0,441.37,24,9,Roggen Telephone Cooperative Company -- Viaero Wireless -- DirectLink -- WiFiHood -- T-Mobile US -- Verizon -- Visionary Broadband -- AERUX BROADBAND -- UPN -- TPx Communications -- Allstream Business US LLC -- Wiggins Telephone Association -- TDS Telecom -- Bijou Telephone Cooperative Association Inc. -- Rise Broadband -- CenturyLink -- Starry Inc. -- Intrepid Fiber Networks -- Charter Communications Inc -- Xfinity -- LiveWireNet -- Eastern Slope Rural Telephone Association Inc. -- Fusion -- HILLTOP BROADBAND,0.98540002,0,0,1,1
08003,16460,11104,185,713,356,44,7897,32.2,52271,131,2141,572,1551,830,193,703,1715,6471,3702,2769,1887,27,5596,391,457,5784,5757,4018,577,304,175,872,708,931,769,886,808,15549,0,140,349,422,718,92,9807,15493,6471,0,0,0,0,0,0,1850,1,22.66,9,5,Xfinity -- Ciello -- Consolidated Communications -- Charter Communications Inc -- Viaero Wireless -- T-Mobile US -- Blanca Telephone Company -- Verizon -- CenturyLink,0.99180001,0,0,1,1
08005,654453,422330,71815,5520,40210,1613,132163,37.1,92292,2045,71885,15385,125322,56515,12254,25494,26272,250751,162810,87941,79569,290,233134,10157,7170,235115,234735,207356,10921,8482,7151,10567,8259,18399,15647,23286,20625,540289,1875,10305,50138,51846,27711,26510,450081,616244,250751,207153,217376,221236,228389,232141,241616,25947,0,816.71,27,10,Viaero Wireless -- DirectLink -- Voyant Communications -- T-Mobile US -- Verizon -- AERUX BROADBAND -- Kellin Communications -- Xtream Internet -- GhostFiber -- UPN -- TPx Communications -- Allstream Business US LLC -- TDS Telecom -- Bijou Telephone Cooperative Association Inc. -- Rise Broadband -- Cogent Communication -- CenturyLink -- Ting -- Starry Inc. -- Charter Communications Inc -- NETEO Inc. -- Xfinity -- LiveWireNet -- Vero Broadband -- Eastern Slope Rural Telephone Association Inc. -- Google Fiber -- Fusion,0.99650002,0,0,1,1
08007,13509,10759,47,321,73,14,2498,50.8,66813,53,2203,292,2539,1211,215,492,600,5738,4349,1389,1200,4,5029,336,369,5144,5136,3860,520,145,119,388,243,705,615,853,755,12939,7,62,233,268,230,9,10417,12942,5738,0,0,0,0,0,0,328,1,9.83,7,5,echoitconsultingllc -- ALASKA COMMUNICATIONS -- T-Mobile US -- Zito Media -- Verizon -- Visionary Broadband -- CenturyLink,0.8229,0,0,1,1
08009,3496,3159,11,32,81,4,422,42.0,42115,32,669,102,444,127,27,174,607,1586,1169,417,420,3,1267,147,169,1283,1280,730,255,100,43,283,178,323,266,170,143,3305,0,66,66,59,39,26,2504,3328,1586,0,0,0,0,0,0,149,1,2.61,7,2,Viaero Wireless -- Pioneer Communications -- T-Mobile US -- Rebeltec Communications LLC -- Verizon -- SECOM Inc. -- CenturyLink,0.83560002,0,0,1,1
08011,5561,3960,269,173,14,8,1822,40.7,45776,51,1062,775,410,216,33,333,813,1808,1114,694,529,0,1457,224,127,1471,1471,996,302,88,65,282,160,402,310,205,159,5353,2,3,32,171,204,3,4265,5334,1808,0,0,0,0,0,0,519,1,5.65,6,2,Viaero Wireless -- T-Mobile US -- Rebeltec Communications LLC -- Verizon -- SECOM Inc. -- CenturyLink,0.83200002,0,0,1,1
08013,328658,272193,2802,1448,15161,196,45657,37.0,99770,897,20449,4051,75431,42263,8318,22253,13421,133390,83066,50324,34451,171,125126,4614,3479,125671,125497,111816,5056,7285,6545,6451,5128,10772,9117,10726,9863,290695,320,5653,15662,16328,6093,5002,217821,315300,133390,111736,116972,117647,122098,128683,131204,8110,0,452.53,20,7,Pavlov Media -- Lyons Communications -- T-Mobile US -- Verizon -- UPN -- TPx Communications -- Allstream Business US LLC -- TDS Telecom -- Rise Broadband -- CenturyLink -- Charter Communications Inc -- NETEO Inc. -- Nedernet -- NextLight -- xBar7 Communications  inc -- Xfinity -- LiveWireNet -- Fusion -- Elevations Ethernet LLC -- HILLTOP BROADBAND,0.96310002,0,0,1,1
08014,73946,60019,984,230,5156,0,9747,38.6,117541,60,5357,1160,18430,8967,1370,2015,1664,30103,19247,10856,8737,38,28524,1046,495,28623,28585,26340,829,598,557,595,462,1447,1261,2003,1712,65417,18,629,4404,3478,968,1314,52126,70437,30103,24768,25842,26406,26321,28645,30345,1288,0,2205.08,9,5,Xfinity -- Allstream Business US LLC -- T-Mobile US -- Verizon -- Visionary Broadband -- Rise Broadband -- HILLTOP BROADBAND -- AERUX BROADBAND -- CenturyLink,0.99659997,0,0,1,1
08015,19564,17538,207,84,226,74,1968,47.8,65703,76,2843,994,3738,1971,507,808,1329,9066,6309,2757,1878,26,7526,589,925,7584,7558,5489,1284,317,235,957,408,1106,636,797,636,18627,9,254,267,407,359,192,15510,18797,9066,0,0,0,0,0,0,847,1,19.18,7,3,Colorado Central Telecom -- Charter Communications Inc -- T-Mobile US -- Verizon -- HILLTOP BROADBAND -- Livingston Telephone -- CenturyLink,0.93129998,0,0,1,1
08017,1726,1475,16,0,3,5,206,43.2,65577,10,357,27,196,73,10,52,131,740,584,156,191,0,647,51,42,649,649,533,60,40,29,61,47,73,52,100,84,1570,3,11,52,90,55,2,1225,1608,740,0,0,0,0,0,0,25,1,1.28,6,2,Viaero Wireless -- Eastern Slope Rural Telephone Association Inc. -- Rebeltec Communications LLC -- Verizon -- SECOM Inc. -- CenturyLink,0.61970001,0,0,1,1
