County,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,Served Percentage,High Cost,Tribal,ISP Desert,ACP Desert
30001,9469,8759,98,196,17,1,525,42.3,55867,40,1494,279,1650,451,173,451,936,4107,2728,1379,1008,29,3522,312,244,3560,3531,2395,494,245,89,481,379,518,413,583,470,9279,0,80,30,80,85,5,6523,9051,4107,0,0,0,0,0,0,405,1,3.11,7,4,Charter Communications Inc -- AirGrids -- T-Mobile US -- CenturyLink -- Verizon -- Southern Montana Telephone Company -- 3 Rivers Communications,0.81269997,0,0,1,1
30003,13090,3835,0,8525,28,0,820,31.6,52463,119,2042,402,918,417,109,1420,1872,3622,2412,1210,1508,0,2703,309,610,2783,2783,1965,666,173,59,495,381,545,283,531,353,12977,0,5,75,33,15,51,7432,12061,3622,0,0,0,0,0,0,1038,1,2.96,10,6,Nemont -- Dubois Telephone Exchange Inc. -- Charter Communications Inc -- TCT Cable Internet (Hardin) -- T-Mobile US -- Verizon -- Visionary Broadband -- Mid-Rivers Communications -- Wisp West| Celerity Internet -- CenturyLink,0.68169999,0,1,1,1
30005,7030,3060,56,3636,3,0,253,33.6,58507,145,1032,129,667,263,60,754,641,2271,1426,845,896,13,1763,200,295,1806,1793,1615,413,199,109,284,159,346,274,189,165,6909,0,46,41,34,14,87,4353,6492,2271,0,0,0,0,0,0,610,1,2.77,4,4,Charter Communications Inc -- Triangle Communications -- T-Mobile US -- Verizon,0.92129999,0,0,1,1
30007,6977,6284,19,76,25,0,153,47.4,61679,90,1211,182,862,216,38,202,431,2872,2385,487,691,0,2172,323,377,2268,2254,1341,503,156,47,184,106,420,302,324,285,6874,0,0,47,56,0,41,5080,6660,2872,0,0,0,0,0,0,184,1,5.57,8,4,Global Net -- Charter Communications Inc -- Little Apple Technologies -- Triangle Communications -- Montana Internet Corporation -- T-Mobile US -- Verizon -- CenturyLink,0.76490003,0,0,1,1
30009,10645,9999,50,68,48,12,306,50.7,66780,76,2237,318,1498,884,113,345,728,4650,3432,1218,1041,11,3831,514,294,3887,3867,2228,630,119,83,384,252,758,578,561,406,10439,0,77,41,88,30,41,8213,10272,4650,0,0,0,0,0,0,214,1,5.38,8,5,Nemont -- Charter Communications Inc -- T-Mobile US -- Verizon -- TCT Cable Internet (Hardin) -- Visionary Broadband -- Wisp West| Celerity Internet -- CenturyLink,0.44839999,0,0,1,1
30011,1332,1246,0,14,0,0,15,56.8,46486,9,272,36,174,30,5,31,191,598,380,218,90,15,485,51,47,508,493,341,73,17,7,102,73,112,98,108,93,1328,0,0,1,3,0,0,994,1270,598,0,0,0,0,0,0,6,1,0.88,5,4,Dubois Telephone Exchange Inc. -- Charter Communications Inc -- West River Cooperative Telephone Company -- Verizon -- Mid-Rivers Communications,0.4738,0,0,1,1
30013,84423,72122,1246,3100,799,27,4261,37.9,61351,744,15165,3290,10151,4212,984,4371,6801,34577,23517,11060,9358,91,29076,2509,2901,29382,29282,24441,4444,1660,1018,2940,2019,4791,3477,4624,3841,81755,227,1176,934,331,278,398,57794,79231,34577,24400,25864,28264,26242,30515,31473,6018,0,31.2,9,4,Global Net -- Charter Communications Inc -- Allstream Business US LLC -- Montana Internet Corporation -- T-Mobile US -- CenturyLink -- Verizon -- Konceptio Data Services LLC -- 3 Rivers Communications,0.86250001,0,0,1,1
30015,5897,4651,8,967,26,0,177,42.4,51791,25,1321,218,731,211,31,375,503,2184,1495,689,620,7,1574,285,318,1587,1580,1436,541,105,45,236,61,336,243,367,211,5711,0,122,39,25,1,8,4079,5533,2184,0,0,0,0,0,0,355,1,2.31,7,5,Charter Communications Inc -- Triangle Communications -- T-Mobile US -- CenturyLink -- Verizon -- Konceptio Data Services LLC -- 3 Rivers Communications,0.89749998,0,0,1,1
30017,11957,10934,28,146,46,17,430,42.8,61114,58,2322,391,1499,599,89,602,679,4996,3362,1634,1373,166,4095,372,363,4317,4151,2987,597,301,146,437,285,629,399,676,616,11677,8,47,156,69,6,111,8580,11377,4996,0,0,0,0,0,0,209,1,7.18,6,4,Dubois Telephone Exchange Inc. -- Charter Communications Inc -- T-Mobile US -- Verizon -- Mid-Rivers Communications -- CenturyLink,0.71380001,0,0,1,1
30019,1535,1389,5,37,28,0,22,52.4,47378,8,329,51,221,69,6,77,106,714,576,138,128,0,563,32,119,572,572,510,137,34,19,65,29,112,83,152,103,1488,0,0,30,17,0,4,1180,1466,714,0,0,0,0,0,0,12,1,1.93,1,1,Nemont,0.90039998,0,0,1,1
