County,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,Served Percentage,High Cost,Tribal,ISP Desert,ACP Desert
34001,274339,164950,37060,917,21399,162,54178,42.0,73113,1602,55577,6682,37957,13994,4139,14653,20336,106640,72378,34262,29936,295,93852,6282,6211,95316,95003,82149,8915,5185,3643,7410,4828,12874,10053,11936,10141,222203,6916,1909,24775,18536,17009,11159,191583,259922,106640,75543,80600,83929,88995,100896,97055,15223,0,492.99,8,3,Xfinity -- NetCarrier Telecom Inc. -- TPx Communications -- Xtel Communications -- T-Mobile US -- Verizon -- Telesystem -- Monmouth Telephone & Telegraph,0.99409997,0,0,1,1
34003,953243,593955,54689,2364,158543,204,205545,42.0,118714,5191,127582,11952,208030,97521,29083,30177,33648,350843,228445,122398,113366,451,324085,11280,15027,327172,326691,294777,19274,11292,8920,14553,10309,24868,19803,24037,21031,633409,7134,13409,197510,101781,54369,83560,674596,904617,350843,301050,305416,304655,312902,329286,335716,20236,0,4093.76,13,6,Xfinity -- Pavlov Media -- Starry Inc. -- NetCarrier Telecom Inc. -- Charter Communications Inc -- TPx Communications -- Fusion -- Optimum -- T-Mobile US -- Verizon -- Telesystem -- Cogent Communication -- Monmouth Telephone & Telegraph,0.98040003,0,0,1,1
34005,461853,312451,76293,907,25304,222,41114,41.7,102615,1416,77834,9105,87020,35832,8652,14960,14758,174454,132314,42140,53541,304,160804,5377,7969,162416,162112,144646,9235,5138,4332,6331,4916,12360,9416,14149,12347,400762,5132,6575,32846,16538,7240,13519,329081,438654,174454,144209,146522,147919,155020,164313,165841,11257,0,575.64,9,3,Xfinity -- NetCarrier Telecom Inc. -- Fusion -- Optimum -- T-Mobile US -- Xtel Communications -- Verizon -- Telesystem -- Monmouth Telephone & Telegraph,0.99299997,0,0,1,1
34007,522581,304112,100874,1118,30964,194,94913,38.7,82005,2974,92472,13226,74997,33228,10330,28769,35281,198757,130036,68721,61530,267,176376,9655,12459,178566,178299,155655,16369,10602,7476,13571,9011,20552,15914,17910,15696,445047,12040,3783,35535,26176,27443,15520,360582,491546,198757,156047,157588,159891,163844,180740,184532,27548,0,2354.48,10,4,Xfinity -- NetCarrier Telecom Inc. -- Charter Communications Inc -- TPx Communications -- Fusion -- T-Mobile US -- Xtel Communications -- Verizon -- Telefonica -- Telesystem,0.99839997,0,0,1,1
34009,95456,83363,3601,66,764,0,7960,50.9,83870,406,20251,2604,16309,7051,1905,3751,4692,43277,33950,9327,10349,90,38645,2324,2218,38964,38874,33469,3233,1588,1244,2629,1615,4497,3477,4148,3719,89004,1282,636,2227,2307,2012,707,72532,91339,43277,32165,33927,34144,35575,43821,45742,2772,1,379.64,5,3,Xfinity -- Xtel Communications -- T-Mobile US -- Verizon -- Monmouth Telephone & Telegraph,0.9885,0,0,1,1
34011,153588,86989,29168,1413,2390,32,49802,37.9,62310,1372,34105,6651,12061,4586,794,8804,13488,52584,34720,17864,17157,149,44248,3722,4465,45159,44979,37792,6206,2987,2005,4978,3354,7356,5645,5620,4750,127570,8236,1084,5831,10867,16213,2462,103984,144233,52584,36412,41133,40994,42482,47855,47601,9835,0,320.51,5,3,Xfinity -- TPx Communications -- Xtel Communications -- T-Mobile US -- Verizon,0.98189998,0,0,1,1
34013,853374,302714,322188,2553,48695,295,204966,37.6,73785,10689,142725,16788,124500,62058,17690,62249,62979,312942,139811,173131,106302,300,265213,26323,21106,269173,268820,224875,35449,22654,15976,26832,16654,33493,24549,30049,24449,578525,16555,10918,132422,114954,71262,49952,573215,799173,312942,218544,229429,241865,243618,278538,287359,56419,0,6763.08,12,4,Xfinity -- NetCarrier Telecom Inc. -- Astound_Broadband -- Newark Fiber -- Hotwire Communications -- Optimum -- Fusion -- T-Mobile US -- Xtel Communications -- Andrena -- Verizon -- Monmouth Telephone & Telegraph,0.9892,0,0,1,1
34015,302621,237645,31612,343,9796,48,21577,40.2,99668,812,56977,7751,48158,18370,4065,10744,11487,109996,87641,22355,35690,128,99882,4790,5196,100713,100585,90130,7096,3328,2582,4773,3304,9254,6730,8870,7592,280180,3027,1810,11328,6276,4953,4684,207727,287503,109996,91629,91763,91575,94116,103692,104499,8867,0,934.21,8,3,Xfinity -- NetCarrier Telecom Inc. -- Fusion -- Xtel Communications -- T-Mobile US -- Verizon -- Telesystem -- Monmouth Telephone & Telegraph,0.99489999,0,0,1,1
34017,712029,294600,85956,4273,114096,120,302289,35.6,86854,6068,107200,12119,140539,73996,14197,43702,55844,290054,93531,196523,82302,140,259714,14982,15218,261872,261728,223459,23502,15328,11082,21906,14467,27189,21526,23192,20285,381106,16227,10540,156231,147925,106306,41446,512195,665182,290054,208270,218782,230930,236925,264047,277644,37508,0,15440.76,17,7,Xfinity -- Pavlov Media -- Starry Inc. -- NuVisions -- Astound_Broadband -- Charter Communications Inc -- Hotwire Communications -- NetFortris -- Optimum -- Fusion -- T-Mobile US -- Andrena -- Verizon -- Telesystem -- FirstLight Fiber -- Cogent Communication -- Monmouth Telephone & Telegraph,0.9921,0,0,1,1
34019,129099,110929,3320,158,5753,56,9396,46.4,133534,219,16651,1561,30308,15673,3494,2585,2100,49676,41967,7709,14532,210,46102,1428,1936,46530,46320,41545,2607,1043,739,1058,596,2713,2055,3115,2599,114262,488,917,8522,4910,2124,1827,93742,123626,49676,42039,42119,44005,44169,47829,47307,1311,0,301.07,7,5,Xfinity -- PenTeleData -- Service Electric Cable TV -- Optimum -- T-Mobile US -- Verizon -- Brightspeed,0.97799999,0,0,1,1
