County,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,Served Percentage,High Cost,Tribal,ISP Desert,ACP Desert
53001,20557,10761,44,441,126,84,13253,29.0,63105,226,2617,910,1018,477,90,2125,2126,6304,4092,2212,2722,2,5258,403,641,5362,5360,3292,758,432,300,507,343,893,624,660,575,15784,0,69,1010,3694,4408,223,11258,18736,6304,0,0,0,0,0,0,794,1,10.57,9,5,EV Holdings 1 LLC -- Ziply Fiber -- Pioneer Telephone Company -- T-Mobile US -- CenturyLink -- Pend Oreille PUD -- Verizon -- Vyve Broadband -- LocalTel Communications,0.54540002,0,0,1,1
53003,22370,20236,167,271,261,0,1043,45.4,63724,75,4089,977,2321,946,357,2004,1560,9499,6859,2640,2275,98,8285,581,535,8434,8336,6207,882,601,475,726,488,1170,984,1322,1027,21536,10,108,238,478,151,120,16165,21132,9499,7508,7694,8052,8459,8248,9231,1115,1,35.04,9,4,Lightspeed Networks -- Cable America -- First Step Internet LLC -- TDS Telecom -- Inland Cellular LLC -- T-Mobile US -- Pend Oreille PUD -- Verizon -- CenturyLink,0.95959997,0,0,1,1
53005,207560,157190,3652,1538,6413,477,48824,36.1,83778,994,25023,6358,26629,11869,2176,9073,12574,75509,51384,24125,25467,54,67582,4558,3315,68259,68181,57757,4588,2256,1729,4440,3202,7175,5747,7630,6579,181227,90,2244,9822,14177,12718,3170,134954,193899,75509,59718,59458,61743,64565,68446,71165,16390,0,120.32,17,6,Advanced High Speed Internet -- Charter Communications Inc -- Benton Rural Electric Association -- Lightspeed Networks -- EV Holdings 1 LLC -- Ziply Fiber -- Allstream Business US LLC -- Cascade Utilities I -- TDS Telecom -- T-Mobile US -- PocketiNet -- CenturyLink -- Verizon -- Pend Oreille PUD -- xyTel -- Columbia iConnect -- Pacific Independent Technology Alliance LLC,0.98009998,0,0,1,1
53007,79076,55416,401,591,635,32,22645,40.1,71876,358,11298,2140,10471,3914,1212,3017,4195,30414,19298,11116,9013,16,26567,1981,1850,26779,26757,22466,2908,655,425,2032,1513,3877,2568,3770,3104,67041,54,912,4084,6985,7519,372,54434,74566,30414,21476,22557,26282,24501,28257,30363,4007,0,30.32,12,5,Native Network Inc -- Astound_Broadband -- Charter Communications Inc -- Douglas County P.U.D. (wholesale) -- Ziply Fiber -- Allstream Business US LLC -- T-Mobile US -- Pend Oreille PUD -- Verizon -- Westgate Communications -- PUD No 1 of Chelan County -- LocalTel Communications,0.85079998,0,0,1,1
53009,77333,64701,705,2995,1336,14,5553,51.2,66108,249,11573,2936,10921,5366,1434,4214,4075,34128,24894,9234,6769,101,30593,1350,2084,30945,30844,25033,2633,1699,1276,2474,1756,4518,3922,4334,3859,72418,200,837,2452,1426,857,504,59865,74145,34128,25918,27602,29011,28845,32704,31803,3187,1,44.13,7,3,CresComm WiFi LLC -- Astound_Broadband -- Nikola Broadband -- T-Mobile US -- Pend Oreille PUD -- Verizon -- CenturyLink,0.7694,0,0,1,1
53011,504091,400592,10122,3280,23465,3835,54176,38.8,90115,1397,72082,13998,70887,29501,6635,21218,23097,188863,126024,62839,60959,354,175072,7014,6423,176401,176036,152916,9456,6209,4636,8055,6297,14737,12180,17308,15806,442718,1096,5961,30800,23516,11537,17284,345411,475148,188863,150180,156780,163346,165132,183242,185936,21953,0,789.97,12,6,Xfinity -- Astound_Broadband -- TPx Communications -- Ziply Fiber -- Allstream Business US LLC -- TDS Telecom -- T-Mobile US -- Elevate ConnX -- Pend Oreille PUD -- Verizon -- NocTel Communications Inc. -- CenturyLink,0.94779998,0,0,1,1
53013,3980,3252,36,16,2,0,325,50.8,68825,30,422,186,483,213,43,172,195,1804,1354,450,417,17,1359,322,106,1383,1366,874,249,76,60,223,107,190,147,151,122,3820,3,14,43,100,168,31,3021,3810,1804,0,0,0,0,0,0,178,1,4.57,7,4,Verizon -- Charter Communications Inc -- T-Mobile US -- PocketiNet -- Inland Cellular LLC -- Pend Oreille PUD -- Columbia iConnect,0.88300002,0,0,1,1
53015,110621,95070,832,1687,1368,310,10851,40.8,70912,453,19170,5358,8679,3194,524,6169,7084,43167,28664,14503,12731,107,37701,2743,2616,38235,38128,30586,3847,1828,1259,3109,2335,5614,4441,5080,4417,104983,84,980,2232,2342,2171,829,77072,104084,43167,32400,34842,35953,37298,37768,40426,6810,0,95.92,11,6,Xfinity -- Astound_Broadband -- TPx Communications -- Tenino Telephone Company/Scatter Creek InfoNet -- Ziply Fiber -- ToledoTel -- TDS Telecom -- T-Mobile US -- Pend Oreille PUD -- Verizon -- CenturyLink,0.87650001,0,0,1,1
53017,43189,27842,198,413,307,147,14400,37.8,79422,407,6207,1726,4466,1253,278,1300,2102,15474,10820,4654,6010,15,13223,1203,1033,13358,13343,11217,1636,429,179,499,261,1498,1073,1823,1594,36135,59,341,1738,4916,4946,204,28706,40466,15474,11753,12320,13255,13347,13128,15023,2046,1,24.44,11,5,Swift-Stream Internet -- Native Network Inc -- Charter Communications Inc -- Lightspeed Networks -- Douglas County P.U.D. (wholesale) -- Ziply Fiber -- T-Mobile US -- CenturyLink -- Pend Oreille PUD -- Verizon -- LocalTel Communications,0.91930002,0,0,1,1
53019,7260,5254,16,1094,27,57,130,51.8,50424,54,1455,316,644,271,51,485,629,3025,2304,721,547,38,2255,350,382,2293,2255,1161,663,136,66,463,271,614,435,281,167,6867,58,169,84,82,21,48,5559,6929,3025,0,0,0,0,0,0,383,1,3.3,10,6,Swift-Stream Internet -- Neubeam -- Television Association of Republic -- EV Holdings 1 LLC -- Ziply Fiber -- Inland Cellular LLC -- T-Mobile US -- Pend Oreille PUD -- Verizon -- CenturyLink,0.33700001,0,0,1,1
53021,96692,54722,2226,1773,1817,199,52100,30.6,77877,1408,10784,3824,6915,3403,477,5739,6880,28350,19824,8526,13527,1,26088,1161,1100,26209,26208,20476,1531,1052,760,1435,927,2749,2331,2966,2664,73555,54,1631,7079,14373,18713,1749,56267,88543,28350,21616,22584,24517,25603,27114,28822,7341,0,76.77,14,6,Rebus Communications LLC -- Charter Communications Inc -- Lightspeed Networks -- EV Holdings 1 LLC -- Ziply Fiber -- Cascade Utilities I -- TDS Telecom -- Pend Oreille PUD -- PocketiNet -- T-Mobile US -- Verizon -- xyTel -- Columbia iConnect -- CenturyLink,0.93980002,0,0,1,1
53023,2310,2085,22,1,32,0,87,49.9,57958,12,371,44,269,170,13,111,143,1009,782,227,265,0,826,93,90,836,836,444,132,38,35,77,61,153,101,186,141,2239,0,39,0,32,16,0,1696,2201,1009,0,0,0,0,0,0,51,1,3.2,8,3,First Step Internet LLC -- T-Mobile US -- Inland Cellular LLC -- PocketiNet -- Verizon -- Pend Oreille PUD -- Columbia iConnect -- CenturyLink,0.61449999,0,0,1,1
53025,99145,61533,1024,1571,1019,14,42453,33.2,66387,1635,13889,3437,7832,2254,447,6571,7448,33666,21805,11861,12649,21,29572,1804,2269,29780,29759,23642,3044,1593,1045,2453,1594,4599,3560,4442,4038,82014,69,739,4269,12054,12714,784,60723,91865,33666,22331,26621,26623,27069,32796,31760,4917,0,36.53,14,8,Xfinity -- Swift-Stream Internet -- Verizon -- Charter Communications Inc -- Grant County PowerNet Inc -- Ziply Fiber -- Allstream Business US LLC -- TDS Telecom -- T-Mobile US -- CenturyLink -- Pend Oreille PUD -- Grant PUD -- Vyve Broadband -- LocalTel Communications,1.0,0,0,1,1
53027,75672,62047,1060,2904,906,285,8186,44.4,59105,509,15069,4413,6104,2610,490,4914,5892,29542,21045,8497,7274,62,25601,1805,2074,25898,25836,21019,2874,1603,1270,2440,1781,3964,3090,4388,3691,71003,491,587,1384,2207,2151,634,55194,72028,29542,23045,23456,23042,26740,27181,26587,5186,1,39.3,9,5,Xfinity -- Coast Communications Co Inc -- Ziply Fiber -- TDS Telecom -- T-Mobile US -- PUD 3 Fiber -- Pend Oreille PUD -- Verizon -- CenturyLink,0.8987,0,0,1,1
53029,86510,70008,2220,936,4030,325,7380,44.2,82850,89,11828,1924,13324,6815,1475,2966,2759,35498,26207,9291,8672,80,33029,1248,1141,33299,33190,28743,1549,1319,1193,1625,1282,2953,2440,3511,3239,78474,224,1305,4356,2151,912,1644,63659,82050,35498,30405,31467,31322,33311,33914,34674,2023,0,412.23,7,6,Xfinity -- Astound_Broadband -- Whidbey Telephone Company -- Ziply Fiber -- T-Mobile US -- Pend Oreille PUD -- Verizon,0.93239999,0,0,1,1
53031,33006,29039,140,522,470,45,1357,59.4,64796,40,4721,1008,6616,3675,1052,2149,2324,15859,12747,3112,2299,46,14152,725,936,14304,14258,11674,1156,967,748,1415,898,1878,1669,1921,1657,30869,43,597,913,584,147,249,27822,32137,15859,13459,11925,13228,12881,14144,15595,1316,1,21.31,7,3,Astound_Broadband -- Pend Oreille PUD -- T-Mobile US -- SoundInternetServices -- Verizon -- Jefferson County PUD -- CenturyLink,0.75870001,0,0,1,1
