County,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,Served Percentage,High Cost,Tribal,ISP Desert,ACP Desert
37001,171779,112619,33714,526,2817,57,23200,39.1,60866,1212,26006,6274,21972,7160,1081,10315,13448,67370,44487,22883,20427,47,57502,5085,4736,58016,57967,49458,7864,3653,2592,5615,3702,10030,7307,8463,7314,156084,437,755,5906,8597,7501,1197,115744,162038,67370,49775,49963,50922,51601,60794,63498,17329,0,399.54,9,6,OpenBroadband LLC -- Randolph Telephone Membership Corp -- Charter Communications Inc -- Hotwire Communications -- Fusion -- T-Mobile US -- Verizon -- AT&T Inc -- Brightspeed,0.93419999,0,0,1,1
37003,36505,32093,1597,376,393,0,1872,43.9,62764,380,8623,2062,2910,932,99,1846,2449,13761,11180,2581,4089,7,11404,905,1445,11506,11499,8557,2061,567,367,1226,722,1882,1224,1703,1440,35323,67,188,517,410,479,61,26366,34829,13761,10136,9927,11250,12349,11148,11511,3363,1,140.36,9,6,OpenBroadband LLC -- Zirrus/Yadtel -- Charter Communications Inc -- MCC_Georgia_LLC -- T-Mobile US -- Carolina West Wireless -- AT&T Inc -- RIVERSTREET NETWORKS -- Brightspeed,0.95039999,0,0,1,1
37005,10989,10270,212,32,35,0,1103,50.6,42115,137,2311,246,1143,517,42,815,1312,4937,3975,962,1040,26,3848,406,657,3938,3912,3468,884,296,207,710,408,926,689,846,613,10481,16,8,199,285,251,0,8508,10538,4937,0,0,0,0,0,0,378,1,46.46,10,7,Charter Communications Inc -- Loretto Telephone Company Inc. -- TDS Telecom -- Fastlink Communications LLC -- T-Mobile US -- ERC Broadband -- Carolina West Wireless -- NCREN -- RIVERSTREET NETWORKS -- Brightspeed,0.99959999,0,0,1,1
37007,22200,10218,10652,62,335,4,1012,41.1,42000,361,5477,1454,1380,352,31,1311,2602,8266,5572,2694,2065,26,6782,486,972,6953,6894,5589,1274,450,396,1325,837,1837,1476,1179,949,21339,0,130,306,425,288,158,15790,21093,8266,7060,7106,8340,7139,6621,6828,3521,1,42.13,6,4,Charter Communications Inc -- T-Mobile US -- NCREN -- Verizon -- Windstream Buffalo Valley Inc. -- RIVERSTREET NETWORKS,0.70819998,0,0,1,1
37009,26759,25585,263,63,117,8,1406,49.6,49176,253,5513,670,2588,1326,121,1517,2217,11823,9431,2392,2645,55,9255,993,1520,9460,9382,8546,2089,772,309,1229,682,2236,1590,1777,1412,25847,35,56,417,404,316,115,20539,25717,11823,7472,8961,8840,9170,9269,10239,730,1,62.4,11,7,Verizon -- Charter Communications Inc -- Optimum -- TDS Telecom -- Loretto Telephone Company Inc. -- ERC Broadband -- T-Mobile US -- Carolina West Wireless -- NCREN -- RIVERSTREET NETWORKS -- Brightspeed,0.99989998,0,0,1,1
37011,17679,15773,644,146,83,4,904,46.5,53513,226,3037,1179,1852,765,256,775,878,6481,5091,1390,1548,48,5246,648,539,5303,5255,4000,1068,322,244,704,397,1059,895,974,669,16945,7,75,195,457,246,29,13603,17039,6481,0,0,0,0,0,0,969,1,71.75,8,7,Charter Communications Inc -- Loretto Telephone Company Inc. -- ERC Broadband -- T-Mobile US -- Zito Media -- Carolina West Wireless -- AT&T Inc -- RIVERSTREET NETWORKS,0.98259997,0,0,1,1
37013,44711,31510,10344,41,109,0,3734,46.9,56081,302,8492,1803,3996,1714,435,2781,4743,18972,13428,5544,4530,0,15069,1800,2103,15377,15377,12598,3410,771,431,2763,1558,2954,2070,2296,1966,42900,42,164,525,1080,908,227,32694,42590,18972,13230,13038,16068,16262,14839,17133,3483,1,53.92,9,5,Charter Communications Inc -- MCC_Georgia_LLC -- Optimum -- TDS Telecom -- T-Mobile US -- NCREN -- Verizon -- RIVERSTREET NETWORKS -- Brightspeed,0.80729997,0,0,1,1
37015,17818,6188,10987,51,136,1,258,45.9,41652,316,3830,1037,1459,701,54,1051,2449,6984,5233,1751,1686,65,4412,1256,1251,4514,4449,3163,2219,663,173,1212,469,1201,662,911,621,17632,9,21,82,74,37,25,13425,17061,6984,5050,4717,4245,0,0,0,1928,1,25.89,8,5,Charter Communications Inc -- Roanoke Connect -- MCC_Georgia_LLC -- TDS Telecom -- T-Mobile US -- NCREN -- Verizon -- Brightspeed,0.68970001,0,0,1,1
37017,29807,16874,10057,940,93,0,2411,45.0,40476,140,5722,1506,2992,915,271,3589,3599,11386,7933,3453,2924,0,9048,873,1465,9150,9150,6586,1948,1478,950,1597,1073,2095,1499,1465,1208,28895,31,157,127,597,706,17,21347,28439,11386,8384,10884,9186,10310,9143,10234,4252,1,34.4,8,5,Star Communications -- Charter Communications Inc -- FOCUS BROADBAND -- TDS Telecom -- T-Mobile US -- Verizon -- AT&T Inc -- Brightspeed,0.7051,0,0,1,1
37019,139721,116031,12048,620,833,44,7114,55.7,71193,747,25538,4431,22776,10262,2125,6410,6168,60915,51008,9907,11104,115,56088,2615,2097,56512,56397,48901,3219,2708,2048,3827,2854,6734,5884,6317,5837,133578,466,1222,2760,1695,1481,555,111828,134582,60915,43774,46062,51868,53461,61028,64637,7796,0,157.38,7,5,Charter Communications Inc -- FOCUS BROADBAND -- TDS Telecom -- T-Mobile US -- NCREN -- Verizon -- AT&T Inc,0.98940003,0,0,1,1
