County,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,Served Percentage,High Cost,Tribal,ISP Desert,ACP Desert
33001,63914,60430,476,166,782,12,1278,47.8,80719,321,12170,2072,9127,4956,742,2211,3197,25956,20011,5945,6229,107,22897,1364,1588,23208,23101,21094,2084,912,533,1584,1196,3053,2083,2647,2431,61224,29,590,1447,624,57,369,47981,61291,25956,20392,19933,22247,22658,23836,26921,1916,1,157.76,10,7,Xfinity -- Consolidated Communications -- Breezeline -- Charter Communications Inc -- TDS Telecom -- T-Mobile US -- Verizon -- Hub66 Inc. -- Netafy -- FirstLight Fiber,0.92820001,0,0,1,1
33003,50679,48417,288,248,421,0,847,53.8,77049,238,9398,1351,8647,4941,738,1745,2253,21644,17650,3994,4076,32,19513,1188,911,19655,19623,17562,1476,775,702,1601,1090,2476,2105,2352,2042,48712,97,583,919,368,125,82,39992,48940,21644,16583,18434,18398,19726,19050,19189,2144,1,53.61,9,6,Consolidated Communications -- Breezeline -- Charter Communications Inc -- Netafy -- TDS Telecom -- T-Mobile US -- Verizon -- Hub66 Inc. -- FirstLight Fiber,0.88940001,0,0,1,1
33005,76610,71795,517,102,512,14,1662,43.5,76551,465,15031,2201,11579,5517,929,2341,4197,30307,21422,8885,7106,160,26806,1334,2007,27178,27018,23275,2478,858,497,2343,1690,3217,2474,2993,2613,73825,132,587,1275,791,122,422,54560,73148,30307,23734,24466,25510,25458,24918,29726,3339,0,108.21,11,7,Xfinity -- Consolidated Communications -- Charter Communications Inc -- WiValley Inc. -- GRANITE STATE TELEPNONE -- TDS Telecom -- T-Mobile US -- Verizon -- Hub66 Inc. -- FirstLight Fiber -- VTel Wireless Inc.,0.87629998,0,0,1,1
33007,31430,29979,634,25,160,1,589,49.7,55247,466,7755,1598,3186,1276,339,1594,1825,13620,9962,3658,2888,41,11358,950,1271,11618,11577,9425,1565,565,368,1280,865,2203,1663,2106,1678,30200,164,169,485,412,89,378,24511,30239,13620,9045,10352,10283,11820,11712,11676,2565,1,17.47,11,6,Consolidated Communications -- Charter Communications Inc -- TDS Telecom -- T-Mobile US -- Bretton Woods Telephone Company -- Verizon -- Tilson Broadband -- Wireless Partners LLC -- Netafy -- FirstLight Fiber -- VTel Wireless Inc.,0.84200001,0,0,1,1
33009,90836,81662,1057,209,3082,55,2385,44.1,79949,440,14556,2427,13805,8730,2614,3989,4372,35084,24776,10308,7859,147,30030,2359,2548,30418,30271,26468,3403,1510,1070,2681,1485,3784,2679,3117,2695,84479,257,826,2918,2356,144,824,65142,87263,35084,26874,28344,28726,29399,30497,34415,3586,1,53.27,20,8,T-Mobile US -- Verizon -- ECFiber -- Wireless Partners LLC -- VTel Wireless Inc. -- Consolidated Communications -- Vermont Telephone Company -- TDS Telecom -- Bretton Woods Telephone Company -- FirstLight Fiber -- Breezeline -- Charter Communications Inc -- NEW Alliance -- WiValley Inc. -- Castle Cable TV -- LymeFiber -- Xfinity -- Northern Connections -- Hub66 Inc. -- Netafy,0.85390002,0,0,1,1
33011,422733,358618,10912,604,17708,64,32558,40.9,95112,2269,64928,12520,76111,35731,4904,12602,15863,166344,111661,54683,47428,326,152054,6496,7468,153086,152747,138030,10170,4315,3149,7697,5166,12733,9889,15774,14087,372745,3803,3792,24084,18309,9138,11148,301873,401371,166344,139845,147220,145303,147688,157554,157852,11235,0,479.74,10,6,Xfinity -- Consolidated Communications -- Charter Communications Inc -- TPx Communications -- GRANITE STATE TELEPNONE -- TDS Telecom -- T-Mobile US -- Dunbarton Telephone Company -- Verizon -- FirstLight Fiber,0.99290001,0,0,1,1
33013,153918,141787,2451,407,2986,31,3802,42.8,88806,980,26557,5539,23235,12637,2972,5662,5060,59851,44153,15698,16435,193,53453,2834,3371,54235,54021,49150,4299,1669,1254,3442,2293,5953,4381,5149,4530,145252,288,1034,4662,2682,258,2221,110798,146960,59851,49424,50327,52251,50910,54186,57356,3766,0,163.99,10,6,Xfinity -- Consolidated Communications -- Breezeline -- GRANITE STATE TELEPNONE -- WiValley Inc. -- TDS Telecom -- T-Mobile US -- Dunbarton Telephone Company -- Verizon -- FirstLight Fiber,0.96829998,0,0,1,1
33015,315169,290277,2814,155,6466,67,10933,44.7,110225,798,50526,7578,62863,29787,5019,8150,6999,125464,98479,26985,35753,131,117502,3585,4246,118379,118239,108485,4992,2878,2351,5046,3630,7878,6114,8551,7858,296292,904,2425,10486,5062,1541,2331,231996,300951,125464,105711,108813,110152,114221,120692,120221,4305,0,449.78,7,5,Xfinity -- Consolidated Communications -- Breezeline -- GRANITE STATE TELEPNONE -- T-Mobile US -- Verizon -- FirstLight Fiber,0.99430001,0,0,1,1
33017,130965,117587,1445,64,3908,98,3790,37.7,83212,924,18756,4104,21650,9755,1208,6242,4870,50953,34187,16766,13840,37,45406,2903,2607,45937,45889,41449,3480,1547,1110,3236,2208,5015,3650,4752,3801,123577,367,1680,3010,2331,331,1355,87852,125061,50953,41070,43148,41423,43323,48157,47932,3743,0,355.4,8,7,Xfinity -- Consolidated Communications -- Breezeline -- Charter Communications Inc -- TDS Telecom -- T-Mobile US -- Verizon -- FirstLight Fiber,0.97759998,0,0,1,1
33019,43356,41042,326,90,327,6,810,47.0,70788,235,10204,1703,5986,3048,474,2654,2336,15893,11644,4249,3483,67,13463,1221,1142,13697,13630,11416,1578,996,537,1185,742,1887,1395,1762,1505,41914,13,282,914,233,31,57,32648,41467,15893,14092,13797,14842,13957,12623,13568,1404,1,80.14,9,6,Xfinity -- Consolidated Communications -- GRANITE STATE TELEPNONE -- Vermont Telephone Company -- TDS Telecom -- T-Mobile US -- Verizon -- FirstLight Fiber -- VTel Wireless Inc.,0.91610003,0,0,1,1
