County,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,Served Percentage,High Cost,Tribal,ISP Desert,ACP Desert
22001,57674,45230,9511,248,95,0,1780,36.7,44977,1229,13809,2765,3777,889,192,6372,7087,21388,14627,6761,7170,64,16463,2344,2517,16832,16768,10920,4146,1594,1088,3099,1768,3742,2925,3142,2517,57118,12,155,99,290,153,660,38069,53813,21388,15793,17734,18819,15472,17083,17075,8360,0,88.82,12,6,Brightspeed -- Charter Communications Inc -- Acadianabroadband -- Faster Cajun Networks -- AT&T Inc -- Cajun Broadband -- T-Mobile US -- Cox Communications -- Verizon -- REACH4 Communications -- Louisiana Competitive Telecommunications -- BSTWIFI,0.7112,0,0,1,1
22003,22798,16916,4052,395,164,0,1460,38.5,52755,330,5697,1178,1285,480,136,1520,2191,7636,5804,1832,2701,0,5742,1332,562,5795,5795,3321,1681,467,347,1123,628,1211,747,960,671,21217,62,35,200,1284,845,41,15864,21439,7636,5082,6147,6746,5471,5210,6244,2138,1,30.29,7,4,Swyft Connect -- AT&T Inc -- T-Mobile US -- Verizon -- Vyve Broadband -- Fastwyre Broadband -- Brightspeed,0.60089999,0,0,1,1
22005,126973,85412,29074,305,1525,97,7829,36.2,93800,935,20780,3738,16316,6193,1084,6113,6340,46040,38337,7703,18300,53,41390,2631,1966,41604,41551,35807,3057,1544,1078,2227,1550,4454,3605,4201,3380,121632,47,571,1836,2887,2685,765,83300,118388,46040,36010,37984,40028,39018,43118,42191,9671,0,432.08,6,5,Charter Communications Inc -- T-Mobile US -- Everstream -- Cox Communications -- Verizon -- AT&T Inc,0.9896,0,0,1,1
22007,21067,13836,6091,98,88,0,714,41.9,47023,395,5178,1318,1217,576,145,1267,2087,8368,6938,1430,2612,0,5968,1072,1328,6329,6329,5080,1535,506,282,1314,920,1269,731,1327,985,20742,0,36,183,106,155,250,14783,19953,8368,6111,5819,7004,5239,5652,7150,2904,1,62.11,8,6,Allens Communications -- Charter Communications Inc -- Cajun Broadband -- T-Mobile US -- Everstream -- Cox Communications -- Verizon -- AT&T Inc,0.92830002,0,0,1,1
22009,39529,25755,10126,315,251,12,870,38.6,38696,779,7284,2355,2002,885,240,4973,5187,14600,10251,4349,4322,23,10404,2010,2163,10852,10829,6744,3348,1419,977,2578,1505,2855,1873,1816,1291,38983,0,49,174,323,189,270,26893,36959,14600,11116,9575,11075,9800,9219,11480,5150,1,47.94,6,3,Swyft Connect -- Optimum -- T-Mobile US -- Verizon -- AT&T Inc -- Brightspeed,0.66180003,0,0,1,1
22011,36553,29563,4267,60,247,13,1448,37.3,68525,334,8054,1810,2961,1229,83,1928,2837,13587,11181,2406,5082,32,11905,1059,591,11983,11951,6512,1466,773,613,1007,669,1666,1364,1488,1211,35628,66,353,252,254,112,98,24280,34102,13587,10041,10078,10910,11599,11078,12837,2246,1,31.46,8,4,Vyve Broadband -- FulAir -- Optimum -- T-Mobile US -- Verizon -- AT&T Inc -- Fastwyre Broadband -- Brightspeed,0.46669999,0,0,1,1
22013,12958,7066,5396,28,6,0,285,42.1,34268,153,3908,485,823,274,26,1694,2234,5375,3962,1413,1423,0,3451,929,995,3483,3483,1598,1745,303,163,1298,476,1136,676,660,512,12772,0,40,26,120,68,3,9118,12197,5375,0,0,0,0,0,0,1702,1,16.18,7,3,Optimum -- Everstream -- T-Mobile US -- Verizon -- AT&T Inc -- SkyRider Communications  LLC -- Brightspeed,0.33129999,0,0,1,1
22015,128877,86183,30766,682,2589,63,8914,36.0,64598,718,21411,3799,15201,6740,1207,9007,12067,48651,31834,16817,16760,63,37131,8329,3128,37443,37380,29022,7739,2385,1281,4551,2559,6710,4365,6084,4635,121464,153,1989,2293,2978,2794,968,86122,120462,48651,32688,29043,29813,35516,40649,44066,8870,0,153.07,8,4,Xfinity -- Bluebird Broadband Services -- Optimum -- T-Mobile US -- Everstream -- Verizon -- AT&T Inc -- Brightspeed,0.81900001,0,0,1,1
22017,236259,105210,116373,689,3012,152,7200,38.7,47572,1315,43977,8497,22890,11440,3149,21219,29606,94475,57182,37293,26062,163,73878,10796,9638,75196,75010,57910,16007,7457,4689,13314,7657,15643,11543,12261,9889,229967,182,890,2455,2765,1574,1346,160866,221346,94475,65552,63834,62586,65819,79708,81171,32844,0,272.64,12,5,Xfinity -- Brightspeed -- Charter Communications Inc -- TPx Communications -- Cable America -- Optimum -- Bluebird Broadband Services -- T-Mobile US -- Everstream -- Verizon -- AT&T Inc -- CenturyLink,0.95389998,0,0,1,1
22019,210770,143271,51821,482,3113,60,8823,36.7,64370,1365,40355,7265,21647,8064,1859,15374,20206,76853,54406,22447,23783,113,62947,7158,6635,63974,63861,46871,11316,4786,3015,6393,3632,10534,8068,9327,6929,202927,318,1069,2842,3614,1723,1191,139900,196154,76853,54356,59175,60157,62594,57844,65582,15927,0,199.84,12,5,Vyve Broadband -- TPx Communications -- Faster Cajun Networks -- FulAir -- Optimum -- T-Mobile US -- Vexus Fiber -- Everstream -- Verizon -- AT&T Inc -- Fastwyre Broadband -- Brightspeed,0.86629999,0,0,1,1
