County,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,Served Percentage,High Cost,Tribal,ISP Desert,ACP Desert
23001,111532,100100,4863,78,1141,18,2259,40.8,64500,1263,21972,5586,11847,4343,919,4669,8665,45825,30450,15375,12097,88,39645,2722,3370,40045,39952,35254,4488,1754,1243,4075,2300,6080,4654,5792,4961,105083,164,897,2559,2829,236,2630,77350,105358,45825,36044,36574,37408,39694,41416,41127,11973,0,235.87,9,7,Xfinity -- Consolidated Communications -- Otelco Telephone LLC -- Charter Communications Inc -- Redzone Wireless LLC -- TDS Telecom -- T-Mobile US -- Verizon -- FirstLight Fiber,0.95910001,0,0,1,1
23003,67237,63058,510,1072,271,30,991,48.5,50843,1084,16617,2763,7343,2435,522,3764,5991,29237,21495,7742,6722,213,22394,2987,3643,22832,22619,18601,4922,1649,884,4027,2121,4562,3197,4167,3347,63341,34,1123,1912,827,84,1554,50230,64007,29237,18086,19729,20419,20570,25204,26091,7790,1,14.39,13,7,Xfinity -- Consolidated Communications -- Otelco Telephone LLC -- Aroostook Technologies Inc. -- Charter Communications Inc -- Redzone Wireless LLC -- Pioneer Broadband -- TDS Telecom -- T-Mobile US -- Great Works Internet -- Verizon -- Wireless Partners LLC -- FirstLight Fiber,0.866,0,0,1,1
23005,303357,269937,9630,524,6576,98,6895,42.1,87710,790,38714,7146,67158,30995,9232,9854,11411,128184,89627,38557,32046,276,115597,5509,6802,116686,116386,104085,8188,4451,3244,7073,4779,11531,9105,12216,10578,280667,333,3062,10061,9234,546,6196,222300,289127,128184,101183,101421,109537,110151,118257,123953,15288,0,359.68,15,7,Xfinity -- Consolidated Communications -- Otelco Telephone LLC -- Outer Reach Broadband -- Charter Communications Inc -- Premium Choice Broadband -- Redzone Wireless LLC -- TPx Communications -- TDS Telecom -- T-Mobile US -- Great Works Internet -- Verizon -- FirstLight Fiber -- Sebago Fiber & WiFi -- Axiom,0.95230001,0,0,1,1
23007,29839,28413,120,38,155,3,462,46.3,56890,75,6777,968,4035,1402,446,1153,2324,12276,9290,2986,2770,134,9878,1082,1182,10143,10007,7893,1675,452,271,1425,770,1718,1387,1662,1315,28920,6,190,411,312,104,117,21486,28503,12276,8733,8444,9559,9327,10547,10415,1861,1,17.38,11,6,Consolidated Communications -- Otelco Telephone LLC -- Charter Communications Inc -- Redzone Wireless LLC -- TDS Telecom -- T-Mobile US -- Bee Line Cable -- Great Works Internet -- Verizon -- Wireless Partners LLC -- FirstLight Fiber,0.87300003,0,0,1,1
23009,55851,52923,446,251,475,0,931,48.9,64149,291,11199,1777,9856,4055,816,2855,3094,24660,19411,5249,5210,130,21308,1273,1949,21689,21559,17276,2466,981,739,2371,1513,3442,2678,2780,2535,53743,57,499,863,689,43,252,42391,53555,24660,16089,18008,19782,20694,23444,25072,3045,1,34.92,14,6,Consolidated Communications -- Otelco Telephone LLC -- Charter Communications Inc -- Union River Telephone Company -- Premium Choice Broadband -- Redzone Wireless LLC -- TDS Telecom -- T-Mobile US -- Great Works Internet -- Verizon -- AiroComm -- Wireless Partners LLC -- FirstLight Fiber -- Axiom,0.91649997,0,0,1,1
23011,124003,116633,924,384,1121,16,2203,44.3,62118,845,26851,4912,16692,6810,1536,5879,9059,53452,38739,14713,13396,158,46510,2996,3788,47074,46916,41343,5336,2556,2095,4050,2601,7535,5680,7479,6473,119654,76,1201,1872,1200,315,1030,90019,118122,53452,38401,39132,44166,46444,48029,48364,11727,1,142.13,11,6,Consolidated Communications -- Otelco Telephone LLC -- Charter Communications Inc -- Redzone Wireless LLC -- TDS Telecom -- T-Mobile US -- UniTel -- Great Works Internet -- Verizon -- Wireless Partners LLC -- FirstLight Fiber,0.93409997,0,0,1,1
23013,40729,38682,157,98,146,4,680,49.0,68904,191,7761,1734,7362,3050,845,1817,2075,17780,14084,3696,3745,133,15628,784,1235,15872,15739,13540,1535,892,571,1326,737,1840,1448,2129,1920,38874,0,623,635,597,273,193,31106,39166,17780,12844,13682,15492,14829,16732,15592,2487,1,110.97,11,6,Consolidated Communications -- Otelco Telephone LLC -- Charter Communications Inc -- Redzone Wireless LLC -- O.P.E.N.x -- TDS Telecom -- T-Mobile US -- Great Works Internet -- Verizon -- Wireless Partners LLC -- FirstLight Fiber,0.93010002,0,0,1,1
23015,35466,33369,168,163,306,0,577,51.3,69638,186,7234,1274,6501,3094,713,1245,1937,15848,13122,2726,3427,73,13433,1234,1108,13563,13490,11304,1773,421,270,1298,811,1797,1261,1786,1483,34432,13,324,562,135,64,92,27325,33967,15848,11724,10701,13071,12217,13775,16229,2064,1,76.92,9,6,Consolidated Communications -- Charter Communications Inc -- O.P.E.N.x -- Redzone Wireless LLC -- TDS Telecom -- T-Mobile US -- Great Works Internet -- Verizon -- FirstLight Fiber,0.89899999,0,0,1,1
23017,58276,55043,171,125,275,4,924,48.2,54780,368,15236,2791,6398,2534,354,3551,4708,23183,18627,4556,5206,129,19009,1508,2537,19326,19185,15527,3346,1171,797,2303,1270,3784,2867,3421,2836,57065,11,376,455,369,8,153,44069,55810,23183,13334,17188,16982,19373,20210,21021,5656,1,27.83,10,6,Consolidated Communications -- Netafy -- Charter Communications Inc -- Redzone Wireless LLC -- TDS Telecom -- T-Mobile US -- Great Works Internet -- Verizon -- Wireless Partners LLC -- FirstLight Fiber,0.82959998,0,0,1,1
23019,152640,141780,1504,1697,1486,34,2498,42.4,59438,1017,30459,5732,20779,8282,1799,8512,11096,63687,44498,19189,15387,222,54316,4347,4802,55165,54936,47057,6320,3248,2294,6116,4125,9905,7760,8381,7145,146288,57,1667,2383,2245,224,1036,110023,145828,63687,48775,49156,51076,52861,58248,58758,13018,0,48.02,17,7,Pavlov Media -- Consolidated Communications -- Otelco Telephone LLC -- Outer Reach Broadband -- Charter Communications Inc -- Premium Choice Broadband -- Redzone Wireless LLC -- Pioneer Broadband -- TDS Telecom -- T-Mobile US -- Great Works Internet -- UniTel -- Verizon -- AiroComm -- Bee Line Cable -- Wireless Partners LLC -- FirstLight Fiber,0.91430002,0,0,1,1
23021,16936,15825,105,26,108,0,414,51.2,51805,262,4025,844,1990,512,149,883,1596,7654,5909,1745,1731,39,6133,787,695,6221,6182,4756,986,304,201,1126,719,1019,743,1139,935,16515,4,84,125,208,38,36,13075,16143,7654,0,0,0,0,0,0,1383,1,9.43,11,6,Consolidated Communications -- Otelco Telephone LLC -- Charter Communications Inc -- Premium Choice Broadband -- Redzone Wireless LLC -- TDS Telecom -- T-Mobile US -- Great Works Internet -- Verizon -- Wireless Partners LLC -- FirstLight Fiber,0.84030002,0,0,1,1
23023,36868,34878,212,103,242,0,729,46.7,77591,366,6625,1140,6223,3330,604,1544,2435,16060,12319,3741,4124,81,14549,475,955,14771,14690,13069,1117,637,502,1262,1046,1642,1281,1628,1498,35116,105,498,666,483,10,227,27860,35139,16060,13590,12647,14496,13656,15490,15308,1179,1,143.83,12,7,Xfinity -- Consolidated Communications -- Otelco Telephone LLC -- Charter Communications Inc -- Redzone Wireless LLC -- O.P.E.N.x -- TDS Telecom -- T-Mobile US -- Great Works Internet -- Verizon -- FirstLight Fiber -- Axiom,0.97460002,0,0,1,1
23025,50656,48441,235,91,213,19,648,47.0,53527,496,12913,2914,5392,1602,243,2962,5369,22074,16954,5120,5071,131,18215,1607,2121,18511,18380,14399,3007,1034,548,2789,1789,3714,2942,2937,2406,49580,53,250,415,358,35,124,37813,48249,22074,14234,14367,17228,17041,20223,19938,4443,1,16.47,12,6,Consolidated Communications -- Otelco Telephone LLC -- Charter Communications Inc -- Premium Choice Broadband -- Redzone Wireless LLC -- TDS Telecom -- T-Mobile US -- Bee Line Cable -- Great Works Internet -- Verizon -- Wireless Partners LLC -- FirstLight Fiber,0.89969999,0,0,1,1
23027,39772,37514,222,99,167,0,656,47.0,62694,319,8031,1583,5948,2909,552,1779,3256,17263,13911,3352,4092,138,14765,1061,1299,15176,15035,11377,1752,732,486,1546,1050,2383,1879,2072,1833,38343,12,546,494,377,47,157,29692,38022,17263,11642,13666,13176,15351,14874,15252,2450,1,54.27,13,6,Consolidated Communications -- Charter Communications Inc -- Redzone Wireless LLC -- O.P.E.N.x -- Town of Islesboro -- Great Works Internet -- T-Mobile US -- TDS Telecom -- UniTel -- Verizon -- AiroComm -- Wireless Partners LLC -- FirstLight Fiber,0.77689999,0,0,1,1
23029,31096,27591,315,1522,129,12,869,48.6,51669,423,6922,1330,3643,1430,311,2039,3237,13585,10645,2940,3301,86,10896,1033,1570,11091,11005,8893,2058,851,542,1983,1227,1970,1313,1861,1616,29352,66,591,660,427,157,93,23012,29650,13585,8583,9084,10596,11331,11866,12908,3000,1,12.1,13,6,Consolidated Communications -- Otelco Telephone LLC -- Charter Communications Inc -- Union River Telephone Company -- Redzone Wireless LLC -- Pioneer Broadband -- TDS Telecom -- T-Mobile US -- Great Works Internet -- Verizon -- Wireless Partners LLC -- FirstLight Fiber -- Axiom,0.94090003,0,0,1,1
23031,212691,197097,2193,451,2260,27,4162,45.2,79743,905,40609,7156,33566,14078,3024,7655,9077,89404,67158,22246,22292,325,80030,4624,4425,80934,80609,71182,6089,3162,2279,5387,3879,8679,6610,9489,8192,202227,281,2639,4515,3029,347,2620,158210,203121,89404,67624,71897,75782,74877,83676,85999,9876,0,212.36,11,8,Xfinity -- Consolidated Communications -- Otelco Telephone LLC -- Breezeline -- Charter Communications Inc -- Redzone Wireless LLC -- Great Works Internet -- T-Mobile US -- TDS Telecom -- Verizon -- FirstLight Fiber,0.96249998,0,0,1,1
