County,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,Served Percentage,High Cost,Tribal,ISP Desert,ACP Desert
18001,35827,33860,213,9,51,0,1673,33.4,61731,1621,8232,1311,2340,792,91,1711,2329,12349,10152,2197,4363,24,9247,674,2404,9375,9337,6701,2711,354,108,673,376,1804,946,1968,1463,35357,0,150,186,134,83,2300,21481,32646,12349,8653,8711,9002,8707,9984,9334,1026,1,105.29,11,6,Xfinity -- Charter Communications Inc -- Benton Ridge Telephone Company -- Mercury Broadband -- Craigville Telephone Company Inc. -- MCC_Georgia_LLC -- Wabash Mutual Telephone -- MetaLINK Technologies Inc. -- T-Mobile US -- Verizon -- Brightspeed,0.97409999,0,0,1,1
18003,385456,286707,43301,798,18214,179,30851,36.1,66222,2684,60993,9973,51044,19131,3937,19415,26147,151877,105530,46347,48212,256,134906,7671,9044,136097,135829,111824,12749,6040,4691,10922,7458,19206,15132,19444,16821,353547,765,2292,14275,14577,5828,9310,251806,359178,151877,118645,122113,125511,130689,141775,143086,22145,0,580.92,20,8,Pavlov Media -- Voyant Communications -- Independents Fiber Network -- Three Rivers Communications -- T-Mobile US -- Verizon -- Allstream Business US LLC -- TWN Communications -- Brightspeed -- Xiber LLC -- US Signal Company -- Benton Ridge Telephone Company -- MetaLINK Technologies Inc. -- FRONTIER -- AT&T Inc -- Xfinity -- Baseline Internet -- Mercury Broadband -- MCC_Georgia_LLC -- Fusion,0.99290001,0,0,1,1
18005,82371,67612,1331,76,6647,0,6513,38.0,76912,243,14257,3232,11174,6852,1019,4858,4499,32773,22991,9782,9753,11,29147,1313,2302,29502,29472,23396,2624,1971,1543,1665,1128,3384,2652,3607,3011,72608,305,393,2160,6905,1322,1461,56069,77152,32773,24928,24859,26498,26698,29781,30357,3945,0,200.91,16,5,Xfinity -- US Signal Company -- Blueriver Networking Services -- Citizens Communications Broadband -- Great Plains Broadband LLC -- Benton Ridge Telephone Company -- Cable America -- Allstream Business US LLC -- Unlimited Net Partners| LLC -- Jackson_County_REMC -- T-Mobile US -- Verizon -- Everstream -- FRONTIER -- Internet Communications Inc -- AT&T Inc,0.92879999,0,0,1,1
18007,8709,8169,104,4,5,16,516,40.4,58620,41,2029,359,872,170,37,613,604,3423,2682,741,1030,20,2893,245,265,2931,2911,1940,442,147,97,316,187,382,269,634,534,8506,14,36,25,128,116,17,5877,8159,3423,0,0,0,0,0,0,315,1,21.37,11,6,Xfinity -- Surf Internet -- Midway Net LLC -- Benton Ridge Telephone Company -- Mainstream Fiber Networks LLC -- MetaLINK Technologies Inc. -- T-Mobile US -- Verizon -- AT&T Inc -- Tipmont Rural Electric Membership Corporation -- Brightspeed,0.77920002,0,0,1,1
18009,12074,11503,124,13,17,0,141,44.0,51108,169,3529,642,779,355,53,1231,788,4980,3768,1212,1321,13,4136,292,539,4193,4180,2802,685,596,397,384,251,830,640,641,515,11961,0,23,19,71,26,0,8474,11448,4980,0,0,0,0,0,0,839,1,73.53,10,6,Xfinity -- Eastern Indiana WIFI -- Benton Ridge Telephone Company -- Mercury Broadband -- Allstream Business US LLC -- Mainstream Fiber Networks LLC -- T-Mobile US -- Verizon -- FRONTIER -- AT&T Inc,0.83029997,0,0,1,1
18011,71235,63882,1536,37,2227,27,2488,38.3,103038,245,8042,1131,14669,5537,2131,1825,2225,26959,21549,5410,10153,52,24971,1133,803,25071,25019,21900,1523,760,552,1333,1044,1867,1418,2007,1793,67624,17,320,1873,1401,368,875,47456,66826,26959,20849,22189,23030,23348,26905,26260,1667,0,165.15,21,8,T-Mobile US -- Verizon -- BridgeMAXX Suncoast Broadband -- FiberHawk -- Metronet Holdings -- TPx Communications -- Allstream Business US LLC -- Rice Belt Telephone Company Inc -- TDS Telecom -- Brightspeed -- Xiber LLC -- US Signal Company -- Charter Communications Inc -- Benton Ridge Telephone Company -- FRONTIER -- AT&T Inc -- Xfinity -- On-Ramp Indiana Inc. -- iLines -- Everstream -- Tipmont Rural Electric Membership Corporation,0.91949999,0,0,1,1
18013,15513,14896,92,54,88,56,324,50.7,73933,150,3548,612,2015,837,223,410,836,6580,5633,947,1747,28,5667,450,435,5743,5715,3649,677,180,80,495,377,805,571,785,599,15136,0,89,146,142,10,71,11918,14880,6580,0,0,0,0,0,0,517,1,49.5,10,3,Xfinity -- South Central Indiana Rural Electric Membership Corporation -- JCFiber -- Cable America -- Mainstream Fiber Networks LLC -- Rice Belt Telephone Company Inc -- Jackson_County_REMC -- T-Mobile US -- AT&T Inc -- Brightspeed,0.87709999,0,0,1,1
18015,20397,19535,143,7,23,0,959,43.1,61464,145,5353,821,1565,664,99,805,663,7967,6329,1638,2161,40,6272,1004,651,6405,6365,3862,1316,189,104,546,318,1165,897,1146,860,19944,2,82,160,209,126,13,14274,19295,7967,0,0,0,0,0,0,681,1,54.5,13,6,Xfinity -- Yeoman Telephone Co -- Mulberry Cooperative Telephone Company Inc. -- Geetingsville Telephone Co. Inc. -- Benton Ridge Telephone Company -- Cable America -- Allstream Business US LLC -- TDS Telecom -- T-Mobile US -- Verizon -- FRONTIER -- Tipmont Rural Electric Membership Corporation -- Brightspeed,0.69739997,0,0,1,1
18017,37820,31085,494,203,536,0,6371,41.3,55862,516,9479,1534,2599,1166,193,2416,2701,14970,11189,3781,4600,17,12078,1589,1286,12160,12143,8477,2273,604,333,1468,895,2332,1612,2151,1642,33777,99,442,1138,2364,2094,336,26047,35672,14970,11167,11016,11219,11357,12251,13158,1821,1,92.0,14,6,Xfinity -- Skyewaves LLC -- Metronet Holdings -- BerryComm -- Benton Ridge Telephone Company -- Fourway -- RTC Communications Corp. -- Allstream Business US LLC -- TDS Telecom -- T-Mobile US -- Verizon -- FRONTIER -- Pulaski White Rural Telephone Cooperative Inc -- Brightspeed,0.8215,0,0,1,1
18019,121484,102794,8629,392,1266,14,7115,39.6,69005,594,23524,4727,14075,5145,801,4621,6988,47844,35643,12201,14125,89,40470,4365,2920,40960,40871,33358,6121,1716,1190,3085,1734,5629,4365,6437,5320,115579,242,897,1990,2776,2159,686,84734,114279,47844,33615,33242,35091,33958,44592,47306,10859,0,322.36,11,6,Citizens Communications Broadband -- Charter Communications Inc -- MCC_Georgia_LLC -- Allstream Business US LLC -- BluegrassNet -- T-Mobile US -- Jackson_County_REMC -- Verizon -- FRONTIER -- AT&T Inc -- Washington County Rural Telephone Cooperative Inc,0.90609998,0,0,1,1
