County,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,Served Percentage,High Cost,Tribal,ISP Desert,ACP Desert
06001,1663823,565911,169497,14165,534659,12832,369603,38.4,122488,6205,174256,19730,343246,188430,37072,77888,71955,585818,317451,268367,189078,576,540611,23531,21100,544578,543926,486752,31941,23324,18481,28094,20296,38542,31021,36200,31130,1082138,3723,24386,307009,246567,87849,169022,1193888,1573836,585818,497747,514194,523387,527894,544323,559621,65412,0,2268.77,25,7,T-Mobile US -- Sonic.net -- unWired Broadband -- Verizon -- GeoLinks -- Unwired Ltd -- One Ring Networks -- TPx Communications -- Allstream Business US LLC -- RobinsonHSS -- Cogent Communication -- Starry Inc. -- Astound_Broadband -- Charter Communications Inc -- NetFortris -- Ridge Wireless Inc -- Telesystem -- AT&T Inc -- Xfinity -- Google Fiber -- MCC_Georgia_LLC -- Sail Internet -- Tekify Fiber & Wireless -- Fusion -- Telefonica,0.99169999,0,0,1,1
06003,1515,961,0,391,3,0,213,43.0,101125,4,171,44,248,86,47,91,117,435,360,75,90,19,372,25,19,391,372,289,29,9,5,19,14,48,34,33,33,1458,0,6,31,20,44,40,1068,1380,435,0,0,0,0,0,0,24,1,1.82,0,0,0,0.2516,0,0,0,0
06005,40577,32583,706,480,519,15,6140,49.6,74853,89,7450,1746,4598,1287,534,1662,1283,15745,12440,3305,3752,153,13410,946,1236,13685,13525,10506,1578,880,591,903,509,1518,1044,1868,1566,37879,52,305,1449,892,819,397,31901,39061,15745,13166,12060,11124,13972,14512,13753,1364,1,67.43,12,5,Xfinity -- Vast Networks -- Conifer Communications -- Volcano Vision -- Rocky Ridge Wireless -- Zeta Broadband -- TPx Communications -- T-Mobile US -- unWired Broadband -- Cal.net -- Verizon -- AT&T Inc,0.78979999,0,0,1,1
06007,213605,161779,3862,2426,11182,680,38361,36.5,66085,563,25944,5106,28092,9286,3363,18633,19382,83319,48424,34895,21893,103,74181,4739,4296,74907,74793,58789,6635,4936,3995,7172,5351,11608,9702,9511,8391,195147,162,2160,8681,7455,6173,4226,138986,202342,83319,70042,77970,77247,69048,73097,73479,14682,0,133.14,14,6,Xfinity -- MGI -- Aristotle Unified Communications -- Corridor Wireless -- DM-Tech Internet -- TPx Communications -- DigitalPath Inc. -- Velocity Communications Inc. -- Allstream Business US LLC -- T-Mobile US -- Verizon -- AT&T Inc -- GeoLinks -- Succeed.Net,0.94,0,0,1,1
06009,45674,37974,450,592,896,37,6197,52.1,77526,221,9504,1570,5150,1723,410,2566,3349,17198,14114,3084,3739,34,14644,1524,996,14734,14700,10839,1741,768,602,1018,676,1918,1577,1828,1442,43060,32,203,1292,1087,506,279,35412,43808,17198,14650,14658,13861,14271,15871,15854,1712,1,44.46,11,5,Xfinity -- Vast Networks -- Conifer Communications -- Volcano Vision -- CALTEL Connections -- T-Mobile US -- unWired Broadband -- Cal.net -- Silver Rapid -- FRONTIER -- AT&T Inc,0.7737,0,0,1,1
06011,21811,13290,367,331,164,23,13280,36.0,69619,160,3762,353,1530,359,82,565,1799,7432,4686,2746,2905,24,5948,773,687,5991,5967,3549,1220,312,234,534,189,1070,716,884,689,15411,43,113,2606,3638,4316,62,14021,20328,7432,5660,5753,5125,6547,4735,5953,1212,1,18.93,11,5,Xfinity -- Vast Networks -- Race Communications -- AFESNetworkServicesLLC -- TPx Communications -- DigitalPath Inc. -- Stream IT Networks LLC -- Verizon -- FRONTIER -- AT&T Inc -- Succeed.Net,0.7518,0,0,1,1
06013,1162648,542206,101345,8354,212568,5802,306895,40.1,120020,4019,123642,18431,219701,95646,26142,50386,44869,408537,274388,134149,145224,502,384438,11861,11736,387332,386830,340613,15553,13696,11495,16745,12995,24439,20988,26998,24383,848158,2363,16671,171287,124169,78466,66691,808485,1099819,408537,354650,359825,366087,375017,388241,394907,36485,0,1620.3,16,6,Xfinity -- Unwired Ltd -- Astound_Broadband -- Charter Communications Inc -- One Ring Networks -- TPx Communications -- NetFortris -- MCC_Georgia_LLC -- Sail Internet -- Fusion -- Allstream Business US LLC -- T-Mobile US -- Sonic.net -- Verizon -- AT&T Inc -- Netrix,0.99049997,0,0,1,1
06015,27462,18969,747,1965,859,79,5607,40.0,61149,48,4505,1002,2193,841,290,1657,1928,9530,6492,3038,2729,23,8459,529,519,8559,8536,6834,714,313,292,1264,963,1180,1046,1215,1038,25107,0,269,1057,1029,862,456,19672,25955,9530,7287,8045,8731,8555,7708,7807,3085,1,27.48,6,5,Charter Communications Inc -- TPx Communications -- TDS Telecom -- T-Mobile US -- Verizon -- FRONTIER,0.8585,0,0,1,1
06017,191713,158083,1405,1056,9945,330,25930,46.2,99246,367,25526,3500,35536,11964,3985,7277,9087,75190,57235,17955,20463,39,68606,3096,3449,69057,69018,53821,5168,2808,2250,4250,3106,5929,4503,5831,5181,171811,208,1825,10494,7375,3430,3225,140802,183158,75190,60198,58824,65325,67582,68985,69393,5880,0,111.58,14,7,Xfinity -- Rocky Ridge Wireless -- Vast Networks -- Volcano Vision -- Charter Communications Inc -- Zeta Broadband -- TPx Communications -- Preferred Networks Inc. -- Optimum -- T-Mobile US -- SmarterBroadBand -- Cal.net -- Verizon -- AT&T Inc,0.85750002,0,0,1,1
06019,1008280,483826,45035,13573,108082,1737,546774,32.8,67756,8082,122244,19793,96794,32332,11596,85959,107716,318322,172455,145867,127746,495,268586,26542,22699,272175,271630,217276,36519,19751,13224,26257,16800,39849,29241,36119,29842,796860,1026,9626,93357,107411,127554,38604,624392,935390,318322,239357,248319,249462,257160,272174,292162,90195,0,182.22,24,9,Pavlov Media -- Table Top Telephone -- T-Mobile US -- unWired Broadband -- Cal.net -- Kwikbit Inc. -- Verizon -- GeoLinks -- TPx Communications -- Allstream Business US LLC -- CalNeva Broadband -- Kingsburg Media Foundation -- Astound_Broadband -- Charter Communications Inc -- NetFortris -- Foresthill Telephone -- FRONTIER -- Wireless Internet Services -- AT&T Inc -- Telesystem -- Xfinity -- Vast Networks -- Fusion -- Everstream,0.9756,0,0,1,1
