County,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,Served Percentage,High Cost,Tribal,ISP Desert,ACP Desert
41001,16685,15170,196,228,47,35,824,47.4,51657,56,2865,630,2144,647,163,913,1312,7004,5058,1946,1569,40,5848,541,575,5936,5896,4333,904,442,337,648,467,1007,729,1295,1049,16283,7,78,195,122,83,28,12415,15876,7004,0,0,0,0,0,0,1288,1,5.43,11,4,Eagle Telephone Systems -- The Greater Eastern Oregon Network -- Rally Networks -- Charter Communications Inc -- Lightspeed Networks -- Ziply Fiber -- Cascade Utilities I -- TDS Telecom -- windwave -- Verizon -- CenturyLink,0.80440003,0,0,1,1
41003,95615,78175,1124,982,6669,158,7716,33.5,72882,250,7197,1308,16602,8531,1907,10185,6916,37853,21191,16662,8332,80,34813,1701,1259,35085,35005,30700,1458,2964,2356,2844,2372,3937,3299,3563,3319,84500,155,1427,3411,6122,1311,2595,58369,92082,37853,31043,32041,32898,34934,35127,35613,3179,0,140.2,12,8,Xfinity -- Pavlov Media -- CASCO Communications Inc -- Pioneer Telephone Cooperative -- Hunter Communications Inc. -- Lightspeed Networks -- Alyrica -- ICS Advanced Technologies -- T-Mobile US -- Monroe Telephone Company -- Verizon -- CenturyLink,0.96340001,0,0,1,1
41005,420925,346783,3665,2115,19956,954,39282,41.9,95740,1365,52346,12515,75770,28865,7791,15243,16427,160984,114452,46532,50170,460,146752,7940,5832,147943,147483,128314,8673,5336,4031,7353,5479,12621,9903,13642,12032,378911,476,5743,21325,14470,7017,8604,300373,399820,160984,136982,138607,140697,140293,153163,153882,11613,0,223.76,21,8,Hunter Communications Inc. -- Cascade Utilities I -- T-Mobile US -- Verizon -- Molalla Communications Company -- Sherwood Broadband -- SandyNet -- TPx Communications -- DirectLink -- Allstream Business US LLC -- Colton Telephone Company -- CenturyLink -- Astound_Broadband -- Charter Communications Inc -- Alyrica -- Elevate ConnX -- Clear Creek Mutual Telephone -- Beaver Creek Cooperative Telephone Company -- Xfinity -- Ziply Fiber -- Monitor Cooperative Telephone Company,0.96649998,0,0,1,1
41007,41190,35709,378,263,494,48,3740,44.9,68025,111,7046,1234,5030,2149,370,2248,1928,17246,10663,6583,3702,64,15380,948,854,15537,15473,12627,1347,689,495,1482,985,1795,1495,2512,2232,38758,72,259,1079,1022,677,264,30595,39229,17246,11945,12023,13786,13688,16109,17715,2708,1,49.17,9,5,Astound_Broadband -- Charter Communications Inc -- Lightspeed Networks -- Taluslink LLC -- Ziply Fiber -- T-Mobile US -- CenturyLink -- Verizon -- CresComm WiFi LLC,0.86119998,0,0,1,1
41009,52865,46598,243,470,319,203,3187,43.1,83265,55,10179,2534,4649,1774,302,1923,2837,20335,15577,4758,5932,39,18441,885,970,18642,18603,15067,1330,588,422,1156,842,2113,1687,2045,1822,50736,113,536,870,610,292,158,38085,50176,20335,16070,16710,16852,17754,17919,20199,2127,1,79.52,9,6,Xfinity -- Astound_Broadband -- Charter Communications Inc -- Lightspeed Networks -- Ziply Fiber -- Whiz to Coho Inc -- T-Mobile US -- Verizon -- CenturyLink,0.80970001,0,0,1,1
41011,64908,56258,329,1402,769,30,4618,48.4,57563,349,12119,3044,6212,2868,639,4878,5397,28075,19418,8657,6320,131,24201,1490,2253,24527,24396,19021,3063,1444,1240,3114,2100,4218,3478,3514,3068,61952,91,373,1361,1131,532,661,48945,61980,28075,19465,21404,22384,23259,23971,26333,7158,1,40.49,9,6,Douglas Services Inc. -- Hunter Communications Inc. -- Charter Communications Inc -- Lightspeed Networks -- TPx Communications -- Ziply Fiber -- TDS Telecom -- T-Mobile US -- Verizon,0.84259999,0,0,1,1
41013,24987,22504,79,321,89,0,2005,47.0,74969,69,4669,1135,2726,870,164,1007,958,10291,7749,2542,2885,15,8986,654,636,9024,9009,6161,1026,222,161,537,348,1223,917,1196,1048,23980,0,251,636,120,153,39,18626,23661,10291,6891,8655,8169,8527,8063,11293,889,1,13.71,6,2,Webformix -- Lightspeed Networks -- PrineTIME Internet Solutions LLC -- TDS Telecom -- T-Mobile US -- CenturyLink,0.77939999,0,0,1,1
41015,23404,20541,88,311,188,0,1825,56.8,64300,74,4377,596,2672,1453,173,722,2164,11148,8542,2606,1985,65,9658,617,808,9791,9726,7802,1165,319,201,1124,800,1822,1490,1234,1028,21864,0,177,883,480,441,117,19116,22610,11148,7969,6139,8177,9450,9273,10695,2301,1,14.27,9,5,Hunter Communications Inc. -- Charter Communications Inc -- Lightspeed Networks -- Ziply Fiber -- Beacon Broadband Inc. -- TDS Telecom -- T-Mobile US -- 600Amps Internet Services -- Verizon,0.8678,0,0,1,1
41017,199352,178997,830,1450,2339,195,16887,42.6,82042,370,23555,4699,36988,16216,4515,9066,8986,81481,56821,24660,22035,177,74093,4873,2338,75022,74845,63341,4585,3539,2873,3690,2544,7146,6012,9040,7985,187251,8,2231,4674,5188,3243,837,147063,189780,81481,60767,66733,70278,70020,77851,78948,5246,0,77.64,10,3,Webformix -- Lightspeed Networks -- BendTel -- TEO Communications Inc. -- Allstream Business US LLC -- TDS Telecom -- T-Mobile US -- Verizon -- Fatbeam -- CenturyLink,0.95090002,0,0,1,1
41019,111322,98769,287,1214,1110,28,7025,46.6,56440,862,21897,4922,10200,3883,867,6992,9367,46242,33081,13161,11275,153,39333,2925,3831,39705,39546,31428,5495,2083,1355,4994,3586,6395,5099,6811,5730,107213,50,1097,2161,801,718,477,82360,105934,46242,35333,36520,37877,40210,39821,41559,11139,0,23.14,11,6,Douglas Services Inc. -- Hunter Communications Inc. -- Charter Communications Inc -- Lightspeed Networks -- Ziply Fiber -- Cascade Utilities I -- TDS Telecom -- Umpqua Broadband -- T-Mobile US -- Verizon -- CenturyLink,0.93480003,0,0,1,1
41021,1983,1705,0,27,15,0,166,51.0,58409,7,365,62,265,52,4,141,110,862,643,219,161,0,724,64,74,724,724,532,111,55,53,127,88,97,59,75,54,1876,0,37,34,36,62,0,1477,1935,862,0,0,0,0,0,0,58,1,1.62,6,3,Rally Networks -- TDS Telecom -- T-Mobile US -- windwave -- Verizon -- CenturyLink,0.54579997,0,0,1,1
41023,7237,6510,8,57,54,21,312,51.7,56045,81,1638,206,738,282,54,515,649,3368,2625,743,595,30,2712,283,343,2757,2727,1774,583,139,100,492,259,348,293,469,363,7006,2,58,88,83,68,15,5609,6928,3368,0,0,0,0,0,0,186,1,1.93,4,2,TDS Telecom -- Verizon -- Rally Networks -- CenturyLink,0.73629999,0,0,1,1
