County,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,Served Percentage,High Cost,Tribal,ISP Desert,ACP Desert
27001,15859,14833,73,303,24,5,229,56.2,56406,83,4017,593,1552,515,143,702,1229,6797,5751,1046,1180,48,5464,497,788,5561,5513,3661,1090,346,230,780,470,977,690,918,768,15671,0,75,64,49,11,34,12381,15280,6797,0,0,0,0,0,0,688,1,8.65,11,4,CTC -- Charter Communications Inc -- Mille Lacs Energy Cooperative -- MCC_Georgia_LLC -- SCI Broadband -- T-Mobile US -- Verizon -- FRONTIER -- EMILY COOPERATIVE TELEPHONE COMPANY -- Johnson Telephone Company -- CenturyLink,0.76349998,0,0,1,1
27003,363985,288143,28448,1994,19004,64,18621,38.8,95782,1124,58504,9722,56466,17101,2712,10706,12146,134390,107811,26579,44612,303,123983,4652,5452,124963,124651,106622,7103,3106,2411,5081,3685,9609,7822,11772,10355,327293,256,2306,23029,11101,5348,12008,249064,342081,134390,109704,113352,116417,120923,125054,129394,10700,0,854.99,12,6,Xfinity -- Nextera Wireless -- Charter Communications Inc -- Voyant Communications -- MCC_Georgia_LLC -- Allstream Business US LLC -- Fusion -- T-Mobile US -- Verizon -- FRONTIER -- Midco -- CenturyLink,0.99080002,0,0,1,1
27005,35202,30449,271,1826,241,4,805,42.5,68683,265,6044,923,4375,1392,416,1655,2099,14134,11049,3085,4011,41,12066,933,1094,12246,12203,9207,1594,669,469,985,577,1800,1288,1648,1444,34550,23,177,267,185,91,114,24188,33086,14134,10173,10228,11516,12841,12191,12873,1395,1,26.61,9,5,Consolidated Communications -- Charter Communications Inc -- LORETEL -- West Central Telephone Association -- PAUL BUNYAN COMMUNICATIONS -- T-Mobile US -- Verizon -- Midco -- CenturyLink,0.88319999,0,0,1,1
27007,46274,32991,584,9020,304,42,1208,35.0,62173,309,6314,1315,5532,2305,712,3349,3811,17870,12114,5756,5356,8,15309,1215,1338,15538,15529,13403,1736,824,456,1700,1026,2129,1749,2291,1890,45230,51,289,377,327,44,220,28737,43230,17870,12681,13107,13944,14897,16772,16104,2495,1,18.83,6,3,Midco -- T-Mobile US -- Garden Valley Technologies -- Verizon -- PAUL BUNYAN COMMUNICATIONS -- CenturyLink,0.98930001,0,0,1,1
27009,41300,36349,2274,198,424,6,1268,36.2,70346,269,6850,1014,4502,1501,297,1461,2319,16312,10842,5470,5041,35,14405,946,926,14603,14568,11728,1063,577,329,665,434,1739,1274,2435,2167,39145,156,239,755,1005,275,634,27275,38713,16312,12813,13667,14128,14864,15333,14259,2592,0,100.63,12,7,Charter Communications Inc -- MCC_Georgia_LLC -- T-Mobile US -- LTD Broadband -- GigFire -- Verizon -- LOCAL ACCESS NETWORK LLC dba Milaca Local Link -- FRONTIER -- Midco -- Fallsnet -- Windstream Buffalo Valley Inc. -- CenturyLink,0.89240003,0,0,1,1
27011,5161,4931,7,17,39,0,115,47.7,63024,94,1287,172,475,194,60,202,321,2242,1698,544,489,2,1936,118,186,1954,1952,1739,262,104,69,261,182,296,226,274,226,5045,3,13,55,45,44,29,3746,4864,2242,0,0,0,0,0,0,135,1,10.33,10,6,FARMERS MUTUAL TELEPHONE COMPANY -- Otter Tail Telecom -- MCC_Georgia_LLC -- FederatedTelephoneCooperative -- GigFire -- LTD Broadband -- Verizon -- T-Mobile US -- Midco -- CenturyLink,0.99110001,0,0,1,1
27013,69022,60623,3217,109,1719,33,2854,31.4,70906,134,8790,1270,9412,3362,666,4608,6148,27110,16635,10475,7146,69,24008,1801,1232,24123,24052,20211,1845,1334,897,2023,1586,3438,2787,3093,2600,64663,16,258,1564,2521,320,1339,40559,65441,27110,21190,22330,23272,22974,24233,25861,4273,0,91.7,18,12,Pavlov Media -- Consolidated Communications -- Nuvera Communications Inc. -- Metronet Holdings -- Charter Communications Inc -- Radio Link Internet -- Voyant Communications -- MCC_Georgia_LLC -- PCs For People -- MVTV Wireless -- T-Mobile US -- LTD Broadband -- GigFire -- Verizon -- FRONTIER -- Midco -- Bevcomm -- Christensen Communications Company,0.98619998,0,0,1,1
27015,25880,24403,219,79,141,2,1254,42.0,67038,255,5729,507,3020,913,239,899,1019,10926,8593,2333,2761,47,9218,707,954,9343,9295,7416,1394,420,266,578,294,1432,1068,1329,988,25172,1,39,409,259,296,171,17713,24497,10926,8454,8068,9405,9157,9736,9779,709,1,42.37,14,10,Xfinity -- Nuvera Communications Inc. -- RSFiberCooperative -- Winthrop Telephone Company -- MCC_Georgia_LLC -- MVTV Wireless -- T-Mobile US -- LTD Broadband -- GigFire -- Verizon -- CenturyLink -- FRONTIER -- Midco -- Christensen Communications Company,0.9321,0,0,1,1
27017,36362,32107,725,1438,162,2,673,41.6,74660,211,6549,1536,4272,1564,371,2104,2292,13795,10979,2816,4318,57,11468,1319,951,11626,11569,7966,1875,391,258,904,464,1411,931,1651,1235,35693,3,213,161,292,115,203,25604,34525,13795,9991,10127,10315,11605,12656,12864,1324,1,41.97,10,4,CTC -- Charter Communications Inc -- Fond_du_Lac_Communications -- MCC_Georgia_LLC -- Airfiber Inc -- SCI Broadband -- T-Mobile US -- Verizon -- FRONTIER -- CenturyLink,0.77020001,0,0,1,1
27019,107216,95099,1742,201,3487,30,4736,38.5,116308,325,11395,1331,23365,8702,1998,2129,1883,39293,32215,7078,14722,90,36453,1530,1220,36697,36607,31626,1779,725,515,1306,780,2389,1961,2279,1826,100594,39,808,3327,2448,823,1359,70801,100701,39293,33362,33054,33668,35631,37577,38830,1594,0,298.55,21,12,Voyant Communications -- T-Mobile US -- Verizon -- Consolidated Communications -- RSFiberCooperative -- Metronet Holdings -- Broadband Corp -- Allstream Business US LLC -- TDS Telecom -- LTD Broadband -- GigFire -- Cogent Communication -- CenturyLink -- Nextera Wireless -- Charter Communications Inc -- FRONTIER -- Xfinity -- SDN Communications -- Xtratyme Technoigles Incorporated -- Nuvera Communications Inc. -- MCC_Georgia_LLC,0.99159998,0,0,1,1
27021,30288,24693,144,2846,158,2,742,49.0,61970,99,6111,940,3915,1130,337,1597,2056,12482,10496,1986,2947,62,10551,908,961,10691,10629,8027,1573,588,405,981,686,1567,1146,1661,1361,29732,2,144,307,103,43,114,22211,28800,12482,9470,10278,10780,11261,11446,11790,1545,1,14.8,13,5,CTC -- Charter Communications Inc -- LORETEL -- West Central Telephone Association -- SCI Broadband -- TDS Telecom -- T-Mobile US -- PAUL BUNYAN COMMUNICATIONS -- Verizon -- Midco -- EMILY COOPERATIVE TELEPHONE COMPANY -- Johnson Telephone Company -- CenturyLink,0.8549,0,0,1,1
27023,12466,10807,142,170,154,191,1015,41.8,62112,132,2524,347,1134,466,61,533,835,5206,3685,1521,1466,29,4241,373,563,4358,4329,3499,657,320,172,443,284,755,541,640,509,11659,12,65,144,586,362,223,8611,11671,5206,0,0,0,0,0,0,767,1,21.52,16,9,SDN Communications -- Fort Randall Telephone Company -- FARMERS MUTUAL TELEPHONE COMPANY -- Charter Communications Inc -- Voyant Communications -- MCC_Georgia_LLC -- MVTV Wireless -- TDS Telecom -- T-Mobile US -- LTD Broadband -- GigFire -- Verizon -- FederatedTelephoneCooperative -- FRONTIER -- Midco -- CenturyLink,0.9842,0,0,1,1
27025,56927,52816,613,246,725,19,1453,40.8,97446,171,11041,1746,6656,2119,383,1887,1584,20911,18085,2826,7006,58,18937,750,1166,19180,19122,15210,1386,562,397,792,573,1589,1220,1776,1529,55458,6,289,681,493,205,312,39754,53738,20911,16886,17455,17986,18621,19421,20197,1083,1,135.76,9,5,Stalwart Wireless -- Consolidated Communications -- Nextera Wireless -- T-Mobile US -- Verizon -- FRONTIER -- Midco -- Windstream Buffalo Valley Inc. -- CenturyLink,0.85299999,0,0,1,1
27027,65307,57105,2993,828,967,135,3176,32.8,75006,374,7786,1280,9991,3167,654,3721,5444,25512,16854,8658,7995,39,22233,1493,1747,22449,22385,18506,2344,1691,1121,2042,1363,2641,2104,2685,2358,61648,41,421,1530,1667,146,1133,39868,60909,25512,17747,20098,22283,21366,23054,24860,2912,0,62.17,14,5,Barnesville Municipal Telephone -- Consolidated Communications -- Red River Communications -- X-Tech -- LORETEL -- 702 Communications -- Voyant Communications -- MCC_Georgia_LLC -- Cable America -- T-Mobile US -- Verizon -- Midco -- DCN LLC -- CenturyLink,0.99110001,0,0,1,1
27029,8541,7181,15,570,56,0,214,41.6,62723,161,1815,324,748,245,33,336,607,3196,2617,579,885,12,2633,146,405,2696,2680,2238,444,166,93,305,192,398,278,386,344,8411,3,30,59,38,16,75,5793,8017,3196,0,0,0,0,0,0,379,1,8.54,6,2,T-Mobile US -- CenturyLink -- Garden Valley Technologies -- Verizon -- PAUL BUNYAN COMMUNICATIONS -- BagleyPublic Utilities,0.9939,0,0,1,1
27031,5611,4787,18,417,50,4,142,52.2,71937,11,849,196,1266,628,49,178,299,2672,2086,586,431,9,2439,139,85,2459,2450,2011,154,98,68,110,85,251,196,305,265,5314,36,49,82,130,81,23,4502,5378,2672,0,0,0,0,0,0,186,1,3.84,3,1,MCC_Georgia_LLC -- T-Mobile US -- CenturyLink,0.33090001,0,0,1,1
27033,11481,9787,178,33,445,39,1049,41.4,63586,35,2413,234,1318,319,70,588,860,4613,3537,1076,1378,17,3808,360,428,3846,3829,2946,633,201,134,305,177,690,520,659,527,10773,7,23,238,440,180,138,7800,10738,4613,0,0,0,0,0,0,331,1,17.94,16,10,SDN Communications -- Southwest_MN_Broadband_Services -- Nuvera Communications Inc. -- Rise Broadband -- Federated Rural Electric Association -- MCC_Georgia_LLC -- MVTV Wireless -- Windomnet -- T-Mobile US -- LTD Broadband -- GigFire -- Verizon -- FRONTIER -- Midco -- Woodstock Telephone Company -- CenturyLink,0.94010001,0,0,1,1
