County,Total Population,White,Black,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Median Age,Median Household Income,Less than 9th grade,High school graduate,GED or alternative credential,Bachelor's degree,Master's degree,Doctorate degree,Under 50% of poverty level,50% to 99% of poverty level,Total housing units,Owner occupied,Renter occupied,Households with one more more people under 18,Computer with dial-up Internet subscription alone,Computer and Broadband Internet subscription,Computer and no Internet access,No computer,Internet Subscription,Any Broadband Internet subscription,"Cable, fiber optic, or DSL Internet subscription",No Internet access,"Less than $10,000 household income","Less than $10,000 household income with Broadband Internet subscription",$10K to $20K household income,$10K to $20K household income with Broadband Internet subscription,$20K to $35K household income,$20K to $35K household income with Broadband Internet subscription,$35K to $50K household income,$35K to $50K household income with Broadband Internet subscription,Born in the United States,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",Born abroad to American parent(s),Naturalized U.S. citizen,Not a U.S. citizen,"Speak English less than ""very well"" (Spanish)","Speak English less than ""very well"" (other than Spanish)",Total Over 25 Years Old,Total Over 5 Years Old,Total Households,2016 Total Households with Computer and have Internet Sub,2017 Total Households with Computer and have Internet Sub,2018 Total Households with Computer and have Internet Sub,2019 Total Households with Computer and have Internet Sub,2021 Total Households with Computer and have Internet Sub,2022 Total Households with Computer and have Internet Sub,Total ACP Subscribed Households as of 2023-12-01,rural,pop_density,ISPs Count,ISPs ACP Count,All ISPs,Served Percentage,High Cost,Tribal,ISP Desert,ACP Desert
32001,25409,19628,484,1031,716,46,3866,39.7,69922,127,4538,1376,2169,515,348,1154,1310,9595,6419,3176,2615,16,8592,534,453,8629,8613,7442,863,313,181,829,607,1265,871,944,862,23353,51,293,1036,676,573,175,17516,23809,9595,7371,8531,8539,9567,9179,8848,1879,1,10.76,5,4,Charter Communications Inc -- T-Mobile US -- Verizon -- Preferred Networks Inc. -- CC Communications Broadband,0.8247,0,0,1,1
32003,2265926,1130071,272038,23822,230540,17769,725437,37.8,69911,12541,371807,62274,271537,98248,27060,145128,154331,832367,467708,364659,256855,912,734296,59614,37545,740635,739686,632160,67438,48817,36264,51675,36263,97996,79534,98547,85489,1725227,9450,36738,264224,230287,190797,85077,1560375,2132756,832367,602508,646118,685174,684401,774291,783880,213812,0,337.67,29,15,FIF St. George LLC -- Pavlov Media -- WeLink Communications Inc -- Stimulus Technologies of Missouri -- Cascade Utilities I -- T-Mobile US -- Verizon -- Kwikbit Inc. -- GeoLinks -- Lincoln County Telephone System -- TPx Communications -- Allstream Business US LLC -- Optimum -- TDS Telecom -- Rise Broadband -- Cogent Communication -- CenturyLink -- Charter Communications Inc -- LV.Net -- NetFortris -- Cox Communications -- AT&T Inc -- Valley Communications Association Inc. -- Xfinity -- Moapa Valley Telephone Co -- Utah Telecommunication Open Infrastructure Agency -- BAI Connect -- Fort Mojave Telecommunications Inc. -- Fusion,0.9612,0,0,1,1
32005,49476,41603,332,722,1057,93,6552,53.5,84262,154,7974,1485,7930,2954,833,1800,1878,21001,16113,4888,4094,25,19363,603,1010,19495,19470,17117,1354,693,551,1077,856,2191,1862,2031,1805,45941,22,424,1774,1315,1179,301,38843,47884,21001,17695,18286,19140,20146,19308,20179,1972,0,69.19,8,5,Charter Communications Inc -- TPx Communications -- T-Mobile US -- DTS Fiber -- Verizon -- FRONTIER -- Northern Nevada High Speed Internet -- Preferred Networks Inc.,0.9738,0,0,1,1
32007,53600,38092,464,2703,700,93,13424,34.9,87755,190,9534,2191,3642,1605,458,2001,3472,19032,13012,6020,7433,50,16597,1291,1094,16746,16696,11421,1852,732,421,1103,611,1803,1494,1864,1444,49368,62,534,1635,2001,1548,183,34678,49873,19032,13676,15242,14668,17359,15861,17470,1450,0,7.98,16,8,RURAL TELEPHONE COMPANY -- Truleap Technologies -- Beehive Broadband -- White Cloud Communications -- OREGON-IDAHO UTILITIES -- Anthem Broadband of Nevada -- ALASKA COMMUNICATIONS -- T-Mobile US -- CenturyLink -- Zito Media -- Verizon -- Satview Broadband Ltd. -- FRONTIER -- Rise Broadband -- CC Communications Broadband -- CentraCom,0.88450003,0,0,1,1
32009,980,881,2,13,19,0,297,55.0,40694,14,177,21,133,79,0,25,132,485,251,234,59,0,391,70,24,399,399,282,79,4,4,143,143,63,31,52,20,846,0,0,58,76,80,0,873,960,485,0,0,0,0,0,0,25,1,1.19,1,1,Valley Communications Association Inc.,0.0049,1,0,1,1
32011,1622,1469,1,86,9,0,201,48.4,73929,25,381,86,108,61,0,269,16,570,433,137,146,0,533,0,37,547,547,287,23,11,0,17,17,93,81,55,55,1566,0,21,9,26,26,0,1111,1516,570,0,0,0,0,0,0,47,1,0.97,2,2,AT&T Inc -- ALASKA COMMUNICATIONS,0.778,1,0,1,1
32013,17266,13091,131,669,243,41,4815,37.0,75574,177,3189,679,1751,471,76,770,1678,6986,4900,2086,2193,0,6021,421,544,6062,6062,3380,781,359,256,491,377,924,590,757,663,15494,0,54,888,830,904,140,11339,16086,6986,0,0,0,0,0,0,501,1,6.31,8,6,TPx Communications -- AT&T Inc -- ALASKA COMMUNICATIONS -- T-Mobile US -- Zito Media -- Verizon -- OREGON-IDAHO UTILITIES -- PathFinders USA Inc.,0.91049999,0,0,1,1
32015,5728,4858,203,236,23,0,1229,40.0,92388,23,876,458,255,128,131,253,358,2256,1705,551,869,0,2136,43,77,2155,2155,1217,89,108,102,107,87,302,266,223,208,5375,0,11,133,209,220,2,3854,5526,2256,0,0,0,0,0,0,141,1,3.45,3,3,T-Mobile US -- PathFinders USA Inc. -- Verizon,0.88200003,0,0,1,1
32017,4507,3808,204,164,0,4,330,40.6,67412,81,1092,290,292,197,0,243,45,1645,1212,433,499,10,1278,194,163,1288,1278,1066,303,72,30,73,47,141,90,266,184,4447,0,17,1,42,0,7,3187,4319,1645,0,0,0,0,0,0,116,1,1.22,1,1,Lincoln County Telephone System,0.56889999,0,0,1,1
32019,59435,46703,563,1472,860,48,11216,43.2,70026,516,11045,2695,4970,1502,242,3094,3020,23290,17790,5500,7137,39,20689,1428,1134,20872,20833,15444,1952,1283,1003,1373,1078,2402,1970,2795,2393,54631,106,543,1767,2388,1908,262,43054,56317,23290,16152,18195,20614,19958,20635,22425,4284,0,28.97,7,6,Charter Communications Inc -- Preferred Networks Inc. -- T-Mobile US -- Verizon -- FRONTIER -- Northern Nevada High Speed Internet -- AT&T Inc,0.95709997,0,0,1,1
