county,POVPIP,has_pap,has_ssip,has_hins4,has_snap,American Indian and Alaska Native,Asian,Black or African American,Native Hawaiian,Pacific Islander,White,Hispanic or Latino,Veteran,Elderly,DIS,English less than very well,HH Income,WGTP
04001,0,0,0,0,0,0,0,0,0,0,0,12084,0,0,0,0,0,64
04001,0,0,0,0,0,0,0,0,0,0,368,0,0,368,0,0,0,11
04001,0,0,0,0,0,0,0,0,0,0,597,0,0,597,597,0,0,14
04001,0,0,0,0,0,0,0,0,0,0,9777,0,9777,9777,9777,0,0,58
04001,0,0,0,0,0,0,0,0,0,0,15493,0,0,15493,0,0,0,72
04001,0,0,0,0,0,0,1218,0,0,0,0,0,0,0,0,0,0,20
04001,0,0,0,0,0,49,0,0,0,0,0,0,0,49,49,0,0,4
04001,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,5
04001,0,0,0,0,0,76,0,0,0,0,0,0,76,76,0,0,0,5
04001,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,5
04001,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,6
04001,0,0,0,0,0,110,0,0,0,0,0,0,0,110,0,110,0,6
04001,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,14
04001,0,0,0,0,0,149,0,0,0,0,0,0,0,0,149,149,81300,7
04001,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,7
04001,0,0,0,0,0,179,0,0,0,0,0,0,0,179,0,0,0,8
04001,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,8
04001,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,10
04001,0,0,0,0,0,304,0,0,0,0,0,0,0,304,0,304,0,10
04001,0,0,0,0,0,391,0,0,0,0,0,0,0,391,0,0,0,12
04001,0,0,0,0,0,391,0,0,0,0,0,0,0,391,391,391,0,12
04001,0,0,0,0,0,1474,0,0,0,0,0,0,0,1474,0,1474,0,22
04001,0,0,0,0,0,1705,0,0,0,0,0,0,0,0,1705,1705,0,24
04001,0,0,0,0,0,4320,0,0,0,0,0,0,0,0,0,0,0,38
04001,0,0,0,0,1,0,0,0,0,0,1853,1853,0,0,0,0,0,25
04001,0,0,0,0,1,0,0,0,0,0,3383,3383,0,3383,0,0,0,34
04001,0,0,0,0,1,0,1061,0,0,0,1061,0,0,0,1061,0,125077,19
04001,0,0,0,0,1,22,0,0,0,0,0,0,0,22,0,22,0,3
04001,0,0,0,0,1,34,0,0,0,0,0,0,0,34,0,0,0,3
04001,0,0,0,0,1,87,0,0,0,0,0,0,0,0,0,87,0,5
04001,0,0,0,0,1,149,0,0,0,0,0,0,0,0,0,149,0,7
04001,0,0,0,0,1,391,0,0,0,0,0,0,0,0,0,391,0,12
04001,0,0,0,0,1,1429,0,0,0,0,0,0,0,0,0,0,0,22
04001,0,0,0,1,0,0,0,0,0,0,1061,0,0,0,0,0,0,19
04001,0,0,0,1,0,0,0,0,0,0,17896,0,0,17896,17896,0,0,78
04001,0,0,0,1,0,41,0,0,0,0,0,0,0,41,0,0,0,4
04001,0,0,0,1,0,87,0,0,0,0,0,0,0,0,0,0,0,5
04001,0,0,0,1,0,122,0,0,0,0,0,0,0,122,0,0,0,6
04001,0,0,0,1,0,135,0,0,0,0,0,0,0,0,0,135,0,7
04001,0,0,0,1,0,149,0,0,0,0,0,0,0,0,0,0,0,7
04001,0,0,0,1,0,164,0,0,0,0,0,0,0,0,0,0,0,14
04001,0,0,0,1,0,179,0,0,0,0,0,0,0,0,0,179,39191,8
04001,0,0,0,1,0,179,0,0,0,0,0,0,0,179,0,0,0,8
04001,0,0,0,1,0,179,0,0,0,0,0,0,0,179,179,179,0,8
04001,0,0,0,1,0,195,0,0,0,0,0,0,0,195,0,195,0,8
04001,0,0,0,1,0,229,0,0,0,0,0,0,0,0,0,0,0,9
04001,0,0,0,1,0,229,0,0,0,0,0,0,0,229,0,0,0,9
04001,0,0,0,1,0,247,0,0,0,0,0,0,0,0,0,0,0,27
04001,0,0,0,1,0,247,0,0,0,0,0,0,0,0,247,0,0,9
04001,0,0,0,1,0,265,0,0,0,0,0,0,0,0,0,0,0,18
04001,0,0,0,1,0,285,0,0,0,0,0,0,0,0,0,0,0,10
04001,0,0,0,1,0,304,0,0,0,0,0,0,0,304,0,304,0,10
04001,0,0,0,1,0,368,0,0,0,0,0,0,0,0,368,368,0,11
04001,0,0,0,1,0,414,0,0,0,0,0,0,0,0,0,0,0,12
04001,0,0,0,1,0,626,0,0,0,0,0,0,0,0,626,0,0,15
